% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.6487  Ki_stab=49.8893  (Tustin integrator)
% LPF=OFF  fc=20.0 Hz
% Vg_offset=1.338209V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0004544000       950.1217277492         4.0384875376         1.3378393285         4.9887722387        -0.5523692451        -0.5523692451       500.5523692451         1.3968249959
        0.0054461000      1054.7154995981         4.2674669864         1.3454963091         4.9785647289        10.8759599629         2.1796554059       489.1240400371         1.4044785871
        0.0104678000       778.1362398402         3.7129737417         1.4960835936         4.9913241162       235.6331010520        60.0673023875       264.3668989480         1.3993761929
        0.0154426000       783.2798433207         3.7218428461         1.5190545354         5.0040835035       269.9180886758       152.2039211198       230.0819113242         1.4070297842
        0.0204745000       827.1614609966         3.7996048916         1.5241591891         4.9989797486       277.5369748144       210.3061150382       222.4630251856         1.4044785871
        0.0254345000       734.0274760180         3.6389688049         1.5803103799         5.0168428908       361.3447223391       262.4850078367       138.6552776609         1.3942737988
        0.0304666000       707.8127555591         3.5966783410         1.6032813216         5.0117391359       395.6297099629       317.9473395413       104.3702900371         1.4044785871
        0.0354298000       720.3360492955         3.6167275687         1.6083859753         5.0091872584       403.2485961015       356.9097529016        96.7514038985         1.3993761929
        0.0404416000       683.6685541901         3.5588013596         1.6313569170         4.9964278711       437.5335837253       387.2610972559        62.4664162747         1.4070297842
        0.0454340000       706.0063380061         3.5938092867         1.6288045902         1.1022628687       433.7241406560       410.3864244510        66.2758593440         1.4019273900
        0.0504485000       688.7598446106         3.5667045771         1.6415662245         1.1022628687       452.7713560025       426.0978981520        47.2286439975         1.3942737988
        0.0554400000       680.2735998296         3.5535559675         1.6492232050        -0.0052519485       464.1996852104       441.5828883586        35.8003147896         1.4070297842
        0.0604576000       675.6923532354         3.5465086941         1.6543278587         0.0024036839       471.8185713490       454.2176554506        28.1814286510         1.3968249959
        0.0654424000       648.9433374341         3.5060599575         1.6670894930         0.0024036839       490.8657866956       467.1862820442         9.1342133044         1.3942737988
        0.0710502000       657.9775898818         3.5195892134         1.6645371662         0.0151630711       487.0563436263       477.5971204374        12.9436563737         1.4019273900
        0.0754356000       600.4045454835         3.4355821437         1.6875081079         0.0534412330       521.3413312500       490.3157856564       -21.3413312500         1.3917226017
        0.0804552000       642.3713094584         3.4963011033         1.6696418199         0.0764081302       494.6752297649       498.7748230521         5.3247702351         1.3942737988
        0.0854460000       589.6535154876         3.4204562169         1.6900604347         0.1248938019       525.1507743193       504.1001473429       -25.1507743193         1.3942737988
        0.0904574000       583.3797428614         3.4117073221         1.6900604347         0.1555163314       525.1507743193       514.1647562234       -25.1507743193         1.3917226017
        0.0954771000       570.3502153265         3.3937170093         1.6926127616         0.1988982482       528.9602173886       520.3280050762       -28.9602173886         1.3917226017
        0.1004255000       576.6377002769         3.4023683562         1.6875081079         0.2295207777       521.3413312500       522.6338407269       -21.3413312500         1.3993761929
        0.1054543000       551.0469151653         3.3674978938         1.6951650884         0.2677989396       532.7696604579       524.7478979238       -32.7696604579         1.4019273900
        0.1104218000       569.8956576925         3.3930937028         1.6849557810         0.3009733466       517.5318881807       524.9405189490       -17.5318881807         1.3993761929
        0.1154574000       579.0338993648         3.4056801172         1.6798511273         0.3341477535       509.9130020421       519.5769957772        -9.9130020421         1.4019273900
        0.1204454000       529.2708513402         3.3385166576         1.6977174153         0.3800815478       536.5791035273       521.3312249402       -36.5791035273         1.3993761929
        0.1254323000       560.6808514442         3.3805197478         1.6824034542         0.4107040773       513.7224451114       523.1574066802       -13.7224451114         1.3917226017
        0.1304185000       543.7463257224         3.3577127105         1.6875081079         0.4464303617       521.3413312500       520.4677650125       -21.3413312500         1.4044785871
        0.1354520000       551.9343151540         3.3686921320         1.6824034542         0.4770528912       513.7224451114       519.0640798840       -13.7224451114         1.3917226017
        0.1404285000       521.4882796149         3.3283064999         1.6926127616         0.5204348080       528.9602173886       520.1528666620       -28.9602173886         1.4044785871
        0.1454951000       534.5315194741         3.3454616470         1.6849557810         0.5612648474       517.5318881807       521.6317636352       -17.5318881807         1.3917226017
        0.1504553000       536.9140062377         3.3486186050         1.6824034542         0.5842317445       513.7224451114       518.7608790650       -13.7224451114         1.3968249959
