% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338069V  K_gimbal=26.049690  samples=6753

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
       12.2363576000      -187.9945117685         2.0227297559         1.3557056165         3.8940168088         0.4594274104        -0.4594274104         1.3228402807
       12.2404830000      -183.4792736203         2.0284408789         1.3506009628         3.8787055441         0.3264527620        -0.3264527620         1.3253914777
       12.2463440000      -173.6391816643         2.0410178484         1.3429439823         3.8608424019         0.1269907893        -0.1269907893         1.3279426748
       12.2504821000      -166.3125459601         2.0505055625         1.3378393285         3.8429792597        -0.0059838592         0.0059838592         1.3228402807
       12.2558526000      -157.8613512335         2.0615890372         1.3327346748         3.8353236273        -0.1389585076         0.1389585076         1.3279426748
       12.2605077000      -160.8864818404         2.0576039566         1.3352870017         3.8174604851        -0.0724711834         0.0724711834         1.3253914777
       12.2657044000      -177.0747763144         2.0366057308         1.3454963091         3.8149086076         0.1934781135        -0.1934781135         1.3151866894
       12.2704667000      -182.9113044773         2.0291618811         1.3480486360         3.8021492203         0.2599654377        -0.2599654377         1.3177378865
       12.2754533000      -197.7107017220         2.0105597645         1.3557056165         3.7791823232         0.4594274104        -0.4594274104         1.3202890836
       12.2808508000      -159.5931052913         2.0593052970         1.3301823480         3.7689748133        -0.2054458319         0.2054458319         1.3228402807
       12.2857330000      -208.2591990253         1.9975190862         1.3608102703         3.7613191810         0.5924020589        -0.5924020589         1.3253914777
       12.2905491000      -167.0658668318         2.0495249785         1.3327346748         3.7434560388        -0.1389585076         0.1389585076         1.3228402807
       12.2954512000      -195.2927661505         2.0135735996         1.3506009628         3.7332485289         0.3264527620        -0.3264527620         1.3228402807
       12.3005796000      -168.6514950533         2.0474648343         1.3327346748         3.7102816318        -0.1389585076         0.1389585076         1.3228402807
       12.3055133000      -180.0772152308         2.0327684703         1.3403916554         3.6949703670         0.0605034650        -0.0605034650         1.3253914777
       12.3106698000      -172.1883000154         2.0428880824         1.3352870017         3.6771072248        -0.0724711834         0.0724711834         1.3202890836
       12.3162933000      -179.9760049188         2.0328975444         1.3403916554         3.6643478375         0.0605034650        -0.0605034650         1.3253914777
       12.3205486000      -159.4862053475         2.0594460795         1.3276300211         3.6439328179        -0.2719331561         0.2719331561         1.3330450690
       12.3258152000      -186.5885456438         2.0245041981         1.3454963091         3.6362771855         0.1934781135        -0.1934781135         1.3330450690
       12.3305457000      -171.4235998802         2.0438754933         1.3352870017         3.6286215531        -0.0724711834         0.0724711834         1.3177378865
       12.3354888000      -187.6118943542         2.0232123044         1.3454963091         3.6082065334         0.1934781135        -0.1934781135         1.3228402807
       12.3405133000      -176.6472433759         2.0371535369         1.3378393285         3.5928952687        -0.0059838592         0.0059838592         1.3228402807
       12.3455624000      -172.3963434346         2.0426196507         1.3352870017         3.5775840039        -0.0724711834         0.0724711834         1.3202890836
       12.3504635000      -167.5831639821         2.0488523044         1.3327346748         3.5597208617        -0.1389585076         0.1389585076         1.3253914777
       12.3554797000      -183.2091789449         2.0287836741         1.3429439823         3.5571689842         0.1269907893        -0.1269907893         1.3202890836
       12.3605814000      -167.4819536701         2.0489838710         1.3327346748         3.5265464547        -0.1389585076         0.1389585076         1.3253914777
       12.3654756000      -187.3082634182         2.0235954204         1.3454963091         3.5265464547         0.1934781135        -0.1934781135         1.3279426748
       12.3708491000      -163.7427280839         2.0538595965         1.3301823480         3.5010276801        -0.2054458319         0.2054458319         1.3355962660
       12.3759834000      -174.6061687502         2.0397736797         1.3378393285         3.4933720478        -0.0059838592         0.0059838592         1.3228402807
       12.3811083000      -153.5540896677         2.0672982487         1.3250776943         3.4704051506        -0.3384204803         0.3384204803         1.3330450690
       12.3856650000      -163.2929713117         2.0544480394         1.3327346748         3.4704051506        -0.1389585076         0.1389585076         1.3764154192
       12.3908449000      -141.1163332068         2.0840270275         1.3199730405         3.4448863760        -0.4713951288         0.4713951288         1.3381474631
       12.3954693000      -137.1297714724         2.0894689008         1.3199730405         3.4295751113        -0.4713951288         0.4713951288         1.3840690105
       12.4004948000      -137.3435045233         2.0891761236         1.3225253674         3.4142638465        -0.4049078045         0.4049078045         1.3381474631
       12.4054783000      -146.5201066560         2.0767135050         1.3301823480         3.4142638465        -0.2054458319         0.2054458319         1.3458010543
       12.4105212000      -153.1832525371         2.0677917538         1.3352870017         3.3938488269        -0.0724711834         0.0724711834         1.3432498573
       12.4156970000      -131.5688939434         2.0971277967         1.3225253674         3.3708819297        -0.4049078045         0.4049078045         1.3330450690
       12.4205708000      -161.7469700026         2.0564740628         1.3429439823         3.3606744199         0.1269907893        -0.1269907893         1.3406986602
       12.4254672000      -150.2200395131         2.0717465541         1.3352870017         3.3555706650        -0.0724711834         0.0724711834         1.3304938719
       12.4305748000      -158.0077444165         2.0613957257         1.3403916554         3.3300518904         0.0605034650        -0.0605034650         1.3509034485
       12.4355053000      -112.3161761333         2.1242940691         1.3123160600         3.3275000129        -0.6708571014         0.6708571014         1.3483522514
       12.4405460000      -157.0463132890         2.0626661615         1.3429439823         3.3172925031         0.1269907893        -0.1269907893         1.3534546456
       12.4455047000      -128.7182036583         2.1010855265         1.3250776943         3.3019812383        -0.3384204803         0.3384204803         1.3687618280
       12.4504858000      -138.4570853022         2.0876525913         1.3327346748         3.2866699736        -0.1389585076         0.1389585076         1.3662106309
       12.4554568000      -133.0816263385         2.0950363602         1.3301823480         3.2764624638        -0.2054458319         0.2054458319         1.3509034485
       12.4604650000      -127.1438878636         2.1032805644         1.3276300211         3.2662549539        -0.2719331561         0.2719331561         1.3534546456
       12.4654666000      -120.6438698775         2.1124154552         1.3250776943         3.2458399342        -0.3384204803         0.3384204803         1.3611082368
       12.4704565000      -117.7818671655         2.1164752092         1.3250776943         3.2356324244        -0.3384204803         0.3384204803         1.3483522514
       12.4755214000      -127.5207488095         2.1027545037         1.3327346748         3.2254249146        -0.1389585076         0.1389585076         1.3585570397
       12.4804540000      -101.1438159193         2.1405554348         1.3174207137         3.2050098949        -0.5378824530         0.5378824530         1.3534546456
       12.4859648000      -109.1958590296         2.1287973731         1.3250776943         3.1999061400        -0.3384204803         0.3384204803         1.3636594339
       12.4908340000      -102.1335615323         2.1390992861         1.3225253674         3.1896986301        -0.4049078045         0.4049078045         1.3636594339
       12.4958889000       -86.1083949533         2.1630667630         1.3148683868         3.1769392429        -0.6043697772         0.6043697772         1.3738642222
       12.5012684000       -89.3978637671         2.1580776125         1.3199730405         3.1616279781        -0.4713951288         0.4713951288         1.3764154192
       12.5054936000       -81.2110072474         2.1705635216         1.3174207137         3.1539723457        -0.5378824530         0.5378824530         1.3662106309
       12.5104886000       -85.0627555725         2.1646604228         1.3225253674         3.1386610810        -0.4049078045         0.4049078045         1.3738642222
       12.5154625000       -81.6384733493         2.1699058444         1.3225253674         3.1335573261        -0.4049078045         0.4049078045         1.3687618280
       12.5204478000       -82.4144859114         2.1687135477         1.3250776943         3.1233498162        -0.3384204803         0.3384204803         1.3815178134
       12.5254625000       -66.9515988435         2.1928789472         1.3174207137         3.1105904289        -0.5378824530         0.5378824530         1.3891714046
       12.5304422000       -75.0036419539         2.1801869197         1.3250776943         3.1080385515        -0.3384204803         0.3384204803         1.3815178134
       12.5356003000       -59.5407548860         2.2047762271         1.3174207137         3.0876235318        -0.5378824530         0.5378824530         1.3917226017
       12.5404584000       -50.7916188551         2.2190989603         1.3148683868         3.0799678994        -0.6043697772         0.6043697772         1.3968249959
       12.5454758000       -66.6819720249         2.1933081254         1.3276300211         3.0774160220        -0.2719331561         0.2719331561         1.3917226017
       12.5508440000       -47.5810696829         2.2244323102         1.3174207137         3.0595528797        -0.5378824530         0.5378824530         1.3917226017
       12.5564040000       -55.6331127932         2.2111354883         1.3250776943         3.0595528797        -0.3384204803         0.3384204803         1.4019273900
       12.5607796000       -35.9699309401         2.2440809682         1.3148683868         3.0416897375        -0.6043697772         0.6043697772         1.4044785871
       12.5656009000       -35.0591049686         2.2456467379         1.3174207137         3.0416897375        -0.5378824530         0.5378824530         1.4044785871
       12.5704545000       -22.1096741524         2.2683070624         1.3123160600         3.0314822277        -0.6708571014         0.6708571014         1.4223369666
       12.5754825000       -12.2359790992         2.3641923506         1.3097637331         3.0238265953        -0.7373444257         0.7373444257         1.4095809812
       12.5805246000       -31.2020680318         2.2523176206         1.3250776943         3.0238265953        -0.3384204803         0.3384204803         1.4274393608
       12.5855045000       -32.5403601052         2.2499955576         1.3276300211         3.0034115756        -0.2719331561         0.2719331561         1.4223369666
       12.5904853000       -34.4409316897         2.2467114841         1.3301823480         3.0085153306        -0.2054458319         0.2054458319         1.4274393608
       12.5954861000       -36.9037827854         2.2424793667         1.3327346748         3.0034115756        -0.1389585076         0.1389585076         1.4197857695
       12.6007794000       -18.9274394658         2.2847972255         1.3225253674         2.9932040658        -0.4049078045         0.4049078045         1.4248881637
       12.6055100000       -23.9037468132         2.2651222804         1.3276300211         2.9932040658        -0.2719331561         0.2719331561         1.4248881637
       12.6113598000        -4.8028444712         2.4523875459         1.3174207137         2.9804446785        -0.5378824530         0.5378824530         1.4350929520
       12.6164507000       -21.2554771522         2.2698286303         1.3301823480         2.9881003109        -0.2054458319         0.2054458319         1.4401953461
       12.6208298000       -11.1174438920         2.3774639293         1.3250776943         2.9727890461        -0.3384204803         0.3384204803         1.4452977403
       12.6257640000       -25.0566203212         2.2630835389         1.3352870017         2.9829965560        -0.0724711834         0.0724711834         1.4427465432
       12.6307529000       -32.8443252246         2.2494692547         1.3403916554         2.9804446785         0.0605034650        -0.0605034650         1.4504001345
       12.6364959000        -3.9539360827         2.4624599641         1.3225253674         2.9625815363        -0.4049078045         0.4049078045         1.4529513315
       12.6415214000         3.6706409258         2.5529266503         1.3199730405         2.9702371687        -0.4713951288         0.4713951288         1.4657073169
       12.6460395000       -17.5445660517         2.3012052145         1.3352870017         2.9676852912        -0.0724711834         0.0724711834         1.4529513315
       12.6504593000       -21.1319761697         2.2700489007         1.3378393285         2.9600296588        -0.0059838592         0.0059838592         1.4580537257
       12.6554624000       -29.4819605843         2.2553138743         1.3429439823         2.9702371687         0.1269907893        -0.1269907893         1.4606049228
       12.6604533000       -30.5559144507         2.2534416066         1.3429439823         2.9625815363         0.1269907893        -0.1269907893         1.4529513315
       12.6654607000        -6.4280996053         2.4331036635         1.3276300211         2.9625815363        -0.2719331561         0.2719331561         1.4580537257
       12.6704685000         0.0719183808         2.5102272976         1.3250776943         2.9625815363        -0.3384204803         0.3384204803         1.4759121052
       12.6758286000        -1.2663736925         2.4943482726         1.3276300211         2.9549259039        -0.2719331561         0.2719331561         1.4810144994
       12.6804694000        -3.1669452770         2.4717977215         1.3301823480         2.9600296588        -0.2054458319         0.2054458319         1.4784633023
       12.6854884000        -5.6297963728         2.4425756444         1.3327346748         2.9625815363        -0.1389585076         0.1389585076         1.4784633023
       12.6905645000        -8.6549269797         2.4066820413         1.3352870017         2.9625815363        -0.0724711834         0.0724711834         1.4708097111
       12.6956872000       -12.2423370978         2.3641169121         1.3378393285         2.9625815363        -0.0059838592         0.0059838592         1.4606049228
       12.7005407000       -20.5923215123         2.2710122339         1.3429439823         2.9625815363         0.1269907893        -0.1269907893         1.4733609081
       12.7054402000       -13.2656858081         2.3519747347         1.3378393285         2.9625815363        -0.0059838592         0.0059838592         1.4606049228
       12.7105563000        -4.8144910815         2.4522493572         1.3327346748         2.9625815363        -0.1389585076         0.1389585076         1.4682585140
       12.7159163000        -3.6393269031         2.4661928466         1.3327346748         2.9549259039        -0.1389585076         0.1389585076         1.4759121052
       12.7204915000        -6.6644575100         2.4302992435         1.3352870017         2.9600296588        -0.0724711834         0.0724711834         1.4708097111
       12.7254514000        -1.8512780575         2.4874082994         1.3327346748         2.9549259039        -0.1389585076         0.1389585076         1.4682585140
       12.7306118000       -21.6775878056         2.2690763086         1.3454963091         2.9676852912         0.1934781135        -0.1934781135         1.4682585140
       12.7354500000       -19.1135263979         2.2825892777         1.3429439823         2.9600296588         0.1269907893        -0.1269907893         1.4606049228
       12.7404761000         0.8139936622         2.5190321259         1.3301823480         2.9625815363        -0.2054458319         0.2054458319         1.4759121052
       12.7454825000         6.7517321371         2.5894842340         1.3276300211         2.9549259039        -0.2719331561         0.2719331561         1.4657073169
       12.7510099000       -20.3506081592         2.2714441538         1.3454963091         2.9651334138         0.1934781135        -0.1934781135         1.4657073169
       12.7563309000       -13.5862519662         2.3481711718         1.3403916554         2.9651334138         0.0605034650        -0.0605034650         1.4682585140
       12.7612501000        -9.8976315361         2.3919371757         1.3378393285         2.9651334138        -0.0059838592         0.0059838592         1.4657073169
       12.7663839000        -5.6467315948         2.4423747056         1.3352870017         2.9600296588        -0.0724711834         0.0724711834         1.4733609081
       12.7705967000        -9.2341417129         2.3998095764         1.3378393285         2.9600296588        -0.0059838592         0.0059838592         1.4631561198
       12.7760334000        -9.1835365569         2.4004100138         1.3378393285         2.9574777814        -0.0059838592         0.0059838592         1.4708097111
       12.7804726000       -17.5335209714         2.3013362659         1.3429439823         2.9600296588         0.1269907893        -0.1269907893         1.4580537257
       12.7856238000       -22.8077696231         2.2670660620         1.3454963091         2.9651334138         0.1934781135        -0.1934781135         1.4657073169
       12.7904763000       -11.8431186448         2.3688536956         1.3378393285         2.9651334138        -0.0059838592         0.0059838592         1.4708097111
       12.7954621000         9.2089604377         2.6186395958         1.3250776943         2.9523740265        -0.3384204803         0.3384204803         1.4682585140
       12.8004612000        -8.9305107768         2.4034122005         1.3378393285         2.9600296588        -0.0059838592         0.0059838592         1.4733609081
       12.8054613000        -8.8799056208         2.4040126378         1.3378393285         2.9600296588        -0.0059838592         0.0059838592         1.4631561198
       12.8104928000       -17.2298900354         2.3049388900         1.3429439823         2.9651334138         0.1269907893        -0.1269907893         1.4657073169
       12.8157526000        -9.9032543312         2.3918704604         1.3378393285         2.9600296588        -0.0059838592         0.0059838592         1.4631561198
       12.8206948000         6.9485299660         2.5918192681         1.3276300211         2.9549259039        -0.2719331561         0.2719331561         1.4682585140
       12.8264605000        -7.5529259744         2.4197574393         1.3378393285         2.9574777814        -0.0059838592         0.0059838592         1.4682585140
       12.8305689000        -7.5023208184         2.4203578766         1.3378393285         2.9600296588        -0.0059838592         0.0059838592         1.4682585140
       12.8355022000         5.1491686935         2.5704695917         1.3301823480         2.9600296588        -0.2054458319         0.2054458319         1.4733609081
       12.8404896000       -18.3151563287         2.2920620517         1.3454963091         2.9651334138         0.1934781135        -0.1934781135         1.4657073169
       12.8454852000         1.0500842202         2.5218333738         1.3327346748         2.9549259039        -0.1389585076         0.1389585076         1.4733609081
       12.8506106000        -6.1753411720         2.4361026781         1.3378393285         2.9600296588        -0.0059838592         0.0059838592         1.4631561198
       12.8554891000       -14.5253255866         2.3370289303         1.3429439823         2.9574777814         0.1269907893        -0.1269907893         1.4631561198
       12.8604899000         9.6024892589         2.6233088711         1.3276300211         2.9523740265        -0.2719331561         0.2719331561         1.4759121052
       12.8654977000       -17.4998510375         2.3017357645         1.3454963091         2.9651334138         0.1934781135        -0.1934781135         1.4631561198
       12.8705162000        -2.3349052738         2.4816699940         1.3352870017         2.9574777814        -0.0724711834         0.0724711834         1.4682585140
       12.8754659000       -10.1226101772         2.3892677722         1.3403916554         2.9651334138         0.0605034650        -0.0605034650         1.4657073169
       12.8804598000       -19.0348741030         2.2835224984         1.3454963091         2.9600296588         0.1934781135        -0.1934781135         1.4682585140
       12.8854610000        -3.8699283394         2.4634567279         1.3352870017         2.9574777814        -0.0724711834         0.0724711834         1.4682585140
       12.8908349000         5.1435458984         2.5704028765         1.3301823480         2.9574777814        -0.2054458319         0.2054458319         1.4759121052
       12.8971253000        -9.9201895532         2.3916695216         1.3403916554         2.9651334138         0.0605034650        -0.0605034650         1.4708097111
       12.9008818000         6.3693152328         2.5849468033         1.3301823480         2.9523740265        -0.2054458319         0.2054458319         1.4682585140
       12.9056594000         3.9064641371         2.5557247262         1.3327346748         2.9600296588        -0.1389585076         0.1389585076         1.4759121052
       12.9109436000        -7.5192560404         2.4201569378         1.3403916554         2.9600296588         0.0605034650        -0.0605034650         1.4631561198
       12.9156100000        -8.0309303956         2.4140858491         1.3403916554         2.9549259039         0.0605034650        -0.0605034650         1.4733609081
       12.9206424000        -0.1420151802         2.5076889456         1.3352870017         2.9574777814        -0.0724711834         0.0724711834         1.4631561198
       12.9254659000       -20.5306044395         2.2711224909         1.3480486360         2.9600296588         0.2599654377        -0.2599654377         1.4759121052
       12.9304469000        -1.7276434017         2.4888752421         1.3352870017         2.9574777814        -0.0724711834         0.0724711834         1.4682585140
       12.9354629000        15.6864204067         2.6954955759         1.3250776943         2.9523740265        -0.3384204803         0.3384204803         1.4682585140
       12.9404476000       -10.8536403785         2.3805939953         1.3429439823         2.9600296588         0.1269907893        -0.1269907893         1.4708097111
       12.9455973000         4.8735848964         2.5671997510         1.3327346748         2.9600296588        -0.1389585076         0.1389585076         1.4657073169
       12.9504997000        -2.3518404958         2.4814690552         1.3378393285         2.9600296588        -0.0059838592         0.0059838592         1.4784633023
       12.9554535000         1.8990594455         2.5319065851         1.3352870017         2.9651334138        -0.0724711834         0.0724711834         1.4708097111
       12.9604645000         6.7122388980         2.5890156411         1.3327346748         2.9523740265        -0.1389585076         0.1389585076         1.4733609081
       12.9655078000        -4.7134812795         2.4534478528         1.3403916554         2.9651334138         0.0605034650        -0.0605034650         1.4708097111
       12.9704857000        19.9766130771         2.7463993196         1.3250776943         2.9523740265        -0.3384204803         0.3384204803         1.4733609081
       12.9758126000        14.4380262185         2.6806832020         1.3301823480         2.9574777814        -0.2054458319         0.2054458319         1.4835656964
       12.9804672000        32.9766490492         2.7622082496         1.3199730405         2.9600296588        -0.4713951288         0.4713951288         1.4835656964
       12.9854727000        36.9632107836         2.7669463832         1.3199730405         2.9600296588        -0.4713951288         0.4713951288         1.4937704847
       12.9904611000        53.5506568739         2.7865039937         1.3123160600         2.9574777814        -0.6708571014         0.6708571014         1.5014240760
       12.9954774000        71.8249414977         2.8077808486         1.3046590794         2.9651334138        -0.8703190741         0.8703190741         1.5039752730
       13.0004772000        79.1851802993         2.8162780310         1.3046590794         2.9574777814        -0.8703190741         0.8703190741         1.5090776672
       13.0054776000       107.5468930273         2.8486825983         1.2918974451         2.9523740265        -1.2027556953         1.2027556953         1.5065264701
       13.0104610000        79.9158763171         2.8171194750         1.3148683868         2.9625815363        -0.6043697772         0.6043697772         1.5116288643
       13.0155023000        17.8222805091         2.7208378585         1.3557056165         2.9676852912         0.4594274104        -0.4594274104         1.5218336526
       13.0208424000        76.9413508662         2.8136917499         1.3174207137         2.9702371687        -0.5378824530         0.5378824530         1.5141800613
       13.0256457000        52.0881286147         2.7847893582         1.3352870017         2.9804446785        -0.0724711834         0.0724711834         1.5243848497
       13.0304644000        73.7024872084         2.8099521771         1.3225253674         2.9829965560        -0.4049078045         0.4049078045         1.5269360467
       13.0354787000        81.3270642168         2.8187434905         1.3199730405         2.9778928011        -0.4713951288         0.4713951288         1.5345896380
       13.0404688000        97.9145103071         2.8377330811         1.3123160600         2.9855484334        -0.6708571014         0.6708571014         1.5371408350
       13.0454776000        82.5864366486         2.8201916266         1.3250776943         2.9957559433        -0.3384204803         0.3384204803         1.5447944263
       13.0505003000        89.6487341458         2.8282925877         1.3225253674         3.0008596982        -0.4049078045         0.4049078045         1.5473456233
       13.0555762000        84.6724267984         2.8225878869         1.3276300211         3.0059634531        -0.2719331561         0.2719331561         1.5371408350
       13.0604536000        99.5730343551         2.8396222470         1.3199730405         3.0059634531        -0.4713951288         0.4713951288         1.5422432292
       13.0654983000        99.3593013042         2.8393788836         1.3225253674         3.0187228404        -0.4049078045         0.4049078045         1.5447944263
       13.0704691000       111.1841730980         2.8528036769         1.3174207137         3.0263784728        -0.5378824530         0.5378824530         1.5473456233
       13.0754555000       115.7330143435         2.8579476950         1.3174207137         3.0314822277        -0.5378824530         0.5378824530         1.5575504116
       13.0807989000       111.8812660185         2.8535926797         1.3225253674         3.0467934924        -0.4049078045         0.4049078045         1.5473456233
       13.0857088000       127.9064325975         2.8716636390         1.3148683868         3.0442416150        -0.6043697772         0.6043697772         1.5447944263
       13.0904563000       116.2163742131         2.8584936725         1.3250776943         3.0570010023        -0.3384204803         0.3384204803         1.5524480175
       13.0954454000       131.6792612810         2.8759007706         1.3174207137         3.0595528797        -0.5378824530         0.5378824530         1.5549992146
       13.1004623000       136.2281025265         2.8810014388         1.3174207137         3.0646566347        -0.5378824530         0.5378824530         1.5703063970
       13.1054648000       149.1775333427         2.8954782510         1.3123160600         3.0723122670        -0.6708571014         0.6708571014         1.5601016087
       13.1104407000       150.6506388254         2.8971213770         1.3148683868         3.0748641445        -0.6043697772         0.6043697772         1.5703063970
       13.1154744000       151.5614647968         2.8981369747         1.3174207137         3.0978310416        -0.5378824530         0.5378824530         1.5703063970
       13.1206075000       160.3106008277         2.9078796010         1.3148683868         3.0927272867        -0.6043697772         0.6043697772         1.5754087912
       13.1259068000       157.0211320138         2.9042192499         1.3199730405         3.1131423064        -0.4713951288         0.4713951288         1.5754087912
       13.1306681000       156.8073989629         2.9039813118         1.3225253674         3.1182460613        -0.4049078045         0.4049078045         1.5754087912
       13.1354724000       156.0313864008         2.9031173041         1.3250776943         3.1259016937        -0.3384204803         0.3384204803         1.5856135795
       13.1404586000       158.8933891128         2.9063029753         1.3250776943         3.1412129584        -0.3384204803         0.3384204803         1.5728575941
       13.1454387000       149.1545074688         2.8954525619         1.3327346748         3.1463167133        -0.1389585076         0.1389585076         1.5754087912
       13.1508098000       162.9305560031         2.9107928209         1.3250776943         3.1565242232        -0.3384204803         0.3384204803         1.5856135795
       13.1554815000       174.1931482857         2.9232968528         1.3199730405         3.1667317330        -0.4713951288         0.4713951288         1.5881647766
       13.1605571000       169.7791204495         2.9183997578         1.3250776943         3.1692836105        -0.3384204803         0.3384204803         1.5856135795
       13.1656836000       164.2405335909         2.9122487539         1.3301823480         3.1871467527        -0.2054458319         0.2054458319         1.5881647766
       13.1705041000       170.1782720657         2.9188427668         1.3276300211         3.1973542625        -0.2719331561         0.2719331561         1.5907159736
       13.1754578000       159.8771109106         2.9073974095         1.3352870017         3.2101136498        -0.0724711834         0.0724711834         1.5932671707
       13.1804577000       168.8905851484         2.9174134639         1.3301823480         3.2228730371        -0.2054458319         0.2054458319         1.5805111853
       13.1859049000       149.6265549115         2.8959791725         1.3429439823         3.2432880568         0.1269907893        -0.1269907893         1.5881647766
       13.1904663000       144.3523062598         2.8900909892         1.3454963091         3.2534955666         0.1934781135        -0.1934781135         1.5907159736
       13.1954449000       159.5172520235         2.9069970818         1.3352870017         3.2585993215        -0.0724711834         0.0724711834         1.5830623824
       13.2004969000       151.7295471201         2.8983243623         1.3403916554         3.2764624638         0.0605034650        -0.0605034650         1.5856135795
       13.2054566000       163.8187571208         2.9117800320         1.3327346748         3.2764624638        -0.1389585076         0.1389585076         1.5932671707
       13.2104805000       164.9939212992         2.9130858845         1.3327346748         3.2968774834        -0.1389585076         0.1389585076         1.5830623824
       13.2154604000       149.3679063364         2.8956906363         1.3429439823         3.2994293609         0.1269907893        -0.1269907893         1.5907159736
       13.2204708000       152.4942472553         2.8991767801         1.3403916554         3.3223962580         0.0605034650        -0.0605034650         1.5856135795
       13.2254526000       139.3816885442         2.8845327172         1.3480486360         3.3300518904         0.2599654377        -0.2599654377         1.5881647766
       13.2304925000       162.3849443672         2.9101862868         1.3327346748         3.3453631551        -0.1389585076         0.1389585076         1.5932671707
       13.2354656000       163.5601085456         2.9114925722         1.3327346748         3.3581225424        -0.1389585076         0.1389585076         1.5932671707
       13.2404785000       164.7352727240         2.9127985020         1.3327346748         3.3708819297        -0.1389585076         0.1389585076         1.6111255502
       13.2454599000       178.5113212583         2.9280837611         1.3250776943         3.3887450720        -0.3384204803         0.3384204803         1.6034719590
       13.2504765000       193.9742083262         2.9452001685         1.3174207137         3.3912969494        -0.5378824530         0.5378824530         1.6060231561
       13.2554596000       185.9221652159         2.9362913695         1.3250776943         3.4117119691        -0.3384204803         0.3384204803         1.6085743532
       13.2605764000       171.9829887866         2.9208453385         1.3352870017         3.4270232338        -0.0724711834         0.0724711834         1.6085743532
       13.2657230000       172.5958734538         2.9215252545         1.3352870017         3.4295751113        -0.0724711834         0.0724711834         1.6060231561
       13.2706916000       160.6078737652         2.9082102421         1.3429439823         3.4525420084         0.1269907893        -0.1269907893         1.6085743532
       13.2754602000       176.3350990400         2.9256717603         1.3327346748         3.4653013957        -0.1389585076         0.1389585076         1.6111255502
       13.2804512000       190.1111475743         2.9409270761         1.3250776943         3.4729570281        -0.3384204803         0.3384204803         1.6187791415
       13.2854588000       163.5710867891         2.9115047737         1.3429439823         3.4908201703         0.1269907893        -0.1269907893         1.6085743532
       13.2904886000       200.2997859905         2.9521939084         1.3199730405         3.5010276801        -0.4713951288         0.4713951288         1.6136767473
       13.2954549000       170.6839894424         2.9194039993         1.3403916554         3.5265464547         0.0605034650        -0.0605034650         1.6136767473
       13.3008308000       191.1737890137         2.9421026803         1.3276300211         3.5290983322        -0.2719331561         0.2719331561         1.6085743532
       13.3054501000       180.8726278586         2.9306999263         1.3352870017         3.5444095970        -0.0724711834         0.0724711834         1.6085743532
       13.3104632000       164.6843333846         2.9127419016         1.3454963091         3.5699283715         0.1934781135        -0.1934781135         1.6060231561
       13.3154817000       167.2483947924         2.9155901146         1.3429439823         3.5724802490         0.1269907893        -0.1269907893         1.6111255502
       13.3205466000       178.7753252819         2.9283763085         1.3352870017         3.5979990236        -0.0724711834         0.0724711834         1.6060231561
       13.3254719000       158.3867360226         2.9057391954         1.3480486360         3.6056546560         0.2599654377        -0.2599654377         1.6085743532
       13.3304874000       193.9908762015         2.9452186019         1.3250776943         3.6158621658        -0.3384204803         0.3384204803         1.6111255502
       13.3354496000       159.0502258458         2.9064774813         1.3480486360         3.6439328179         0.2599654377        -0.2599654377         1.6111255502
       13.3404551000       186.2537764541         2.9366584324         1.3301823480         3.6439328179        -0.2054458319         0.2054458319         1.6085743532
       13.3454716000       166.9897462172         2.9153028749         1.3429439823         3.6617959601         0.1269907893        -0.1269907893         1.6162279444
       13.3504593000       170.1160871361         2.9187737515         1.3403916554         3.6796591023         0.0605034650        -0.0605034650         1.6162279444
       13.3554876000       169.6044127809         2.9182058426         1.3403916554         3.6873147347         0.0605034650        -0.0605034650         1.6085743532
       13.3604444000       177.4933279963         2.9269555857         1.3352870017         3.7000741219        -0.0724711834         0.0724711834         1.6085743532
       13.3654937000       169.7056230929         2.9183181810         1.3403916554         3.7281447740         0.0605034650        -0.0605034650         1.6034719590
       13.3708986000       164.9936539525         2.9130855875         1.3429439823         3.7434560388         0.1269907893        -0.1269907893         1.6034719590
       13.3754703000       155.5191105155         2.9025468417         1.3480486360         3.7613191810         0.2599654377        -0.2599654377         1.6034719590
       13.3804519000       161.7211871973         2.9094483094         1.3429439823         3.7664229359         0.1269907893        -0.1269907893         1.5983695649
       13.3854763000       156.4469385456         2.9035799994         1.3454963091         3.7817342006         0.1934781135        -0.1934781135         1.5983695649
       13.3904904000       154.8107051681         2.9017578432         1.3454963091         3.7995973429         0.1934781135        -0.1934781135         1.6034719590
       13.3955135000       174.1759457170         2.9232777756         1.3327346748         3.8047010978        -0.1389585076         0.1389585076         1.6085743532
       13.4004583000       141.7487516130         2.8871807667         1.3531532897         3.8200123625         0.3929400862        -0.3929400862         1.5958183678
       13.4055401000       155.2268588430         2.9022213597         1.3429439823         3.8327717498         0.1269907893        -0.1269907893         1.6034719590
       13.4104498000       154.1529049766         2.9010250713         1.3429439823         3.8404273822         0.1269907893        -0.1269907893         1.5983695649
