% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338120V  K_gimbal=26.049690  samples=2001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         Error[deg/s]           disturbance[V]      
        0.3104443000        84.2562892956         2.8221100895         1.4144091342         0.8521788777       113.8642533416       -13.8642533416         1.3942737988
        0.3154238000        90.6104942766         2.8293932501         1.4093044805         0.8598345101       106.2453672030        -6.2453672030         1.3968249959
        0.3204377000        93.8889634946         2.8331407710         1.4067521537         0.8623863875       102.4359241337        -2.4359241337         1.3942737988
        0.3254174000        85.1288278680         2.8231117792         1.4118568074         0.8725938974       110.0548102723       -10.0548102723         1.3917226017
        0.3304484000        87.8450175749         2.8262267480         1.4093044805         0.8879051621       106.2453672030        -6.2453672030         1.3993761929
        0.3354365000        99.5240763636         2.8395665043         1.4016475000         0.8879051621        94.8170379951         5.1829620049         1.4044785871
        0.3404454000        79.2876154035         2.8163960143         1.4144091342         0.9006645494       113.8642533416       -13.8642533416         1.3917226017
        0.3454747000        81.4415255992         2.8188751534         1.4118568074         0.8955607945       110.0548102723       -10.0548102723         1.3968249959
        0.3504655000        79.9574205208         2.8171673045         1.4118568074         0.9134239367       110.0548102723       -10.0548102723         1.3942737988
        0.3554731000        74.2730206571         2.8106114669         1.4144091342         0.9210795691       113.8642533416       -13.8642533416         1.3917226017
        0.3604377000        89.0278152087         2.8275816741         1.4041998268         0.9236314466        98.6264810644         1.3735189356         1.4044785871
        0.3654434000        97.6311382345         2.8374101366         1.3990951731         0.9185276916        91.0075949257         8.9924050743         1.4044785871
        0.3704262000        86.3575463561         2.8245215014         1.4067521537         0.9338389564       102.4359241337        -2.4359241337         1.3993761929
        0.3754642000        98.5988846560         2.8385128273         1.3990951731         0.9440464662        91.0075949257         8.9924050743         1.4044785871
        0.3804514000        91.5255875630         2.8304399534         1.4041998268         0.9440464662        98.6264810644         1.3735189356         1.3968249959
        0.3854306000        95.9286158035         2.8354688334         1.4016475000         0.9568058535        94.8170379951         5.1829620049         1.3942737988
        0.3904617000        75.6921548433         2.8122503388         1.4144091342         0.9670133634       113.8642533416       -13.8642533416         1.3942737988
        0.3954348000        90.4469493949         2.8292061274         1.4041998268         0.9695652408        98.6264810644         1.3735189356         1.3993761929
        0.4004416000        90.6496828501         2.8294380859         1.4041998268         0.9772208732        98.6264810644         1.3735189356         1.3993761929
        0.4054460000        82.4518267347         2.8200368926         1.4093044805         0.9899802605       106.2453672030        -6.2453672030         1.3993761929
        0.4104618000        89.9305907381         2.8286152134         1.4041998268         0.9976358929        98.6264810644         1.3735189356         1.3993761929
        0.4154422000        94.3336189786         2.8336485216         1.4016475000         0.9950840154        94.8170379951         5.1829620049         1.4044785871
        0.4204541000        99.2989267302         2.8393101342         1.3990951731         1.0001877703        91.0075949257         8.9924050743         1.3993761929
        0.4254328000       100.6262192078         2.8408210422         1.3990951731         1.0078434027        91.0075949257         8.9924050743         1.4044785871
        0.4304724000        89.3526273295         2.8279535951         1.4067521537         1.0180509125       102.4359241337        -2.4359241337         1.3993761929
        0.4354501000        97.3936708441         2.8371394700         1.4016475000         1.0180509125        94.8170379951         5.1829620049         1.4019273900
        0.4404682000        93.9583890251         2.8332200559         1.4041998268         1.0257065449        98.6264810644         1.3735189356         1.4019273900
        0.4454849000        94.1611224803         2.8334515631         1.4041998268         1.0384659322        98.6264810644         1.3735189356         1.3968249959
        0.4505682000       106.9647402914         2.8480223425         1.3965428462         1.0359140547        87.1981518564        12.8018481436         1.3993761929
        0.4554413000       108.8543122801         2.8501647449         1.3965428462         1.0461215646        87.1981518564        12.8018481436         1.4044785871
        0.4604524000       106.5435894836         2.8475445720         1.3990951731         1.0512253195        91.0075949257         8.9924050743         1.4044785871
        0.4654370000       112.0711767465         2.8538075851         1.3965428462         1.0512253195        87.1981518564        12.8018481436         1.3968249959
        0.4704434000       105.5601591646         2.8464285436         1.4016475000         1.0639847068        94.8170379951         5.1829620049         1.3942737988
        0.4754300000       110.5254669163         2.8520578847         1.3990951731         1.0665365843        91.0075949257         8.9924050743         1.3993761929
        0.4805874000       107.6524646086         2.8488023136         1.4016475000         1.0767440941        94.8170379951         5.1829620049         1.3993761929
        0.4854422000       104.2171827897         2.8449036119         1.4041998268         1.0818478490        98.6264810644         1.3735189356         1.3968249959
        0.4904398000        66.6172631771         2.8017444217         1.4271707685         1.0971591138       132.9114686881       -32.9114686881         1.3968249959
        0.4954467000        82.7609549581         2.8203922167         1.4144091342         1.0920553588       113.8642533416       -13.8642533416         1.4044785871
        0.5004610000        93.3154547244         2.8324857006         1.4067521537         1.0946072363       102.4359241337        -2.4359241337         1.3968249959
        0.5054420000        88.7556138830         2.8272699414         1.4093044805         1.1175741334       106.2453672030        -6.2453672030         1.3942737988
        0.5104500000        87.8337883158         2.8262138802         1.4093044805         1.1124703785       106.2453672030        -6.2453672030         1.3942737988
        0.5154305000        82.7116679633         2.8203355687         1.4118568074         1.1252297658       110.0548102723       -10.0548102723         1.3891714046
        0.5204463000        93.8284472408         2.8330716581         1.4041998268         1.1277816433        98.6264810644         1.3735189356         1.3891714046
        0.5254312000        98.2314754813         2.8380942524         1.4016475000         1.1354372756        94.8170379951         5.1829620049         1.4044785871
        0.5304650000        73.7947197359         2.8100587742         1.4169614611         1.1481966629       117.6736964109       -17.6736964109         1.3891714046
        0.5354407000       100.5881191322         2.8407776860         1.3990951731         1.1456447855        91.0075949257         8.9924050743         1.4044785871
        0.5404390000        89.3145272538         2.8279099727         1.4067521537         1.1533004179       102.4359241337        -2.4359241337         1.3942737988
        0.5454415000        84.7546864125         2.8226823212         1.4093044805         1.1635079277       106.2453672030        -6.2453672030         1.3917226017
        0.5504249000        88.0331556306         2.8264423265         1.4067521537         1.1686116826       102.4359241337        -2.4359241337         1.3968249959
        0.5554322000        87.6736095746         2.8260303193         1.4067521537         1.1737154375       102.4359241337        -2.4359241337         1.4070297842
        0.5604820000        83.1137687333         2.8207976745         1.4093044805         1.1788191925       106.2453672030        -6.2453672030         1.3942737988
        0.5654355000       103.1934170926         2.8437404508         1.3965428462         1.1813710699        87.1981518564        12.8018481436         1.3891714046
        0.5704634000       100.8826942960         2.8411128777         1.3990951731         1.1915785797        91.0075949257         8.9924050743         1.3815178134
        0.5754326000       110.6105763442         2.8521542593         1.3939905194         1.1992342121        83.3887087871        16.6112912129         1.4044785871
        0.5805645000        92.0609539177         2.8310520688         1.4067521537         1.2145454769       102.4359241337        -2.4359241337         1.3942737988
        0.5854751000       100.1019974322         2.8402244251         1.4016475000         1.2068898445        94.8170379951         5.1829620049         1.4044785871
        0.5904619000       105.0673051839         2.8458690330         1.3990951731         1.2094417220        91.0075949257         8.9924050743         1.3968249959
        0.5954875000        93.7937133056         2.8330319891         1.4067521537         1.2196492318       102.4359241337        -2.4359241337         1.3993761929
        0.6004513000        93.4341672496         2.8326213128         1.4067521537         1.2349604965       102.4359241337        -2.4359241337         1.3993761929
        0.6054306000       109.8758003347         2.8513220997         1.3965428462         1.2375123740        87.1981518564        12.8018481436         1.4070297842
        0.6104466000       115.9656671088         2.8582105019         1.3939905194         1.2400642515        83.3887087871        16.6112912129         1.4044785871
        0.6154236000       114.2172238235         2.8562347674         1.3965428462         1.2400642515        87.1981518564        12.8018481436         1.3968249959
        0.6204695000       107.7062062416         2.8488632528         1.4016475000         1.2528236388        94.8170379951         5.1829620049         1.4044785871
        0.6254466000       108.4712192080         2.8497305511         1.4016475000         1.2553755162        94.8170379951         5.1829620049         1.3917226017
        0.6304612000       109.2362321744         2.8505975296         1.4016475000         1.2630311486        94.8170379951         5.1829620049         1.3891714046
        0.6354411000        88.9997712142         2.8275495596         1.4144091342         1.2783424134       113.8642533416       -13.8642533416         1.3993761929
        0.6404905000        91.1536814099         2.8300146239         1.4118568074         1.2859980457       110.0548102723       -10.0548102723         1.3993761929
        0.6454357000       106.4707554727         2.8474619361         1.4016475000         1.2859980457        94.8170379951         5.1829620049         1.4070297842
        0.6504802000        82.0339997273         2.8195565213         1.4169614611         1.2987574330       117.6736964109       -17.6736964109         1.3917226017
        0.6555574000       104.6271043383         2.8453691806         1.4016475000         1.2987574330        94.8170379951         5.1829620049         1.3942737988
        0.6604732000       109.5924120900         2.8510010750         1.3990951731         1.3064130654        91.0075949257         8.9924050743         1.3917226017
        0.6654510000        98.3188202117         2.8381937682         1.4067521537         1.3166205752       102.4359241337        -2.4359241337         1.3993761929
        0.6704320000       106.3598637262         2.8473361151         1.4016475000         1.3191724527        94.8170379951         5.1829620049         1.3968249959
        0.6754483000        98.7242871220         2.8386556749         1.4067521537         1.3242762076       102.4359241337        -2.4359241337         1.3917226017
        0.6804505000       106.7653306366         2.8477961364         1.4016475000         1.3319318400        94.8170379951         5.1829620049         1.3968249959
        0.6854398000        99.1297540324         2.8391174832         1.4067521537         1.3370355949       102.4359241337        -2.4359241337         1.3942737988
        0.6904563000       107.1707975470         2.8482560664         1.4016475000         1.3395874724        94.8170379951         5.1829620049         1.3968249959
        0.6954345000        99.5352209427         2.8395791934         1.4067521537         1.3446912273       102.4359241337        -2.4359241337         1.3993761929
        0.7004680000        94.9753801014         2.8343811295         1.4093044805         1.3625543695       106.2453672030        -6.2453672030         1.3993761929
        0.7054317000       110.8547336754         2.8524307120         1.3990951731         1.3651062470        91.0075949257         8.9924050743         1.3942737988
        0.7104383000        91.1805522265         2.8300453576         1.4118568074         1.3727618793       110.0548102723       -10.0548102723         1.4019273900
        0.7154246000       114.8982158599         2.8570044717         1.3965428462         1.3727618793        87.1981518564        12.8018481436         1.4044785871
        0.7204361000        99.9866087074         2.8400930793         1.4067521537         1.3880731441       102.4359241337        -2.4359241337         1.4044785871
        0.7254390000        99.6270626514         2.8396837611         1.4067521537         1.3906250215       102.4359241337        -2.4359241337         1.4019273900
        0.7304510000        99.2675165954         2.8392743662         1.4067521537         1.4008325314       102.4359241337        -2.4359241337         1.4019273900
        0.7354333000       107.3085601100         2.8484123127         1.4016475000         1.4033844088        94.8170379951         5.1829620049         1.3993761929
        0.7408529000       103.8732782911         2.8445129484         1.4041998268         1.4135919187        98.6264810644         1.3735189356         1.4070297842
        0.7454461000       104.0760117462         2.8447432547         1.4041998268         1.4161437961        98.6264810644         1.3735189356         1.3968249959
        0.7504671000       104.2787452014         2.8449735376         1.4041998268         1.4212475511        98.6264810644         1.3735189356         1.3993761929
        0.7554445000        96.0808890860         2.8356425353         1.4093044805         1.4340069384       106.2453672030        -6.2453672030         1.3917226017
        0.7604808000        86.7584739482         2.8249812718         1.4144091342         1.4467663256       113.8642533416       -13.8642533416         1.3891714046
        0.7654664000        97.3129737145         2.8370474832         1.4067521537         1.4518700806       102.4359241337        -2.4359241337         1.3942737988
        0.7704884000        88.5528380879         2.8270376853         1.4118568074         1.4569738355       110.0548102723       -10.0548102723         1.3942737988
        0.7754418000        95.4693225801         2.8349448199         1.4067521537         1.4646294679       102.4359241337        -2.4359241337         1.4044785871
        0.7804397000        95.1097765241         2.8345345185         1.4067521537         1.4697332228       102.4359241337        -2.4359241337         1.3968249959
        0.7854591000        82.1493461121         2.8196891459         1.4144091342         1.4824926101       113.8642533416       -13.8642533416         1.3968249959
        0.7904423000        96.9041406637         2.8365813928         1.4041998268         1.4824926101        98.6264810644         1.3735189356         1.4044785871
        0.7954313000       105.5074636895         2.8463687278         1.3990951731         1.4850444875        91.0075949257         8.9924050743         1.3968249959
        0.8004625000        94.2338718112         2.8335346314         1.4067521537         1.4952519974       102.4359241337        -2.4359241337         1.4044785871
        0.8054422000       110.6755048964         2.8522277792         1.3965428462         1.5003557523        87.1981518564        12.8018481436         1.4044785871
        0.8104617000        95.7638977439         2.8352809194         1.4067521537         1.5105632621       102.4359241337        -2.4359241337         1.3917226017
        0.8154415000        82.8034673320         2.8204410769         1.4144091342         1.5233226494       113.8642533416       -13.8642533416         1.3993761929
        0.8204525000        84.9573775277         2.8229149918         1.4118568074         1.5284264043       110.0548102723       -10.0548102723         1.3993761929
        0.8254299000        91.8738620199         2.8308381765         1.4067521537         1.5284264043       102.4359241337        -2.4359241337         1.4044785871
        0.8304425000        95.7146107492         2.8352246884         1.4041998268         1.5360820367        98.6264810644         1.3735189356         1.4044785871
        0.8354317000       104.3179337750         2.8450180488         1.3990951731         1.5360820367        91.0075949257         8.9924050743         1.4044785871
        0.8404700000        80.4434575407         2.8177267859         1.4144091342         1.5564970564       113.8642533416       -13.8642533416         1.3993761929
        0.8454305000       107.7991364482         2.8489686253         1.3965428462         1.5513933015        87.1981518564        12.8018481436         1.4019273900
        0.8504741000        92.8875292958         2.8319967831         1.4067521537         1.5692564437       102.4359241337        -2.4359241337         1.3968249959
        0.8554711000        75.7268040986         2.8122903348         1.4169614611         1.5743601986       117.6736964109       -17.6736964109         1.3993761929
        0.8605675000        85.7190243537         2.8237890444         1.4093044805         1.5743601986       106.2453672030        -6.2453672030         1.3815178134
        0.8654806000       105.7986727130         2.8466992662         1.3965428462         1.5794639535        87.1981518564        12.8018481436         1.3993761929
        0.8704795000        86.6867707752         2.8248990529         1.4093044805         1.5947752183       106.2453672030        -6.2453672030         1.3993761929
        0.8754553000       102.5661243492         2.8430274489         1.3990951731         1.5973270957        91.0075949257         8.9924050743         1.4044785871
        0.8804360000       103.8934168268         2.8445358269         1.3990951731         1.6024308506        91.0075949257         8.9924050743         1.3917226017
        0.8854547000        84.2192353779         2.8220675395         1.4118568074         1.6151902379       110.0548102723       -10.0548102723         1.3968249959
        0.8904719000        95.3360146554         2.8347927029         1.4041998268         1.6151902379        98.6264810644         1.3735189356         1.4044785871
        0.8954425000        99.7390428958         2.8398112510         1.4016475000         1.6228458703        94.8170379951         5.1829620049         1.3968249959
        0.9004552000        96.3037610769         2.8358967452         1.4041998268         1.6279496252        98.6264810644         1.3735189356         1.3968249959
        0.9054412000        79.7053153909         2.8168770389         1.4144091342         1.6407090125       113.8642533416       -13.8642533416         1.3993761929
        0.9104615000        90.2598151572         2.8289919933         1.4067521537         1.6432608900       102.4359241337        -2.4359241337         1.3993761929
        0.9154316000        98.3008586718         2.8381733042         1.4016475000         1.6432608900        94.8170379951         5.1829620049         1.3968249959
        0.9210251000        86.4649872822         2.8246447216         1.4093044805         1.6534683998       106.2453672030        -6.2453672030         1.4044785871
        0.9254295000        98.1440460709         2.8379946355         1.4016475000         1.6560202773        94.8170379951         5.1829620049         1.3968249959
        0.9304475000        94.7087642520         2.8340768029         1.4041998268         1.6636759097        98.6264810644         1.3735189356         1.4044785871
        0.9354292000        94.9114977072         2.8343082154         1.4041998268         1.6687796646        98.6264810644         1.3735189356         1.4044785871
        0.9404546000        78.3130520212         2.8152732249         1.4144091342         1.6866428068       113.8642533416       -13.8642533416         1.3942737988
        0.9454421000        67.8660778610         2.8031938609         1.4195137880         1.6968503166       121.4831394802       -21.4831394802         1.3968249959
        0.9505612000        85.6966081755         2.8237633255         1.4067521537         1.6917465617       102.4359241337        -2.4359241337         1.3968249959
        0.9554367000        72.7361777636         2.8088349942         1.4144091342         1.7096097039       113.8642533416       -13.8642533416         1.3968249959
        0.9604190000        79.0903827446         2.8161688379         1.4093044805         1.7096097039       106.2453672030        -6.2453672030         1.3891714046
        0.9654728000        82.3688519627         2.8199415070         1.4067521537         1.7121615814       102.4359241337        -2.4359241337         1.3993761929
        0.9704841000        90.4098954772         2.8291637291         1.4016475000         1.7198172138        94.8170379951         5.1829620049         1.4070297842
        0.9754543000        82.7743188730         2.8204075762         1.4067521537         1.7249209687       102.4359241337        -2.4359241337         1.3917226017
        0.9804668000        86.6150676023         2.8248168305         1.4041998268         1.7325766011        98.6264810644         1.3735189356         1.3968249959
        0.9854563000        99.4186854134         2.8394465030         1.3965428462         1.7453359884        87.1981518564        12.8018481436         1.4044785871
        0.9907318000        84.5070782609         2.8223980524         1.4067521537         1.7453359884       102.4359241337        -2.4359241337         1.3968249959
        0.9954311000        79.9472374196         2.8171555809         1.4093044805         1.7504397433       106.2453672030        -6.2453672030         1.3993761929
        1.0005719000        66.4245274965         2.8015206151         1.4169614611         1.7683028855       117.6736964109       -17.6736964109         1.3993761929
        1.0054343000        89.0176321075         2.8275700130         1.4016475000         1.7657510080        94.8170379951         5.1829620049         1.3993761929
        1.0104518000        89.7826450739         2.8284458746         1.4016475000         1.7785103953        94.8170379951         5.1829620049         1.4044785871
        1.0154628000        73.7464788991         2.8100030210         1.4118568074         1.7912697826       110.0548102723       -10.0548102723         1.3993761929
        1.0204350000        80.6629633913         2.8179794068         1.4067521537         1.7912697826       102.4359241337        -2.4359241337         1.3891714046
        1.0254449000        84.5037121206         2.8223941876         1.4041998268         1.8014772924        98.6264810644         1.3735189356         1.3840690105
        1.0304532000        84.7064455757         2.8226269411         1.4041998268         1.7989254150        98.6264810644         1.3735189356         1.3891714046
        1.0354341000        76.5085894603         2.8131925265         1.4093044805         1.8065810474       106.2453672030        -6.2453672030         1.3968249959
        1.0404540000        83.9873534637         2.8218012425         1.4041998268         1.8193404347        98.6264810644         1.3735189356         1.4044785871
        1.0454370000        96.7909712748         2.8364523561         1.3965428462         1.8218923121        87.1981518564        12.8018481436         1.4044785871
        1.0504426000        81.8793641223         2.8193787079         1.4067521537         1.8346516994       102.4359241337        -2.4359241337         1.3993761929
        1.0554273000        81.5198180663         2.8189652067         1.4067521537         1.8372035769       102.4359241337        -2.4359241337         1.4070297842
        1.0604713000        39.1573241573         2.7695477195         1.4322754222         1.8397554543       140.5303548267       -40.5303548267         1.3993761929
        1.0655650000        66.7773412718         2.8019302840         1.4118568074         1.8601704740       110.0548102723       -10.0548102723         1.3968249959
        1.0705728000        73.6938257639         2.8099421664         1.4067521537         1.8576185965       102.4359241337        -2.4359241337         1.3968249959
        1.0754453000        81.7348692785         2.8192125403         1.4016475000         1.8601704740        94.8170379951         5.1829620049         1.3891714046
        1.0804331000        74.0992926743         2.8104107379         1.4067521537         1.8703779838       102.4359241337        -2.4359241337         1.3968249959
        1.0854320000        90.5409257595         2.8293136542         1.3965428462         1.8729298613        87.1981518564        12.8018481436         1.4044785871
        1.0904466000        63.0284342511         2.7975722660         1.4144091342         1.8907930035       113.8642533416       -13.8642533416         1.3968249959
        1.0954321000        73.5829340174         2.8098139950         1.4067521537         1.8907930035       102.4359241337        -2.4359241337         1.4019273900
        1.1004448000        73.2233879614         2.8093983606         1.4067521537         1.9010005134       102.4359241337        -2.4359241337         1.3942737988
        1.1054257000        64.4632523348         2.7992415145         1.4118568074         1.9112080232       110.0548102723       -10.0548102723         1.3917226017
        1.1104348000        75.5800316123         2.8121209079         1.4041998268         1.9112080232        98.6264810644         1.3735189356         1.3993761929
        1.1154421000        88.3836494234         2.8268438788         1.3965428462         1.9112080232        87.1981518564        12.8018481436         1.4070297842
        1.1204641000        69.2717474856         2.8048239200         1.4093044805         1.9239674105       106.2453672030        -6.2453672030         1.3993761929
        1.1259525000        76.7505114890         2.8134716187         1.4041998268         1.9316230429        98.6264810644         1.3735189356         1.3993761929
        1.1304524000        64.3523605883         2.7991125626         1.4118568074         1.9443824302       110.0548102723       -10.0548102723         1.3993761929
        1.1354354000        75.4691398658         2.8119928895         1.4041998268         1.9418305527        98.6264810644         1.3735189356         1.4019273900
        1.1404403000        84.0724628916         2.8218989878         1.3990951731         1.9494861851        91.0075949257         8.9924050743         1.4044785871
        1.1454322000        81.1994605839         2.8185966994         1.4016475000         1.9520380625        94.8170379951         5.1829620049         1.3993761929
        1.1504647000        69.3635891943         2.8049303701         1.4093044805         1.9622455724       106.2453672030        -6.2453672030         1.4044785871
        1.1554309000        81.0426479830         2.8184162919         1.4016475000         1.9647974498        94.8170379951         5.1829620049         1.3993761929
        1.1604567000        77.6073661641         2.8144597867         1.4041998268         1.9775568371        98.6264810644         1.3735189356         1.3815178134
        1.1654735000        73.6098048340         2.8098450538         1.4067521537         1.9826605920       102.4359241337        -2.4359241337         1.3840690105
        1.1704778000        64.8496692074         2.7996907889         1.4118568074         1.9903162244       110.0548102723       -10.0548102723         1.3840690105
        1.1754564000        59.1652693437         2.7930697169         1.4144091342         2.0030756117       113.8642533416       -13.8642533416         1.3968249959
        1.1804587000        69.7197691100         2.8053431433         1.4067521537         2.0030756117       102.4359241337        -2.4359241337         1.4044785871
