% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.5454  Ki_stab=46.1255  (Tustin integrator)
% LPF=ON  fc=20.0 Hz
% Vg_offset=1.338580V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0004720000       889.9757959387         3.9176700262         1.3378393285         3.9016724412        -1.1047384901        -1.1047384901       501.1047384901         1.3993761929
        0.0054578000      1001.0072181117         4.1468440519         1.3454963091         3.9042243187        10.3235907178         1.6272861609       498.3727138391         1.3942737988
        0.0104671000      1037.9593034879         4.2291378086         1.4654556714         3.9016724412       189.3674149753        48.5868345386       451.4131654614         1.3942737988
        0.0154605000      1009.1130463324         4.1646342527         1.5011882474         3.9118799510       242.6996179456       128.6455123047       371.3544876953         1.3942737988
        0.0205605000       958.8262529553         4.0566194394         1.5777580530         3.9399506031       356.9829100248       210.4966744861       289.5033255139         1.3993761929
        0.0255212000       895.6706314295         3.9287788250         1.6007289948         3.9654693777       391.2678976485       288.7299339691       211.2700660309         1.4070297842
        0.0305419000       823.6573954185         3.7932554864         1.6670894930         4.0011956621       490.3134174505       361.4323627678       138.5676372322         1.3891714046
        0.0354625000       759.3313787789         3.6809777563         1.6568801856         4.0267144367       475.0756451733       419.4095574501        80.5904425499         1.3840690105
        0.0404719000       711.0326974039         3.6018067185         1.6951650884         4.0726482310       532.2172912129       459.6844414656        40.3155585344         1.3993761929
        0.0454573000       670.3005276650         3.5382598476         1.6824034542         4.1083745154       513.1700758664       489.8100704097        10.1899295903         1.3968249959
        0.0504455000       648.0530176283         3.5047338386         1.6926127616         4.1415489224       528.4078481436       504.6215260403        -4.6215260403         1.4019273900
        0.0555245000       622.0510784005         3.4665614576         1.7028220690         4.1772752068       543.6456204208       519.6368098188       -19.6368098187         1.3942737988
        0.0604651000       602.9961355523         3.4392538574         1.6951650884         4.2078977363       532.2172912129       528.3837443772       -28.3837443772         1.4019273900
        0.0654656000       596.4309248847         3.4299717446         1.6900604347         4.2385202658       524.5984050743       528.3952687362       -28.3952687362         1.4044785871
        0.0705055000       583.8227256491         3.4123232082         1.7053743959         4.2844540601       547.4550634901       532.0439826672       -32.0439826672         1.3993761929
        0.0754621000       568.7330415986         3.3915007904         1.6977174153         4.3099728347       536.0267342822       536.6802184050       -36.6802184050         1.3993761929
        0.0804523000       554.7429670605         3.3724788995         1.7079267227         4.3584585064       551.2645065594       540.0104777395       -40.0104777395         1.3968249959
        0.0854813000       548.6785876744         3.3643158114         1.6875081079         4.3916329133       520.7889620050       538.1057924385       -38.1057924385         1.3993761929
        0.0904530000       547.5906207706         3.3628565216         1.6977174153         4.4248073203       536.0267342822       533.4690651628       -33.4690651628         1.4044785871
        0.0954519000       528.7666941181         3.3378529320         1.7130313764         4.4656373597       558.8833926980       540.1559730219       -40.1559730219         1.3968249959
        0.1004615000       518.2471735047         3.3240766827         1.6900604347         4.4962598892       524.5984050743       540.9137489754       -40.9137489754         1.4044785871
        0.1054497000       518.7411636468         3.3247205281         1.6951650884         4.5370899285       532.2172912129       534.9344971122       -34.9344971122         1.3993761929
        0.1104792000       509.8170593280         3.3131352213         1.7002697422         4.5830237228       539.8361773515       535.4567114830       -35.4567114830         1.3993761929
