% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.1321  Ki_stab=32.5461  (Tustin integrator)
% LPF=OFF  fc=20.0 Hz
% Vg_offset=1.338528V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0005306000       644.1244206436         3.4988975184         1.3403916554         1.4289031834         2.7808934406        -0.1178747451       497.2191065594         1.3968249959
        0.0055023000       725.0371344635         3.6243261376         1.3403916554         1.4237994285         2.7808934406         1.2680682036       497.2191065594         1.3942737988
        0.0104592000       667.2710446898         3.5336464701         1.4169614611         1.4263513060       117.0641855198        29.3116183151       382.9358144802         1.4070297842
        0.0155332000       664.8696062376         3.5300003597         1.4526940371         1.4391106933       170.3963884901        84.0168368476       329.6036115099         1.4044785871
        0.0204775000       672.2798988759         3.5412823767         1.4782173056         1.4467663256       208.4908191832       134.4228972689       291.5091808168         1.3968249959
        0.0254986000       659.6231854008         3.5220679473         1.5113975548         1.4697332228       258.0135790842       181.6746142992       241.9864209158         1.3968249959
        0.0305093000       666.6433691645         3.5326925430         1.5292638428         1.4824926101       284.6796805693       224.5481004344       215.3203194307         1.4070297842
        0.0354660000       673.9467916868         3.5438328456         1.5445778039         1.5003557523       307.5363389852       258.7619269331       192.4636610148         1.3993761929
        0.0405257000       645.1723512517         3.5004518933         1.5777580530         1.5284264043       357.0590988862       293.9204514774       142.9409011138         1.3840690105
        0.0454613000       636.0748080552         3.4870162443         1.5956243410         1.5590489338       383.7252003713       330.4826751671       116.2747996287         1.4019273900
        0.0504388000       654.9962643361         3.5151098063         1.5956243410         1.5845677084       383.7252003713       355.9386956738       116.2747996287         1.4019273900
        0.0554533000       650.8045866848         3.5088364081         1.6083859753         1.6049827281       402.7724157178       373.7771994257        97.2275842822         1.3942737988
        0.0604714000       666.6264800889         3.5326668844         1.6083859753         1.6253977478       402.7724157178       387.6402312353        97.2275842822         1.4095809812
        0.0655138000       622.3542252689         3.4670003809         1.6415662245         1.6662277871       452.2951756188       406.7139207419        47.7048243812         1.4044785871
        0.0704619000       653.2303891252         3.5124634526         1.6288045902         1.6917465617       433.2479602723       423.9536028028        66.7520397277         1.3917226017
        0.0754634000       659.4703551396         3.5218375540         1.6313569170         1.7172653363       437.0574033416       429.3080442702        62.9425966584         1.3866202076
        0.0804792000       641.9772746464         3.4957182025         1.6466708782         1.7478878658       459.9140617574       438.4771741009        40.0859382426         1.3968249959
        0.0854902000       634.6325990602         3.4848984176         1.6543278587         1.7785103953       471.3423909654       451.4584844439        28.6576090346         1.3891714046
        0.0904656000       639.2960661072         3.4917584432         1.6543278587         1.8040291699       471.3423909654       460.9652674190        28.6576090346         1.3942737988
        0.0954801000       634.7142795813         3.4850182744         1.6594325125         1.8423073318       478.9612771040       467.7480698744        21.0387228960         1.3917226017
        0.1004849000       610.4021607588         3.4498019759         1.6747464736         1.8729298613       501.8179355198       478.5733155525        -1.8179355198         1.4070297842
        0.1055087000       628.5968343485         3.4760707015         1.6645371662         1.8984486359       486.5801632426       486.0442046444        13.4198367574         1.4044785871
        0.1104880000       612.2901439481         3.4525041879         1.6747464736         1.9367267978       501.8179355198       489.9431537279        -1.8179355198         1.4070297842
        0.1154997000       611.9943103920         3.4520804134         1.6747464736         1.9724530822       501.8179355198       495.6206584602        -1.8179355198         1.4044785871
        0.1205276000       593.2079696901         3.4254383113         1.6849557810         2.0030756117       517.0557077971       502.2263656905       -17.0557077971         1.3968249959
        0.1254978000       599.6777394053         3.4345542117         1.6798511273         2.0362500187       509.4368216584       507.4951386271        -9.4368216584         1.4019273900
        0.1304818000       561.1610664068         3.3811721330         1.7002697422         2.0821838129       539.9123662129       515.7088844055       -39.9123662129         1.4044785871
        0.1355341000       587.0244946020         3.4167830757         1.6824034542         2.1051507101       513.2462647278       520.9061945451       -13.2462647278         1.4019273900
        0.1404699000       580.2462965332         3.4073588665         1.6849557810         2.1434288720       517.0557077971       518.1545463184       -17.0557077971         1.3968249959
        0.1454537000       554.3576787433         3.3719588064         1.6977174153         2.1791551564       536.1029231436       522.1825501644       -36.1029231436         1.4070297842
        0.1504927000       562.3505123680         3.3827893869         1.6900604347         2.2225370732       524.6745939357       526.1060569455       -24.6745939357         1.3942737988
        0.1554751000       530.5994426409         3.3402672986         1.7053743959         2.2506077252       547.5312523515       530.8857031018       -47.5312523515         1.4044785871
        0.1604644000       559.8456724717         3.3793858847         1.6849557810         2.2939896420       517.0557077971       531.5587816108       -17.0557077971         1.4095809812
        0.1654697000       533.9570546818         3.3447015343         1.6977174153         2.3271640490       536.1029231436       529.1780269096       -36.1029231436         1.3968249959
        0.1704799000       546.5725150930         3.3614923581         1.6875081079         2.3730978433       520.8651508664       528.8462203100       -20.8651508664         1.4019273900
        0.1754310000       529.3092383006         3.3385672074         1.6951650884         2.3935128629       532.2934800743       527.7623803557       -32.2934800743         1.3993761929
        0.1805845000       537.9219845007         3.3499564500         1.6875081079         2.4343429023       520.8651508664       527.1967399420       -20.8651508664         1.3866202076
