% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.8554  Ki_stab=57.8598  (Tustin integrator)
% LPF=ON  fc=20.0 Hz
% Vg_offset=1.338809V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0004456000      1079.0969310131         4.3243750809         1.3327346748         0.7501037793        -9.0664745049        -3.2689381336       503.2689381336         1.4044785871
        0.0054454000      1230.2360405494         4.7074812065         1.3327346748         0.7526556568        -9.0664745049        -6.0408240311       506.0408240311         1.4019273900
        0.0105254000      1375.8836412240         5.0000000000         1.3378393285         0.7552075343        -1.4475883663        -5.6660814676       505.6660814676         1.4019273900
        0.0154430000      1443.4611994204         5.0000000000         1.4424847297         0.7705187990       154.7395774753        33.6885112594       466.3114887406         1.3968249959
        0.0207017000      1240.3990835311         4.7351205315         1.7538686061         0.7960375736       619.4916319307       202.6671106742       297.3328893258         1.3917226017
        0.0254638000       964.2555720103         4.0680128439         1.7028220690         0.8394194904       543.3027705446       383.7434385701       116.2565614299         1.4044785871
        0.0304944000       776.0964549891         3.7094705909         1.7998104896         0.8725938974       688.0616071782       494.6367059548         5.3632940452         1.3968249959
        0.0354520000       609.0775470276         3.4479093179         1.7768395479         0.9134239367       653.7766195545       578.9198717292       -78.9198717292         1.4019273900
        0.0404796000       512.8427553864         3.3170523360         1.7793918747         0.9644614859       657.5860626238       615.6206392202      -115.6206392202         1.4044785871
        0.0454473000       453.8354352386         3.2425485810         1.7589732599         1.0078434027       627.1105180693       628.3995153640      -128.3995153640         1.4095809812
        0.0504380000       408.8152165790         3.1881035242         1.7717348941         1.0537771970       646.1577334159       632.3366015532      -132.3366015532         1.3993761929
        0.0554502000       359.1352721909         3.1299835703         1.7691825673         1.0997109912       642.3482903466       638.0340094901      -138.0340094901         1.3942737988
        0.0604573000       326.0049982353         3.0921363975         1.7538686061         1.1328853982       619.4916319307       634.6326801950      -134.6326801950         1.3866202076
        0.0654611000       310.6415388967         3.0747825784         1.7411069719         1.1686116826       600.4444165842       622.8401518555      -122.8401518555         1.3942737988
        0.0704469000       309.2697489362         3.0732383262         1.7232406839         1.2068898445       573.7783150990       605.7577030806      -105.7577030806         1.3993761929
        0.0754682000       292.8619692413         3.0548275109         1.7462116256         1.2579273937       608.0633027228       598.6639696262       -98.6639696262         1.3993761929
        0.0804350000       260.7946296832         3.0191065427         1.7385546450         1.2962055556       596.6349735149       600.4259019230      -100.4259019230         1.3993761929
        0.0854600000       242.6521810648         2.9990042429         1.7283453376         1.3268280851       581.3972012377       594.9707047481       -94.9707047481         1.3968249959
        0.0904510000       235.4425280298         2.9910291960         1.7181360302         1.3753137568       566.1594289604       584.8383170857       -84.8383170857         1.3968249959
        0.0954990000       230.5820171894         2.9856556055         1.7155837033         1.4059362863       562.3499858911       574.9969959313       -74.9969959313         1.3942737988
        0.1004576000       233.7289609247         2.9891345125         1.6977174153         1.4391106933       535.6838844060       562.5755535314       -62.5755535314         1.4019273900
        0.1054666000       243.1625381830         2.9995690161         1.6951650884         1.4773888552       531.8744413367       548.8075831290       -48.8075831290         1.4044785871
        0.1104450000       250.6990979350         3.0079134974         1.6875081079         1.5156670170       520.4461121287       537.9795787503       -37.9795787503         1.3917226017
        0.1154599000       258.2994609898         3.0163382682         1.6849557810         1.5462895465       516.6366690594       528.6859001650       -28.6859001650         1.3866202076
        0.1204798000       276.0939256277         3.0361122507         1.6645371662         1.5743601986       486.1611245050       515.6395896263       -15.6395896263         1.3917226017
