% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.2354  Ki_stab=35.7196  (Tustin integrator)
% LPF=OFF  fc=20.0 Hz
% Vg_offset=1.338758V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0004596000       707.9176177873         3.5968450658         1.3378393285         2.1893626662        -1.3713995050         7.3249050520       501.3713995050         1.3968249959
        0.0055128000       787.3688161471         3.7289297802         1.3429439823         2.1995701761         6.2474866337         4.9884259732       493.7525133663         1.3968249959
        0.0106856000       658.5583142772         3.5204634410         1.4526940371         2.2097776859       170.0535386139        44.7494210619       329.9464613861         1.3917226017
        0.0154593000       687.2078998410         3.5642907852         1.4680079982         2.2225370732       192.9101970297       110.1231792617       307.0898029703         1.3993761929
        0.0205000000       696.6362356517         3.5790190013         1.4909789399         2.2276408281       227.1951846535       157.9009224518       272.8048153465         1.3917226017
        0.0254610000       669.6631486959         3.5372879567         1.5292638428         2.2506077252       284.3368306931       204.6916335748       215.6631693069         1.3942737988
        0.0304956000       667.8092360121         3.5344649236         1.5496824576         2.2710227449       314.8123752475       250.0565520380       185.1876247525         1.4019273900
        0.0354676000       670.6051828708         3.5387246333         1.5649964188         2.2965415195       337.6690336634       286.4812959581       162.3309663366         1.4070297842
        0.0404649000       659.2262454008         3.5214696356         1.5854150336         2.3195084166       368.1445782178       318.2402919448       131.8554217822         1.4019273900
        0.0454406000       672.6826291713         3.5418981561         1.5905196873         2.3424753138       375.7634643565       343.9216019575       124.2365356435         1.3968249959
        0.0504772000       664.5928334174         3.5295807505         1.6058336485         2.3705459658       398.6201227723       364.6097056988       101.3798772277         1.3866202076
        0.0554606000       632.2354224858         3.4813855262         1.6313569170         2.3960647404       436.7145534654       389.9773262942        63.2854465346         1.3866202076
        0.0604481000       668.7699037884         3.5359270579         1.6185952828         2.4343429023       417.6673381188       407.7696954095        82.3326618812         1.3993761929
        0.0654865000       643.1034291393         3.4973847974         1.6390138976         2.4496541670       448.1428826733       419.7873004515        51.8571173267         1.3917226017
        0.0704958000       657.4113720041         3.5187373572         1.6364615707         2.4802766965       444.3334396040       432.4338390875        55.6665603960         1.3968249959
        0.0755582000       667.3533083577         3.5337715412         1.6364615707         2.5134511035       444.3334396040       438.1232100106        55.6665603960         1.4044785871
        0.0804872000       647.0170521645         3.5031923947         1.6517755319         2.5491773879       467.1900980198       446.5564598017        32.8099019802         1.4044785871
        0.0854716000       647.8304696139         3.5044025566         1.6543278587         2.5823517949       470.9995410891       457.3323752162        29.0004589109         1.4095809812
        0.0905174000       647.9635281499         3.5046006162         1.6568801856         2.6078705695       474.8089841584       464.7775195562        25.1910158416         1.4019273900
        0.0955414000       652.4625931972         3.5113144136         1.6568801856         2.6461487314       474.8089841584       469.5737077093        25.1910158416         1.3968249959
        0.1004663000       606.4980039998         3.4442311641         1.6824034542         2.6767712609       512.9034148515       481.1835178514       -12.9034148515         1.3866202076
        0.1054925000       619.3325761876         3.4626317045         1.6747464736         2.7124975453       501.4750856436       493.6172342206        -1.4750856436         1.4019273900
        0.1104983000       603.9300325684         3.4405794379         1.6824034542         2.7558794621       512.9034148515       500.1062111610       -12.9034148515         1.3942737988
        0.1154894000       581.4400467849         3.4090138438         1.6926127616         2.7865019916       528.1411871287       509.8674386641       -28.1411871287         1.3891714046
