% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.5454  Ki_stab=46.1255  (Tustin integrator)
% LPF=OFF  fc=20.0 Hz
% Vg_offset=1.338044V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.4155662000       511.6610327794         3.3155211421         1.6696418199         1.6942984392       494.9228435644       507.1878953699         5.0771564356         1.4044785871
        0.4204838000       500.1791757051         3.3007308428         1.6747464736         1.7249209687       502.5417297030       503.1451466731        -2.5417297030         1.3917226017
        0.4256640000       505.9193774231         3.3081054421         1.6721941467         1.7606472531       498.7322866337       501.9459694183         1.2677133663         1.3891714046
        0.4304694000       499.8853525024         3.3003544033         1.6747464736         1.7912697826       502.5417297030       501.3201361339        -2.5417297030         1.3993761929
        0.4354917000       499.2991597354         3.2996036882         1.6747464736         1.8269960670       502.5417297030       501.9041976679        -2.5417297030         1.4044785871
        0.4404785000       517.6921504234         3.3233536480         1.6670894930         1.8525148416       491.1134004951       499.4769862935         8.8865995049         1.3917226017
        0.4454902000       488.1096722255         3.2853498830         1.6798511273         1.8907930035       510.1606158416       500.0316095109       -10.1606158416         1.3968249959
        0.4504926000       511.0719327357         3.3147584584         1.6696418199         1.9239674105       494.9228435644       501.2317342390         5.0771564356         1.3968249959
        0.4554576000       461.6317087512         3.2521752140         1.6900604347         1.9596936949       525.3983881188       505.5007615308       -25.3983881188         1.3968249959
        0.4604956000       487.4061144205         3.2844584275         1.6772988005         1.9903162244       506.3511727723       510.4607298497        -6.3511727723         1.3917226017
        0.4654521000       441.6565979267         3.2276324971         1.6951650884         2.0260425088       533.0172742575       514.8706154249       -33.0172742575         1.3968249959
        0.4704710000       503.6322458434         3.3051624350         1.6670894930         2.0566650383       491.1134004951       513.5293714614         8.8865995049         1.3993761929
        0.4754471000       512.0081345557         3.3159707170         1.6645371662         2.0872875679       487.3039574258       501.9012970102        12.6960425742         1.3942737988
        0.4804525000       521.2625855995         3.3280115358         1.6619848393         2.1281176072       483.4945143565       494.0114231803        16.5054856435         1.4019273900
        0.4854462000       499.7636265496         3.3001984804         1.6721941467         2.1536363818       498.7322866337       492.6258366661         1.2677133663         1.3917226017
        0.4904461000       538.0143630243         3.3500791257         1.6568801856         2.1868107888       475.8756282178       490.0813693149        24.1243717822         1.3968249959
        0.4954619000       505.6197396672         3.3077195244         1.6721941467         2.2301927056       498.7322866337       488.7534485648         1.2677133663         1.3917226017
        0.5004545000       486.9329257765         3.2838591792         1.6798511273         2.2608152351       510.1606158416       496.2564998630       -10.1606158416         1.3968249959
        0.5054468000       516.2215807717         3.3214397503         1.6670894930         2.2914377646       491.1134004951       498.3508841699         8.8865995049         1.3942737988
        0.5105161000       518.2710749990         3.3241078280         1.6670894930         2.3220602941       491.1134004951       494.8905386635         8.8865995049         1.4019273900
        0.5157062000       539.2997526814         3.3517872300         1.6594325125         2.3552347011       479.6850712871       490.3526096850        20.3149287129         1.4019273900
        0.5205210000       518.6793559630         3.3246399542         1.6696418199         2.3909609855       494.9228435644       488.8950049953         5.0771564356         1.4019273900
        0.5254780000       519.8502878589         3.3261672094         1.6696418199         2.4343429023       494.9228435644       491.7770017007         5.0771564356         1.3942737988
        0.5305023000       495.7156418146         3.2950231115         1.6798511273         2.4675173092       510.1606158416       496.9237736790       -10.1606158416         1.3993761929
        0.5354389000       518.6779023247         3.3246380593         1.6696418199         2.4981398388       494.9228435644       499.6097996179         5.0771564356         1.3968249959
        0.5404714000       545.1544121607         3.3595945205         1.6594325125         2.5262104908       479.6850712871       493.7261986806        20.3149287129         1.3942737988
        0.5455023000       524.5340154423         3.3322932362         1.6696418199         2.5644886527       494.9228435644       490.6556323531         5.0771564356         1.3942737988
        0.5504406000       494.0729749129         3.2929283681         1.6824034542         2.6053186920       513.9700589109       497.2492221008       -13.9700589109         1.3993761929
        0.5554729000       522.4830675767         3.3296073629         1.6696418199         2.6308374666       494.9228435644       500.6903213311         5.0771564356         1.3917226017
        0.5604578000       523.6539994725         3.3311401445         1.6696418199         2.6640118736       494.9228435644       497.9328068868         5.0771564356         1.3917226017
        0.5654551000       524.8249313684         3.3326746387         1.6696418199         2.6920825256       494.9228435644       496.4936999368         5.0771564356         1.4044785871
        0.5704505000       494.3638908390         3.2932991201         1.6824034542         2.7380163199       513.9700589109       500.2960252289       -13.9700589109         1.4019273900
        0.5754652000       522.7739835027         3.3299880201         1.6696418199         2.7609832170       494.9228435644       502.2804038658         5.0771564356         1.4019273900
        0.5804568000       517.6185209136         3.3232577585         1.6721941467         2.8018132564       498.7322866337       499.6733228730         1.2677133663         1.4019273900
        0.5857099000       473.6261290827         3.2671092301         1.6900604347         2.8324357859       525.3983881188       505.5981240372       -25.3983881188         1.4019273900
        0.5904601000       505.7269292370         3.3078575667         1.6747464736         2.8681620703       502.5417297030       509.6008670515        -2.5417297030         1.3993761929
        0.5954643000       511.4671309550         3.3152700590         1.6721941467         2.9038883547       498.7322866337       505.3151166166         1.2677133663         1.4044785871
        0.6004756000       511.7595005194         3.3156486651         1.6721941467         2.9370627617       498.7322866337       502.1677704982         1.2677133663         1.3866202076
        0.6054474000       486.7462921436         3.2836228949         1.6824034542         2.9676852912       513.9700589109       504.1679155640       -13.9700589109         1.3968249959
        0.6104592000       483.5244123821         3.2795500464         1.6824034542         3.0161709629       513.9700589109       508.8544619119       -13.9700589109         1.3993761929
        0.6154387000       486.6289271057         3.2834743269         1.6798511273         3.0416897375       510.1606158416       510.3896278596       -10.1606158416         1.3968249959
        0.6207760000       477.9592151907         3.2725421262         1.6824034542         3.0774160220       513.9700589109       511.1908087889       -13.9700589109         1.3840690105
        0.6254790000       481.0637299142         3.2764472373         1.6798511273         3.1080385515       510.1606158416       511.6089335410       -10.1606158416         1.3968249959
        0.6304818000       472.3940179992         3.2655681009         1.6824034542         3.1412129584       513.9700589109       511.8271468084       -13.9700589109         1.3993761929
        0.6354776000       481.8249272078         3.2774063553         1.6772988005         3.1743873654       506.3511727723       511.0303542764        -6.3511727723         1.3942737988
        0.6405385000       505.6657500494         3.3077787764         1.6670894930         3.2024580174       491.1134004951       505.1504704635         8.8865995049         1.3917226017
        0.6454559000       482.4096663365         3.2781435697         1.6772988005         3.2432880568       506.3511727723       502.0818440496        -6.3511727723         1.4019273900
        0.6504626000       506.2504891782         3.3085320210         1.6670894930         3.2764624638       491.1134004951       500.4803722572         8.8865995049         1.3968249959
        0.6554812000       489.3207999504         3.2868857746         1.6747464736         3.3147406256       502.5417297030       498.7339123820        -2.5417297030         1.3968249959
        0.6604550000       482.4082126982         3.2781417365         1.6772988005         3.3428112777       506.3511727723       501.4651597392        -6.3511727723         1.3917226017
        0.6654911000       468.2906686296         3.2604473454         1.6824034542         3.3836413170       513.9700589109       505.6225829269       -13.9700589109         1.3968249959
        0.6704463000       471.3951833532         3.2643199528         1.6798511273         3.4193676015       510.1606158416       508.7029569091       -10.1606158416         1.4019273900
        0.6754811000       519.6630218035         3.3259228431         1.6594325125         3.4397826211       479.6850712871       502.1144856346        20.3149287129         1.4019273900
        0.6804789000       486.3898361150         3.2831717186         1.6747464736         3.4806126605       502.5417297030       496.8547078943        -2.5417297030         1.4095809812
        0.6854387000       492.1300378330         3.2904547226         1.6721941467         3.5137870674       498.7322866337       498.6630802990         1.2677133663         1.3968249959
        0.6904688000       492.4224073973         3.2908266757         1.6721941467         3.5520652293       498.7322866337       498.6961688475         1.2677133663         1.3942737988
        0.6954812000       473.7355935066         3.2672462277         1.6798511273         3.5826877588       510.1606158416       501.4454619338       -10.1606158416         1.3968249959
        0.7004753000       515.6770374719         3.3207317177         1.6619848393         3.6056546560       483.4945143565       499.2375787413        16.5054856435         1.3942737988
        0.7054363000       475.1988949669         3.2690788327         1.6798511273         3.6464846953       510.1606158416       498.0853164009       -10.1606158416         1.3942737988
        0.7104747000       510.8139444471         3.3144245835         1.6645371662         3.6771072248       487.3039574258       498.3946422161        12.6960425742         1.4044785871
        0.7154357000       501.0892120358         3.3018974023         1.6696418199         3.7051778769       494.9228435644       494.9133753556         5.0771564356         1.3942737988
        0.7205180000       514.9129329017         3.3197388156         1.6645371662         3.7358004064       487.3039574258       493.0965524757        12.6960425742         1.3942737988
        0.7255052000       505.1882004904         3.3071639121         1.6696418199         3.7715266908       494.9228435644       492.1483788627         5.0771564356         1.3993761929
        0.7304640000       506.3591323863         3.3086720170         1.6696418199         3.8149086076       494.9228435644       493.4748905199         5.0771564356         1.3942737988
        0.7354865000       482.2244863420         3.2779100615         1.6798511273         3.8404273822       510.1606158416       497.8098773240       -10.1606158416         1.4044785871
        0.7404822000       492.5339578821         3.2909686162         1.6747464736         3.8787055441       502.5417297030       501.8935940758        -2.5417297030         1.4070297842
        0.7454661000       517.2533430551         3.3227822770         1.6645371662         3.9118799510       487.3039574258       498.5607775483        12.6960425742         1.3993761929
        0.7504545000       507.5286106438         3.3101798806         1.6696418199         3.9476062355       494.9228435644       495.0000789853         5.0771564356         1.4019273900
        0.7554623000       521.3523315098         3.3281288190         1.6645371662         3.9705731326       487.3039574258       493.1418018474        12.6960425742         1.3993761929
        0.7604696000       524.2803880686         3.3319608070         1.6645371662         4.0037475396       487.3039574258       490.3506440888        12.6960425742         1.3968249959
        0.7654575000       501.9028666872         3.3029412350         1.6747464736         4.0445775789       502.5417297030       492.5366787136        -2.5417297030         1.4070297842
        0.7704740000       501.3166739201         3.3021891335         1.6747464736         4.0777519859       502.5417297030       497.3202381368        -2.5417297030         1.3942737988
        0.7754994000       526.0360590932         3.3342636162         1.6645371662         4.1083745154       487.3039574258       496.1740091561        12.6960425742         1.3993761929
        0.7804620000       472.0265652866         3.2651088059         1.6875081079         4.1517564322       521.5889450495       500.1291832291       -21.5889450495         1.4019273900
        0.7854615000       511.3323222575         3.3150955223         1.6696418199         4.1798270842       494.9228435644       504.0146812038         5.0771564356         1.3866202076
        0.7904635000       499.8504651833         3.3003097131         1.6747464736         4.2155533687       502.5417297030       501.4890920439        -2.5417297030         1.3968249959
        0.7954442000       505.5906669013         3.3076820859         1.6721941467         4.2512796531       498.7322866337       501.0816984328         1.2677133663         1.3968249959
        0.8004714000       505.8830364656         3.3080586312         1.6721941467         4.2767984277       498.7322866337       499.9584107091         1.2677133663         1.3993761929
        0.8054493000       468.2170391198         3.2603556236         1.6875081079         4.3227322219       521.5889450495       504.8362323765       -21.5889450495         1.3968249959
        0.8104877000       425.2796677851         3.2077989700         1.7028220690         4.3508028740       544.4456034654       518.3099956375       -44.4456034654         1.3942737988
        0.8154511000       471.9668397373         3.2650341661         1.6798511273         4.3839772810       510.1606158416       522.6097333741       -10.1606158416         1.4044785871
        0.8204712000       494.9291002474         3.2940197185         1.6696418199         4.4145998105       494.9228435644       513.0149308920         5.0771564356         1.3942737988
        0.8254669000       477.1208486882         3.2714893738         1.6772988005         4.4503260949       506.3511727723       507.0968672112        -6.3511727723         1.3968249959
        0.8304828000       519.9408549849         3.3262854073         1.6594325125         4.4835005019       479.6850712871       500.3656157412        20.3149287129         1.4019273900
        0.8355010000       461.3620913562         3.2518412555         1.6849557810         4.5268824187       517.7795019802       499.5846974978       -17.7795019802         1.3993761929
        0.8406479000       495.2200161735         3.2943907574         1.6696418199         4.5549530707       494.9228435644       502.8198470833         5.0771564356         1.3891714046
        0.8454881000       490.0645535843         3.2878297896         1.6721941467         4.5906793551       498.7322866337       499.9548504948         1.2677133663         1.3968249959
        0.8505118000       515.6625010889         3.3207128220         1.6619848393         4.6187500072       483.4945143565       495.7276255156        16.5054856435         1.3993761929
        0.8554620000       494.1635420390         3.2930437791         1.6721941467         4.6544762916       498.7322866337       493.5214978705         1.2677133663         1.3993761929
        0.8604525000       456.4975446931         3.2458287055         1.6875081079         4.6927544535       521.5889450495       501.4769005615       -21.5889450495         1.4070297842
        0.8654367000       489.4769071790         3.2870838628         1.6721941467         4.7335844928       498.7322866337       505.6287102925         1.2677133663         1.3942737988
        0.8705128000       515.0748546835         3.3199491625         1.6619848393         4.7591032674       483.4945143565       498.6887309724        16.5054856435         1.3917226017
        0.8754655000       506.2286846037         3.3085039257         1.6670894930         4.7999333068       491.1134004951       493.2455062614         8.8865995049         1.3942737988
        0.8804954000       527.2573622861         3.3358678105         1.6594325125         4.8280039588       479.6850712871       489.4940910406        20.3149287129         1.4044785871
        0.8854567000       525.6161490228         3.3337124934         1.6619848393         4.8713858756       483.4945143565       485.7149318670        16.5054856435         1.4019273900
        0.8904689000       485.1380065178         3.2815883735         1.6798511273         4.9045602826       510.1606158416       491.0280423619       -10.1606158416         1.3942737988
        0.8954613000       495.4474780579         3.2946809341         1.6747464736         4.9453903219       502.5417297030       498.3542523878        -2.5417297030         1.3942737988
        0.9004705000       469.5557073506         3.2620241295         1.6849557810         4.9785647289       517.7795019802       503.9990453242       -17.7795019802         1.3968249959
        0.9054422000       509.7400266530         3.3130356378         1.6670894930         5.0066353810       491.1134004951       504.2129565552         8.8865995049         1.3942737988
        0.9104885000       492.8103374252         3.2913203520         1.6747464736         5.0066353810       502.5417297030       500.6818942016        -2.5417297030         1.3993761929
        0.9154503000       504.8769336282         3.3067632893         1.6696418199         4.9989797486       494.9228435644       499.7497586570         5.0771564356         1.4019273900
        0.9204476000       537.6798379492         3.3496349396         1.6568801856         4.9989797486       475.8756282178       492.8885663974        24.1243717822         1.3942737988
        0.9254781000       511.6116090772         3.3154571391         1.6696418199         1.1175741334       494.9228435644       489.3078092823         5.0771564356         1.3917226017
        0.9304929000       512.7825409731         3.3169742735         1.6696418199         1.1099185011       494.9228435644       491.9924382942         5.0771564356         1.4044785871
        0.9354896000       507.6270783839         3.3103069143         1.6721941467        -0.0052519485       498.7322866337       494.3041822738         1.2677133663         1.3942737988
        0.9404527000       539.5514203735         3.3521219125         1.6594325125        -0.0027000711       479.6850712871       491.8679485238        20.3149287129         1.3891714046
        0.9454681000       499.9518401999         3.3004395769         1.6772988005         0.0024036839       506.3511727723       492.4178630938        -6.3511727723         1.3968249959
        0.9504836000       492.1606906163         3.2904937146         1.6798511273         0.0177149486       510.1606158416       499.9902546323       -10.1606158416         1.3866202076
        0.9554604000       483.4909787013         3.2795078430         1.6824034542         0.0406818457       513.9700589109       505.7635261436       -13.9700589109         1.3917226017
        0.9604640000       492.9218879099         3.2914623420         1.6772988005         0.0764081302       506.3511727723       507.8658382539        -6.3511727723         1.4044785871
        0.9654844000       485.1307383263         3.2815791856         1.6798511273         0.1019269048       510.1606158416       508.0523296881       -10.1606158416         1.3993761929
        0.9704459000       482.7874208963         3.2786200284         1.6798511273         0.1376531892       510.1606158416       509.0603317570       -10.1606158416         1.3942737988
        0.9754714000       505.7496814064         3.3078868694         1.6696418199         0.1810351060       494.9228435644       505.9436939393         5.0771564356         1.3942737988
        0.9804388000       475.2886408771         3.2691913039         1.6824034542         0.2167613904       513.9700589109       505.2278405726       -13.9700589109         1.3917226017
        0.9854550000       459.4139721455         3.2494304732         1.6875081079         0.2550395523       521.5889450495       511.2289712282       -21.5889450495         1.3942737988
        0.9904407000       492.3933346314         3.2907896849         1.6721941467         0.2882139593       498.7322866337       510.7181750831         1.2677133663         1.3866202076
        0.9954562000       486.3593097107         3.2831330872         1.6747464736         0.3188364888       502.5417297030       505.8982235363        -2.5417297030         1.3968249959
        1.0004369000       441.4883555484         3.2274274580         1.6926127616         0.3647702830       529.2078311881       510.6681595282       -29.2078311881         1.3993761929
        1.0054618000       479.0369878563         3.2738966357         1.6747464736         0.3902890576       502.5417297030       513.1575202100        -2.5417297030         1.3993761929
        1.0104257000       459.4716116341         3.2495017454         1.6824034542         0.4336709744       513.9700589109       510.8139820509       -13.9700589109         1.3993761929
        1.0154688000       468.9025208427         3.2612097649         1.6772988005         0.4617416265       506.3511727723       510.5015982269        -6.3511727723         1.4044785871
        1.0204425000       416.8266098638         3.1976575687         1.6977174153         0.5025716658       536.8267173268       515.8026189242       -36.8267173268         1.3942737988
        1.0254551000       477.9236954490         3.2724975078         1.6696418199         0.5331941953       494.9228435644       515.8371203901         5.0771564356         1.4044785871
        1.0304422000       472.7682328598         3.2660359974         1.6721941467         0.5740242347       498.7322866337       506.7483773702         1.2677133663         1.3917226017
        1.0354918000       479.3869969092         3.2743367898         1.6696418199         0.5944392543       494.9228435644       502.0050936952         5.0771564356         1.3917226017
        1.0405044000       499.5371122602         3.2999083766         1.6619848393         0.6276136613       483.4945143565       495.8869429379        16.5054856435         1.4019273900
        1.0454702000       478.0381532103         3.2726412897         1.6721941467         0.6684437007       498.7322866337       493.6046433315         1.2677133663         1.4019273900
        1.0505617000       497.3097062298         3.2970588579         1.6645371662         0.7016181076       487.3039574258       493.3242190235        12.6960425742         1.3993761929
