% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.2354  Ki_stab=35.7196  (Tustin integrator)
% LPF=ON  fc=20.0 Hz
% Vg_offset=1.338733V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0006133000       693.9310261727         3.5747774183         1.3429439823         1.7912697826         6.2855810644         9.1843492500       490.8156507500         1.3993761929
        0.0054919000       785.8384172190         3.7262735427         1.3378393285         1.7836141502        -1.3333050743         5.9770565340       494.0229434660         1.3993761929
        0.0104493000       834.0643069259         3.8121850313         1.4322754222         1.7887179052       139.6160884901        36.1768377298       463.8231622702         1.3942737988
        0.0154958000       835.7053355941         3.8151898568         1.4654556714         1.8040291699       189.1388483911        97.4714114155       402.5285885845         1.3968249959
        0.0204862000       819.3786039569         3.7855355551         1.5292638428         1.8167885572       284.3749251238       164.0658094646       335.9341905354         1.3942737988
        0.0254612000       793.5261092499         3.7396625108         1.5496824576         1.8397554543       314.8504696782       228.8727348629       271.1272651371         1.4044785871
        0.0304420000       764.5732015391         3.6898292706         1.5981766679         1.8729298613       387.2298879951       287.2827548069       212.7172451931         1.4019273900
        0.0355151000       734.4363062573         3.6396381622         1.6083859753         1.8933448810       402.4676602723       338.7116226771       161.2883773229         1.3942737988
        0.0404792000       719.2425982946         3.6149658645         1.6160429559         1.9163117781       413.8959894802       371.9263299999       128.0736700001         1.4095809812
        0.0455158000       698.6453098391         3.5821773186         1.6517755319         1.9520380625       467.2281924505       404.7420789135        95.2579210865         1.3942737988
        0.0504475000       685.7330818571         3.5620007792         1.6313569170         1.9699012047       436.7526478961       427.3321934771        72.6678065229         1.4019273900
        0.0555238000       680.6811880620         3.5541846782         1.6568801856         2.0056274892       474.8470785891       440.9429976707        59.0570023293         1.3942737988
        0.0604515000       668.5488687240         3.5355905066         1.6594325125         2.0388018961       478.6565216584       458.0637034612        41.9362965388         1.3942737988
        0.0654929000       659.3768765000         3.5216966528         1.6670894930         2.0719763031       490.0848508664       470.6414520013        29.3585479987         1.3942737988
        0.0704465000       648.6865171614         3.5056772958         1.6747464736         2.1051507101       501.5131800743       482.6696465527        17.3303534473         1.3891714046
        0.0754964000       636.2278756846         3.4872412113         1.6824034542         2.1383251170       512.9415092822       494.4110368170         5.5889631830         1.4044785871
        0.0804680000       625.4896353526         3.4715484608         1.6824034542         2.1740514015       512.9415092822       503.2707234165        -3.2707234165         1.3942737988
        0.0854835000       617.5740535998         3.4600957163         1.6849557810         2.2123295633       516.7509523515       508.8051407385        -8.8051407385         1.3891714046
        0.0904631000       603.7307112208         3.4402964103         1.7002697422         2.2506077252       539.6076107674       518.0681973675       -18.0681973675         1.3917226017
        0.0956416000       595.3062040822         3.4283879704         1.6824034542         2.2761264998       512.9415092822       521.9917779131       -21.9917779131         1.3993761929
        0.1004957000       586.2532431582         3.4157074185         1.7053743959         2.3220602941       547.2264969060       525.8607876823       -25.8607876823         1.3917226017
        0.1055153000       578.9597520727         3.4055775169         1.6824034542         2.3526828236       512.9415092822       527.8799679844       -27.8799679844         1.3866202076
        0.1105314000       574.9972430918         3.4001057850         1.7002697422         2.3858572306       539.6076107674       527.1123992452       -27.1123992452         1.3993761929
        0.1154555000       570.6856747583         3.3941771888         1.6824034542         2.4215835150       512.9415092822       526.7118162095       -26.7118162095         1.3968249959
        0.1205036000       568.6046776070         3.3913250328         1.6951650884         2.4573097994       531.9887246287       524.6814079431       -24.6814079431         1.3968249959
        0.1254869000       557.1557417865         3.3757404142         1.7002697422         2.4955879613       539.6076107674       529.9964913882       -29.9964913882         1.3866202076
        0.1304681000       546.9175217713         3.3619544801         1.6977174153         2.5338661232       535.7981676981       533.6810315337       -33.6810315337         1.3917226017
