% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.7520  Ki_stab=53.8007  (Tustin integrator)
% LPF=OFF  fc=20.0 Hz
% Vg_offset=1.338324V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0004711000      1024.8004523330         4.1994813629         1.3327346748         0.4693972588        -8.3426803218         6.1511606065       508.3426803218         1.4019273900
        0.0054598000      1125.6138074550         4.4367079927         1.3454963091         0.4821566461        10.7045350248         3.7748202812       489.2954649752         1.3891714046
        0.0104687000       847.6043021114         3.8371407917         1.4909789399         0.4898122785       227.8427899753        58.9964853834       272.1572100247         1.3942737988
        0.0154303000       798.6446868732         3.7486407703         1.5343684965         0.5051235433       292.6033221535       155.2058159908       207.3966778465         1.3942737988
        0.0204556000       811.3159930016         3.7710877332         1.5496824576         0.5229866855       315.4599805693       226.3615980013       184.5400194307         1.4019273900
        0.0254742000       825.0252990347         3.7957312173         1.5624440919         0.5459535826       334.5071959159       273.5141963494       165.4928040841         1.4095809812
        0.0304877000       732.9995432394         3.6372871679         1.6109383022         0.5714723572       406.8866142327       319.9786534109        93.1133857673         1.3968249959
        0.0354452000       707.7417227903         3.5965654141         1.6288045902         0.6020948867       433.5527157178       367.9053292439        66.4472842822         1.3917226017
        0.0404593000       646.5645436432         3.5025196372         1.6568801856         0.6378211711       475.4565894802       409.3097168596        24.5434105198         1.3942737988
        0.0454481000       696.2859330756         3.5784690352         1.6415662245         0.6633399457       452.5999310644       435.4714429961        47.4000689356         1.3917226017
        0.0504522000       752.1558436201         3.6689444829         1.6262522633         0.6863068429       429.7432726485       438.1967712987        70.2567273515         1.4070297842
        0.0554344000       584.2056027401         3.4128557555         1.6926127616         0.7347925146       528.7887924505       457.8325784394       -28.7887924505         1.4019273900
        0.0604443000       655.5130479946         3.5158852253         1.6645371662         0.7603112892       486.8849186881       481.7403457581        13.1150813119         1.3942737988
        0.0654371000       666.2275717871         3.5320609845         1.6619848393         0.7934856961       483.0754756188       483.2893655171        16.9245243812         1.3891714046
        0.0704445000       642.0342440144         3.4958024627         1.6721941467         0.8266601031       498.3132478961       486.8298012012         1.6867521039         1.4019273900
        0.0754343000       606.5553811501         3.4443128689         1.6849557810         0.8623863875       517.3604632426       496.8735773882       -17.3604632426         1.3942737988
        0.0804627000       587.5123137427         3.4174638764         1.6900604347         0.9032164269       524.9793493812       508.4900032611       -24.9793493812         1.3942737988
        0.0854384000       602.3523443817         3.4383408131         1.6824034542         0.9312870789       513.5510201733       513.6417732154       -13.5510201733         1.3968249959
