% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.339281V  K_gimbal=26.049690  samples=2001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         Error[deg/s]           disturbance[V]      
        0.6054429000       106.9524690178         2.8480084229         1.4067521537         4.1441007998       100.7026275371        -0.7026275371         1.3993761929
        0.6104232000       123.6499392806         2.8668757417         1.3965428462         4.1466526773        85.4648552599        14.5351447401         1.4044785871
        0.6154441000       113.1944640911         2.8550783240         1.4041998268         4.1492045547        96.8931844678         3.1068155322         1.4070297842
        0.6204176000       130.4542138650         2.8745256363         1.3939905194         4.1492045547        81.6554121906        18.3445878094         1.3993761929
        0.6254378000       124.7613129720         2.8681266618         1.3990951731         4.1543083097        89.2742983292        10.7257016708         1.3942737988
        0.6304387000       122.1441478418         2.8651799619         1.4016475000         4.1696195744        93.0837413985         6.9162586015         1.3891714046
        0.6354269000       123.1649979858         2.8663297305         1.4016475000         4.1772752068        93.0837413985         6.9162586015         1.3917226017
        0.6404336000       107.3846689886         2.8484986287         1.4118568074         4.1823789617       108.3215136757        -8.3215136757         1.3917226017
        0.6454479000       114.5569906584         2.8566188251         1.4067521537         4.1823789617       100.7026275371        -0.7026275371         1.3993761929
        0.6504281000       114.4532817799         2.8565016034         1.4067521537         4.1951383490       100.7026275371        -0.7026275371         1.3968249959
        0.6554386000       118.5498676868         2.8611278141         1.4041998268         4.2002421039        96.8931844678         3.1068155322         1.3993761929
        0.6604273000       114.8081435343         2.8569026794         1.4067521537         4.2027939814       100.7026275371        -0.7026275371         1.3993761929
        0.6654300000       123.1050242265         2.8662621965         1.4016475000         4.2155533687        93.0837413985         6.9162586015         1.4070297842
        0.6704440000       111.5249900145         2.8531894618         1.4093044805         4.2232090010       104.5120706064        -4.5120706064         1.3993761929
        0.6754536000       106.6587068396         2.8476751756         1.4118568074         4.2410721433       108.3215136757        -8.3215136757         1.3993761929
        0.6804396000       113.8310285094         2.8557981567         1.4067521537         4.2436240207       100.7026275371        -0.7026275371         1.3993761929
        0.6854481000       113.7273196310         2.8556808961         1.4067521537         4.2461758982       100.7026275371        -0.7026275371         1.3917226017
        0.6904298000       113.6236107526         2.8555636299         1.4067521537         4.2538315306       100.7026275371        -0.7026275371         1.3917226017
        0.6954473000       117.7201966594         2.8601915586         1.4041998268         4.2538315306        96.8931844678         3.1068155322         1.4019273900
        0.7004242000       113.9784725069         2.8559648577         1.4067521537         4.2614871629       100.7026275371        -0.7026275371         1.3993761929
        0.7054583000       109.6744688432         2.8510940340         1.4093044805         4.2742465502       104.5120706064        -4.5120706064         1.4044785871
        0.7104611000       113.2087752389         2.8550945095         1.4067521537         4.2819021826       100.7026275371        -0.7026275371         1.3993761929
        0.7154908000       100.5041820045         2.8406821661         1.4144091342         4.2946615699       112.1309567451       -12.1309567451         1.3993761929
        0.7207445000       123.9154033043         2.8671745899         1.3990951731         4.2946615699        89.2742983292        10.7257016708         1.3968249959
        0.7254574000       133.8991225301         2.8783909889         1.3939905194         4.2946615699        81.6554121906        18.3445878094         1.3968249959
        0.7304602000       128.2062216371         2.8720005483         1.3990951731         4.3074209572        89.2742983292        10.7257016708         1.3942737988
        0.7354474000       125.5890565069         2.8690579696         1.4016475000         4.3099728347        93.0837413985         6.9162586015         1.3968249959
        0.7405201000       118.2093170803         2.8607435555         1.4067521537         4.3201803445       100.7026275371        -0.7026275371         1.3917226017
        0.7454604000       118.1056082019         2.8606265247         1.4067521537         4.3227322219       100.7026275371        -0.7026275371         1.3968249959
        0.7504494000        80.1992462557         2.8174456929         1.4297230954         4.3405953642       134.9876151609       -34.9876151609         1.3942737988
        0.7554710000        87.6359061325         2.8259871097         1.4220661148         4.3431472416       123.5592859530       -23.5592859530         1.3917226017
        0.7604463000       100.9596993281         2.8412004920         1.4118568074         4.3584585064       108.3215136757        -8.3215136757         1.3993761929
        0.7654646000       103.9317262126         2.8445793479         1.4093044805         4.3635622613       104.5120706064        -4.5120706064         1.3993761929
        0.7704391000       111.6663273935         2.8533494295         1.4041998268         4.3635622613        96.8931844678         3.1068155322         1.3942737988
        0.7754438000       116.3251928116         2.8586165719         1.4016475000         4.3712178937        93.0837413985         6.9162586015         1.3942737988
        0.7804356000       113.1457481703         2.8550232270         1.4041998268         4.3788735260        96.8931844678         3.1068155322         1.3993761929
        0.7854335000       134.6057927296         2.8791832966         1.3914381925         4.3890810359        77.8459691213        22.1540308787         1.3968249959
        0.7904477000       116.8742869918         2.8592366263         1.4041998268         4.3941847908        96.8931844678         3.1068155322         1.3993761929
        0.7954314000       129.9337419805         2.8739412043         1.3965428462         4.3992885457        85.4648552599        14.5351447401         1.4044785871
        0.8004501000       119.4782667909         2.8621750793         1.4041998268         4.3992885457        96.8931844678         3.1068155322         1.3968249959
        0.8054270000       111.5362478531         2.8532022040         1.4093044805         4.4171516879       104.5120706064        -4.5120706064         1.3993761929
        0.8104364000       115.0705542488         2.8571992227         1.4067521537         4.4197035654       100.7026275371        -0.7026275371         1.4070297842
        0.8154442000       123.3674349410         2.8665576742         1.4016475000         4.4171516879        93.0837413985         6.9162586015         1.3993761929
        0.8204529000       120.1879902996         2.8629753875         1.4041998268         4.4324629527        96.8931844678         3.1068155322         1.3942737988
        0.8254375000       116.4462661471         2.8587533047         1.4067521537         4.4375667076       100.7026275371        -0.7026275371         1.3891714046
        0.8304286000       116.3425572687         2.8586361827         1.4067521537         4.4401185851       100.7026275371        -0.7026275371         1.3993761929
        0.8354343000       116.2388483902         2.8585190553         1.4067521537         4.4452223400       100.7026275371        -0.7026275371         1.3968249959
        0.8404608000       116.1351395118         2.8584019224         1.4067521537         4.4528779724       100.7026275371        -0.7026275371         1.3993761929
        0.8454316000       107.6308410628         2.8487777936         1.4118568074         4.4758448695       108.3215136757        -8.3215136757         1.3917226017
        0.8504494000       102.2022783767         2.8426137852         1.4144091342         4.4783967469       112.1309567451       -12.1309567451         1.3917226017
        0.8554584000       100.4117309647         2.8405769526         1.4144091342         4.4860523793       112.1309567451       -12.1309567451         1.3993761929
        0.8604627000       111.2220679086         2.8528465747         1.4067521537         4.4835005019       100.7026275371        -0.7026275371         1.4070297842
        0.8654781000       106.9180642449         2.8479693962         1.4093044805         4.4962598892       104.5120706064        -4.5120706064         1.4044785871
        0.8704820000       106.2520758552         2.8472138093         1.4093044805         4.5039155215       104.5120706064        -4.5120706064         1.4044785871
        0.8754605000       113.9866770362         2.8559741334         1.4041998268         4.5064673990        96.8931844678         3.1068155322         1.3993761929
        0.8804435000       110.2449528837         2.8517402141         1.4067521537         4.5192267863       100.7026275371        -0.7026275371         1.3942737988
        0.8854707000       105.9409492200         2.8468607406         1.4093044805         4.5192267863       104.5120706064        -4.5120706064         1.4044785871
        0.8904480000       109.4752556157         2.8508683464         1.4067521537         4.5268824187       100.7026275371        -0.7026275371         1.3968249959
        0.8954581000       109.3715467372         2.8507508466         1.4067521537         4.5345380510       100.7026275371        -0.7026275371         1.3968249959
        0.9005634000       113.4681326441         2.8553878166         1.4041998268         4.5472974383        96.8931844678         3.1068155322         1.3917226017
        0.9054439000       101.3258189210         2.8416170053         1.4118568074         4.5549530707       108.3215136757        -8.3215136757         1.3993761929
        0.9104586000       121.0990249467         2.8640023443         1.3990951731         4.5651605806        89.2742983292        10.7257016708         1.4044785871
        0.9154372000       101.6806806753         2.8420206364         1.4118568074         4.5626087031       108.3215136757        -8.3215136757         1.3968249959
        0.9204310000       113.0532971304         2.8549186627         1.4041998268         4.5753680904        96.8931844678         3.1068155322         1.4044785871
        0.9259131000       100.9109834073         2.8411450647         1.4118568074         4.5855756002       108.3215136757        -8.3215136757         1.4044785871
        0.9304518000        95.4824207212         2.8349597655         1.4144091342         4.5932312326       112.1309567451       -12.1309567451         1.4044785871
        0.9354317000       106.2927576651         2.8472599713         1.4067521537         4.5932312326       100.7026275371        -0.7026275371         1.4070297842
        0.9404658000        89.3878696455         2.8279939446         1.4169614611         4.6110943748       115.9403998144       -15.9403998144         1.3993761929
        0.9454247000        91.2353375075         2.8301080172         1.4144091342         4.6161981297       112.1309567451       -12.1309567451         1.3993761929
        0.9504557000       110.4462640220         2.8519681950         1.4016475000         4.6161981297        93.0837413985         6.9162586015         1.3993761929
        0.9554478000       111.4671141660         2.8531239541         1.4016475000         4.6315093945        93.0837413985         6.9162586015         1.4070297842
        0.9604858000       104.0873747394         2.8447561624         1.4067521537         4.6442687818       100.7026275371        -0.7026275371         1.4019273900
        0.9654381000       108.1839606463         2.8494049225         1.4041998268         4.6493725367        96.8931844678         3.1068155322         1.3891714046
        0.9704454000        87.6410573525         2.8259930132         1.4169614611         4.6544762916       115.9403998144       -15.9403998144         1.3917226017
        0.9754552000        89.4885252146         2.8281091824         1.4144091342         4.6672356789       112.1309567451       -12.1309567451         1.3840690105
        0.9804390000        96.0985673732         2.8356627004         1.4093044805         4.6672356789       104.5120706064        -4.5120706064         1.3917226017
        0.9854503000        95.4325789836         2.8349028931         1.4093044805         4.6723394338       104.5120706064        -4.5120706064         1.3917226017
        0.9904288000       103.1671801646         2.8437106335         1.4041998268         4.6799950662        96.8931844678         3.1068155322         1.3917226017
        0.9954476000       112.0263403680         2.8537568494         1.3990951731         4.6799950662        89.2742983292        10.7257016708         1.3993761929
        1.0004237000       101.0085856672         2.8412561117         1.4067521537         4.6902025760       100.7026275371        -0.7026275371         1.3968249959
        1.0054441000       105.1051715741         2.8459120255         1.4041998268         4.7004100859        96.8931844678         3.1068155322         1.3942737988
        1.0104499000       105.5637422069         2.8464326108         1.4041998268         4.7080657183        96.8931844678         3.1068155322         1.3942737988
        1.0154381000        93.4214284837         2.8326067610         1.4118568074         4.7208251056       108.3215136757        -8.3215136757         1.3891714046
        1.0204380000        92.1931605829         2.8312032003         1.4118568074         4.7284807379       108.3215136757        -8.3215136757         1.3891714046
        1.0254500000        95.1651874674         2.8345977567         1.4093044805         4.7335844928       104.5120706064        -4.5120706064         1.3891714046
        1.0304335000       102.8997886484         2.8434067311         1.4041998268         4.7284807379        96.8931844678         3.1068155322         1.4044785871
        1.0354430000        90.7574749253         2.8295614059         1.4118568074         4.7488957576       108.3215136757        -8.3215136757         1.3968249959
        1.0404348000        85.3289122392         2.8233414072         1.4144091342         4.7437920027       112.1309567451       -12.1309567451         1.4044785871
        1.0454524000        91.9389543978         2.8309125957         1.4093044805         4.7565513900       104.5120706064        -4.5120706064         1.4044785871
        1.0504291000       103.8738503640         2.8445135983         1.4016475000         4.7591032674        93.0837413985         6.9162586015         1.3993761929
        1.0554366000        96.4941109374         2.8361138360         1.4067521537         4.7718626547       100.7026275371        -0.7026275371         1.3993761929
        1.0604180000        87.9898124884         2.8263926637         1.4118568074         4.7846220420       108.3215136757        -8.3215136757         1.3891714046
        1.0654560000        78.3609550170         2.8153284294         1.4169614611         4.7922776744       115.9403998144       -15.9403998144         1.3942737988
        1.0704445000        92.8093072350         2.8319073996         1.4067521537         4.7922776744       100.7026275371        -0.7026275371         1.3942737988
        1.0754596000       101.1061879271         2.8413671531         1.4016475000         4.7999333068        93.0837413985         6.9162586015         1.3891714046
        1.0804343000        81.1255641446         2.8185116862         1.4144091342         4.8101408166       112.1309567451       -12.1309567451         1.3917226017
        1.0854474000        70.9344271620         2.8067500757         1.4195137880         4.8229002039       119.7498428837       -19.7498428837         1.3968249959
        1.0904281000       101.6216790100         2.8419535312         1.3990951731         4.8229002039        89.2742983292        10.7257016708         1.4044785871
        1.0954401000       103.2048086652         2.8437533967         1.3990951731         4.8229002039        89.2742983292        10.7257016708         1.3993761929
        1.1004224000        87.9867591791         2.8263891651         1.4093044805         4.8433152236       104.5120706064        -4.5120706064         1.3993761929
        1.1054389000        87.3207707895         2.8256259153         1.4093044805         4.8433152236       104.5120706064        -4.5120706064         1.4070297842
        1.1104441000       103.4559615411         2.8440388003         1.3990951731         4.8458671010        89.2742983292        10.7257016708         1.3993761929
        1.1154438000        75.6370276992         2.8121867032         1.4169614611         4.8662821207       115.9403998144       -15.9403998144         1.3942737988
        1.1204391000        90.0853799172         2.8287923701         1.4067521537         4.8662821207       100.7026275371        -0.7026275371         1.3968249959
        1.1254414000        94.1819658240         2.8334753632         1.4041998268         4.8688339982        96.8931844678         3.1068155322         1.3891714046
        1.1304337000        86.2399468862         2.8243866220         1.4093044805         4.8892490178       104.5120706064        -4.5120706064         1.3993761929
        1.1354373000        81.3736637113         2.8187970942         1.4118568074         4.8866971404       108.3215136757        -8.3215136757         1.4019273900
        1.1404252000       105.3471645223         2.8461867590         1.3965428462         4.8918008953        85.4648552599        14.5351447401         1.3993761929
        1.1454353000        90.6913945474         2.8294858072         1.4067521537         4.8969046502       100.7026275371        -0.7026275371         1.3993761929
        1.1504455000       103.1885700249         2.8437349423         1.3990951731         4.9045602826        89.2742983292        10.7257016708         1.3968249959
        1.1554317000        92.1708153242         2.8311776572         1.4067521537         4.9147677924       100.7026275371        -0.7026275371         1.3942737988
        1.1604448000        92.0671064458         2.8310591023         1.4067521537         4.9249753023       100.7026275371        -0.7026275371         1.3942737988
        1.1654254000        87.7631027820         2.8261328784         1.4093044805         4.9377346896       104.5120706064        -4.5120706064         1.3917226017
        1.1704408000        82.8968196071         2.8205483641         1.4118568074         4.9402865670       108.3215136757        -8.3215136757         1.3840690105
        1.1754366000       102.6700256328         2.8431455622         1.3990951731         4.9402865670        89.2742983292        10.7257016708         1.3891714046
        1.1804303000        91.6522709321         2.8305848143         1.4067521537         4.9530459543       100.7026275371        -0.7026275371         1.3993761929
