% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.8554  Ki_stab=57.8598  (Tustin integrator)
% LPF=OFF  fc=20.0 Hz
% Vg_offset=1.338158V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0004271000      1072.7949294121         4.3095362871         1.3378393285         0.9032164269        -0.4761803837         2.4225878020       500.4761803837         1.4044785871
        0.0055110000      1088.0610700079         4.3456380170         1.3812288851         0.9083201818        64.2843517946        16.5181178754       435.7156482054         1.3917226017
        0.0104383000      1336.0153029095         5.0000000000         1.3403916554         0.9032164269         3.3332626856        24.7850462631       496.6667373144         1.3993761929
        0.0155166000       649.2418510901         3.5065048765         1.6185952828         0.9210795691       418.5625572401       113.7922009340        81.4374427599         1.4044785871
        0.0204520000       573.7560933264         3.3983964735         1.6517755319         0.9491502211       468.0853171411       271.3460848563        31.9146828589         1.3993761929
        0.0255025000       689.6533816881         3.5680962026         1.6160429559         0.9746689957       414.7531141708       352.6605057758        85.2468858292         1.3917226017
        0.0304792000       744.7907559437         3.6566930421         1.6058336485         1.0129471576       399.5153418936       378.7051793805       100.4846581064         1.4019273900
        0.0355270000       659.5775642171         3.5219991689         1.6441185513         1.0333621773       456.6569879332       402.3149419818        43.3430120668         1.3942737988
        0.0404311000       679.7355357654         3.5527264280         1.6415662245         1.0690884617       452.8475448639       427.3859843591        47.1524551361         1.3942737988
        0.0454455000       678.1389165608         3.5502677918         1.6466708782         1.0946072363       460.4664310025       441.3808740525        39.5335689975         1.4070297842
        0.0504313000       666.7192758918         3.5328078694         1.6543278587         1.1252297658       471.8947602104       453.2379792145        28.1052397896         1.3993761929
        0.0554668000       629.1367738184         3.4768580708         1.6696418199         1.1609560502       494.7514186263       467.6221050492         5.2485813737         1.3866202076
        0.0604438000       668.7496132927         3.5358961598         1.6568801856         1.1813710699       475.7042032797       476.0396473953        24.2957967203         1.3993761929
        0.0655073000       614.8272712792         3.4561440272         1.6772988005         1.2170973543       506.1797478342       483.1646657866        -6.1797478342         1.3840690105
        0.0704398000       590.1828186560         3.4211969469         1.6849557810         1.2502717613       517.6080770421       496.9005336685       -17.6080770421         1.3917226017
        0.0754661000       592.7077075987         3.4247360046         1.6824034542         1.2911018006       513.7986339728       505.8904344382       -13.7986339728         1.4019273900
        0.0804331000       573.4780057884         3.3980137886         1.6875081079         1.3268280851       521.4175201114       511.4928086545       -21.4175201114         1.3993761929
        0.0854574000       552.0441686523         3.3688400431         1.6926127616         1.3523468597       529.0364062500       518.0593063539       -29.0364062500         1.3942737988
        0.0904482000       558.8817407451         3.3780784056         1.6875081079         1.3880731441       521.4175201114       521.4862666355       -21.4175201114         1.3993761929
        0.0957797000       560.3045620249         3.3800087685         1.6849557810         1.4237994285       517.6080770421       520.5427230455       -17.6080770421         1.3840690105
        0.1004981000       539.9727925517         3.3526824625         1.6900604347         1.4569738355       525.2269631807       520.9609761611       -25.2269631807         1.4019273900
        0.1055699000       540.2935461687         3.3531093148         1.6875081079         1.5003557523       521.4175201114       522.0899313032       -21.4175201114         1.3891714046
        0.1104438000       488.3841644782         3.2856978349         1.7028220690         1.5335301593       544.2741785273       527.2324910998       -44.2741785273         1.3840690105
        0.1155185000       544.1456688898         3.3582461400         1.6798511273         1.5539451789       509.9891909035       527.1842941111        -9.9891909035         1.3968249959
        0.1204411000       518.3991486037         3.3242747285         1.6875081079         1.5947752183       521.4175201114       521.6950914970       -21.4175201114         1.3917226017
        0.1254992000       496.9653114677         3.2966187891         1.6926127616         1.6381571351       529.0364062500       523.3837303747       -29.0364062500         1.3917226017
