% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.4421  Ki_stab=42.5092  (Tustin integrator)
% LPF=ON  fc=20.0 Hz
% Vg_offset=1.338618V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0004510000       811.7457255108         3.7718545419         1.3429439823         3.2356324244         6.4570060025         9.3557741881       490.6442258119         1.3891714046
        0.0054764000       923.8164073780         3.9846924982         1.3327346748         3.2279767920        -8.7807662748         4.3271317048       495.6728682952         1.4095809812
        0.0104463000      1034.6432699711         4.2216276389         1.3403916554         3.2305286695         2.6475629332         0.7920809590       499.2079190410         1.3993761929
        0.0154296000      1029.3892806253         4.2097790824         1.5394731502         3.2407361793       299.7841223391        72.7118546222       427.2881453778         1.3993761929
        0.0205071000       930.9552142695         3.9991436786         1.5777580530         3.2585993215       356.9257683787       194.9385096358       305.0614903642         1.4121321783
        0.0254530000       866.0052761754         3.8716560296         1.5956243410         3.2841180961       383.5918698639       278.7616824921       221.2383175079         1.3993761929
        0.0304728000       802.9913789713         3.7563052971         1.6543278587         3.3249481355       471.2090604579       349.8280319035       150.1719680965         1.3866202076
        0.0354499000       739.4112576276         3.6478078767         1.6645371662         3.3530187875       486.4468327352       411.5047548086        88.4952451914         1.3993761929
        0.0404566000       706.9711783249         3.5953409852         1.6568801856         3.3912969494       475.0185035273       444.6036203191        55.3963796809         1.3993761929
        0.0454399000       673.6683039530         3.5434064139         1.6977174153         3.4244713564       535.9695926362       473.7162135299        26.2837864701         1.4044785871
        0.0504523000       643.0391229563         3.4972895761         1.6798511273         3.4448863760       509.3034911510       497.1057292834         2.8942707166         1.4044785871
        0.0554386000       640.2645492028         3.4931874299         1.6696418199         3.4780607830       494.0657188738       499.2949559215         0.7050440785         1.3993761929
        0.0604443000       625.9547678573         3.4722244606         1.7028220690         3.5265464547       543.5884787748       508.6335556285        -8.6335556285         1.3866202076
        0.0654498000       605.2929499886         3.4425163135         1.6900604347         3.5520652293       524.5412634282       520.7926349680       -20.7926349680         1.3942737988
        0.0704383000       602.3286440230         3.4383072124         1.6824034542         3.5877915138       513.1129342203       519.8528837411       -19.8528837411         1.3917226017
        0.0754530000       597.4583166558         3.4314200935         1.6926127616         3.6286215531       528.3507064975       520.2731160363       -20.2731160363         1.3993761929
        0.0804589000       588.5795751488         3.4189545486         1.6900604347         3.6694515924       524.5412634282       523.2244538509       -23.2244538509         1.3891714046
        0.0854155000       582.6684769076         3.4107190265         1.6900604347         3.7000741219       524.5412634282       523.8540395341       -23.8540395341         1.4070297842
        0.0904738000       578.4997091165         3.4049411128         1.6875081079         3.7332485289       520.7318203589       523.2719363227       -23.2719363227         1.3917226017
        0.0955299000       571.2036055144         3.3948879892         1.6951650884         3.7740785683       532.1601495669       524.7894948338       -24.7894948338         1.3917226017
        0.1004684000       556.2480123197         3.3745124498         1.7028220690         3.8123567301       543.5884787748       531.0455359981       -31.0455359981         1.3917226017
        0.1054309000       538.9538091453         3.3513273082         1.7053743959         3.8429792597       547.3979218441       537.9531730339       -37.9531730339         1.3942737988
        0.1104789000       526.7152000018         3.3351554430         1.7002697422         3.8736017892       539.7790357055       540.6474941231       -40.6474941231         1.3993761929
        0.1154530000       522.9488502540         3.3302168803         1.6926127616         3.9093280736       528.3507064975       537.5002469559       -37.5002469559         1.3942737988
        0.1204611000       517.5215297952         3.3231314548         1.7002697422         3.9552618679       539.7790357055       535.8577441283       -35.8577441283         1.4019273900
        0.1254454000       506.9971795139         3.3094944789         1.7002697422         3.9833325199       539.7790357055       537.7325702831       -37.7325702831         1.3993761929
        0.1304670000       491.8220176931         3.2900629646         1.7104790496         4.0318181916       555.0168079827       542.3537145019       -42.3537145019         1.3942737988
        0.1354332000       477.6756165106         3.2721859201         1.7028220690         4.0726482310       543.5884787748       545.6760977906       -45.6760977906         1.3968249959
        0.1404557000       469.5128079453         3.2619706305         1.7028220690         4.1007188830       543.5884787748       544.6779769789       -44.6779769789         1.3917226017
        0.1454617000       466.4634952336         3.2581728925         1.6926127616         4.1338932900       528.3507064975       540.5143726127       -40.5143726127         1.3968249959
        0.1504505000       469.6772121508         3.2621756665         1.6875081079         4.1670676969       520.7318203589       532.8773983445       -32.8773983445         1.4019273900
        0.1554974000       468.8604891609         3.2611573772         1.6926127616         4.2104496138       528.3507064975       528.8917718071       -28.8917718071         1.4070297842
        0.1604820000       464.5302734107         3.2557702613         1.6900604347         4.2436240207       524.5412634282       527.7224057820       -27.7224057820         1.3891714046
        0.1654476000       459.5829206468         3.2496393907         1.6926127616         4.2870059375       528.3507064975       527.1121305477       -27.1121305477         1.3942737988
        0.1704639000       454.3134929914         3.2431370925         1.6900604347         4.3176284670       524.5412634282       526.7936367196       -26.7936367196         1.3968249959
        0.1754499000       450.2860435048         3.2381862951         1.6900604347         4.3533547515       524.5412634282       525.7167445085       -25.7167445085         1.3840690105
        0.1804520000       452.7405823918         3.2412016336         1.6772988005         4.3839772810       505.4940480817       520.6013556033       -20.6013556033         1.3917226017
        0.1854750000       462.3659076865         3.2530850031         1.6721941467         4.4222554428       497.8751619431       511.5569838513       -11.5569838513         1.3968249959
        0.1904497000       462.9878409200         3.2538561154         1.6849557810         4.4503260949       516.9223772896       509.5688815509        -9.5688815509         1.3968249959
        0.1954836000       459.7404174009         3.2498341737         1.6772988005         4.4962598892       505.4940480817       510.3526694502       -10.3526694502         1.3917226017
        0.2004536000       463.9569626977         3.2550584973         1.6721941467         4.5294342961       497.8751619431       506.2083426131        -6.2083426131         1.3993761929
        0.2054487000       465.9863249971         3.2575794945         1.6772988005         4.5626087031       505.4940480817       504.0454783107        -4.0454783107         1.3993761929
        0.2104403000       461.2339704822         3.2516825865         1.6824034542         4.5983349875       513.1129342203       506.5594102134        -6.5594102134         1.3917226017
        0.2154652000       452.1680947237         3.2404978079         1.6875081079         4.6264056396       520.7318203589       511.5140944886       -11.5140944886         1.4019273900
        0.2204536000       452.7673929458         3.2412346030         1.6696418199         4.6595800465       494.0657188738       509.5464982122        -9.5464982122         1.3942737988
        0.2254504000       460.7886717543         3.2511312462         1.6721941467         4.6978582084       497.8751619431       503.0555888399        -3.0555888399         1.3942737988
        0.2304521000       459.7440928105         3.2498387195         1.6798511273         4.7386882478       509.3034911510       503.3107765487        -3.3107765487         1.3968249959
        0.2354557000       460.2442544750         3.2504574622         1.6696418199         4.7718626547       494.0657188738       502.5332804435        -2.5332804435         1.3993761929
        0.2404446000       461.7441542497         3.2523145155         1.6772988005         4.8024851842       505.4940480817       501.2168415753        -1.2168415753         1.3993761929
        0.2454502000       462.5492988027         3.2533123412         1.6696418199         4.8382114687       494.0657188738       500.5298111488        -0.5298111488         1.3993761929
        0.2504330000       474.2723758559         3.2679182125         1.6568801856         4.8815933855       475.0185035273       492.8858608257         7.1141391743         1.3942737988
        0.2554767000       474.9110093566         3.2687181082         1.6824034542         4.9173196699       513.1129342203       493.4499680042         6.5500319958         1.4019273900
        0.2604542000       468.7970303876         3.2610782866         1.6696418199         4.9555978318       494.0657188738       498.2977418091         1.7022581909         1.3993761929
        0.2654622000       477.9320606307         3.2725080156         1.6594325125         4.9785647289       478.8279465966       492.6316509681         7.3683490319         1.4019273900
        0.2704537000       486.8969203988         3.2838135922         1.6645371662         4.9989797486       486.4468327352       487.8532502502        12.1467497498         1.3942737988
