% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.336563V  K_gimbal=26.049690  samples=2001

Time[s]              OmegaU[deg/s]        Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Error[rad/s]        
        2.7355299000       -64.3221986113         2.1970760516         1.3454963091         4.4783967469         0.2327056348        -0.2327056348
        2.7404614000       -49.4889977593         2.2212577718         1.3352870017         4.4707411146        -0.0332436621         0.0332436621
        2.7454825000       -32.4066788625         2.2502271504         1.3250776943         4.4630854822        -0.2991929590         0.2991929590
        2.7504940000       -42.4773054180         2.2329986222         1.3327346748         4.4681892371        -0.0997309863         0.0997309863
        2.7554734000       -45.8341809365         2.2273520936         1.3352870017         4.4605336047        -0.0332436621         0.0332436621
        2.7605465000       -28.7518620397         2.2565896345         1.3250776943         4.4605336047        -0.2991929590         0.2991929590
        2.7658510000       -38.8224885953         2.2392005452         1.3327346748         4.4656373597        -0.0997309863         0.0997309863
        2.7704902000       -42.1793641138         2.2335020758         1.3352870017         4.4605336047        -0.0332436621         0.0332436621
        2.7757004000       -50.2988139288         2.2199148624         1.3403916554         4.4656373597         0.0997309863        -0.0997309863
        2.7804877000       -51.1422331956         2.2185190754         1.3403916554         4.4630854822         0.0997309863        -0.0997309863
        2.7856620000       -43.5850628918         2.2311300519         1.3352870017         4.4579817273        -0.0332436621         0.0332436621
        2.7904807000       -34.9033335656         2.2459148821         1.3301823480         4.4528779724        -0.1662183106         0.1662183106
        2.7955242000       -37.6979295729         2.2411203430         1.3327346748         4.4579817273        -0.0997309863         0.0997309863
        2.8005255000       -36.8545103061         2.2425637768         1.3327346748         4.4528779724        -0.0997309863         0.0997309863
        2.8054945000       -48.6119753952         2.2227151599         1.3403916554         4.4528779724         0.0997309863        -0.0997309863
        2.8104571000       -70.4568685885         2.1873242666         1.3531532897         4.4554298498         0.4321676075        -0.4321676075
        2.8155242000       -44.7096219141         2.2292384245         1.3352870017         4.4503260949        -0.0332436621         0.0332436621
        2.8205169000       -36.0278925879         2.2439814507         1.3301823480         4.4452223400        -0.1662183106         0.1662183106
        2.8255221000       -47.2230781659         2.2250296331         1.3378393285         4.4401185851         0.0332436621        -0.0332436621
        2.8305448000       -39.1036283509         2.2387214466         1.3327346748         4.4452223400        -0.0997309863         0.0997309863
        2.8355087000       -59.2616830106         2.2052283935         1.3454963091         4.4503260949         0.2327056348        -0.2327056348
        2.8404574000       -48.6287769438         2.2226872103         1.3378393285         4.4452223400         0.0332436621        -0.0332436621
        2.8454724000       -53.1102114847         2.2152734695         1.3403916554         4.4477742174         0.0997309863        -0.0997309863
        2.8504794000       -58.1539255368         2.2070262493         1.3429439823         4.4452223400         0.1662183106        -0.1662183106
        2.8554952000       -55.3593295295         2.2115833072         1.3403916554         4.4375667076         0.0997309863        -0.0997309863
        2.8604594000       -31.0009800845         2.2526672144         1.3250776943         4.4324629527        -0.2991929590         0.2991929590
        2.8655077000       -49.4721962106         2.2212856620         1.3378393285         4.4350148301         0.0332436621        -0.0332436621
        2.8705485000       -45.5530411809         2.2278231813         1.3352870017         4.4324629527        -0.0332436621         0.0332436621
        2.8754941000       -36.8713118547         2.2425349924         1.3301823480         4.4273591978        -0.1662183106         0.1662183106
        2.8805022000       -48.0664974326         2.2236232010         1.3378393285         4.4324629527         0.0332436621        -0.0332436621
        2.8877079000       -60.9485215441         2.2024999258         1.3454963091         4.4350148301         0.2327056348        -0.2327056348
        2.8905460000       -62.9164998333         2.1993306733         1.3454963091         4.4350148301         0.2327056348        -0.2327056348
        2.8955162000       -35.4824146254         2.2449185905         1.3276300211         4.4273591978        -0.2327056348         0.2327056348
        2.9004616000       -46.1153206921         2.2268813353         1.3352870017         4.4248073203        -0.0332436621         0.0332436621
        2.9055111000       -41.6338861512         2.2344247854         1.3327346748         4.4171516879        -0.0997309863         0.0997309863
        2.9105234000       -28.1895825285         2.2575737837         1.3250776943         4.4197035654        -0.2991929590         0.2991929590
        2.9155122000       -29.8596195135         2.2546548982         1.3276300211         4.4145998105        -0.2327056348         0.2327056348
        2.9205504000       -44.6928203655         2.2292666474         1.3378393285         4.4145998105         0.0332436621        -0.0332436621
        2.9255077000       -40.7736653358         2.2358824707         1.3352870017         4.4120479330        -0.0332436621         0.0332436621
        2.9305127000       -44.6928203655         2.2292666474         1.3378393285         4.4145998105         0.0332436621        -0.0332436621
        2.9355214000       -40.7736653358         2.2358824707         1.3352870017         4.4120479330        -0.0332436621         0.0332436621
        2.9405525000       -36.2922307949         2.2435277798         1.3327346748         4.4094960556        -0.0997309863         0.0997309863
        2.9454763000       -35.4488115281         2.2449763635         1.3327346748         4.4094960556        -0.0997309863         0.0997309863
        2.9504694000       -34.6053922613         2.2464280526         1.3327346748         4.4069441781        -0.0997309863         0.0997309863
        2.9555335000       -46.3628573504         2.2264671165         1.3403916554         4.4094960556         0.0997309863        -0.0997309863
        2.9606459000       -43.0059818319         2.2321062024         1.3378393285         4.4069441781         0.0332436621        -0.0332436621
        2.9654765000       -39.0868268022         2.2387500691         1.3352870017         4.4069441781        -0.0332436621         0.0332436621
        2.9706327000       -51.4065714025         2.2180822142         1.3429439823         4.4043923006         0.1662183106        -0.1662183106
        2.9755088000       -52.8122701805         2.2157638307         1.3429439823         4.4120479330         0.1662183106        -0.1662183106
        2.9806010000       -50.0176741732         2.2203807695         1.3403916554         4.4043923006         0.0997309863        -0.0997309863
        2.9854727000       -46.6607986547         2.2259688902         1.3378393285         4.4043923006         0.0332436621        -0.0332436621
        2.9904536000       -55.3425279808         2.2116107987         1.3429439823         4.4043923006         0.1662183106        -0.1662183106
        2.9954670000       -52.5479319735         2.2161991867         1.3403916554         4.4043923006         0.0997309863        -0.0997309863
        3.0005267000       -40.7904668844         2.2358539695         1.3327346748         4.4018404232        -0.0997309863         0.0997309863
        3.0054769000       -69.3491111147         2.1890747300         1.3506009628         4.4094960556         0.3656802832        -0.3656802832
        3.0104851000       -80.8422379969         2.1711314067         1.3557056165         4.4145998105         0.4986549317        -0.4986549317
        3.0155225000       -76.6587447603         2.1776075020         1.3506009628         4.4069441781         0.3656802832        -0.3656802832
        3.0204911000       -83.9515768571         2.1663580994         1.3531532897         4.4145998105         0.4321676075        -0.4321676075
        3.0255178000       -70.8052145387         2.1867747568         1.3429439823         4.4069441781         0.1662183106        -0.1662183106
        3.0305305000       -76.4112081020         2.1779926505         1.3454963091         4.4145998105         0.2327056348        -0.2327056348
        3.0355926000       -78.3791863912         2.1749366957         1.3454963091         4.4120479330         0.2327056348        -0.2327056348
        3.0405124000       -63.5459855391         2.1983200948         1.3352870017         4.4043923006        -0.0332436621         0.0332436621
        3.0456085000       -71.6654353541         2.1854196957         1.3403916554         4.4069441781         0.0997309863        -0.0997309863
        3.0506407000       -72.5088546209         2.1840937497         1.3403916554         4.4069441781         0.0997309863        -0.0997309863
        3.0554738000       -69.1519791024         2.1893867142         1.3378393285         4.4043923006         0.0332436621        -0.0332436621
        3.0604586000       -31.6304657903         2.2515734455         1.3148683868         4.4018404232        -0.5651422559         0.5651422559
        3.0654897000       -43.6522690864         2.2310168547         1.3250776943         4.3941847908        -0.2991929590         0.2991929590
        3.0704943000       -57.9231904272         2.2074013321         1.3352870017         4.3916329133        -0.0332436621         0.0332436621
        3.0755048000       -36.6405767451         2.2429303944         1.3225253674         4.3916329133        -0.3656802832         0.3656802832
        3.0804623000       -54.5495133600         2.2129096500         1.3352870017         4.3967366683        -0.0332436621         0.0332436621
        3.0854815000       -45.8677840338         2.2272958091         1.3301823480         4.3839772810        -0.1662183106         0.1662183106
        3.0905023000       -31.8612009000         2.2511729703         1.3225253674         4.3788735260        -0.3656802832         0.3656802832
        3.0954878000       -32.9689583737         2.2492535755         1.3250776943         4.3763216486        -0.2991929590         0.2991929590
        3.1004855000       -30.4387005733         2.2536456998         1.3250776943         4.3814254035        -0.2991929590         0.2991929590
        3.1054854000       -57.3105062700         2.2083983293         1.3429439823         4.3814254035         0.1662183106        -0.1662183106
        3.1104586000       -41.9150259068         2.2339490625         1.3327346748         4.3763216486        -0.0997309863         0.0997309863
        3.1156179000       -36.8713118547         2.2425349924         1.3301823480         4.3763216486        -0.1662183106         0.1662183106
        3.1206885000       -48.0664974326         2.2236232010         1.3378393285         4.3737697711         0.0332436621        -0.0332436621
        3.1314112000       -23.1458684764         2.2664658338         1.3225253674         4.3610103838        -0.3656802832         0.3656802832
        3.1327663000       -36.8545103061         2.2425637768         1.3327346748         4.3661141388        -0.0997309863         0.0997309863
        3.1354723000       -36.0110910393         2.2440102967         1.3327346748         4.3661141388        -0.0997309863         0.0997309863
        3.1405321000       -35.1676717725         2.2454599143         1.3327346748         4.3635622613        -0.0997309863         0.0997309863
        3.1454796000       -34.3242525057         2.2469126411         1.3327346748         4.3686660162        -0.0997309863         0.0997309863
        3.1504544000       -33.4808332389         2.2483684886         1.3327346748         4.3584585064        -0.0997309863         0.0997309863
        3.1554843000       -41.0380035427         2.2354342018         1.3378393285         4.3584585064         0.0332436621        -0.0332436621
        3.1605304000       -45.5194380836         2.2278795098         1.3403916554         4.3610103838         0.0997309863        -0.0997309863
        3.1654767000       -42.1625625651         2.2335304778         1.3378393285         4.3610103838         0.0332436621        -0.0332436621
        3.1704624000       -46.6439971060         2.2259969764         1.3403916554         4.3584585064         0.0997309863        -0.0997309863
        3.1754794000       -47.4874163728         2.2245885232         1.3403916554         4.3584585064         0.0997309863        -0.0997309863
        3.1804879000       -39.9302460690         2.2373147478         1.3352870017         4.3482509965        -0.0332436621         0.0332436621
        3.1854784000       -39.6491063134         2.2377928494         1.3352870017         4.3482509965        -0.0332436621         0.0332436621
        3.1904632000       -43.5682613431         2.2311583542         1.3378393285         4.3456991191         0.0332436621        -0.0332436621
        3.1954847000       -48.0496958840         2.2236511895         1.3403916554         4.3482509965         0.0997309863        -0.0997309863
        3.2004632000       -48.8931151508         2.2222476331         1.3403916554         4.3431472416         0.0997309863        -0.0997309863
        3.2054811000       -49.7365344176         2.2208469997         1.3403916554         4.3405953642         0.0997309863        -0.0997309863
        3.2104649000       -42.1793641138         2.2335020758         1.3352870017         4.3405953642        -0.0332436621         0.0332436621
        3.2154768000       -29.2973400023         2.2556362509         1.3276300211         4.3329397318        -0.2327056348         0.2327056348
        3.2204567000       -39.9302460690         2.2373147478         1.3352870017         4.3278359769        -0.0332436621         0.0332436621
        3.2254824000       -31.2485167428         2.2522368946         1.3301823480         4.3252840994        -0.1662183106         0.1662183106
        3.2305430000       -29.8428179648         2.2546842016         1.3301823480         4.3227322219        -0.1662183106         0.1662183106
        3.2354653000       -45.2382983280         2.2283509667         1.3403916554         4.3303878543         0.0997309863        -0.0997309863
        3.2404640000       -58.6826019507         2.2061676232         1.3480486360         4.3329397318         0.2991929590        -0.2991929590
        3.2459848000       -52.8122701805         2.2157638307         1.3429439823         4.3329397318         0.1662183106        -0.1662183106
        3.2505119000       -33.2164950319         2.2488254137         1.3301823480         4.3227322219        -0.1662183106         0.1662183106
        3.2555362000       -44.4116806099         2.2297390765         1.3378393285         4.3252840994         0.0332436621        -0.0332436621
        3.2604576000       -53.0934099361         2.2153011125         1.3429439823         4.3303878543         0.1662183106        -0.1662183106
        3.2655479000       -46.0985191434         2.2269094597         1.3378393285         4.3252840994         0.0332436621        -0.0332436621
        3.2705407000        -0.1764162607         2.5072807719         1.3097637331         4.3176284670        -0.6981169044         0.6981169044
        3.2755391000       -53.0766083874         2.2153287566         1.3454963091         4.3227322219         0.2327056348        -0.2327056348
        3.2804733000       -63.4451762472         2.1984818320         1.3506009628         4.3201803445         0.3656802832        -0.3656802832
        3.2854705000       -41.3359448470         2.2349293048         1.3352870017         4.3176284670        -0.0332436621         0.0332436621
        3.2906059000       -41.0548050914         2.2354057195         1.3352870017         4.3150765896        -0.0332436621         0.0332436621
        3.2954865000       -40.7736653358         2.2358824707         1.3352870017         4.3176284670        -0.0332436621         0.0332436621
        3.3006490000       -40.4925255802         2.2363595589         1.3352870017         4.3125247121        -0.0332436621         0.0332436621
        3.3056425000       -40.2113858246         2.2368369844         1.3352870017         4.3125247121        -0.0332436621         0.0332436621
        3.3105695000       -44.1305408543         2.2302118370         1.3378393285         4.3125247121         0.0332436621        -0.0332436621
        3.3156572000       -36.0110910393         2.2440102967         1.3327346748         4.3099728347        -0.0997309863         0.0997309863
        3.3205574000       -56.1691456990         2.2102595795         1.3454963091         4.3150765896         0.2327056348        -0.2327056348
        3.3256400000       -28.7350604911         2.2566190214         1.3276300211         4.3099728347        -0.2327056348         0.2327056348
        3.3305906000       -22.5667874166         2.2674942004         1.3250776943         4.3023172023        -0.2991929590         0.2991929590
        3.3356235000       -41.0380035427         2.2354342018         1.3378393285         4.3125247121         0.0332436621        -0.0332436621
        3.3405566000       -37.1188485130         2.2421110550         1.3352870017         4.3023172023        -0.0332436621         0.0332436621
        3.3454717000       -24.2368244015         2.2645326407         1.3276300211         4.3048690797        -0.2327056348         0.2327056348
        3.3504940000       -43.2703200388         2.2316604351         1.3403916554         4.3099728347         0.0997309863        -0.0997309863
        3.3555160000       -52.5143288762         2.2162545501         1.3454963091         4.3023172023         0.2327056348        -0.2327056348
        3.3605472000       -33.4808332389         2.2483684886         1.3327346748         4.3048690797        -0.0997309863         0.0997309863
        3.3655092000       -15.8362348309         2.3214748064         1.3225253674         4.2921096924        -0.3656802832         0.3656802832
        3.3704797000       -37.9454662311         2.2406972910         1.3378393285         4.2921096924         0.0332436621        -0.0332436621
        3.3754737000       -29.8260164161         2.2547135062         1.3327346748         4.2921096924        -0.0997309863         0.0997309863
        3.3804686000       -16.3817127934         2.3150026331         1.3250776943         4.2895578150        -0.2991929590         0.2991929590
        3.3854917000       -22.2520445637         2.2680537886         1.3301823480         4.2870059375        -0.1662183106         0.1662183106
        3.3905464000       -25.0466405710         2.2631011610         1.3327346748         4.2870059375        -0.0997309863         0.0997309863
        3.3955098000       -20.0029265189         2.2720659070         1.3301823480         4.2870059375        -0.1662183106         0.1662183106
        3.4004647000       -18.5972277409         2.2887152344         1.3301823480         4.2870059375        -0.1662183106         0.1662183106
        3.4054852000       -33.9927081041         2.2474845554         1.3403916554         4.2895578150         0.0997309863        -0.0997309863
        3.4105320000       -22.2352430150         2.2680836733         1.3327346748         4.2921096924        -0.0997309863         0.0997309863
        3.4154917000       -21.3918237482         2.2695855314         1.3327346748         4.2895578150        -0.0997309863         0.0997309863
        3.4204900000       -33.1492888373         2.2489416329         1.3403916554         4.2870059375         0.0997309863        -0.0997309863
        3.4254757000       -29.7924133188         2.2547721194         1.3378393285         4.2895578150         0.0332436621        -0.0332436621
        3.4305425000       -30.0735530744         2.2542818891         1.3378393285         4.2921096924         0.0332436621        -0.0332436621
        3.4355007000       -38.7552824006         2.2393151236         1.3429439823         4.2921096924         0.1662183106        -0.1662183106
        3.4410423000       -40.1609811786         2.2369226162         1.3429439823         4.2870059375         0.1662183106        -0.1662183106
        3.4455247000       -37.3663851713         2.2416873830         1.3403916554         4.2895578150         0.0997309863        -0.0997309863
        3.4505175000       -25.6089200822         2.2621090044         1.3327346748         4.2819021826        -0.0997309863         0.0997309863
        3.4554979000       -37.3663851713         2.2416873830         1.3403916554         4.2793503051         0.0997309863        -0.0997309863
        3.4605410000       -29.8092148675         2.2547428122         1.3352870017         4.2767984277        -0.0332436621         0.0332436621
        3.4654850000       -21.1274855413         2.2700569113         1.3301823480         4.2767984277        -0.1662183106         0.1662183106
        3.4704823000       -44.9235554751         2.2288791660         1.3454963091         4.2819021826         0.2327056348        -0.2327056348
        3.4754854000       -30.0903546231         2.2542526030         1.3352870017         4.2742465502        -0.0332436621         0.0332436621
        3.4804900000       -25.6089200822         2.2621090044         1.3327346748         4.2716946728        -0.0997309863         0.0997309863
        3.4854905000       -33.1660903860         2.2489125762         1.3378393285         4.2716946728         0.0332436621        -0.0332436621
        3.4905135000       -37.6475249269         2.2412065193         1.3403916554         4.2716946728         0.0997309863        -0.0997309863
        3.4955882000       -21.6897650525         2.2690546175         1.3301823480         4.2614871629        -0.1662183106         0.1662183106
        3.5008128000       -37.0852454157         2.2421685889         1.3403916554         4.2691427953         0.0997309863        -0.0997309863
        3.5055702000       -33.7283698972         2.2479408850         1.3378393285         4.2614871629         0.0332436621        -0.0332436621
        3.5106914000       -29.8092148675         2.2547428122         1.3352870017         4.2665909178        -0.0332436621         0.0332436621
        3.5156516000       -37.9286646825         2.2407259973         1.3403916554         4.2614871629         0.0997309863        -0.0997309863
        3.5206409000       -26.1711995934         2.2611182883         1.3327346748         4.2563834080        -0.0997309863         0.0997309863
        3.5256420000       -33.7283698972         2.2479408850         1.3378393285         4.2563834080         0.0332436621        -0.0332436621
        3.5305703000       -25.6089200822         2.2621090044         1.3327346748         4.2563834080        -0.0997309863         0.0997309863
        3.5356391000       -41.5666799566         2.2345385561         1.3429439823         4.2589352855         0.1662183106        -0.1662183106
        3.5406468000       -30.3714943787         2.2537627471         1.3352870017         4.2538315306        -0.0332436621         0.0332436621
        3.5455452000       -34.2906494084         2.2469705845         1.3378393285         4.2538315306         0.0332436621        -0.0332436621
        3.5504934000       -34.5717891639         2.2464859546         1.3378393285         4.2538315306         0.0332436621        -0.0332436621
        3.5554740000       -55.8544028460         2.2107737490         1.3506009628         4.2512796531         0.3656802832        -0.3656802832
        3.5604862000       -46.3460558017         2.2264952235         1.3429439823         4.2589352855         0.1662183106        -0.1662183106
        3.5655286000       -43.5514597944         2.2311866577         1.3403916554         4.2563834080         0.0997309863        -0.0997309863
        3.5704974000       -48.5951738465         2.2227431107         1.3429439823         4.2563834080         0.1662183106        -0.1662183106
        3.5755204000       -50.0008726245         2.2204086234         1.3429439823         4.2538315306         0.1662183106        -0.1662183106
        3.5804914000       -43.0059818319         2.2321062024         1.3378393285         4.2512796531         0.0332436621        -0.0332436621
        3.5854751000       -60.0883007287         2.2038899499         1.3480486360         4.2589352855         0.2991929590        -0.2991929590
        3.5905137000       -62.6185585290         2.1998095205         1.3480486360         4.2589352855         0.2991929590        -0.2991929590
        3.5954774000       -52.5479319735         2.2161991867         1.3403916554         4.2512796531         0.0997309863        -0.0997309863
        3.6004908000       -53.3913512403         2.2148110888         1.3403916554         4.2512796531         0.0997309863        -0.0997309863
        3.6055277000       -41.6338861512         2.2344247854         1.3327346748         4.2385202658        -0.0997309863         0.0997309863
        3.6104870000       -28.1895825285         2.2575737837         1.3250776943         4.2385202658        -0.2991929590         0.2991929590
        3.6154735000       -29.8596195134         2.2546548982         1.3276300211         4.2385202658        -0.2327056348         0.2327056348
        3.6204912000       -36.2922307948         2.2435277798         1.3327346748         4.2359683883        -0.0997309863         0.0997309863
        3.6254797000       -35.4488115281         2.2449763635         1.3327346748         4.2410721433        -0.0997309863         0.0997309863
        3.6305245000       -47.2062766172         2.2250576802         1.3403916554         4.2461758982         0.0997309863        -0.0997309863
        3.6355260000       -52.2499906692         2.2166902243         1.3429439823         4.2436240207         0.1662183106        -0.1662183106
        3.6404636000       -49.4553946619         2.2213135534         1.3403916554         4.2359683883         0.0997309863        -0.0997309863
        3.6455353000       -29.2973400022         2.2556362509         1.3276300211         4.2359683883        -0.2327056348         0.2327056348
        3.6504849000       -44.1305408542         2.2302118370         1.3378393285         4.2385202658         0.0332436621        -0.0332436621
        3.6554741000       -52.8122701804         2.2157638307         1.3429439823         4.2385202658         0.1662183106        -0.1662183106
        3.6628012000       -54.2179689584         2.2134534207         1.3429439823         4.2359683883         0.1662183106        -0.1662183106
        3.6655200000       -43.0227833805         2.2320778603         1.3352870017         4.2359683883        -0.0332436621         0.0332436621
        3.6704840000       -38.5413488396         2.2396799837         1.3327346748         4.2283127560        -0.0997309863         0.0997309863
        3.6755372000       -25.0970452169         2.2630121618         1.3250776943         4.2283127560        -0.2991929590         0.2991929590
        3.6805208000       -18.3664926313         2.2914529392         1.3225253674         4.2181052461        -0.3656802832         0.3656802832
        3.6855305000       -36.2754292462         2.2435566064         1.3352870017         4.2257608785        -0.0332436621         0.0332436621
        3.6904654000       -48.5951738465         2.2227431107         1.3429439823         4.2283127560         0.1662183106        -0.1662183106
        3.6954944000       -41.6002830539         2.2344816684         1.3378393285         4.2308646334         0.0332436621        -0.0332436621
        3.7005036000       -33.4808332389         2.2483684886         1.3327346748         4.2232090010        -0.0997309863         0.0997309863
        3.7055361000       -24.2368244015         2.2645326407         1.3276300211         4.2181052461        -0.2327056348         0.2327056348
        3.7105093000       -30.6694356829         2.2532440014         1.3327346748         4.2232090010        -0.0997309863         0.0997309863
        3.7154744000       -38.2266059867         2.2402171307         1.3378393285         4.2155533687         0.0332436621        -0.0332436621
        3.7205251000       -34.3074509570         2.2469416121         1.3352870017         4.2130014912        -0.0332436621         0.0332436621
        3.7254733000       -25.6257216308         2.2620793798         1.3301823480         4.2053458588        -0.1662183106         0.1662183106
        3.7304896000       -28.4203176381         2.2571697594         1.3327346748         4.2130014912        -0.0997309863         0.0997309863
        3.7355202000       -48.5783722978         2.2227710626         1.3454963091         4.2206571236         0.2327056348        -0.2327056348
        3.7405197000       -42.1457610164         2.2335588810         1.3403916554         4.2155533687         0.0997309863        -0.0997309863
        3.7454793000       -21.9877063567         2.2685241149         1.3276300211         4.2130014912        -0.2327056348         0.2327056348
        3.7504889000       -20.0197280675         2.2720358482         1.3276300211         4.2027939814        -0.2327056348         0.2327056348
        3.7555377000       -26.4523393489         2.2606234693         1.3327346748         4.2053458588        -0.0997309863         0.0997309863
        3.7605342000       -29.8092148675         2.2547428122         1.3352870017         4.2027939814        -0.0332436621         0.0332436621
        3.7655238000       -29.5280751119         2.2552333750         1.3352870017         4.2078977363        -0.0332436621         0.0332436621
        3.7705025000       -29.2469353563         2.2557242919         1.3352870017         4.2002421039        -0.0332436621         0.0332436621
        3.7755054000       -24.7655008154         2.2635977806         1.3327346748         4.1976902265        -0.0997309863         0.0997309863
        3.7805050000       -28.1223763339         2.2576915089         1.3352870017         4.2027939814        -0.0332436621         0.0332436621
        3.7855183000       -27.8412365783         2.2581842027         1.3352870017         4.1976902265        -0.0332436621         0.0332436621
        3.7904961000       -14.9592124668         2.3318808010         1.3276300211         4.1900345941        -0.2327056348         0.2327056348
        3.7954719000       -21.3918237482         2.2695855314         1.3327346748         4.1925864715        -0.0997309863         0.0997309863
        3.8004985000       -41.5498784079         2.2345670018         1.3454963091         4.2002421039         0.2327056348        -0.2327056348
        3.8054836000       -35.1172671265         2.2455466451         1.3403916554         4.2002421039         0.0997309863        -0.0997309863
        3.8105163000       -19.1595072521         2.2820437084         1.3301823480         4.1925864715        -0.1662183106         0.1662183106
        3.8155065000        -9.3532189035         2.3983967087         1.3250776943         4.1823789617        -0.2991929590         0.2991929590
        3.8204711000       -19.4238454590         2.2789072981         1.3327346748         4.1823789617        -0.0997309863         0.0997309863
        3.8254742000       -39.5819001187         2.2379071893         1.3454963091         4.1874827166         0.2327056348        -0.2327056348
        3.8305376000       -28.9489940520         2.2562449340         1.3378393285         4.1849308392         0.0332436621        -0.0332436621
        3.8355072000       -37.6307233782         2.2412352472         1.3429439823         4.1874827166         0.1662183106        -0.1662183106
        3.8404760000       -26.4355378003         2.2606530307         1.3352870017         4.1798270842        -0.0332436621         0.0332436621
        3.8455175000       -34.5549876153         2.2465149074         1.3403916554         4.1849308392         0.0997309863        -0.0997309863
        3.8506432000       -22.7975225262         2.2670842620         1.3327346748         4.1772752068        -0.0997309863         0.0997309863
        3.8556382000        -9.3532189035         2.3983967087         1.3250776943         4.1798270842        -0.2991929590         0.2991929590
        3.8606467000       -19.4238454590         2.2789072981         1.3327346748         4.1772752068        -0.0997309863         0.0997309863
        3.8656446000       -31.1813105481         2.2523536994         1.3403916554         4.1798270842         0.0997309863        -0.0997309863
        3.8706497000       -32.0247298149         2.2508892845         1.3403916554         4.1823789617         0.0997309863        -0.0997309863
        3.8756548000       -32.8681490817         2.2494280219         1.3403916554         4.1849308392         0.0997309863        -0.0997309863
        3.8806526000       -33.7115683485         2.2479699001         1.3403916554         4.1849308392         0.0997309863        -0.0997309863
        3.8856404000       -38.7552824006         2.2393151236         1.3429439823         4.1849308392         0.1662183106        -0.1662183106
        3.8905542000       -40.1609811786         2.2369226162         1.3429439823         4.1823789617         0.1662183106        -0.1662183106
        3.8956620000       -24.7655008153         2.2635977806         1.3327346748         4.1772752068        -0.0997309863         0.0997309863
        3.9005733000       -28.1223763339         2.2576915089         1.3352870017         4.1772752068        -0.0332436621         0.0332436621
        3.9055504000       -36.2418261489         2.2436142634         1.3403916554         4.1772752068         0.0997309863        -0.0997309863
        3.9106010000       -41.2855402009         2.2350146949         1.3429439823         4.1747233293         0.1662183106        -0.1662183106
        3.9156528000       -34.2906494083         2.2469705845         1.3378393285         4.1798270842         0.0332436621        -0.0332436621
        3.9207548000       -38.7720839492         2.2392864772         1.3403916554         4.1798270842         0.0997309863        -0.0997309863
        3.9255045000       -39.6155032160         2.2378500170         1.3403916554         4.1772752068         0.0997309863        -0.0997309863
        3.9305824000       -23.6577433416         2.2655581016         1.3301823480         4.1696195744        -0.1662183106         0.1662183106
        3.9354778000       -26.4523393489         2.2606234693         1.3327346748         4.1696195744        -0.0997309863         0.0997309863
        3.9406633000       -46.6103940086         2.2260531524         1.3454963091         4.1823789617         0.2327056348        -0.2327056348
        3.9456519000       -40.1777827272         2.2368940711         1.3403916554         4.1747233293         0.0997309863        -0.0997309863
        3.9504795000       -20.0197280675         2.2720358482         1.3276300211         4.1670676969        -0.2327056348         0.2327056348
        3.9555088000       -34.8529289195         2.2460016711         1.3378393285         4.1721714519         0.0332436621        -0.0332436621
        3.9605385000       -14.1325947486         2.3416887373         1.3250776943         4.1696195744        -0.2991929590         0.2991929590
        3.9654776000       -11.6023369482         2.3717106045         1.3250776943         4.1670676969        -0.2991929590         0.2991929590
        3.9707132000       -38.4741426450         2.2397946434         1.3429439823         4.1721714519         0.1662183106        -0.1662183106
        3.9754746000       -52.4807257789         2.2163099180         1.3506009628         4.1772752068         0.3656802832        -0.3656802832
        3.9805196000       -38.7720839492         2.2392864772         1.3403916554         4.1772752068         0.0997309863        -0.0997309863
        3.9855087000       -35.4152084307         2.2450341415         1.3378393285         4.1670676969         0.0332436621        -0.0332436621
        3.9907664000       -35.6963481863         2.2445508946         1.3378393285         4.1696195744         0.0332436621        -0.0332436621
        3.9954733000       -27.5768983713         2.2586477774         1.3327346748         4.1696195744        -0.0997309863         0.0997309863
        4.0008697000       -18.3328895339         2.2918516447         1.3276300211         4.1670676969        -0.2327056348         0.2327056348
        4.0055439000       -24.7655008153         2.2635977806         1.3327346748         4.1568601871        -0.0997309863         0.0997309863
        4.0104784000       -28.1223763339         2.2576915089         1.3352870017         4.1670676969        -0.0332436621         0.0332436621
        4.0154779000       -36.2418261489         2.2436142634         1.3403916554         4.1619639420         0.0997309863        -0.0997309863
        4.0204937000       -37.0852454156         2.2421685889         1.3403916554         4.1645158195         0.0997309863        -0.0997309863
        4.0255212000       -25.3277803265         2.2626049024         1.3327346748         4.1594120646        -0.0997309863         0.0997309863
        4.0305362000       -32.8849506303         2.2493989444         1.3378393285         4.1670676969         0.0332436621        -0.0332436621
        4.0354751000       -37.3663851712         2.2416873830         1.3403916554         4.1645158195         0.0997309863        -0.0997309863
        4.0404558000       -42.4100992233         2.2331121527         1.3429439823         4.1670676969         0.1662183106        -0.1662183106
        4.0455328000       -31.2149136454         2.2522952945         1.3352870017         4.1645158195        -0.0332436621         0.0332436621
        4.0505121000       -26.7334791045         2.2601290092         1.3327346748         4.1568601871        -0.0997309863         0.0997309863
        4.0555537000       -30.0903546230         2.2542526030         1.3352870017         4.1517564322        -0.0332436621         0.0332436621
        4.0604983000       -21.4086252968         2.2695555811         1.3301823480         4.1543083097        -0.1662183106         0.1662183106
