% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338197V  K_gimbal=26.049690  samples=12001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
       29.1855510000      -135.9725162683         2.0910561691         1.3276300211         3.9348468482        -0.2752575223         0.2752575223         1.3330450690
       29.1905302000      -154.6461530185         2.0658467695         1.3403916554         3.9322949707         0.0571790988        -0.0571790988         1.3432498573
       29.1955298000      -146.7291238275         2.0764320433         1.3352870017         3.9144318285        -0.0757955496         0.0757955496         1.3381474631
       29.2005518000      -162.8893043259         2.0549765477         1.3454963091         3.9093280736         0.1901537473        -0.1901537473         1.3355962660
       29.2055015000      -151.8965393720         2.0695065451         1.3378393285         3.8940168088        -0.0093082254         0.0093082254         1.3304938719
       29.2105234000      -151.8178202405         2.0696115774         1.3378393285         3.8710499117        -0.0093082254         0.0093082254         1.3381474631
       29.2155578000      -160.1396906795         2.0585858593         1.3429439823         3.8608424019         0.1236664231        -0.1236664231         1.3228402807
       29.2205006000      -173.7864149262         2.0408282928         1.3506009628         3.8557386469         0.3231283957        -0.3231283957         1.3304938719
       29.2255081000      -142.9167350682         2.0815824023         1.3301823480         3.8353236273        -0.2087701981         0.2087701981         1.3330450690
       29.2304975000      -149.5517669737         2.0726412776         1.3352870017         3.8149086076        -0.0757955496         0.0757955496         1.3330450690
       29.2355051000      -157.3113579015         2.0623157260         1.3403916554         3.8174604851         0.0571790988        -0.0571790988         1.3330450690
       29.2404939000      -145.1940339253         2.0785016384         1.3327346748         3.7919417105        -0.1422828738         0.1422828738         1.3381474631
       29.2454502000      -173.3928192684         2.0413351235         1.3506009628         3.7817342006         0.3231283957        -0.3231283957         1.3330450690
       29.2505787000      -146.7234341957         2.0764397036         1.3327346748         3.7740785683        -0.1422828738         0.1422828738         1.3253914777
       29.2554696000      -170.7219247535         2.0447825562         1.3480486360         3.7511116711         0.2566410715        -0.2566410715         1.3304938719
       29.2609505000      -135.0896705991         2.0922693773         1.3250776943         3.7358004064        -0.3417448465         0.3417448465         1.3330450690
       29.2663576000      -157.4013226233         2.0621968124         1.3403916554         3.7281447740         0.0571790988        -0.0571790988         1.3330450690
       29.2705114000      -136.8834090764         2.0898065193         1.3276300211         3.7179372642        -0.2752575223         0.2752575223         1.3330450690
       29.2754924000      -134.5555719001         2.0930043147         1.3276300211         3.6975222445        -0.2752575223         0.2752575223         1.3432498573
       29.2805399000      -136.4280295091         2.0904309866         1.3301823480         3.6847628572        -0.2087701981         0.2087701981         1.3432498573
       29.2855411000      -155.6639457704         2.0644964422         1.3429439823         3.6771072248         0.1236664231        -0.1236664231         1.3381474631
       29.2905283000      -160.9100804465         2.0575729482         1.3454963091         3.6643478375         0.1901537473        -0.1901537473         1.3330450690
       29.2955065000      -145.7170207073         2.0777959142         1.3352870017         3.6490365728        -0.0757955496         0.0757955496         1.3355962660
       29.3020616000      -157.6769064205         2.0618326633         1.3429439823         3.6337253080         0.1236664231        -0.1236664231         1.3355962660
       29.3055995000      -129.3206828142         2.1002472701         1.3250776943         3.6107584109        -0.3417448465         0.3417448465         1.3406986602
       29.3108710000      -155.8326296238         2.0642728717         1.3429439823         3.6133102883         0.1236664231        -0.1236664231         1.3432498573
       29.3157378000      -156.8784695146         2.0628881615         1.3429439823         3.5979990236         0.1236664231        -0.1236664231         1.3355962660
       29.3205544000      -162.1246041907         2.0559787021         1.3454963091         3.5852396363         0.1901537473        -0.1901537473         1.3381474631
       29.3261536000      -155.3321340221         2.0649364066         1.3403916554         3.5724802490         0.0571790988        -0.0571790988         1.3381474631
       29.3305635000      -147.4151048312         2.0755090389         1.3352870017         3.5495133519        -0.0757955496         0.0757955496         1.3432498573
       29.3360043000      -155.1746957590         2.0651452481         1.3403916554         3.5418577195         0.0571790988        -0.0571790988         1.3406986602
       29.3408812000      -138.8570769974         2.0871061148         1.3301823480         3.5367539646        -0.2087701981         0.2087701981         1.3458010543
       29.3455839000      -149.6924036882         2.0724528976         1.3378393285         3.5188908224        -0.0093082254         0.0093082254         1.3509034485
       29.3506857000      -116.0113262742         2.1189984897         1.3174207137         3.5061314351        -0.5412068192         0.5412068192         1.3560058426
       29.3559784000      -153.4373189061         2.0674536117         1.3429439823         3.4984758027         0.1236664231        -0.1236664231         1.3509034485
       29.3607840000      -120.8808005145         2.1120804120         1.3225253674         3.4831645379        -0.4082321708         0.4082321708         1.3534546456
       29.3656039000      -134.2295834570         2.0934532491         1.3327346748         3.4653013957        -0.1422828738         0.1422828738         1.3534546456
       29.3705079000      -124.6257157324         2.1068056345         1.3276300211         3.4627495183        -0.2752575223         0.2752575223         1.3534546456
       29.3758397000      -113.8972889855         2.1220232402         1.3225253674         3.4346788662        -0.4082321708         0.4082321708         1.3585570397
       29.3813048000      -114.6451875720         2.1209516576         1.3250776943         3.4295751113        -0.3417448465         0.3417448465         1.3611082368
       29.3855794000      -115.9553656698         2.1190783898         1.3276300211         3.4142638465        -0.2752575223         0.2752575223         1.3534546456
       29.3905867000      -105.2269389229         2.1345679770         1.3225253674         3.4040563367        -0.4082321708         0.4082321708         1.3560058426
       29.3955095000      -105.9748375094         2.1334768819         1.3250776943         3.3887450720        -0.3417448465         0.3417448465         1.3662106309
       29.4006843000       -86.2835416807         2.1628001885         1.3148683868         3.3759856847        -0.6076941434         0.6076941434         1.3713130251
       29.4055889000      -110.5463704455         2.1268447075         1.3327346748         3.3632262974        -0.1422828738         0.1422828738         1.3662106309
       29.4108225000       -96.7422079356         2.1470689768         1.3250776943         3.3606744199        -0.3417448465         0.3417448465         1.3662106309
       29.4155473000       -93.8520912481         2.1513798237         1.3250776943         3.3428112777        -0.3417448465         0.3417448465         1.3687618280
       29.4209634000      -103.5628589164         2.1370018837         1.3327346748         3.3326037679        -0.1422828738         0.1422828738         1.3687618280
       29.4257567000       -85.5584016213         2.1639045400         1.3225253674         3.3275000129        -0.4082321708         0.4082321708         1.3738642222
       29.4305605000       -86.3063002078         2.1627655576         1.3250776943         3.3121887482        -0.3417448465         0.3417448465         1.3789666163
       29.4359295000       -66.6150043791         2.1934147637         1.3148683868         3.2994293609        -0.6076941434         0.6076941434         1.3840690105
       29.4406723000       -78.2769487880         2.1750951132         1.3250776943         3.2968774834        -0.3417448465         0.3417448465         1.3891714046
       29.4464368000       -83.7874216710         2.1666092603         1.3301823480         3.2994293609        -0.2087701981         0.2087701981         1.3764154192
       29.4505251000       -94.6227483618         2.1502276569         1.3378393285         3.2841180961        -0.0093082254         0.0093082254         1.3840690105
       29.4555174000       -73.5425553037         2.1824722213         1.3250776943         3.2739105863        -0.3417448465         0.3417448465         1.3789666163
       29.4611385000       -79.0530281868         2.1738935071         1.3301823480         3.2611511990        -0.2087701981         0.2087701981         1.3968249959
       29.4664753000       -43.6851122392         2.2309615430         1.3097637331         3.2458399342        -0.7406687919         0.7406687919         1.3917226017
       29.4707879000       -66.8233819816         2.1930830020         1.3276300211         3.2509436892        -0.2752575223         0.2752575223         1.3891714046
       29.4754997000       -47.6943656641         2.2242433818         1.3174207137         3.2254249146        -0.5412068192         0.5412068192         1.4019273900
       29.4804783000       -51.5180000136         2.2178981456         1.3225253674         3.2305286695        -0.4082321708         0.4082321708         1.3993761929
       29.4854826000       -27.0641298883         2.2595479291         1.3097637331         3.2152174047        -0.7406687919         0.7406687919         1.4044785871
       29.4904683000       -41.8018100601         2.2341405972         1.3225253674         3.2101136498        -0.4082321708         0.4082321708         1.3993761929
       29.4954787000       -42.5497086467         2.2328763338         1.3250776943         3.1973542625        -0.3417448465         0.3417448465         1.4146833754
       29.5004958000       -18.6581180327         2.2879927625         1.3123160600         3.1820429978        -0.6741814677         0.6741814677         1.4095809812
       29.5054981000       -38.1583725010         2.2403336357         1.3276300211         3.1896986301        -0.2752575223         0.2752575223         1.4070297842
       29.5104577000       -23.2296509687         2.2663171758         1.3199730405         3.1692836105        -0.4747194950         0.4747194950         1.4172345725
       29.5156138000       -23.4152700441         2.2659879409         1.3225253674         3.1743873654        -0.4082321708         0.4082321708         1.4121321783
       29.5207471000        -7.3619894894         2.4220229277         1.3148683868         3.1565242232        -0.6076941434         0.6076941434         1.4223369666
       29.5255022000       -10.6233443277         2.3833264906         1.3199730405         3.1590761006        -0.4747194950         0.4747194950         1.4248881637
       29.5305307000       -27.6101425443         2.2585894591         1.3327346748         3.1539723457        -0.1422828738         0.1422828738         1.4274393608
       29.5354984000       -13.8059800344         2.3455640671         1.3250776943         3.1463167133        -0.3417448465         0.3417448465         1.4223369666
       29.5404884000        -2.5152737763         2.4795298962         1.3199730405         3.1361092035        -0.4747194950         0.4747194950         1.4274393608
       29.5455884000       -27.9026615635         2.2580765258         1.3378393285         3.1386610810        -0.0093082254         0.0093082254         1.4274393608
       29.5507628000       -19.4233528613         2.2789131429         1.3327346748         3.1335573261        -0.1422828738         0.1422828738         1.4452977403
       29.5556837000       -18.2200747074         2.2931902086         1.3327346748         3.1361092035        -0.1422828738         0.1422828738         1.4401953461
       29.5607056000       -21.2170913387         2.2698970858         1.3352870017         3.1259016937        -0.0757955496         0.0757955496         1.4350929520
       29.5659126000        -3.7749135547         2.4645840918         1.3250776943         3.1182460613        -0.3417448465         0.3417448465         1.4452977403
       29.5708878000        -0.8847968672         2.4988757357         1.3250776943         3.1156941838        -0.3417448465         0.3417448465         1.4452977403
       29.5759389000       -31.5970384621         2.2516314832         1.3454963091         3.1259016937         0.1901537473        -0.1901537473         1.4555025286
       29.5814049000       -12.2036839376         2.3645755373         1.3327346748         3.1182460613        -0.1422828738         0.1422828738         1.4529513315
       29.5855992000        10.0010681429         2.6280380660         1.3199730405         3.1080385515        -0.4747194950         0.4747194950         1.4606049228
       29.5905103000       -15.3863196443         2.3268131138         1.3378393285         3.1156941838        -0.0093082254         0.0093082254         1.4682585140
       29.5954866000       -23.7081900833         2.2654687072         1.3429439823         3.1156941838         0.1236664231        -0.1236664231         1.4657073169
       29.6006163000       -37.3549143301         2.2417070101         1.3506009628         3.1259016937         0.3231283957        -0.3231283957         1.4580537257
       29.6055351000       -23.2864136133         2.2662164783         1.3403916554         3.1105904289         0.0571790988        -0.0571790988         1.4504001345
       29.6108327000       -40.5711531341         2.2362260956         1.3506009628         3.1156941838         0.3231283957        -0.3231283957         1.4631561198
       29.6158654000       -34.9032419879         2.2459150397         1.3454963091         3.1156941838         0.1901537473        -0.1901537473         1.4580537257
       29.6215385000       -11.3095926781         2.3751840567         1.3301823480         3.1054866740        -0.2087701981         0.2087701981         1.4657073169
       29.6263215000        -1.1434454424         2.4958068337         1.3250776943         3.1105904289        -0.3417448465         0.3417448465         1.4657073169
       29.6313302000       -15.0545078960         2.3307501072         1.3352870017         3.1131423064        -0.0757955496         0.0757955496         1.4759121052
       29.6355558000       -14.4135092533         2.3383556469         1.3352870017         3.1182460613        -0.0757955496         0.0757955496         1.4682585140
       29.6408976000        -5.3719210399         2.4456353718         1.3301823480         3.1080385515        -0.2087701981         0.2087701981         1.4682585140
       29.6463343000       -12.0069529453         2.3669097784         1.3352870017         3.1131423064        -0.0757955496         0.0757955496         1.4606049228
       29.6507429000       -23.9668386585         2.2650105513         1.3429439823         3.1131423064         0.1236664231        -0.1236664231         1.4580537257
       29.6556061000       -20.8123837640         2.2706192390         1.3403916554         3.1054866740         0.0571790988        -0.0571790988         1.4657073169
       29.6605606000        -0.2944702171         2.5058800450         1.3276300211         3.1054866740        -0.2752575223         0.2752575223         1.4733609081
       29.6663305000       -18.9681069673         2.2843146999         1.3403916554         3.1182460613         0.0571790988        -0.0571790988         1.4708097111
       29.6705713000       -15.2513725616         2.3284142801         1.3378393285         3.1105904289        -0.0093082254         0.0093082254         1.4759121052
       29.6755567000        -2.5717690741         2.4788595715         1.3301823480         3.1054866740        -0.2087701981         0.2087701981         1.4657073169
       29.6805240000        -5.0065061943         2.4499710707         1.3327346748         3.1054866740        -0.1422828738         0.1422828738         1.4657073169
       29.6854822000       -24.8047019668         2.2635285120         1.3454963091         3.1182460613         0.1901537473        -0.1901537473         1.4657073169
       29.6909776000       -13.8119370130         2.3454933867         1.3378393285         3.1105904289        -0.0093082254         0.0093082254         1.4733609081
       29.6955249000        -1.1323335255         2.4959386782         1.3301823480         3.1131423064        -0.2087701981         0.2087701981         1.4733609081
       29.7004658000       -16.1679550015         2.3175388996         1.3403916554         3.1105904289         0.0571790988        -0.0571790988         1.4759121052
       29.7054702000       -16.6515153812         2.3118013872         1.3403916554         3.1105904289         0.0571790988        -0.0571790988         1.4555025286
       29.7105935000        -4.5341914049         2.4555751526         1.3327346748         3.1054866740        -0.1422828738         0.1422828738         1.4657073169
       29.7154748000       -11.7315028215         2.3701780331         1.3378393285         3.1105904289        -0.0093082254         0.0093082254         1.4759121052
       29.7206536000        -7.4524889047         2.4209491393         1.3352870017         3.1105904289        -0.0757955496         0.0757955496         1.4657073169
       29.7257382000        -6.8114902619         2.4285546790         1.3352870017         3.1131423064        -0.0757955496         0.0757955496         1.4759121052
       29.7305395000       -22.9716707603         2.2667750219         1.3454963091         3.1105904289         0.1901537473        -0.1901537473         1.4733609081
       29.7356042000       -11.9789058065         2.3672425617         1.3378393285         3.1182460613        -0.0093082254         0.0093082254         1.4657073169
       29.7405078000        -7.6998918896         2.4180136679         1.3352870017         3.1029347965        -0.0757955496         0.0757955496         1.4733609081
       29.7467475000       -23.8600723880         2.2651996340         1.3454963091         3.1131423064         0.1901537473        -0.1901537473         1.4631561198
       29.7508834000       -21.2678970047         2.2698064828         1.3429439823         3.1182460613         0.1236664231        -0.1236664231         1.4657073169
       29.7557549000        -5.5125577544         2.4439666972         1.3327346748         3.1156941838        -0.1422828738         0.1422828738         1.4733609081
       29.7604919000       -16.9101639563         2.3087324852         1.3403916554         3.1080385515         0.0571790988        -0.0571790988         1.4631561198
       29.7654537000       -17.3937243359         2.3029949728         1.3403916554         3.1105904289         0.0571790988        -0.0571790988         1.4733609081
       29.7712715000        -9.4766951450         2.3969316456         1.3352870017         3.1105904289        -0.0757955496         0.0757955496         1.4606049228
       29.7765473000       -21.4365808581         2.2695057506         1.3429439823         3.1182460613         0.1236664231        -0.1236664231         1.4657073169
       29.7805122000       -22.4824207489         2.2676441529         1.3429439823         3.1182460613         0.1236664231        -0.1236664231         1.4631561198
       29.7861765000        -6.7270814986         2.4295562010         1.3327346748         3.1080385515        -0.1422828738         0.1422828738         1.4733609081
       29.7912018000       -18.1246877005         2.2943219889         1.3403916554         3.1156941838         0.0571790988        -0.0571790988         1.4682585140
       29.7963937000       -22.8085428654         2.2670646887         1.3429439823         3.1080385515         0.1236664231        -0.1236664231         1.4631561198
       29.8006064000       -28.0546775415         2.2578101176         1.3454963091         3.1156941838         0.1901537473        -0.1901537473         1.4606049228
       29.8055244000       -12.8616178024         2.3567690588         1.3352870017         3.1105904289        -0.0757955496         0.0757955496         1.4657073169
       29.8106564000       -16.4209139449         2.3145375059         1.3378393285         3.1080385515        -0.0093082254         0.0093082254         1.4708097111
       29.8155166000       -16.3421948133         2.3154715195         1.3378393285         3.1080385515        -0.0093082254         0.0093082254         1.4631561198
       29.8205567000       -16.2634756818         2.3164055332         1.3378393285         3.1105904289        -0.0093082254         0.0093082254         1.4708097111
       29.8255190000       -11.9844617649         2.3671766394         1.3352870017         3.1131423064        -0.0757955496         0.0757955496         1.4631561198
       29.8305181000       -19.7440526927         2.2751079939         1.3403916554         3.1105904289         0.0571790988        -0.0571790988         1.4733609081
       29.8354844000       -16.0273182871         2.3192075741         1.3378393285         3.1105904289        -0.0093082254         0.0093082254         1.4759121052
       29.8406661000        -7.5480095849         2.4198157729         1.3327346748         3.1080385515        -0.1422828738         0.1422828738         1.4606049228
       29.8456705000       -27.3462053574         2.2590526058         1.3454963091         3.1182460613         0.1901537473        -0.1901537473         1.4631561198
       29.8508247000         0.4477387376         2.5146864594         1.3276300211         3.1105904289        -0.2752575223         0.2752575223         1.4733609081
       29.8566506000        -9.8253084419         2.3927952994         1.3352870017         3.1156941838        -0.0757955496         0.0757955496         1.4682585140
       29.8613877000       -21.7851941551         2.2688846555         1.3429439823         3.1080385515         0.1236664231        -0.1236664231         1.4784633023
       29.8654910000         6.5710294512         2.5873401710         1.3250776943         3.1029347965        -0.3417448465         0.3417448465         1.4733609081
       29.8704649000        13.6614409241         2.6714689075         1.3225253674         3.1003829191        -0.4082321708         0.4082321708         1.4708097111
       29.8755425000         4.5129527669         2.5629207997         1.3301823480         3.1054866740        -0.2087701981         0.2087701981         1.4810144994
       29.8808168000         2.0782156467         2.5340322989         1.3327346748         3.1080385515        -0.1422828738         0.1422828738         1.4708097111
       29.8863817000         3.2814938007         2.5483093646         1.3327346748         3.1105904289        -0.1422828738         0.1422828738         1.4784633023
       29.8916079000         4.4847719547         2.5625864303         1.3327346748         3.1080385515        -0.1422828738         0.1422828738         1.4657073169
       29.8955249000        22.4892292498         2.7496693223         1.3225253674         3.1054866740        -0.4082321708         0.4082321708         1.4759121052
       29.9004896000        30.1419202338         2.7588297708         1.3199730405         3.1029347965        -0.4747194950         0.4747194950         1.4784633023
       29.9055511000        25.7560063732         2.7535869424         1.3250776943         3.1080385515        -0.3417448465         0.3417448465         1.4733609081
       29.9105419000        28.6461230607         2.7570438769         1.3250776943         3.1156941838        -0.3417448465         0.3417448465         1.4759121052
       29.9157864000        52.5377136748         2.7853166362         1.3123160600         3.1029347965        -0.6741814677         0.6741814677         1.4784633023
       29.9208057000        49.8386383477         2.7821485182         1.3174207137         3.1080385515        -0.5412068192         0.5412068192         1.4937704847
       29.9258162000        58.6158883541         2.7924284253         1.3148683868         3.1080385515        -0.6076941434         0.6076941434         1.4963216818
       29.9305669000        72.1557126570         2.8081635662         1.3097637331         3.1182460613        -0.7406687919         0.7406687919         1.4861168935
       29.9357812000        61.6183272705         2.7959301692         1.3199730405         3.1156941838        -0.4747194950         0.4747194950         1.4963216818
       29.9408451000        27.8303499127         2.7560689575         1.3429439823         3.1156941838         0.1236664231        -0.1236664231         1.4963216818
       29.9463516000        14.1836256660         2.6776647034         1.3506009628         3.1131423064         0.3231283957        -0.3231283957         1.5065264701
       29.9513387000        40.8530107387         2.7715550465         1.3327346748         3.1207979388        -0.1422828738         0.1422828738         1.5116288643
       29.9555912000        37.8559941074         2.7680054103         1.3352870017         3.1259016937        -0.0757955496         0.0757955496         1.5014240760
       29.9607268000        38.4969927501         2.7687653064         1.3352870017         3.1310054486        -0.0757955496         0.0757955496         1.5167312584
       29.9662887000        34.9376966076         2.7645409044         1.3378393285         3.1361092035        -0.0093082254         0.0093082254         1.5167312584
       29.9707568000        51.8175948803         2.7844719899         1.3276300211         3.1412129584        -0.2752575223         0.2752575223         1.5167312584
       29.9763719000        66.7463164126         2.8018942635         1.3199730405         3.1386610810        -0.4747194950         0.4747194950         1.5243848497
       29.9813482000        83.3618764784         2.8210827519         1.3123160600         3.1437648359        -0.6741814677         0.6741814677         1.5473456233
       29.9863604000       114.2651594337         2.8562889554         1.2970020988         3.1412129584        -1.0731054130         1.0731054130         1.5447944263
       29.9913130000       110.7394663885         2.8523002020         1.3046590794         3.1539723457        -0.8736434403         0.8736434403         1.5498968204
       29.9963766000       134.9289983068         2.8795456018         1.2944497720         3.1590761006        -1.1395927372         1.1395927372         1.5626528058
       30.0008837000       136.1658795581         2.8809317243         1.2995544257         3.1616279781        -1.0066180888         1.0066180888         1.5652040029
       30.0064159000       136.2782017870         2.8810575689         1.3046590794         3.1769392429        -0.8736434403         0.8736434403         1.5626528058
       30.0104829000       139.4662597787         2.8846273641         1.3072114063         3.1845948752        -0.8071561161         0.8071561161         1.5677551999
       30.0154844000       158.8932174005         2.9063027843         1.2995544257         3.1845948752        -1.0066180888         1.0066180888         1.5754087912
       30.0205809000       150.6049500588         2.8970704257         1.3097637331         3.1922505076        -0.7406687919         0.7406687919         1.5626528058
       30.0254720000       156.8687438135         2.9040496052         1.3097637331         3.1973542625        -0.7406687919         0.7406687919         1.5626528058
       30.0304614000       163.1325375682         2.9110173358         1.3097637331         3.2101136498        -0.7406687919         0.7406687919         1.5728575941
       30.0354938000       160.9957417523         2.9086416112         1.3148683868         3.2203211597        -0.6076941434         0.6076941434         1.5728575941
       30.0415355000       191.3367451965         2.9422829473         1.2995544257         3.2203211597        -1.0066180888         1.0066180888         1.5779599882
       30.0455770000       187.2487726400         2.9377597073         1.3072114063         3.2330805470        -0.8071561161         0.8071561161         1.5907159736
       30.0514090000       185.6742563353         2.9360169469         1.3123160600         3.2458399342        -0.6741814677         0.6741814677         1.5856135795
       30.0561441000       187.1754757935         2.9376785861         1.3148683868         3.2509436892        -0.6076941434         0.6076941434         1.5932671707
       30.0605223000       192.3147105259         2.9433647370         1.3148683868         3.2662549539        -0.6076941434         0.6076941434         1.5830623824
       30.0655638000       180.6527661170         2.9304563757         1.3250776943         3.2739105863        -0.3417448465         0.3417448465         1.5881647766
       30.0718923000       191.9434723751         2.9429540998         1.3199730405         3.2713587088        -0.4747194950         0.4747194950         1.5881647766
       30.0755975000       195.9581480850         2.9473940613         1.3199730405         3.2841180961        -0.4747194950         0.4747194950         1.5932671707
       30.0806140000       187.3719394391         2.9378960203         1.3276300211         3.3019812383        -0.2752575223         0.2752575223         1.5856135795
       30.0854810000       185.4994818301         2.9358234750         1.3301823480         3.3096368707        -0.2087701981         0.2087701981         1.5856135795
       30.0917637000       216.6671029924         2.9702794597         1.3123160600         3.3223962580        -0.6741814677         0.6741814677         1.5881647766
       30.0965485000       176.1653745976         2.9254836097         1.3403916554         3.3402594002         0.0571790988        -0.0571790988         1.5932671707
       30.1007429000       234.4859412122         2.9899714690         1.3046590794         3.3402594002        -0.8736434403         0.8736434403         1.5907159736
       30.1055282000       178.8698722097         2.9284810745         1.3429439823         3.3555706650         0.1236664231        -0.1236664231         1.5881647766
       30.1104954000       219.8269801719         2.9737705912         1.3174207137         3.3632262974        -0.5412068192         0.5412068192         1.5932671707
       30.1157120000       199.2021666812         2.9509805950         1.3327346748         3.3785375621        -0.1422828738         0.1422828738         1.6060231561
       30.1206539000       217.2066239764         2.9708755309         1.3225253674         3.3887450720        -0.4082321708         0.4082321708         1.6060231561
       30.1257570000       199.6575462486         2.9514839848         1.3352870017         3.4117119691        -0.0757955496         0.0757955496         1.5983695649
       30.1305192000       196.0982501061         2.9475489753         1.3378393285         3.4244713564        -0.0093082254         0.0093082254         1.5983695649
       30.1355790000       196.1769692377         2.9476360160         1.3378393285         3.4372307437        -0.0093082254         0.0093082254         1.5958183678
       30.1408783000       213.0568675104         2.9662908249         1.3276300211         3.4397826211        -0.2752575223         0.2752575223         1.5932671707
       30.1459221000       190.1829359750         2.9410065002         1.3429439823         3.4601976408         0.1236664231        -0.1236664231         1.6111255502
       30.1504937000       205.9382752254         2.9584254638         1.3327346748         3.4729570281        -0.1422828738         0.1422828738         1.5958183678
       30.1563659000       177.7394898822         2.9272284084         1.3506009628         3.4882682929         0.3231283957        -0.3231283957         1.6034719590
       30.1612648000       208.6091697402         2.9613767242         1.3301823480         3.4933720478        -0.2087701981         0.2087701981         1.6009207619
       30.1655760000       185.1729586936         2.9354620084         1.3454963091         3.5214426998         0.1901537473        -0.1901537473         1.5958183678
       30.1705857000       183.5648392915         2.9336815587         1.3454963091         3.5342020871         0.1901537473        -0.1901537473         1.6034719590
       30.1756202000       190.3573094601         2.9411994181         1.3403916554         3.5469614744         0.0571790988        -0.0571790988         1.5958183678
       30.1806199000       198.2743386511         2.9499548958         1.3352870017         3.5546171068        -0.0757955496         0.0757955496         1.6034719590
       30.1864013000       207.3159268645         2.9599477637         1.3301823480         3.5648246166        -0.2087701981         0.2087701981         1.6060231561
       30.1905712000       179.6794210325         2.9293780579         1.3480486360         3.5826877588         0.2566410715        -0.2566410715         1.5983695649
       30.1954900000       211.1113804017         2.9641413791         1.3276300211         3.5903433912        -0.2752575223         0.2752575223         1.6060231561
       30.2005538000       188.2374488662         2.9388538517         1.3429439823         3.6082065334         0.1236664231        -0.1236664231         1.6034719590
       30.2055508000       208.1930829019         2.9609169782         1.3301823480         3.6337253080        -0.2087701981         0.2087701981         1.6060231561
       30.2105004000       197.3577562112         2.9489415578         1.3378393285         3.6337253080        -0.0093082254         0.0093082254         1.6162279444
       30.2162591000       210.0373596986         2.9629547301         1.3301823480         3.6592440826        -0.2087701981         0.2087701981         1.6009207619
       30.2215138000       186.6011486520         2.9370429244         1.3454963091         3.6720034699         0.1901537473        -0.1901537473         1.6085743532
       30.2257730000       214.3950927471         2.9677693185         1.3276300211         3.6771072248        -0.2752575223         0.2752575223         1.6085743532
       30.2305172000       187.3208664263         2.9378394962         1.3454963091         3.6975222445         0.1901537473        -0.1901537473         1.6085743532
       30.2354979000       189.9130418096         2.9407078956         1.3429439823         3.7179372642         0.1236664231        -0.1236664231         1.6009207619
       30.2405160000       193.0674967041         2.9441973679         1.3403916554         3.7306966515         0.0571790988        -0.0571790988         1.6034719590
       30.2454630000       205.1848206804         2.9575928633         1.3327346748         3.7358004064        -0.1422828738         0.1422828738         1.6009207619
       30.2505183000       193.7872144784         2.9449933651         1.3403916554         3.7511116711         0.0571790988        -0.0571790988         1.6111255502
       30.2554769000       214.3051280253         2.9676699243         1.3276300211         3.7638710584        -0.2752575223         0.2752575223         1.6009207619
       30.2604873000       199.8317860604         2.9516765903         1.3378393285         3.7766304457        -0.0093082254         0.0093082254         1.6085743532
       30.2657875000       204.1107999773         2.9564059739         1.3352870017         3.7893898330        -0.0757955496         0.0757955496         1.6060231561
       30.2704743000       200.5515038348         2.9524721457         1.3378393285         3.8021492203        -0.0093082254         0.0093082254         1.6060231561
       30.2754737000       192.2296333957         2.9432706322         1.3429439823         3.8251161174         0.1236664231        -0.1236664231         1.5958183678
       30.2804826000       199.5843830755         2.9514031092         1.3378393285         3.8378755047        -0.0093082254         0.0093082254         1.5932671707
       30.2855019000       178.6616282806         2.9282503204         1.3506009628         3.8531867695         0.3231283957        -0.3231283957         1.6009207619
       30.2904910000       201.1307185680         2.9531123657         1.3352870017         3.8633942793        -0.0757955496         0.0757955496         1.5958183678
       30.2957828000       201.7717172107         2.9538208498         1.3352870017         3.8736017892        -0.0757955496         0.0757955496         1.6009207619
       30.3013935000       189.8118314976         2.9405959166         1.3429439823         3.8940168088         0.1236664231        -0.1236664231         1.5958183678
       30.3067630000       180.3654020362         2.9301380372         1.3480486360         3.9067761961         0.2566410715        -0.2566410715         1.6085743532
       30.3105313000       199.1964770494         2.9509743054         1.3352870017         3.9220874609        -0.0757955496         0.0757955496         1.5932671707
       30.3155147000       166.2351174098         2.9144647373         1.3557056165         3.9425024806         0.4561030442        -0.4561030442         1.5983695649
       30.3204703000       191.7799434601         2.9427732108         1.3378393285         3.9501581129        -0.0093082254         0.0093082254         1.5907159736
       30.3257691000       154.0560095240         2.9009171212         1.3608102703         3.9680212551         0.5890776926        -0.5890776926         1.6009207619
       30.3314171000       182.6765713372         2.9326979294         1.3403916554         3.9782287650         0.0571790988        -0.0571790988         1.5856135795
       30.3355748000       161.1915370311         2.9088593503         1.3531532897         3.9884362748         0.3896157200        -0.3896157200         1.5881647766
       30.3405093000       183.0983478073         2.9331650019         1.3378393285         4.0088512945        -0.0093082254         0.0093082254         1.5958183678
       30.3457000000       162.1755930123         2.9099535387         1.3506009628         4.0165069269         0.3231283957        -0.3231283957         1.5958183678
       30.3504782000       180.4443885144         2.9302255389         1.3378393285         4.0369219465        -0.0093082254         0.0093082254         1.5881647766
       30.3558844000       163.7219285048         2.9116724195         1.3480486360         4.0445775789         0.2566410715        -0.2566410715         1.5958183678
       30.3606892000       174.1524139475         2.9232516793         1.3403916554         4.0573369662         0.0571790988        -0.0571790988         1.5856135795
