% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.339077V  K_gimbal=26.049690  samples=2001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         Error[deg/s]           disturbance[V]      
        0.4454400000        54.9059570018         2.7880912947         1.3684672508         3.0238265953        43.8657369431         6.1342630569         1.4044785871
        0.4504465000        72.6125625716         2.8086920286         1.3582579434         3.0238265953        28.6279646658        21.3720353342         1.4019273900
        0.4554344000        50.5653383332         2.7830021227         1.3735719045         3.0314822277        51.4846230817        -1.4846230817         1.3993761929
        0.4604425000        54.5465005247         2.7876704576         1.3710195777         3.0314822277        47.6751800124         2.3248199876         1.4044785871
        0.4654636000        71.6908265833         2.8076256482         1.3608102703         3.0289303502        32.4374077352        17.5625922648         1.3993761929
        0.4704566000        61.6822071896         2.7960045930         1.3684672508         3.0340341051        43.8657369431         6.1342630569         1.3968249959
        0.4754734000        58.3873388329         2.7921615668         1.3710195777         3.0442416150        47.6751800124         2.3248199876         1.3993761929
        0.4804393000        71.3313701062         2.8072096117         1.3633625971         3.0467934924        36.2468508045        13.7531491955         1.4044785871
        0.4854218000        56.5601764160         2.7900265899         1.3735719045         3.0442416150        51.4846230817        -1.4846230817         1.3993761929
        0.4904529000        60.5413386075         2.7946749191         1.3710195777         3.0467934924        47.6751800124         2.3248199876         1.4019273900
        0.4954553000        60.8844855249         2.7950749648         1.3710195777         3.0518972474        47.6751800124         2.3248199876         1.3968249959
        0.5004516000        40.2261585158         2.7708132990         1.3837812120         3.0672085121        66.7223953589       -16.7223953589         1.3942737988
        0.5054509000        37.7579078772         2.7678890963         1.3837812120         3.0697603896        66.7223953589       -16.7223953589         1.3993761929
        0.5104341000        60.4914259505         2.7946167223         1.3684672508         3.0621047572        43.8657369431         6.1342630569         1.3993761929
        0.5154556000        61.3968523791         2.7956721125         1.3684672508         3.0672085121        43.8657369431         6.1342630569         1.4019273900
        0.5204341000        45.5010996665         2.7770438728         1.3786765582         3.0825197769        59.1035092203        -9.1035092203         1.3968249959
        0.5254558000        44.1574080503         2.7754591497         1.3786765582         3.0799678994        59.1035092203        -9.1035092203         1.3993761929
        0.5304296000        68.0154851459         2.8033671903         1.3633625971         3.0774160220        36.2468508045        13.7531491955         1.3993761929
        0.5354401000        40.6434070998         2.7713070652         1.3812288851         3.0876235318        62.9129522896       -12.9129522896         1.3917226017
        0.5404414000        68.1394994695         2.8035110479         1.3633625971         3.0978310416        36.2468508045        13.7531491955         1.3968249959
        0.5454541000        65.9691901352         2.8009917581         1.3659149240         3.0927272867        40.0562938738         9.9437061262         1.4044785871
        0.5504355000        46.4354221485         2.7781448405         1.3786765582         3.1003829191        59.1035092203        -9.1035092203         1.3917226017
        0.5554486000        49.2920253176         2.7815061466         1.3761242314         3.1080385515        55.2940661510        -5.2940661510         1.3993761929
        0.5604418000        48.5106132126         2.7805873891         1.3761242314         3.0978310416        55.2940661510        -5.2940661510         1.3993761929
        0.5654664000        60.3300854635         2.7944285897         1.3684672508         3.1029347965        43.8657369431         6.1342630569         1.3993761929
        0.5704253000        61.2355118921         2.7954840980         1.3684672508         3.1131423064        43.8657369431         6.1342630569         1.4044785871
        0.5754429000        57.9406435354         2.7916398734         1.3710195777         3.1080385515        47.6751800124         2.3248199876         1.3993761929
        0.5804248000        33.0820217410         2.7623336840         1.3863335388         3.1233498162        70.5318384282       -20.5318384282         1.3968249959
        0.5854438000        42.6523759472         2.7736822086         1.3786765582         3.1259016937        59.1035092203        -9.1035092203         1.4044785871
        0.5904412000        49.7092739016         2.7819965146         1.3735719045         3.1207979388        51.4846230817        -1.4846230817         1.3968249959
        0.5954864000        45.2898465225         2.7767948325         1.3761242314         3.1310054486        55.2940661510        -5.2940661510         1.3917226017
        0.6004630000        48.7087292028         2.7808203777         1.3735719045         3.1386610810        51.4846230817        -1.4846230817         1.3993761929
        0.6054753000        48.4895966090         2.7805626711         1.3735719045         3.1386610810        51.4846230817        -1.4846230817         1.4044785871
        0.6104556000        44.0701692299         2.7753562058         1.3761242314         3.1361092035        55.2940661510        -5.2940661510         1.3866202076
        0.6154775000        43.2887571249         2.7744338134         1.3761242314         3.1386610810        55.2940661510        -5.2940661510         1.3891714046
        0.6204523000        34.1067554493         2.7635529560         1.3812288851         3.1565242232        62.9129522896       -12.9129522896         1.3917226017
        0.6254476000        28.0004895367         2.7562723437         1.3837812120         3.1590761006        66.7223953589       -16.7223953589         1.3968249959
        0.6304392000        42.3334180393         2.7733053611         1.3735719045         3.1590761006        51.4846230817        -1.4846230817         1.4019273900
        0.6354332000        37.9139906602         2.7680741804         1.3761242314         3.1590761006        55.2940661510        -5.2940661510         1.4044785871
        0.6404514000        41.3328733405         2.7721226179         1.3735719045         3.1565242232        51.4846230817        -1.4846230817         1.3993761929
        0.6454228000        24.3125616055         2.7518572584         1.3837812120         3.1743873654        66.7223953589       -16.7223953589         1.3942737988
        0.6504375000        21.8443109670         2.7488946263         1.3837812120         3.1769392429        66.7223953589       -16.7223953589         1.3968249959
        0.6554274000        48.7781238255         2.7809019791         1.3659149240         3.1692836105        40.0562938738         9.9437061262         1.3942737988
        0.6604348000        37.6449454094         2.7677551303         1.3735719045         3.1794911203        51.4846230817        -1.4846230817         1.3891714046
        0.6654420000        41.6261076009         2.7724693450         1.3710195777         3.1794911203        47.6751800124         2.3248199876         1.3917226017
        0.6704743000        37.7689597330         2.7679022024         1.3735719045         3.1845948752        51.4846230817        -1.4846230817         1.3917226017
        0.6754395000        50.1507114951         2.7825151453         1.3659149240         3.1871467527        40.0562938738         9.9437061262         1.3993761929
        0.6804596000        39.0175330790         2.7693821179         1.3735719045         3.1922505076        51.4846230817        -1.4846230817         1.3917226017
        0.6854317000        30.3978109146         2.7591350683         1.3786765582         3.2050098949        59.1035092203        -9.1035092203         1.3993761929
        0.6904427000        33.2544140837         2.7625388746         1.3761242314         3.2024580174        55.2940661510        -5.2940661510         1.3993761929
        0.6954199000        32.4730019787         2.7616085658         1.3761242314         3.2075617724        55.2940661510        -5.2940661510         1.4044785871
        0.7004328000        48.4927690150         2.7805664022         1.3659149240         3.2101136498        40.0562938738         9.9437061262         1.4044785871
        0.7054162000        28.9590010282         2.7574176178         1.3786765582         3.2126655273        59.1035092203        -9.1035092203         1.3840690105
        0.7104681000        44.4164885533         2.7757648306         1.3684672508         3.2101136498        43.8657369431         6.1342630569         1.3993761929
        0.7154378000        32.7210306260         2.7619039199         1.3761242314         3.2203211597        55.2940661510        -5.2940661510         1.3942737988
        0.7204454000        31.9396185210         2.7609732071         1.3761242314         3.2203211597        55.2940661510        -5.2940661510         1.3891714046
        0.7254265000        22.7576168454         2.7499915918         1.3812288851         3.2356324244        62.9129522896       -12.9129522896         1.3942737988
        0.7304544000        12.4510561474         2.6571075207         1.3863335388         3.2407361793        70.5318384282       -20.5318384282         1.3917226017
        0.7354279000        30.4219999242         2.7591639243         1.3735719045         3.2356324244        51.4846230817        -1.4846230817         1.4044785871
        0.7404411000        42.8037516863         2.7738610259         1.3659149240         3.2356324244        40.0562938738         9.9437061262         1.4044785871
        0.7454387000        44.2714576261         2.7755937207         1.3659149240         3.2407361793        40.0562938738         9.9437061262         1.4019273900
        0.7504571000        28.9379844246         2.7573925159         1.3761242314         3.2483918117        55.2940661510        -5.2940661510         1.3917226017
        0.7554382000        28.1565723197         2.7564589009         1.3761242314         3.2483918117        55.2940661510        -5.2940661510         1.4044785871
        0.7604552000        39.9760445706         2.7705172405         1.3684672508         3.2509436892        43.8657369431         6.1342630569         1.3993761929
        0.7654668000        32.4808814286         2.7616179496         1.3735719045         3.2611511990        51.4846230817        -1.4846230817         1.3942737988
        0.7704662000        23.8611592642         2.7513159075         1.3786765582         3.2662549539        59.1035092203        -9.1035092203         1.3993761929
        0.7754555000        35.1183520039         2.7647556073         1.3710195777         3.2585993215        47.6751800124         2.3248199876         1.3942737988
        0.7804585000        31.2612041360         2.7601646896         1.3735719045         3.2662549539        51.4846230817        -1.4846230817         1.3917226017
        0.7854536000        14.2408924010         2.6783441814         1.3837812120         3.2815662187        66.7223953589       -16.7223953589         1.3968249959
        0.7904515000        32.7741156889         2.7619671262         1.3710195777         3.2790143412        47.6751800124         2.3248199876         1.3968249959
        0.7954420000        33.1172626063         2.7623756319         1.3710195777         3.2764624638        47.6751800124         2.3248199876         1.3968249959
        0.8004311000        16.6592303825         2.7070381041         1.3812288851         3.2892218510        62.9129522896       -12.9129522896         1.3993761929
        0.8054328000        35.7547331817         2.7655116774         1.3684672508         3.2892218510        43.8657369431         6.1342630569         1.4044785871
        0.8104453000        40.8604543956         2.7715638523         1.3659149240         3.2866699736        40.0562938738         9.9437061262         1.3993761929
        0.8154499000        29.7272759795         2.7583349312         1.3735719045         3.2892218510        51.4846230817        -1.4846230817         1.3942737988
        0.8204400000        37.9087329563         2.7680679461         1.3684672508         3.2994293609        43.8657369431         6.1342630569         1.3968249959
        0.8254499000        30.4135698143         2.7591538678         1.3735719045         3.2994293609        51.4846230817        -1.4846230817         1.3917226017
        0.8304357000        21.7938476499         2.7488339901         1.3786765582         3.2994293609        59.1035092203        -9.1035092203         1.3968249959
        0.8354490000        37.2513351749         2.7672882409         1.3684672508         3.2994293609        43.8657369431         6.1342630569         1.3993761929
        0.8404449000        33.9564668182         2.7633741994         1.3710195777         3.3045331158        47.6751800124         2.3248199876         1.3993761929
        0.8454357000        30.0993189503         2.7587789379         1.3735719045         3.3147406256        51.4846230817        -1.4846230817         1.3968249959
        0.8504174000        42.4810707124         2.7734798237         1.3659149240         3.3198443806        40.0562938738         9.9437061262         1.4070297842
        0.8554325000        39.7484818669         2.7702478253         1.3684672508         3.3223962580        43.8657369431         6.1342630569         1.4044785871
        0.8604207000        40.6539082955         2.7713194901         1.3684672508         3.3223962580        43.8657369431         6.1342630569         1.3942737988
        0.8654501000        49.9599242947         2.7822910164         1.3633625971         3.3223962580        36.2468508045        13.7531491955         1.4044785871
        0.8704353000        39.3890253898         2.7698221611         1.3710195777         3.3300518904        47.6751800124         2.3248199876         1.3968249959
        0.8754485000        39.7321723072         2.7702285144         1.3710195777         3.3326037679        47.6751800124         2.3248199876         1.3917226017
        0.8804318000        44.2756140099         2.7755986247         1.3684672508         3.3377075228        43.8657369431         6.1342630569         1.3968249959
        0.8854505000        66.1825143650         2.8012395462         1.3557056165         3.3326037679        24.8185215965        25.1814784035         1.3993761929
        0.8904307000        36.2969800671         2.7661556046         1.3761242314         3.3530187875        55.2940661510        -5.2940661510         1.3993761929
        0.8954329000        39.7158627475         2.7702092031         1.3735719045         3.3453631551        51.4846230817        -1.4846230817         1.4044785871
        0.9004449000        56.2979092949         2.7897199124         1.3633625971         3.3453631551        36.2468508045        13.7531491955         1.4044785871
        0.9054483000        54.1275999606         2.7871798881         1.3659149240         3.3479150326        40.0562938738         9.9437061262         1.4044785871
        0.9104344000        38.7941267591         2.7691174248         1.3761242314         3.3530187875        55.2940661510        -5.2940661510         1.3968249959
        0.9154544000        46.4133042248         2.7781187866         1.3710195777         3.3555706650        47.6751800124         2.3248199876         1.4019273900
        0.9204298000        25.7549772157         2.7535857099         1.3837812120         3.3657781748        66.7223953589       -16.7223953589         1.3917226017
        0.9254493000        19.0864317918         2.7358371926         1.3863335388         3.3759856847        70.5318384282       -20.5318384282         1.3917226017
        0.9304352000        45.4579651391         2.7769930260         1.3684672508         3.3810894396        43.8657369431         6.1342630569         1.3968249959
        0.9354684000        21.1616228559         2.7480740924         1.3837812120         3.3785375621        66.7223953589       -16.7223953589         1.3917226017
        0.9404391000        39.6948461439         2.7701843182         1.3710195777         3.3810894396        47.6751800124         2.3248199876         1.4044785871
        0.9454384000        31.6374034907         2.7606130901         1.3761242314         3.3836413170        55.2940661510        -5.2940661510         1.3917226017
        0.9504405000        18.2551070298         2.7259734065         1.3837812120         3.3938488269        66.7223953589       -16.7223953589         1.3993761929
        0.9554609000        28.3877407471         2.7567351593         1.3761242314         3.3938488269        55.2940661510        -5.2940661510         1.3840690105
        0.9604597000        19.2057390715         2.7372527904         1.3812288851         3.4066082142        62.9129522896       -12.9129522896         1.3917226017
        0.9654539000        29.9006523000         2.7585418604         1.3735719045         3.4040563367        51.4846230817        -1.4846230817         1.4044785871
        0.9704754000        38.0821092768         2.7682735111         1.3684672508         3.3989525818        43.8657369431         6.1342630569         1.3993761929
        0.9754584000        22.1863565642         2.7493055555         1.3786765582         3.4142638465        59.1035092203        -9.1035092203         1.3968249959
        0.9804473000        29.2432545187         2.7577570819         1.3735719045         3.4117119691        51.4846230817        -1.4846230817         1.4044785871
        0.9854324000         8.0226479984         2.6045638307         1.3863335388         3.4142638465        70.5318384282       -20.5318384282         1.3917226017
        0.9904421000         4.9921178486         2.5686061612         1.3863335388         3.4244713564        70.5318384282       -20.5318384282         1.3968249959
        0.9954309000        39.7642407666         2.7702664841         1.3633625971         3.4244713564        36.2468508045        13.7531491955         1.3968249959
        1.0004360000        33.3936366469         2.7627045638         1.3684672508         3.4244713564        43.8657369431         6.1342630569         1.3942737988
        1.0054255000        38.4993578608         2.7687681095         1.3659149240         3.4346788662        40.0562938738         9.9437061262         1.3891714046
        1.0104352000        27.3661794447         2.7555139378         1.3735719045         3.4372307437        51.4846230817        -1.4846230817         1.3891714046
        1.0154361000        22.9467520656         2.7502186537         1.3761242314         3.4397826211        55.2940661510        -5.2940661510         1.3891714046
        1.0204580000        30.5659295312         2.7593356119         1.3710195777         3.4397826211        47.6751800124         2.3248199876         1.3917226017
        1.0254359000        39.3096660193         2.7697281685         1.3659149240         3.4346788662        40.0562938738         9.9437061262         1.4044785871
        1.0304548000        36.5770771737         2.7664881154         1.3684672508         3.4346788662        43.8657369431         6.1342630569         1.4044785871
        1.0354251000        33.2822088170         2.7625719547         1.3710195777         3.4448863760        47.6751800124         2.3248199876         1.3993761929
        1.0404617000        37.8256505197         2.7679694288         1.3684672508         3.4474382535        43.8657369431         6.1342630569         1.4044785871
        1.0454256000        26.1301925924         2.7540349870         1.3761242314         3.4601976408        55.2940661510        -5.2940661510         1.3993761929
        1.0504389000        29.5490752727         2.7581222131         1.3735719045         3.4550938859        51.4846230817        -1.4846230817         1.4044785871
        1.0554405000        41.9308270349         2.7728295688         1.3659149240         3.4627495183        40.0562938738         9.9437061262         1.4044785871
        1.0604524000        30.7976486187         2.7596119770         1.3735719045         3.4601976408        51.4846230817        -1.4846230817         1.4044785871
        1.0654340000        30.5785160250         2.7593506248         1.3735719045         3.4678532732        51.4846230817        -1.4846230817         1.3942737988
        1.0704448000        30.3593834312         2.7590892254         1.3735719045         3.4729570281        51.4846230817        -1.4846230817         1.3968249959
        1.0754327000        25.9399560521         2.7538072184         1.3761242314         3.4729570281        55.2940661510        -5.2940661510         1.3917226017
        1.0804413000        29.3588387324         2.7578950932         1.3735719045         3.4780607830        51.4846230817        -1.4846230817         1.3993761929
        1.0854420000        45.9408852798         2.7775621954         1.3633625971         3.4729570281        36.2468508045        13.7531491955         1.3993761929
        1.0904552000        39.5702811602         2.7700368171         1.3684672508         3.4882682929        43.8657369431         6.1342630569         1.3968249959
        1.0954416000        40.4757075888         2.7711086313         1.3684672508         3.4857164154        43.8657369431         6.1342630569         1.3917226017
        1.1004831000        37.1808392321         2.7672046051         1.3710195777         3.4882682929        47.6751800124         2.3248199876         1.4044785871
        1.1054374000        24.9231017936         2.7525891281         1.3786765582         3.4984758027        59.1035092203        -9.1035092203         1.3993761929
        1.1104495000        44.5808841039         2.7759587642         1.3659149240         3.4908201703        40.0562938738         9.9437061262         1.3993761929
        1.1154583000        29.2474109025         2.7577620450         1.3761242314         3.5010276801        55.2940661510        -5.2940661510         1.3968249959
        1.1204664000        32.6662935828         2.7618387438         1.3735719045         3.5035795576        51.4846230817        -1.4846230817         1.4044785871
        1.1254286000        24.0465714184         2.7515382909         1.3786765582         3.5061314351        59.1035092203        -9.1035092203         1.4044785871
        1.1304756000        31.1034693728         2.7599766408         1.3735719045         3.5112351900        51.4846230817        -1.4846230817         1.3993761929
        1.1354425000        30.8843367790         2.7597153542         1.3735719045         3.5163389449        51.4846230817        -1.4846230817         1.4044785871
        1.1404505000        18.0643198293         2.7237096894         1.3812288851         3.5239945773        62.9129522896       -12.9129522896         1.3993761929
        1.1454592000        24.5589382726         2.7521526418         1.3761242314         3.5239945773        55.2940661510        -5.2940661510         1.3993761929
        1.1504281000        15.3769365970         2.6918235067         1.3812288851         3.5290983322        62.9129522896       -12.9129522896         1.3993761929
        1.1554378000        26.0718498255         2.7539651376         1.3735719045         3.5290983322        51.4846230817        -1.4846230817         1.4019273900
        1.1604238000        13.2518328758         2.6666088500         1.3812288851         3.5393058420        62.9129522896       -12.9129522896         1.3917226017
        1.1654533000        15.5461565337         2.6938313252         1.3786765582         3.5367539646        59.1035092203        -9.1035092203         1.3917226017
        1.1704383000        35.2039388441         2.7648573136         1.3659149240         3.5418577195        40.0562938738         9.9437061262         1.4044785871
        1.1754650000        32.4713499986         2.7616065984         1.3684672508         3.5418577195        43.8657369431         6.1342630569         1.3993761929
        1.1804340000        37.5770712125         2.7676746302         1.3659149240         3.5469614744        40.0562938738         9.9437061262         1.3942737988
