% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.339077V  K_gimbal=26.049690  samples=2001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         Error[deg/s]           disturbance[V]      
        0.2254777000        61.9839302310         2.7963560738         1.3633625971         4.3610103838        36.2468508045        13.7531491955         1.3993761929
        0.2304453000        51.4130313261         2.7839972713         1.3710195777         4.3686660162        47.6751800124         2.3248199876         1.3917226017
        0.2354457000        55.9564730288         2.7893205739         1.3684672508         4.3737697711        43.8657369431         6.1342630569         1.3942737988
        0.2404308000        65.2624890280         2.8001706314         1.3633625971         4.3737697711        36.2468508045        13.7531491955         1.4044785871
        0.2454520000        50.4912953377         2.7829151704         1.3735719045         4.3814254035        51.4846230817        -1.4846230817         1.3993761929
        0.2504491000        41.8715731734         2.7727595286         1.3786765582         4.3839772810        59.1035092203        -9.1035092203         1.3917226017
        0.2554477000        48.9284711278         2.7810787586         1.3735719045         4.3865291584        51.4846230817        -1.4846230817         1.3917226017
        0.2605231000        61.3102228899         2.7955711634         1.3659149240         4.3890810359        40.0562938738         9.9437061262         1.3993761929
        0.2654704000        66.9782236150         2.8021634950         1.3633625971         4.3865291584        36.2468508045        13.7531491955         1.3968249959
        0.2704752000        60.6076194954         2.7947521978         1.3684672508         4.3916329133        43.8657369431         6.1342630569         1.3993761929
        0.2755255000        44.7118667828         2.7761132641         1.3786765582         4.4043923006        59.1035092203        -9.1035092203         1.3993761929
        0.2804523000        55.9690595225         2.7893352966         1.3710195777         4.4018404232        47.6751800124         2.3248199876         1.3917226017
        0.2854563000        56.3122064399         2.7897366320         1.3710195777         4.4043923006        47.6751800124         2.3248199876         1.3968249959
        0.2904244000        52.4550585720         2.7852197104         1.3735719045         4.4043923006        51.4846230817        -1.4846230817         1.3993761929
        0.2954667000        43.8353364076         2.7750790632         1.3786765582         4.4120479330        59.1035092203        -9.1035092203         1.3840690105
        0.3004467000        42.4916447914         2.7734923170         1.3786765582         4.4197035654        59.1035092203        -9.1035092203         1.3917226017
        0.3054646000        74.7503114576         2.8111628251         1.3582579434         4.4197035654        28.6279646658        21.3720353342         1.3917226017
        0.3104401000        31.7016132927         2.7606896095         1.3863335388         4.4299110752        70.5318384282       -20.5318384282         1.3942737988
        0.3154556000        41.2719674988         2.7720505915         1.3786765582         4.4248073203        59.1035092203        -9.1035092203         1.3968249959
        0.3204401000        48.3288654533         2.7803736195         1.3735719045         4.4273591978        51.4846230817        -1.4846230817         1.3993761929
        0.3254426000        48.1097328595         2.7801158398         1.3735719045         4.4324629527        51.4846230817        -1.4846230817         1.4044785871
        0.3304720000        47.8906002657         2.7798580177         1.3735719045         4.4426704625        51.4846230817        -1.4846230817         1.3917226017
        0.3354429000        47.6714676719         2.7796001534         1.3735719045         4.4477742174        51.4846230817        -1.4846230817         1.3968249959
        0.3404449000        47.4523350781         2.7793422466         1.3735719045         4.4477742174        51.4846230817        -1.4846230817         1.3942737988
        0.3454349000        38.8326129137         2.7691630267         1.3786765582         4.4528779724        59.1035092203        -9.1035092203         1.3993761929
        0.3504399000        45.8895108681         2.7775016554         1.3735719045         4.4554298498        51.4846230817        -1.4846230817         1.4044785871
        0.3554873000        37.2697887037         2.7673101332         1.3786765582         4.4554298498        59.1035092203        -9.1035092203         1.3993761929
        0.3604398000        35.9260970876         2.7657152051         1.3786765582         4.4656373597        59.1035092203        -9.1035092203         1.3942737988
        0.3654589000        38.7827002567         2.7691038853         1.3761242314         4.4681892371        55.2940661510        -5.2940661510         1.3917226017
        0.3704555000        42.2015829370         2.7731495714         1.3735719045         4.4707411146        51.4846230817        -1.4846230817         1.3917226017
        0.3754502000        29.3815659873         2.7579222287         1.3812288851         4.4835005019        62.9129522896       -12.9129522896         1.3993761929
        0.3804486000        31.6758896452         2.7606589549         1.3786765582         4.4860523793        59.1035092203        -9.1035092203         1.4019273900
        0.3854443000        51.3336719555         2.7839041337         1.3659149240         4.4860523793        40.0562938738         9.9437061262         1.4044785871
        0.3904478000        36.0001987541         2.7658032065         1.3761242314         4.4886042568        55.2940661510        -5.2940661510         1.4019273900
        0.3954296000        56.2202605757         2.7896291043         1.3633625971         4.4860523793        36.2468508045        13.7531491955         1.4044785871
        0.4004412000        41.4490668854         2.7722600173         1.3735719045         4.4962598892        51.4846230817        -1.4846230817         1.4019273900
        0.4054480000        28.6290499357         2.7570234798         1.3812288851         4.5039155215        62.9129522896       -12.9129522896         1.3968249959
        0.4104358000        26.7230788084         2.7547446110         1.3812288851         4.5090192765        62.9129522896       -12.9129522896         1.3993761929
        0.4154399000        41.6182868222         2.7724600985         1.3710195777         4.5064673990        47.6751800124         2.3248199876         1.3942737988
        0.4204290000        33.5608441690         2.7629035333         1.3761242314         4.5090192765        55.2940661510        -5.2940661510         1.3917226017
        0.4254412000        49.5806112052         2.7818453210         1.3659149240         4.5064673990        40.0562938738         9.9437061262         1.3993761929
        0.4304435000        46.8480223597         2.7786307843         1.3684672508         4.5115711539        43.8657369431         6.1342630569         1.4044785871
        0.4354359000        47.7534487883         2.7796966296         1.3684672508         4.5217786637        43.8657369431         6.1342630569         1.4044785871
        0.4404437000        31.8576960757         2.7608755978         1.3786765582         4.5319861736        59.1035092203        -9.1035092203         1.3942737988
        0.4454290000        17.9131201036         2.7219156832         1.3863335388         4.5268824187        70.5318384282       -20.5318384282         1.3917226017
        0.4504373000        35.8840638803         2.7656652851         1.3735719045         4.5294342961        51.4846230817        -1.4846230817         1.3942737988
        0.4554214000        35.6649312866         2.7654050092         1.3735719045         4.5421936834        51.4846230817        -1.4846230817         1.3993761929
        0.4604549000        43.8463882634         2.7750921074         1.3684672508         4.5370899285        43.8657369431         6.1342630569         1.3917226017
        0.4654370000        36.3512251214         2.7662200062         1.3735719045         4.5472974383        51.4846230817        -1.4846230817         1.3993761929
        0.4704552000        31.9317977423         2.7609638891         1.3761242314         4.5498493158        55.2940661510        -5.2940661510         1.3968249959
        0.4754388000        39.5509752079         2.7700139551         1.3710195777         4.5472974383        47.6751800124         2.3248199876         1.3942737988
        0.4804552000        44.0944169106         2.7753848194         1.3684672508         4.5524011933        43.8657369431         6.1342630569         1.4019273900
        0.4854289000        44.9998433392         2.7764528909         1.3684672508         4.5549530707        43.8657369431         6.1342630569         1.3968249959
        0.4904423000        45.9052697678         2.7775202261         1.3684672508         4.5498493158        43.8657369431         6.1342630569         1.3968249959
        0.4954472000        51.0109909817         2.7835253737         1.3659149240         4.5549530707        40.0562938738         9.9437061262         1.3993761929
        0.5004612000        44.0781073509         2.7753655733         1.3710195777         4.5600568256        47.6751800124         2.3248199876         1.3968249959
        0.5054198000        31.8203699124         2.7608311221         1.3786765582         4.5753680904        59.1035092203        -9.1035092203         1.3993761929
        0.5104256000        30.4766782962         2.7592291502         1.3786765582         4.5804718453        59.1035092203        -9.1035092203         1.3993761929
        0.5154421000        29.1329866800         2.7576254062         1.3786765582         4.5830237228        59.1035092203        -9.1035092203         1.3993761929
        0.5205164000        27.7892950638         2.7560198759         1.3786765582         4.5830237228        59.1035092203        -9.1035092203         1.4019273900
        0.5254364000        30.6458982329         2.7594309943         1.3761242314         4.5830237228        55.2940661510        -5.2940661510         1.3840690105
        0.5304804000        50.8659600545         2.7833551084         1.3633625971         4.5779199678        36.2468508045        13.7531491955         1.3891714046
        0.5354465000        52.8959455055         2.7857366504         1.3633625971         4.5830237228        36.2468508045        13.7531491955         1.3891714046
        0.5404483000        46.5253413858         2.7782507566         1.3684672508         4.5906793551        43.8657369431         6.1342630569         1.3917226017
        0.5454453000        43.2304730291         2.7743649917         1.3710195777         4.5957831101        47.6751800124         2.3248199876         1.3917226017
        0.5504333000        43.5736199465         2.7747701345         1.3710195777         4.6059906199        47.6751800124         2.3248199876         1.3993761929
        0.5554383000       -14.8873601303         2.3327333391         1.4067521537         4.6085424974       101.0073829827       -51.0073829827         1.3993761929
        0.5604441000        44.7885901952         2.7762037556         1.3659149240         4.6136462523        40.0562938738         9.9437061262         1.3993761929
        0.5654416000        88.2592439880         2.8267013597         1.3403916554         4.6059906199         1.9618631807        48.0381368193         1.4070297842
        0.5704446000        61.7473867573         2.7960805277         1.3608102703         4.6085424974        32.4374077352        17.5625922648         1.4044785871
        0.5754298000        76.9405360754         2.8136908101         1.3531532897         4.6034387424        21.0090785272        28.9909214728         1.3866202076
        0.5806045000        81.2196395712         2.8186199134         1.3531532897         4.6059906199        21.0090785272        28.9909214728         1.3866202076
        0.5854526000        72.8978587111         2.8090219671         1.3608102703         4.6085424974        32.4374077352        17.5625922648         1.3891714046
        0.5904332000        71.2898288879         2.8071615255         1.3633625971         4.6187500072        36.2468508045        13.7531491955         1.3942737988
        0.5954424000        64.9192247683         2.7997716464         1.3684672508         4.6187500072        43.8657369431         6.1342630569         1.3917226017
        0.6004272000        61.6243564116         2.7959371936         1.3710195777         4.6289575170        47.6751800124         2.3248199876         1.3993761929
        0.6054365000        57.7672085437         2.7914372752         1.3735719045         4.6238537621        51.4846230817        -1.4846230817         1.3993761929
        0.6104488000        61.7483707352         2.7960816740         1.3710195777         4.6238537621        47.6751800124         2.3248199876         1.3968249959
        0.6154573000        49.4906332967         2.7817395780         1.3786765582         4.6315093945        59.1035092203        -9.1035092203         1.4070297842
        0.6204434000        60.7478260365         2.7949156566         1.3710195777         4.6366131494        47.6751800124         2.3248199876         1.4044785871
        0.6254351000        61.0909729539         2.7953156450         1.3710195777         4.6391650269        47.6751800124         2.3248199876         1.3942737988
        0.6304481000        44.6329407301         2.7760201692         1.3812288851         4.6519244142        62.9129522896       -12.9129522896         1.3866202076
        0.6354721000        67.9287383145         2.8032665562         1.3659149240         4.6417169043        40.0562938738         9.9437061262         1.3993761929
        0.6404585000        60.9958546837         2.7952047801         1.3710195777         4.6442687818        47.6751800124         2.3248199876         1.3891714046
        0.6454710000        61.3390016011         2.7956046999         1.3710195777         4.6570281691        47.6751800124         2.3248199876         1.3942737988
        0.6504590000        57.4818537332         2.7911038836         1.3735719045         4.6595800465        51.4846230817        -1.4846230817         1.4044785871
        0.6554611000        36.2612472129         2.7661131799         1.3863335388         4.6672356789        70.5318384282       -20.5318384282         1.3968249959
        0.6604141000        50.0318962043         2.7823755697         1.3761242314         4.6672356789        55.2940661510        -5.2940661510         1.4044785871
        0.6654210000        40.8498945287         2.7715513600         1.3812288851         4.6748913113        62.9129522896       -12.9129522896         1.3993761929
        0.6704011000        47.3445129720         2.7792153304         1.3761242314         4.6799950662        55.2940661510        -5.2940661510         1.3993761929
        0.6754460000        59.1639852229         2.7930682182         1.3684672508         4.6697875564        43.8657369431         6.1342630569         1.3993761929
        0.6804388000        64.2697064368         2.7990164408         1.3659149240         4.6774431887        40.0562938738         9.9437061262         1.3891714046
        0.6854413000        65.7374123766         2.8007224950         1.3659149240         4.6850988211        40.0562938738         9.9437061262         1.3942737988
        0.6904331000        54.6042339605         2.7877380569         1.3735719045         4.6876506986        51.4846230817        -1.4846230817         1.4044785871
        0.6954503000        50.1848065814         2.7825551954         1.3761242314         4.7004100859        55.2940661510        -5.2940661510         1.3993761929
        0.7004519000        45.2030996911         2.7766925576         1.3786765582         4.6927544535        59.1035092203        -9.1035092203         1.3917226017
        0.7054809000        56.4602924308         2.7899097991         1.3710195777         4.6978582084        47.6751800124         2.3248199876         1.3942737988
        0.7104381000        69.4043237041         2.8049775817         1.3633625971         4.6978582084        36.2468508045        13.7531491955         1.3993761929
        0.7154436000        67.2340143698         2.8024604058         1.3659149240         4.7004100859        40.0562938738         9.9437061262         1.3993761929
        0.7204384000        56.1008359537         2.7894894304         1.3735719045         4.7080657183        51.4846230817        -1.4846230817         1.4044785871
        0.7254401000        51.6814085746         2.7843122033         1.3761242314         4.7208251056        55.2940661510        -5.2940661510         1.3993761929
        0.7304506000        59.3005860402         2.7932276339         1.3710195777         4.7131694732        47.6751800124         2.3248199876         1.3942737988
        0.7354357000        47.0428486017         2.7788601901         1.3786765582         4.7284807379        59.1035092203        -9.1035092203         1.3891714046
        0.7404436000        54.0997465561         2.7871472640         1.3735719045         4.7182732281        51.4846230817        -1.4846230817         1.3917226017
        0.7454289000        58.0809087476         2.7918037062         1.3710195777         4.7208251056        47.6751800124         2.3248199876         1.3968249959
        0.7504412000        50.0234660944         2.7823656662         1.3761242314         4.7310326154        55.2940661510        -5.2940661510         1.4044785871
        0.7554252000        45.0417592042         2.7765023184         1.3786765582         4.7361363703        59.1035092203        -9.1035092203         1.4070297842
        0.7604646000        52.0986571586         2.7848017081         1.3735719045         4.7412401252        51.4846230817        -1.4846230817         1.3917226017
        0.7654193000        47.6792297795         2.7796092882         1.3761242314         4.7437920027        55.2940661510        -5.2940661510         1.4070297842
        0.7704515000        34.2969333186         2.7637791266         1.3837812120         4.7514476351        66.7223953589       -16.7223953589         1.3993761929
        0.7754190000        57.0304513918         2.7905763544         1.3684672508         4.7463438801        43.8657369431         6.1342630569         1.3993761929
        0.7804473000        49.5352882498         2.7817920578         1.3735719045         4.7539995125        51.4846230817        -1.4846230817         1.4044785871
        0.7855258000        49.3161556560         2.7815345098         1.3735719045         4.7616551449        51.4846230817        -1.4846230817         1.3993761929
        0.7904741000        53.2973178475         2.7862071153         1.3710195777         4.7565513900        47.6751800124         2.3248199876         1.3968249959
        0.7954303000        28.4386960531         2.7567960464         1.3863335388         4.7667588998        70.5318384282       -20.5318384282         1.3917226017
        0.8004409000        33.8087554740         2.7631984871         1.3812288851         4.7718626547        62.9129522896       -12.9129522896         1.3917226017
        0.8054309000        36.1030791319         2.7659253761         1.3786765582         4.7795182871        59.1035092203        -9.1035092203         1.3993761929
        0.8104350000        43.1599770863         2.7742817461         1.3735719045         4.7795182871        51.4846230817        -1.4846230817         1.3993761929
        0.8154192000        51.3414340631         2.7839132437         1.3684672508         4.7820701646        43.8657369431         6.1342630569         1.4044785871
        0.8204261000        52.2468604917         2.7849755403         1.3684672508         4.7769664097        43.8657369431         6.1342630569         1.4044785871
        0.8254424000        57.3525817056         2.7909528277         1.3659149240         4.7820701646        40.0562938738         9.9437061262         1.4044785871
        0.8304438000        50.4196980748         2.7828310858         1.3710195777         4.7922776744        47.6751800124         2.3248199876         1.4044785871
        0.8354295000        59.1634345628         2.7930675756         1.3659149240         4.7897257969        40.0562938738         9.9437061262         1.3993761929
        0.8404717000        52.2305509320         2.7849564113         1.3710195777         4.7999333068        47.6751800124         2.3248199876         1.4044785871
        0.8454513000        56.7739926347         2.7902765698         1.3684672508         4.8050370617        43.8657369431         6.1342630569         1.4019273900
        0.8504360000        40.8782399221         2.7715848923         1.3786765582         4.8050370617        59.1035092203        -9.1035092203         1.4044785871
        0.8554202000        52.1354326618         2.7848448450         1.3710195777         4.8126926941        47.6751800124         2.3248199876         1.3917226017
        0.8604528000        39.8776952233         2.7704008090         1.3786765582         4.8152445715        59.1035092203        -9.1035092203         1.4044785871
        0.8654410000        46.9345931778         2.7787327247         1.3735719045         4.8203483265        51.4846230817        -1.4846230817         1.4044785871
        0.8704538000        38.3148710134         2.7685494425         1.3786765582         4.8305558363        59.1035092203        -9.1035092203         1.3993761929
        0.8754407000        41.1714741825         2.7719317420         1.3761242314         4.8331077137        55.2940661510        -5.2940661510         1.3968249959
        0.8804596000        40.3900620775         2.7710072794         1.3761242314         4.8356595912        55.2940661510        -5.2940661510         1.3917226017
        0.8854358000        43.8089447578         2.7750479134         1.3735719045         4.8407633461        51.4846230817        -1.4846230817         1.3993761929
        0.8904321000        47.7901069493         2.7797397675         1.3710195777         4.8382114687        47.6751800124         2.3248199876         1.3942737988
        0.8954466000        43.9329590814         2.7751942806         1.3735719045         4.8356595912        51.4846230817        -1.4846230817         1.3968249959
        0.9004278000        39.5135317023         2.7699696136         1.3761242314         4.8382114687        55.2940661510        -5.2940661510         1.3993761929
        0.9054408000        38.7321195973         2.7690439500         1.3761242314         4.8484189785        55.2940661510        -5.2940661510         1.4044785871
        0.9104289000        54.7518866336         2.7879109287         1.3659149240         4.8484189785        40.0562938738         9.9437061262         1.4044785871
        0.9154416000        39.4184134321         2.7698569666         1.3761242314         4.8586264883        55.2940661510        -5.2940661510         1.3993761929
        0.9204449000        34.4367065419         2.7639453309         1.3786765582         4.8662821207        59.1035092203        -9.1035092203         1.3993761929
        0.9254348000        49.8941940669         2.7822137919         1.3684672508         4.8637302433        43.8657369431         6.1342630569         1.3968249959
        0.9304157000        46.5993257102         2.7783378976         1.3710195777         4.8662821207        47.6751800124         2.3248199876         1.3993761929
        0.9354447000        51.1427674129         2.7836800625         1.3684672508         4.8713858756        43.8657369431         6.1342630569         1.3942737988
        0.9404543000        56.2484886268         2.7896621168         1.3659149240         4.8688339982        40.0562938738         9.9437061262         1.3942737988
        0.9455012000        57.7161945666         2.7913776784         1.3659149240         4.8739377531        40.0562938738         9.9437061262         1.3891714046
        0.9504502000        38.1824265799         2.7683924402         1.3786765582         4.8866971404        59.1035092203        -9.1035092203         1.3968249959
        0.9554421000        53.6399141049         2.7866085778         1.3684672508         4.8841452629        43.8657369431         6.1342630569         1.4044785871
        0.9604499000        29.3435718217         2.7578768648         1.3837812120         4.8841452629        66.7223953589       -16.7223953589         1.4044785871
        0.9654338000        43.6765003243         2.7748915813         1.3735719045         4.8892490178        51.4846230817        -1.4846230817         1.3942737988
        0.9704434000        35.0567781599         2.7646824324         1.3786765582         4.9045602826        59.1035092203        -9.1035092203         1.3917226017
        0.9754513000        42.1136761143         2.7730456829         1.3735719045         4.9071121601        51.4846230817        -1.4846230817         1.3917226017
        0.9804331000        37.6942487352         2.7678136022         1.3761242314         4.9096640375        55.2940661510        -5.2940661510         1.3866202076
        0.9854447000        49.5137209862         2.7817667115         1.3684672508         4.9122159150        43.8657369431         6.1342630569         1.3866202076
        0.9904256000        75.6209161266         2.8121681045         1.3531532897         4.9096640375        21.0090785272        28.9909214728         1.4044785871
        0.9954406000        67.2991352664         2.8025359872         1.3608102703         4.9122159150        32.4374077352        17.5625922648         1.4044785871
        1.0004425000        44.6896315168         2.7760870377         1.3761242314         4.9147677924        55.2940661510        -5.2940661510         1.4044785871
        1.0054885000        43.9082194118         2.7751650828         1.3761242314         4.9249753023        55.2940661510        -5.2940661510         1.3891714046
        1.0104495000        59.9279864480         2.7939596264         1.3659149240         4.9198715474        40.0562938738         9.9437061262         1.3968249959
        1.0154252000        57.1953976025         2.7907691376         1.3684672508         4.9275271797        43.8657369431         6.1342630569         1.3942737988
        1.0204379000        45.4999396752         2.7770425054         1.3761242314         4.9275271797        55.2940661510        -5.2940661510         1.3942737988
        1.0254186000        44.7185275702         2.7761211204         1.3761242314         4.9377346896        55.2940661510        -5.2940661510         1.3993761929
        1.0304550000        52.3377050358         2.7850820854         1.3710195777         4.9351828121        47.6751800124         2.3248199876         1.3942737988
        1.0354438000        40.0799675973         2.7706402607         1.3786765582         4.9453903219        59.1035092203        -9.1035092203         1.3891714046
        1.0404494000        42.9365707665         2.7740179055         1.3761242314         4.9479421994        55.2940661510        -5.2940661510         1.3891714046
        1.0454398000        58.9563378027         2.7928258605         1.3659149240         4.9479421994        40.0562938738         9.9437061262         1.4044785871
        1.0504426000        56.2237489572         2.7896331840         1.3684672508         4.9504940769        43.8657369431         6.1342630569         1.4044785871
        1.0554348000        61.3294701711         2.7955935928         1.3659149240         4.9504940769        40.0562938738         9.9437061262         1.3993761929
        1.0604615000        45.9959969696         2.7776271368         1.3761242314         4.9607015867        55.2940661510        -5.2940661510         1.4044785871
        1.0654459000        45.2145848647         2.7767060990         1.3761242314         4.9581497092        55.2940661510        -5.2940661510         1.3993761929
        1.0704367000        44.4331727597         2.7757845136         1.3761242314         4.9658053416        55.2940661510        -5.2940661510         1.3917226017
        1.0754393000        47.8520554400         2.7798126632         1.3735719045         4.9709090965        51.4846230817        -1.4846230817         1.3993761929
        1.0804484000        60.2338072021         2.7943163135         1.3659149240         4.9658053416        40.0562938738         9.9437061262         1.3993761929
        1.0854175000        57.5012183566         2.7911265102         1.3684672508         4.9785647289        43.8657369431         6.1342630569         1.3993761929
        1.0904613000        62.6069395705         2.7970815939         1.3659149240         4.9760128515        40.0562938738         9.9437061262         1.4019273900
        1.0954338000        26.2719924426         2.7542047390         1.3888858657         4.9913241162        74.3412814975       -24.3412814975         1.3993761929
        1.1004444000        60.4818358493         2.7946055402         1.3659149240         4.9862203613        40.0562938738         9.9437061262         1.3917226017
        1.1054299000        49.3486574332         2.7815727120         1.3735719045         4.9887722387        51.4846230817        -1.4846230817         1.4044785871
        1.1104784000        49.1295248394         2.7813151282         1.3735719045         4.9938759937        51.4846230817        -1.4846230817         1.3917226017
        1.1154621000        40.5098026750         2.7711489771         1.3786765582         4.9989797486        59.1035092203        -9.1035092203         1.3917226017
        1.1204591000        55.9672902001         2.7893332270         1.3684672508         5.0015316260        43.8657369431         6.1342630569         1.3968249959
        1.1254477000        56.8727166286         2.7903919786         1.3684672508         4.9989797486        43.8657369431         6.1342630569         1.4019273900
        1.1304540000        57.7781430572         2.7914500491         1.3684672508         5.0040835035        43.8657369431         6.1342630569         1.4044785871
        1.1354398000        58.6835694858         2.7925074427         1.3684672508         5.0015316260        43.8657369431         6.1342630569         1.3993761929
        1.1404462000        46.9881115585         2.7787957412         1.3761242314         5.0066353810        55.2940661510        -5.2940661510         1.3993761929
        1.1454289000        37.8061098829         2.7679462570         1.3812288851         5.0142910133        62.9129522896       -12.9129522896         1.3917226017
        1.1504674000        48.5010231115         2.7805761101         1.3735719045         5.0015316260        51.4846230817        -1.4846230817         1.3968249959
        1.1554471000        44.0815957324         2.7753696898         1.3761242314         5.0066353810        55.2940661510        -5.2940661510         1.3917226017
        1.1604546000        51.7007731980         2.7843349247         1.3710195777         5.0066353810        47.6751800124         2.3248199876         1.3993761929
        1.1654604000        39.4430357595         2.7698861272         1.3786765582         5.0142910133        59.1035092203        -9.1035092203         1.3993761929
        1.1704691000        46.4999337139         2.7782208296         1.3735719045         5.0117391359        51.4846230817        -1.4846230817         1.3993761929
        1.1754950000        42.0805063348         2.7730064809         1.3761242314         5.0066353810        55.2940661510        -5.2940661510         1.3942737988
        1.1804670000        45.4993890151         2.7770418563         1.3735719045         5.0066353810        51.4846230817        -1.4846230817         1.3968249959
