% Stabilization Loop  omega_cmd=0 rad/s
% Kp_stab=1.1321  Ki_stab=32.5461  (Tustin integrator)
% LPF=ON  fc=20.0 Hz
% Vg_offset=1.339549V  K_gimbal=26.049690  samples=601

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[deg/s]         omega_LPF[deg/s]       Error[deg/s]           disturbance[V]      
        0.0005044000       646.8925699109         3.5030072904         1.3378393285         1.0052915252        -2.5523268564         0.3464413292       499.6535586708         1.3942737988
        0.0054711000       727.6730922962         3.6286041752         1.3429439823         1.0129471576         5.0665592822         0.7818481478       499.2181518522         1.3942737988
        0.0105040000       766.6426246159         3.6933380327         1.4348277491         1.0257065449       142.2065097772        35.6147262548       464.3852737452         1.3917226017
        0.0154731000       768.2145603369         3.6960087062         1.4629033445         1.0359140547       184.1103835396        96.5952216321       403.4047783679         1.3942737988
        0.0204851000       769.8258212728         3.6987510527         1.4935312668         1.0359140547       229.8237003713       149.3655834948       350.6344165052         1.4019273900
        0.0254780000       769.1542024749         3.6976073670         1.5190545354         1.0537771970       267.9181310644       196.9405204062       303.0594795938         1.3942737988
        0.0307156000       757.4004670319         3.6777301707         1.5649964188         1.0818478490       336.4881063119       247.2680893969       252.7319106031         1.4095809812
        0.0354744000       741.2390484279         3.6508208139         1.5777580530         1.1022628687       355.5353216584       294.4788428835       205.5211571165         1.3968249959
        0.0404776000       728.2094269433         3.6294761594         1.6032813216         1.1201260109       393.6297523515       332.7775763188       167.2224236812         1.3917226017
        0.0454877000       712.3811817916         3.6039598919         1.6211476096         1.1533004179       420.2958538367       368.2466050105       131.7533949895         1.3968249959
        0.0504710000       700.3085738122         3.5847973340         1.6288045902         1.1813710699       431.7241830446       395.8641274922       104.1358725078         1.3866202076
        0.0554774000       687.6089604976         3.5649141721         1.6492232050         1.2119935994       462.1997275990       420.2947371992        79.7052628008         1.3866202076
        0.0604701000       674.0570541118         3.5440017199         1.6543278587         1.2426161289       469.8186137376       442.1514682873        57.8485317127         1.4044785871
        0.0654932000       667.4189810966         3.5338713960         1.6543278587         1.2808942908       469.8186137376       455.3795302405        44.6204697595         1.3891714046
        0.0704763000       658.5673870468         3.5204771036         1.6721941467         1.3064130654       496.4847152228       468.6577888507        31.3422111493         1.4019273900
        0.0754662000       649.7333709450         3.5072377755         1.6670894930         1.3421393498       488.8658290842       480.1408946037        19.8591053963         1.4095809812
        0.0804705000       642.3777002751         3.4963105594         1.6798511273         1.3727618793       507.9130444307       488.8657862481        11.1342137519         1.4121321783
        0.0855019000       637.5591176415         3.4891993344         1.6696418199         1.4033844088       492.6752721535       494.3298560306         5.6701439694         1.4019273900
        0.0904731000       632.8113376956         3.4822286622         1.6849557810         1.4365588158       515.5319305693       499.0028248767         0.9971751233         1.3942737988
        0.0954706000       621.1736855390         3.4652918894         1.6900604347         1.4748369777       523.1508167080       508.7269788753        -8.7269788753         1.3993761929
        0.1004749000       609.1750412835         3.4480485310         1.6951650884         1.5105632621       530.7697028466       517.4445738948       -17.4445738948         1.3993761929
        0.1054782000       600.8155114516         3.4361637256         1.6900604347         1.5462895465       523.1508167080       521.9941607904       -21.9941607904         1.3866202076
        0.1104731000       595.4602551877         3.4286047873         1.6926127616         1.5820158310       526.9602597773       523.4578495787       -23.4578495787         1.3866202076
        0.1154715000       589.6109358239         3.4203966468         1.6926127616         1.6100864830       526.9602597773       525.1324024947       -25.1324024947         1.3891714046
        0.1204736000       585.5657221378         3.4147492631         1.6900604347         1.6458127674       523.1508167080       525.0956525853       -25.0956525853         1.4044785871
        0.1254772000       577.0848780928         3.4029857780         1.7028220690         1.6866428068       542.1980320545       528.7191728731       -28.7191728731         1.3917226017
        0.1306488000       565.6963643295         3.3873490641         1.7002697422         1.7223690912       538.3885889852       534.2529352961       -34.2529352961         1.4019273900
        0.1355526000       558.8280353834         3.3780055967         1.6977174153         1.7580953756       534.5791459159       535.3195761899       -35.3195761899         1.3942737988
        0.1404785000       553.5100424224         3.3708153023         1.6977174153         1.7938216601       534.5791459159       534.9655657787       -34.9655657787         1.4070297842
        0.1454755000       546.9391973422         3.3619835189         1.7002697422         1.8295479445       538.3885889852       535.6914877433       -35.6914877433         1.3942737988
        0.1504767000       541.7764569130         3.3550844856         1.6951650884         1.8576185965       530.7697028466       535.1596610453       -35.1596610453         1.3917226017
        0.1554745000       540.8119975131         3.3537995426         1.6900604347         1.8933448810       523.1508167080       531.2394088405       -31.2394088405         1.3968249959
        0.1604808000       536.0009046933         3.3474078187         1.7002697422         1.9392786752       538.3885889852       531.0148356189       -31.0148356189         1.3891714046
        0.1654730000       525.5707033305         3.3336528602         1.7028220690         1.9622455724       542.1980320545       535.4510085172       -35.4510085172         1.3993761929
        0.1704727000       519.2025037813         3.3253220906         1.6951650884         2.0056274892       530.7697028466       535.9448332952       -35.9448332952         1.4044785871
        0.1754686000       509.7252318256         3.3130165127         1.7104790496         2.0413537736       553.6263612624       538.9345779633       -38.9345779633         1.3917226017
        0.1809546000       507.0213747637         3.3095256769         1.6824034542         2.0719763031       511.7224875000       535.9415080939       -35.9415080939         1.4044785871
        0.1854758000       509.6985102990         3.3129819707         1.6951650884         2.1204619748       530.7697028466       528.9154188687       -28.9154188687         1.4019273900
        0.1905269000       501.7071353757         3.3026900614         1.7002697422         2.1510845043       538.3885889852       531.6233285951       -31.6233285951         1.3891714046
        0.1954709000       492.6360185471         3.2910984940         1.7002697422         2.1919145437       538.3885889852       534.8578973268       -34.8578973268         1.3993761929
        0.2004831000       491.5455894619         3.2897114793         1.6849557810         2.2199851957       515.5319305693       531.0819227154       -31.0819227154         1.3866202076
        0.2054754000       488.8788995341         3.2863251862         1.7002697422         2.2582633576       538.3885889852       529.1112961181       -29.1112961181         1.3993761929
        0.2104713000       484.2845095196         3.2805098554         1.6875081079         2.2939896420       519.3413736386       528.9935294507       -28.9935294507         1.3968249959
        0.2154800000       482.9561754022         3.2788329283         1.6926127616         2.3297159265       526.9602597773       526.2000440774       -26.2000440774         1.3891714046
        0.2204660000       476.0414261319         3.2701350523         1.6977174153         2.3654422109       534.5791459159       528.3848639538       -28.3848639538         1.3993761929
        0.2254688000       468.9336461611         3.2612485604         1.6951650884         2.4037203728       530.7697028466       530.4357647664       -30.4357647664         1.4070297842
        0.2304658000       472.6276549307         3.2658602093         1.6747464736         2.4343429023       500.2941582921       523.3100263178       -23.3100263178         1.3968249959
        0.2354807000       473.3470614724         3.2667600280         1.6951650884         2.4751729416       530.7697028466       519.5912063686       -19.5912063686         1.3917226017
        0.2404621000       470.3039214353         3.2629575287         1.6798511273         2.5032435937       507.9130444307       519.4717577310       -19.4717577310         1.4019273900
        0.2454907000       471.6312074909         3.2646147930         1.6849557810         2.5466255105       515.5319305693       515.7667196782       -15.7667196782         1.3993761929
        0.2504890000       471.4118447990         3.2643407642         1.6798511273         2.5772480400       507.9130444307       513.8331138459       -13.8331138459         1.4044785871
        0.2555018000       461.5447298676         3.2520674703         1.7053743959         2.6180780793       546.0074751238       520.1093919664       -20.1093919664         1.4019273900
        0.2604830000       455.4026867207         3.2444788040         1.6772988005         2.6461487314       504.1036013614       522.4742159591       -22.4742159591         1.4044785871
        0.2655128000       464.6137672046         3.2558739474         1.6721941467         2.6793231383       496.4847152228       511.8696099483       -11.8696099483         1.3917226017
        0.2704817000       470.5030827262         3.2632060836         1.6747464736         2.7099456679       500.2941582921       505.4245443947        -5.4245443947         1.3968249959
        0.2754738000       472.5968670327         3.2658217129         1.6747464736         2.7456719523       500.2941582921       502.9716326792        -2.9716326792         1.4044785871
        0.2804876000       474.7717685044         3.2685436698         1.6721941467         2.7788463592       496.4847152228       500.7808186090        -0.7808186090         1.3993761929
        0.2854654000       476.0321261065         3.2701233893         1.6747464736         2.8171245211       500.2941582921       499.6374643970         0.3625356030         1.3917226017
        0.2904749000       473.4999794996         3.2669513665         1.6798511273         2.8528508056       507.9130444307       501.7727890029        -1.7727890029         1.4095809812
        0.2954677000       474.0693576266         3.2676640223         1.6696418199         2.8860252125       492.6752721535       501.0658342980        -1.0658342980         1.3968249959
        0.3004750000       482.0791274888         3.2777267937         1.6619848393         2.9191996195       481.2469429456       494.3221606654         5.6778393346         1.3968249959
        0.3054666000       486.1687137558         3.2828919097         1.6721941467         2.9549259039       496.4847152228       491.7134097076         8.2865902924         1.3917226017
        0.3104742000       485.8540736105         3.2824938577         1.6696418199         2.9906521883       492.6752721535       493.0839649229         6.9160350771         1.4044785871
        0.3154682000       488.3217092186         3.2856186579         1.6670894930         3.0212747179       488.8658290842       491.9778881217         8.0221118783         1.3917226017
        0.3206307000       490.3276188540         3.2881638376         1.6696418199         3.0467934924       492.6752721535       491.4006426189         8.5993573811         1.4019273900
        0.3254708000       495.4077773509         3.2946302830         1.6594325125         3.0876235318       477.4374998763       488.3673618796        11.6326381204         1.3917226017
        0.3304857000       494.8014193742         3.2938569031         1.6798511273         3.1259016937       507.9130444307       490.4270360189         9.5729639811         1.3993761929
        0.3354787000       486.2142829863         3.2829495687         1.6798511273         3.1539723457       507.9130444307       498.7873492648         1.2126507352         1.3993761929
        0.3405787000       489.9576942182         3.2876941189         1.6594325125         3.1794911203       477.4374998763       495.8650768954         4.1349231046         1.4044785871
        0.3454921000       493.5862904663         3.2923083404         1.6772988005         3.2254249146       504.1036013614       493.4293102808         6.5706897192         1.4019273900
        0.3504803000       485.1473654334         3.2816002043         1.6849557810         3.2585993215       515.5319305693       501.2648677112        -1.2648677112         1.4019273900
        0.3554844000       481.0844251736         3.2764733051         1.6747464736         3.2866699736       500.2941582921       504.4434570485        -4.4434570485         1.3840690105
        0.3604689000       482.7686597011         3.2785963613         1.6747464736         3.3198443806       500.2941582921       502.4596173672        -2.4596173672         1.3917226017
        0.3654638000       485.8348953855         3.2824695989         1.6696418199         3.3453631551       492.6752721535       499.6029303312         0.3970696688         1.4044785871
        0.3704705000       485.4984773643         3.2820441258         1.6798511273         3.3938488269       507.9130444307       499.9334164057         0.0665835943         1.3942737988
        0.3754635000       481.9848020494         3.2776078811         1.6772988005         3.4270232338       504.1036013614       502.8379169642        -2.8379169642         1.3993761929
        0.3804685000       488.5241738970         3.2858753464         1.6594325125         3.4499901310       477.4374998763       497.0683347746         2.9316652254         1.4019273900
        0.3854704000       500.3905701280         3.3010017391         1.6594325125         3.4831645379       477.4374998763       487.6825489987        12.3174510013         1.3993761929
        0.3904700000       495.0780512962         3.2942096809         1.6900604347         3.5137870674       523.1508167080       493.7123416046         6.2876583954         1.4019273900
        0.3954648000       486.7572762084         3.2836368000         1.6721941467         3.5571689842       496.4847152228       501.4125776701        -1.4125776701         1.3917226017
        0.4004731000       493.8067199515         3.2925891301         1.6619848393         3.5826877588       481.2469429456       495.4137959055         4.5862040945         1.3917226017
