% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=70.9225  Kd=2.1653  K_pot=68.073520deg/V
% Vg_offset=1.338363V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005019000      1383.5614456708         5.0000000000         1.3454963091         2.5134511035        10.6473933787         0.1668552439
        0.0054435000      1461.7656120244         5.0000000000         1.3327346748         2.5057954711        -8.3998219678        -0.3542905998
        0.0104446000      1383.6667156642         5.0000000000         1.3378393285         2.5185548584        -0.7809358292         0.5142858064
        0.0154462000      1074.5006548237         4.3135436957         1.4220661148         2.5262104908       124.9306854579         1.0354316502
        0.0204816000       398.8491394947         3.1762934547         1.5777580530         2.5619367752       357.3067126857         3.4674455876
        0.0254373000      -120.1835031401         2.1130669128         1.6926127616         2.5925593047       528.7316508045         5.5520289625
        0.0304465000      -292.5627640578         1.8977727752         1.6849557810         2.6333893441       517.3033215966         8.3314734624
        0.0354382000      -308.5336922683         1.8793831629         1.6517755319         2.6589081187       467.7805616956        10.0686262748
        0.0404736000      -283.1561550413         1.9086420793         1.5981766679         2.6895306482       387.7822572401        12.1532096497
        0.0454324000       228.2594684654         2.9830885282         1.4399324028         2.6895306482       151.5967869431        12.1532096497
        0.0504713000       603.5199120098         3.4399971493         1.3276300211         2.6869787707       -16.0187081064        11.9794943685
        0.0554637000       554.1333474704         3.3716560781         1.3352870017         2.6920825256        -4.5903788985        12.3269249310
        0.0604846000       566.4536711069         3.3883832533         1.3352870017         2.6895306482        -4.5903788985        12.1532096497
        0.0654413000       236.9291875279         2.9926732162         1.4067521537         2.7099456679       102.0740270421        13.5429318997
        0.0704733000      -220.7123769113         1.9823312911         1.5369208233         2.7176013002       296.3556235768        14.0640777434
        0.0755268000      -154.4074542204         2.0661637960         1.4935312668         2.7329125650       231.5950913985        15.1063694309
        0.0804513000      -149.9146896990         2.0721552448         1.4654556714         2.7507757072       189.6912176361        16.3223763996
        0.0854618000      -141.4555106233         2.0835658714         1.4475893834         2.7609832170       163.0251161510        17.0172375245
        0.0904796000       110.0753465889         2.8515481215         1.3735719045         2.7584313396        52.5512671411        16.8435222433
        0.0954421000       431.6670010593         3.2155047302         1.2816881377         2.7533275847       -84.5886833540        16.4960916808
        0.1004612000       221.4846092846         2.9756020677         1.3352870017         2.7609832170        -4.5903788985        17.0172375245
        0.1054476000       122.6062102122         2.8657004367         1.3582579434         2.7660869720        29.6946087252        17.3646680870
        0.1104904000       237.8766174688         2.9937210481         1.3378393285         2.7558794621        -0.7809358292        16.6698069620
        0.1154332000       254.3738956464         3.0119855637         1.3327346748         2.7558794621        -8.3998219678        16.6698069620
        0.1204480000      -203.1623987993         2.0037987475         1.4552463639         2.7686388494       174.4534453589        17.5383833683
        0.1254670000      -165.6750779226         2.0513362676         1.4169614611         2.7865019916       117.3117993193        18.7543903370
        0.1304125000      -124.3266124851         2.1072254927         1.3965428462         2.7916057465        86.8362547649        19.1018208995
        0.1354528000        -4.6687107006         2.4539790621         1.3557056165         2.7941576240        25.8851656559        19.2755361807
        0.1404953000       139.5245683636         2.8846926179         1.3225253674         2.7865019916       -23.6375942450        18.7543903370
        0.1454609000        53.0717629212         2.7859427500         1.3378393285         2.7941576240        -0.7809358292        19.2755361807
        0.1504276000        57.0381774754         2.7905853849         1.3480486360         2.7865019916        14.4568364480        18.7543903370
        0.1554689000        90.0327338307         2.8287321182         1.3378393285         2.7865019916        -0.7809358292        18.7543903370
        0.1604150000       106.5300120083         2.8475291675         1.3327346748         2.7865019916        -8.3998219678        18.7543903370
        0.1654062000        89.9274638372         2.8286116345         1.3454963091         2.7813982367        10.6473933787        18.4069597745
        0.1705238000        90.0327338307         2.8287321182         1.3378393285         2.7865019916        -0.7809358292        18.7543903370
        0.1754541000      -124.3266124851         2.1072254927         1.3965428462         2.7916057465        86.8362547649        19.1018208995
        0.1804221000       -37.6632670558         2.2411796040         1.3659149240         2.7941576240        41.1229379332        19.2755361807
        0.1855375000        81.9946347287         2.8195112576         1.3250776943         2.7967095015       -19.8281511757        19.4492514619
        0.1904333000        44.8231238323         2.7762444846         1.3403916554         2.7941576240         3.0285072401        19.2755361807
        0.1954431000        20.0772065659         2.7467697219         1.3480486360         2.7941576240        14.4568364480        19.2755361807
        0.2004281000        61.3204020100         2.7955830254         1.3352870017         2.7941576240        -4.5903788985        19.2755361807
        0.2054456000       -33.4863125147         2.2483590206         1.3608102703         2.7967095015        33.5040517946        19.4492514619
        0.2104523000         3.6851983817         2.5530993766         1.3454963091         2.7992613789        10.6473933787        19.6229667432
        0.2154581000        98.4919129064         2.8383909670         1.3199730405         2.7967095015       -27.4470373144        19.4492514619
        0.2204361000         7.7568829294         2.6014104905         1.3480486360         2.7967095015        14.4568364480        19.4492514619
        0.2254559000        28.4311156482         2.7567869887         1.3378393285         2.7992613789        -0.7809358292        19.6229667432
        0.2304521000        28.4311156482         2.7567869887         1.3378393285         2.7992613789        -0.7809358292        19.6229667432
        0.2354805000       -12.8120797959         2.3573568343         1.3506009628         2.7992613789        18.2662795173        19.6229667432
        0.2404433000        24.2541611070         2.7517872325         1.3429439823         2.7967095015         6.8379503094        19.4492514619
        0.2454468000        -4.4581707137         2.4564771488         1.3403916554         2.8043651338         3.0285072401        19.9703973057
        0.2504305000        11.9338374705         2.6509706478         1.3429439823         2.7992613789         6.8379503094        19.6229667432
        0.2554317000       -29.0988179867         2.2559830720         1.3403916554         2.8094688888         3.0285072401        20.3178278682
        0.2604255000        77.8176801876         2.8147022510         1.3301823480         2.7941576240       -12.2092650371        19.2755361807
        0.2654332000        36.5744847435         2.7664850382         1.3429439823         2.7941576240         6.8379503094        19.2755361807
        0.2704384000       -25.0271334390         2.2631356077         1.3429439823         2.8069170113         6.8379503094        20.1441125869
        0.2754209000       -33.3810425213         2.2485409469         1.3531532897         2.8018132564        22.0757225866        19.7966820244
        0.2804322000        53.1770329146         2.7860661388         1.3301823480         2.7992613789       -12.2092650371        19.6229667432
        0.2854443000        16.1107920116         2.7005308051         1.3378393285         2.8018132564        -0.7809358292        19.7966820244
        0.2904528000       -41.5244116166         2.2346101204         1.3480486360         2.8069170113        14.4568364480        20.1441125869
        0.2954322000        77.8176801876         2.8147022510         1.3301823480         2.7941576240       -12.2092650371        19.2755361807
        0.3004391000       -33.2757725278         2.2487229221         1.3454963091         2.8069170113        10.6473933787        20.1441125869
        0.3054195000         7.8621529228         2.6026595339         1.3403916554         2.8018132564         3.0285072401        19.7966820244
        0.3104396000        -0.2812161726         2.5060373061         1.3352870017         2.8069170113        -4.5903788985        20.1441125869
        0.3154326000        28.4311156482         2.7567869887         1.3378393285         2.7992613789        -0.7809358292        19.6229667432
        0.3204454000        28.4311156482         2.7567869887         1.3378393285         2.7992613789        -0.7809358292        19.6229667432
        0.3254449000        24.3594311004         2.7519134555         1.3352870017         2.8018132564        -4.5903788985        19.7966820244
        0.3304348000        -0.4917561594         2.5035392193         1.3506009628         2.7967095015        18.2662795173        19.4492514619
        0.3354705000        16.1107920116         2.7005308051         1.3378393285         2.8018132564        -0.7809358292        19.7966820244
        0.3404198000        32.6080701893         2.7617694133         1.3327346748         2.8018132564        -8.3998219678        19.7966820244
        0.3454565000         7.8621529228         2.6026595339         1.3403916554         2.8018132564         3.0285072401        19.7966820244
        0.3504191000         3.7904683751         2.5543484200         1.3378393285         2.8043651338        -0.7809358292        19.9703973057
        0.3554495000        32.6080701893         2.7617694133         1.3327346748         2.8018132564        -8.3998219678        19.7966820244
        0.3604315000         7.8621529228         2.6026595339         1.3403916554         2.8018132564         3.0285072401        19.7966820244
        0.3654555000        36.6797547370         2.7666099881         1.3352870017         2.7992613789        -4.5903788985        19.6229667432
        0.3704300000       -29.0988179867         2.2559830720         1.3403916554         2.8094688888         3.0285072401        20.3178278682
        0.3754412000        -0.3864861660         2.5047882627         1.3429439823         2.8018132564         6.8379503094        19.7966820244
        0.3804469000        -4.4581707137         2.4564771488         1.3403916554         2.8043651338         3.0285072401        19.9703973057
        0.3854350000        65.4973565511         2.8004435709         1.3301823480         2.7967095015       -12.2092650371        19.4492514619
        0.3904451000       -62.0933743420         2.2006544223         1.3506009628         2.8094688888        18.2662795173        20.3178278682
        0.3954333000        24.3594311004         2.7519134555         1.3352870017         2.8018132564        -4.5903788985        19.7966820244
        0.4004204000        16.1107920116         2.7005308051         1.3378393285         2.8018132564        -0.7809358292        19.7966820244
        0.4054522000        -4.4581707137         2.4564771488         1.3403916554         2.8043651338         3.0285072401        19.9703973057
        0.4104363000        57.2487174623         2.7908314511         1.3327346748         2.7967095015        -8.3998219678        19.4492514619
        0.4154486000       -25.0271334390         2.2631356077         1.3429439823         2.8069170113         6.8379503094        20.1441125869
        0.4204252000         7.8621529228         2.6026595339         1.3403916554         2.8018132564         3.0285072401        19.7966820244
        0.4254180000        53.1770329146         2.7860661388         1.3301823480         2.7992613789       -12.2092650371        19.6229667432
        0.4304431000        32.6080701893         2.7617694133         1.3327346748         2.8018132564        -8.3998219678        19.7966820244
        0.4354289000       -16.8837643436         2.3090457203         1.3480486360         2.8018132564        14.4568364480        19.7966820244
        0.4404356000       -99.1596152450         2.1434840041         1.3582579434         2.8120207662        29.6946087252        20.4915431494
        0.4454559000        16.1107920116         2.7005308051         1.3378393285         2.8018132564        -0.7809358292        19.7966820244
        0.4504318000        12.0391074639         2.6522196912         1.3352870017         2.8043651338        -4.5903788985        19.9703973057
        0.4554193000        -0.3864861660         2.5047882627         1.3429439823         2.8018132564         6.8379503094        19.7966820244
        0.4604287000       -29.0988179867         2.2559830720         1.3403916554         2.8094688888         3.0285072401        20.3178278682
        0.4654384000        -4.4581707137         2.4564771488         1.3403916554         2.8043651338         3.0285072401        19.9703973057
        0.4704442000        57.2487174623         2.7908314511         1.3327346748         2.7967095015        -8.3998219678        19.4492514619
        0.4754309000        12.0391074639         2.6522196912         1.3352870017         2.8043651338        -4.5903788985        19.9703973057
        0.4804447000        32.6080701893         2.7617694133         1.3327346748         2.8018132564        -8.3998219678        19.7966820244
        0.4854271000        16.1107920116         2.7005308051         1.3378393285         2.8018132564        -0.7809358292        19.7966820244
