% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=49.8893  Kd=1.6487  K_pot=68.073520deg/V
% Vg_offset=1.338567V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005074000       999.9182087301         4.1444651193         1.3378393285         2.5108992261        -1.0856912748        -0.0068600373
        0.0054970000       997.5323362613         4.1392624279         1.3352870017         2.5134511035        -4.8951343441         0.1668552439
        0.0104935000       873.4280300545         3.8857768103         1.3786765582         2.5185548584        59.8653978342         0.5142858064
        0.0154870000       592.3071958619         3.4241739989         1.4858742862         2.5236586133       219.8620067451         0.8617163689
        0.0204901000       418.5895605945         3.1997674239         1.5318161696         2.5415217556       288.4319819926         2.0777233376
        0.0254863000       408.1691144324         3.1873353869         1.5113975548         2.5593848978       257.9564374381         3.2937303063
        0.0304834000       302.6617951919         3.0658107962         1.5190545354         2.5849036724       269.3847666460         5.0308831188
        0.0354893000       250.6625936626         3.0078730585         1.5190545354         2.6002149371       269.3847666460         6.0731748062
        0.0404966000       181.3303249568         2.9312069115         1.5190545354         2.6206299568       269.3847666460         7.4628970562
        0.0454865000        97.0508615434         2.8367486738         1.5216068622         2.6435968539       273.1942097154         9.0263345873
        0.0504890000        72.5601769606         2.8086314393         1.5139498816         2.6563562412       261.7658805074         9.8949109936
        0.0554871000        39.4029587896         2.7698386631         1.5062929011         2.6716675060       250.3375512995        10.9372026810
        0.0604952000       -44.8765046239         2.2289581621         1.5088452279         2.6946344031       254.1469943688        12.5006402122
        0.0654858000      -103.1563672726         2.1375977336         1.5113975548         2.7099456679       257.9564374381        13.5429318997
        0.0704944000       -26.2795176576         2.2609276009         1.4731126519         2.7150494228       200.8147913985        13.8903624622
        0.0754925000       -66.5943532349         2.1934476516         1.4577986908         2.7380163199       177.9581329827        15.4537999933
        0.0804949000       -53.4010711012         2.2147951086         1.4348277491         2.7507757072       143.6731453589        16.3223763996
        0.0854871000        85.6504298133         2.8237103424         1.3888858657         2.7431200748        75.1031701114        15.8012305558
        0.0904941000       180.4923064997         2.9302786222         1.3327346748         2.7558794621        -8.7045774134        16.6698069620
        0.0954902000       210.3866959150         2.9633407028         1.3276300211         2.7507757072       -16.3234635520        16.3223763996
