% Designation Loop  psi_cmd=+2.000deg  (absolute, NEUTRAL ref)
% Kp=136.9959  Kd=4.0959  K_pot=68.073520deg/V
% Vg_offset=1.337610V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004435000       710.8963953590         3.4823003162         1.3429439823         2.4496541670         0.1389585076        -3.4272180671
        0.0054302000       813.4971828821         3.6247772133         1.3378393285         2.4419985347         0.0059838592        -3.9483639109
        0.0104604000       813.4971828821         3.6247772133         1.3378393285         2.4419985347         0.0059838592        -3.9483639109
        0.0154200000       852.8984362443         3.6862883385         1.3352870017         2.4394466572        -0.0605034650        -4.1220791921
        0.0204188000       711.6840392660         3.4833114686         1.3506009628         2.4445504121         0.3384204803        -3.7746486296
        0.0254108000       813.4971828821         3.6247772133         1.3378393285         2.4419985347         0.0059838592        -3.9483639109
        0.0304286000       821.6924911174         3.6372223571         1.3403916554         2.4394466572         0.0724711834        -4.1220791921
        0.0354016000       853.6860801515         3.6875625808         1.3429439823         2.4343429023         0.1389585076        -4.4695097546
        0.0403898000       554.8666697242         3.2996825930         1.3684672508         2.4496541670         0.8038317499        -3.4272180671
        0.0453916000      -397.7023005544         1.8277938252         1.5165022085         2.4547579220         4.6600965550        -3.0797875047
        0.0505619000     -1667.8442294521         0.0000000000         1.6619848393         2.4955879613         8.4498740360        -0.3003430048
        0.0554005000     -1679.1901133158         0.0000000000         1.6288045902         2.5185548584         7.5855388210         1.2630945264
        0.0604009000     -1847.3533667213         0.0000000000         1.6134906290         2.5466255105         7.1866148757         3.1739626201
        0.0653890000     -2156.7310171051         0.0000000000         1.6134906290         2.5797999174         7.1866148757         5.4322612763
        0.0703863000     -2388.0938046715         0.0000000000         1.6007289948         2.6129743244         6.8541782545         7.6905599324
        0.0753997000     -2342.8601747953         0.0000000000         1.5777580530         2.6231818342         6.2557923365         8.3854210574
        0.0804031000     -2566.0276541264         0.0000000000         1.5675487456         2.6538043638         5.9898430396        10.4700044323
        0.0853947000     -2271.1464632347         0.0000000000         1.5037405742         2.6640118736         4.3276599339        11.1648655573
        0.0903925000      -252.8494951976         1.9836508175         1.2280892737         2.6282855892        -2.8529710826         8.7328516199
        0.0954067000      1202.1651727405         4.4966503565         1.0290077789         2.6027668146        -8.0389823722         6.9956988075
        0.1003970000      1940.2307466661         5.0000000000         0.9549903001         2.5721442851        -9.9671147748         4.9111154325
        0.1053888000      2172.3811781396         5.0000000000         0.9754089149         2.5338661232        -9.4352161810         2.3053862139
        0.1103909000      2561.3489791549         5.0000000000         0.9779612418         2.4904842064        -9.3687288568        -0.6477735672
        0.1153862000      2730.2998764675         5.0000000000         1.0009321835         2.4573097994        -8.7703429387        -2.9060722234
        0.1204085000      2922.2614106717         5.0000000000         1.0162461446         2.4266872699        -8.3714189934        -4.9906555983
        0.1253996000      3146.2165339100         5.0000000000         1.0341124326         2.3909609855        -7.9060077238        -7.4226695357
        0.1303890000      3040.1463015940         5.0000000000         1.0826066429         2.3705459658        -6.6427485635        -8.8123917857
        0.1353888000      1814.1314895011         5.0000000000         1.2714788303         2.3782015982        -1.7226865707        -8.2912459419
        0.1404714000        69.2803632782         2.7782318095         1.5062929011         2.4113760052         4.3941472581        -6.0329472858
        0.1454004000     -1315.9147500778         0.0625731137         1.6900604347         2.4394466572         9.1812346025        -4.1220791921
        0.1504009000     -1757.5238452975         0.0000000000         1.7155837033         2.4700691867         9.8461078447        -2.0374958172
        0.1554091000     -2139.8716258917         0.0000000000         1.7002697422         2.5211067359         9.4471838994         1.4368098077
        0.1603991000     -2418.0433311485         0.0000000000         1.6951650884         2.5542811429         9.3142092509         3.6951084638
        0.1654028000     -2460.5951601392         0.0000000000         1.6670894930         2.5772480400         8.5828486844         5.2585459950
        0.1703870000     -2786.3634269935         0.0000000000         1.6619848393         2.6155262019         8.4498740360         7.8642752137
        0.1753953000     -3065.3227761574         0.0000000000         1.6492232050         2.6538043638         8.1174374148        10.4700044323
        0.1803888000     -2942.8619273709         0.0000000000         1.6058336485         2.6691156285         6.9871529030        11.5122961198
        0.1853971000     -1402.4247322874         0.0000000000         1.3888858657         2.6461487314         1.3357303437         9.9488585886
        0.1903973000        59.9975999789         2.7670676980         1.1846997172         2.6231818342        -3.9832555944         8.3854210574
        0.1953886000      1438.5726929137         5.0000000000         1.0136938178         2.5874555498        -8.4379063176         5.9534071200
        0.2003893000      1676.5555009013         5.0000000000         1.0136938178         2.5619367752        -8.4379063176         4.2162543076
        0.2053786000      1726.5149942201         5.0000000000         1.0366647595         2.5415217556        -7.8395203996         2.8265320576
        0.2103989000      2052.2832610745         5.0000000000         1.0417694132         2.5032435937        -7.7065457511         0.2208028390
        0.2153892000      2283.6460486409         5.0000000000         1.0545310475         2.4700691867        -7.3741091300        -2.0374958172
        0.2203861000      2546.2147813342         5.0000000000         1.0621880280         2.4368947797        -7.1746471573        -4.2957944734
        0.2254013000      2556.7730212908         5.0000000000         1.0877112966         2.4190316375        -6.5097739150        -5.5118014421
        0.2303975000      2584.5095216251         5.0000000000         1.1259961995         2.3909609855        -5.5124640516        -7.4226695357
        0.2354000000       932.4885868759         3.8249719043         1.3378393285         2.4292391474         0.0059838592        -4.8169403171
        0.2403881000      -498.7278002634         1.7186402016         1.5369208233         2.4522060445         5.1919951489        -3.2535027859
        0.2455991000     -1790.3050782386         0.0000000000         1.7053743959         2.4802766965         9.5801585478        -1.3426346922
        0.2504027000     -1888.6487770620         0.0000000000         1.6747464736         2.5108992261         8.7823106571         0.7419486827
        0.2554014000     -2301.4148588760         0.0000000000         1.6721941467         2.5568330203         8.7158233329         3.8688237451
        0.2603869000     -2390.7756055571         0.0000000000         1.6517755319         2.5797999174         8.1839247391         5.4322612763
        0.2654136000     -2795.3463791358         0.0000000000         1.6517755319         2.6231818342         8.1839247391         8.3854210574
        0.2703814000     -2939.7113517426         0.0000000000         1.6364615707         2.6487006088         7.7850007937        10.1225738698
        0.2754089000     -3116.0699133833         0.0000000000         1.6185952828         2.6793231383         7.3195895241        12.2071572448
        0.2803890000     -2184.9362921821         0.0000000000         1.4935312668         2.6614599961         4.0617106370        10.9911502760
        0.2853885000      -809.5117748756         1.3099933018         1.2918974451         2.6461487314        -1.1907879769         9.9488585886
        0.2903873000       599.4816192792         3.3489216325         1.1081299115         2.6155262019        -5.9778753212         7.8642752137
        0.2953988000      1508.3922474958         5.0000000000         0.9983798566         2.5900074273        -8.8368302630         6.1271224012
        0.3003968000      1834.9481582573         5.0000000000         1.0111414909         2.5466255105        -8.5043936418         3.1739626201
        0.3053990000      1884.9076515761         5.0000000000         1.0341124326         2.5262104908        -7.9060077238         1.7842403702
        0.3103867000      2289.4784251549         5.0000000000         1.0341124326         2.4828285740        -7.9060077238        -1.1689194110
        0.3155298000      2481.4399593591         5.0000000000         1.0494263938         2.4522060445        -7.5070837784        -3.2535027859
        0.3203952000      2562.6053978048         5.0000000000         1.0672926818         2.4317910248        -7.0416725088        -4.6432250358
        0.3253818000      2683.9597335198         5.0000000000         1.0902636235         2.4037203728        -6.4432865908        -6.5540931295
        0.3303872000      1980.2506803496         5.0000000000         1.1898043709         2.4139278826        -3.8502809460        -5.8592320045
        0.3354437000       283.7837596313         3.0177192245         1.4322754222         2.4368947797         2.4660148556        -4.2957944734
        0.3404001000     -1046.4071277990         0.8463162499         1.6109383022         2.4624135543         7.1201275514        -2.5586416609
        0.3453979000     -2129.3133859351         0.0000000000         1.7257930107         2.5032435937        10.1120571416         0.2208028390
        0.3503877000     -2338.4531805170         0.0000000000         1.6977174153         2.5440736330         9.3806965751         3.0002473389
        0.3553785000     -2482.8181531237         0.0000000000         1.6824034542         2.5695924076         8.9817726298         4.7374001513
        0.3604053000     -2785.5757830864         0.0000000000         1.6696418199         2.6104224470         8.6493360086         7.5168446512
        0.3653893000     -3103.1487417055         0.0000000000         1.6670894930         2.6461487314         8.5828486844         9.9488585886
        0.3704172000     -3303.3055841450         0.0000000000         1.6492232050         2.6793231383         8.1174374148        12.2071572448
        0.3753786000     -3345.8574131355         0.0000000000         1.6211476096         2.7022900355         7.3860768483        13.7705947759
        0.3804056000     -2220.0804568445         0.0000000000         1.4603510177         2.6869787707         3.1973754221        12.7283030885
        0.3853952000      -795.4840901263         1.3323800001         1.2740311571         2.6563562412        -1.6561992465        10.6437197136
        0.3903988000       620.9169683566         3.3732911259         1.0851589698         2.6282855892        -6.5762612393         8.7328516199
        0.3954036000      1475.6110145547         5.0000000000         0.9881705492         2.6002149371        -9.1027795599         6.8219835262
        0.4004056000      1817.7698978796         5.0000000000         0.9983798566         2.5568330203        -8.8368302630         3.8688237451
        0.4053985000      1859.5340829631         5.0000000000         1.0187984715         2.5389698781        -8.3049316692         2.6528167764
        0.4103969000      2279.7078291054         5.0000000000         1.0162461446         2.4955879613        -8.3714189934        -0.3003430048
        0.4153790000      2322.2596580960         5.0000000000         1.0443217401         2.4726210642        -7.6400584269        -1.8637805359
        0.4204426000      2593.0236990246         5.0000000000         1.0545310475         2.4368947797        -7.3741091300        -4.2957944734
        0.4254022000      2651.1785005787         5.0000000000         1.0800543160         2.4139278826        -6.7092358877        -5.8592320045
        0.4304044000      1955.6647556438         5.0000000000         1.1821473903         2.4215835150        -4.0497429186        -5.3380861608
        0.4353894000       416.0152044672         3.1543073933         1.4067521537         2.4394466572         1.8011416133        -4.1220791921
        0.4404092000      -969.1799088887         1.0170884251         1.5905196873         2.4675173092         6.5882289576        -2.2112110984
        0.4453959000     -2098.8950847153         0.0000000000         1.7130313764         2.5083473486         9.7796205205         0.5682334015
        0.4503777000     -2087.2303316873         0.0000000000         1.6721941467         2.5338661232         8.7158233329         2.3053862139
        0.4553901000     -2373.5973451794         0.0000000000         1.6645371662         2.5695924076         8.5163613602         4.7374001513
        0.4603953000     -2683.7626394703         0.0000000000         1.6568801856         2.6078705695         8.3168993875         7.3431293699
        0.4654077000     -2883.1318380027         0.0000000000         1.6466708782         2.6359412215         8.0509500906         9.2539974636
        0.4704064000     -3177.6941597301         0.0000000000         1.6364615707         2.6742193834         7.7850007937        11.8597266823
        0.4753990000     -3102.0422286341         0.0000000000         1.6007289948         2.6895306482         6.8541782545        12.9020183697
        0.4803956000     -2014.8788817981         0.0000000000         1.4501417102         2.6716675060         2.9314261252        11.6860114010
        0.4853794000      -630.4714123493         1.5641196244         1.2587171960         2.6487006088        -2.0551231918        10.1225738698
        0.4904081000       739.1207284433         3.5192589085         1.0775019892         2.6206299568        -6.7757232119         8.2117057762
        0.4953963000      1720.2138429633         5.0000000000         0.9754089149         2.5823517949        -9.4352161810         5.6059765575
        0.5003928000      1810.3622335514         5.0000000000         1.0034845104         2.5542811429        -8.7038556145         3.6951084638
        0.5053882000      1954.7272061581         5.0000000000         1.0187984715         2.5287623683        -8.3049316692         1.9579556514
        0.5104057000      2225.4912470868         5.0000000000         1.0290077789         2.4930360838        -8.0389823722        -0.4740582860
        0.5153948000      2496.2552880154         5.0000000000         1.0392170863         2.4573097994        -7.7730330753        -2.9060722234
        0.5204025000      2664.4185414209         5.0000000000         1.0545310475         2.4292391474        -7.3741091300        -4.8169403171
        0.5254991000      2778.3652128078         5.0000000000         1.0826066429         2.3986166179        -6.6427485635        -6.9015236920
        0.5304638000      1753.6137562258         5.0000000000         1.2229846200         2.4164797601        -2.9859457310        -5.6855167233
        0.5353965000       149.9770269812         2.8721959428         1.4424847297         2.4445504121         2.7319641525        -3.7746486296
        0.5404218000     -1117.8019701953         0.6688087567         1.6109383022         2.4700691867         7.1201275514        -2.0374958172
        0.5453958000     -2067.6891395884         0.0000000000         1.7079267227         2.5083473486         9.6466458721         0.5682334015
        0.5503858000     -2158.6251740836         0.0000000000         1.6721941467         2.5415217556         8.7158233329         2.8265320576
        0.5553954000     -2318.5931192537         0.0000000000         1.6594325125         2.5670405302         8.3833867117         4.5636848701
        0.5603989000     -2755.1574818666         0.0000000000         1.6568801856         2.6155262019         8.3168993875         7.8642752137
        0.5653998000     -2781.3186943866         0.0000000000         1.6339092439         2.6333893441         7.7185134695         9.0802821824
        0.5703891000     -3146.4882146031         0.0000000000         1.6313569170         2.6742193834         7.6520261452        11.8597266823
        0.5754018000     -3157.0464545597         0.0000000000         1.6058336485         2.6920825256         6.9871529030        13.0757336510
        0.5803913000     -2023.0741900334         0.0000000000         1.4475893834         2.6742193834         2.8649388009        11.8597266823
        0.5854276000      -716.6815834019         1.4497378392         1.2689265034         2.6512524863        -1.7891738949        10.2962891511
        0.5903830000       716.1100915516         3.4890144525         1.0851589698         2.6180780793        -6.5762612393         8.0379904949
        0.5953891000      1617.6130554401         5.0000000000         0.9805135686         2.5900074273        -9.3022415326         6.1271224012
        0.6003763000      1865.3664594771         5.0000000000         0.9983798566         2.5517292654        -8.8368302630         3.5213931826
        0.6054008000      2096.7292470435         5.0000000000         1.0111414909         2.5185548584        -8.5043936418         1.2630945264
        0.6103922000      2374.9009523004         5.0000000000         1.0162461446         2.4853804515        -8.3714189934        -0.9952041297
        0.6154145000      2551.2595139412         5.0000000000         1.0341124326         2.4547579220        -7.9060077238        -3.0797875047
        0.6203778000      2601.2190072600         5.0000000000         1.0570833743         2.4343429023        -7.3076218058        -4.4695097546
        0.6253994000      2809.5711579347         5.0000000000         1.0775019892         2.3986166179        -6.7757232119        -6.9015236920
        0.6303936000      2051.6455227458         5.0000000000         1.1898043709         2.4062722502        -3.8502809460        -6.3803778483
        0.6354327000       307.5820404301         3.0426132704         1.4322754222         2.4343429023         2.4660148556        -4.4695097546
        0.6403826000     -1108.8190180529         0.6922443437         1.6211476096         2.4624135543         7.3860768483        -2.5586416609
        0.6454259000     -2011.1096258484         0.0000000000         1.7181360302         2.4955879613         9.9125951690        -0.3003430048
        0.6503931000     -2157.0498862693         0.0000000000         1.6875081079         2.5313142457         9.1147472782         2.1316709326
        0.6554093000     -2404.0156463993         0.0000000000         1.6772988005         2.5644886527         8.8487979813         4.3899695888
        0.6604114000     -2714.1809406901         0.0000000000         1.6696418199         2.6027668146         8.6493360086         6.9956988075
        0.6654291000     -3000.5479541822         0.0000000000         1.6619848393         2.6384930990         8.4498740360         9.4277127449
        0.6704245000     -2979.9002490119         0.0000000000         1.6313569170         2.6563562412         7.6520261452        10.6437197136
        0.6754082000     -3085.6516121635         0.0000000000         1.6058336485         2.6844268933         6.9871529030        12.5545878072
        0.6804148000     -1975.4776284359         0.0000000000         1.4475893834         2.6691156285         2.8649388009        11.5122961198
        0.6854044000      -669.0850218044         1.5144825094         1.2689265034         2.6461487314        -1.7891738949         9.9488585886
        0.6903940000       841.7215159664         3.6684002529         1.0723973355         2.6129743244        -6.9086978604         7.6905599324
        0.6954237000      1783.4133771242         5.0000000000         0.9728565881         2.5772480400        -9.5017035052         5.2585459950
        0.7004074000      1755.3580076258         5.0000000000         1.0085891641         2.5568330203        -8.5708809661         3.8688237451
        0.7054009000      2081.1262744801         5.0000000000         1.0136938178         2.5185548584        -8.4379063176         1.2630945264
        0.7103940000      2422.4975138979         5.0000000000         1.0162461446         2.4802766965        -8.3714189934        -1.3426346922
        0.7153924000      2543.8518496129         5.0000000000         1.0392170863         2.4522060445        -7.7730330753        -3.2535027859
        0.7203936000      2609.4143154952         5.0000000000         1.0596357012         2.4317910248        -7.2411344815        -4.6432250358
        0.7254063000      2778.3652128078         5.0000000000         1.0826066429         2.3986166179        -6.6427485635        -6.9015236920
        0.7304426000      1754.4014001328         5.0000000000         1.2306416006         2.4113760052        -2.7864837583        -6.0329472858
        0.7354396000       126.9663900895         2.8459454718         1.4501417102         2.4419985347         2.9314261252        -3.9483639109
        0.7403926000     -1297.6299766287         0.1261696259         1.6364615707         2.4726210642         7.7850007937        -1.8637805359
        0.7454142000     -2027.5002423190         0.0000000000         1.7130313764         2.5006917162         9.7796205205         0.0470875577
        0.7504006000     -2339.2408244241         0.0000000000         1.6900604347         2.5491773879         9.1812346025         3.3476779013
        0.7554291000     -2499.2087695943         0.0000000000         1.6772988005         2.5746961625         8.8487979813         5.0848307138
        0.7604135000     -2778.1681187582         0.0000000000         1.6645371662         2.6129743244         8.5163613602         7.6905599324
        0.7654293000     -2906.9301188014         0.0000000000         1.6466708782         2.6384930990         8.0509500906         9.4277127449
        0.7704100000     -3185.1018240583         0.0000000000         1.6415662245         2.6716675060         7.9179754422        11.6860114010
        0.7754024000     -3354.0527213708         0.0000000000         1.6185952828         2.7048419129         7.3195895241        13.9443100572
        0.7804250000     -2329.3012647888         0.0000000000         1.4782173056         2.6869787707         3.6627866916        12.7283030885
        0.7853885000      -968.6920761387         1.0181017130         1.2867927914         2.6665637511        -1.3237626254        11.3385808385
        0.7904277000       472.2949070501         3.2123218439         1.1055775846         2.6308374666        -6.0443626454         8.9065669011
        0.7954005000      1552.8382334650         5.0000000000         0.9677519344         2.6053186920        -9.6346781537         7.1694140887
        0.8003937000      1800.5916375020         5.0000000000         0.9856182224         2.5670405302        -9.1692668841         4.5636848701
        0.8053884000      2040.1497333037         5.0000000000         1.0009321835         2.5313142457        -8.7703429387         2.1316709326
        0.8103921000      2278.9201851983         5.0000000000         1.0085891641         2.5006917162        -8.5708809661         0.0470875577
        0.8153990000      2597.2807877244         5.0000000000         1.0187984715         2.4598616769        -8.3049316692        -2.7323569422
        0.8203940000      2592.2360551175         5.0000000000         1.0468740669         2.4419985347        -7.5735711027        -3.9483639109
        0.8253882000      2792.3928975570         5.0000000000         1.0647403549         2.4088241277        -7.1081598331        -6.2066625670
        0.8303938000      2348.8896453589         5.0000000000         1.1489671412         2.4011684953        -4.9140781336        -6.7278084108
        0.8353831000       650.8474368264         3.4082460855         1.3761242314         2.4343429023         1.0032937226        -4.4695097546
        0.8403988000      -553.7320261891         1.6564484648         1.5420254771         2.4547579220         5.3249697973        -3.0797875047
        0.8453963000     -1831.2816194150         0.0000000000         1.6926127616         2.4930360838         9.2477219267        -0.4740582860
        0.8504143000     -1905.8270374397         0.0000000000         1.6619848393         2.5211067359         8.4498740360         1.4368098077
