% Designation Loop  psi_cmd=+0.000deg  (absolute, NEUTRAL ref)
% Kp=90.4059  Kd=2.5786  K_pot=68.073520deg/V
% Vg_offset=1.337380V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005015000     -5399.6879451941         0.0000000000         1.3327346748         3.3912969494        -6.9331863861        59.9249119916
        0.0054990000     -5323.1042196521         0.0000000000         1.3250776943         3.3836413170       -18.3615155941        59.4037661479
        0.0104490000     -4816.2482593862         0.0000000000         1.1974613514         3.3810894396      -208.8336690594        59.2300508666
        0.0154627000     -4201.4585359454         0.0000000000         1.0826066429         3.3530187875      -380.2586071782        57.3191827730
        0.0204357000     -3574.9050813339         0.0000000000         0.9728565881         3.3198443806      -544.0646591584        55.0608841168
        0.0255010000     -3152.6943677668         0.0000000000         0.9243623778         3.2815662187      -616.4440774753        52.4551548981
        0.0304695000     -2589.0799342865         0.0000000000         0.8554495527         3.2330805470      -719.2990403466        49.1545645545
        0.0354474000     -1962.6459526075         0.0000000000         0.7865367276         3.1743873654      -822.1540032179        45.1591130859
        0.0404316000     -1632.7835880984         0.0000000000         0.7661181127         3.1335573261      -852.6295477723        42.3796685860
        0.0454450000     -1018.1730740564         0.7123909011         0.7125192487         3.0672085121      -932.6278522278        37.8630712737
        0.0504470000      -476.2648661436         1.6805905849         0.6818913264         2.9983078207      -978.3411690595        33.1727586801
        0.0554329000      -240.7512968650         1.9582977215         0.7023099413         2.9472702715      -947.8656245050        29.6984530553
        0.0604429000       120.4013688110         2.8632159526         0.7227285561         2.8758177027      -917.3900799505        24.8344251805
        0.0654497000       448.2035506812         3.2356327115         0.7354901904         2.8145726437      -898.3428646040        20.6652584306
        0.0704427000       577.6045935586         3.4037037090         0.7916413813         2.7584313396      -814.5351170792        16.8435222433
        0.0754463000       575.4846744534         3.4007776692         0.8452402453         2.7252569326      -734.5368126238        14.5852235871
        0.0804380000       229.5590040969         2.9845248400         0.9881705492         2.6920825256      -521.2080007426        12.3269249310
        0.0854423000      -361.7629934689         1.8181271719         1.1336531800         2.6971862806      -304.0697457921        12.6743554935
        0.0904260000      -752.8028788019         1.2609152630         1.2638218497         2.6793231383      -109.7881492574        11.4583485248
        0.0954328000      -803.9184322961         1.1656169040         1.2893451183         2.6716675060       -71.6937185644        10.9372026810
        0.1004419000      -701.8067982402         1.3502872241         1.2791358108         2.6614599961       -86.9314908416        10.2423415560
        0.1054489000      -338.4147405265         1.8450487928         1.2051183320         2.6487006088      -197.4053398515         9.3737651498
        0.1104348000       323.5493805297         3.0893550692         1.0698450086         2.6257337117      -399.3058225248         7.8103276186
        0.1154434000       382.3680363831         3.1569357500         1.0953682772         2.6002149371      -361.2113918317         6.0731748062
        0.1204319000       515.8297080720         3.3209301883         1.1055775846         2.5721442851      -345.9736195545         4.1623067125
        0.1254432000       230.9620856066         2.9860757251         1.1795950634         2.5721442851      -235.4997705446         4.1623067125
        0.1304578000      -230.7796596829         1.9701998363         1.3199730405         2.5593848978       -25.9804017327         3.2937303063
        0.1354676000      -547.0570562476         1.5872772347         1.3939905194         2.5644886527        84.4934472772         3.6411608688
        0.1404708000      -366.3015140108         1.8128716309         1.3429439823         2.5670405302         8.3045858911         3.8148761501
        0.1454361000      -342.7143152031         1.8401023639         1.3327346748         2.5695924076        -6.9331863861         3.9885914313
        0.1504425000      -268.0712993675         1.9261618310         1.3174207137         2.5670405302       -29.7898448020         3.8148761501
        0.1554542000       317.3090961466         3.0823003192         1.1898043709         2.5517292654      -220.2619982673         2.7725844626
        0.1604338000       289.7807414600         3.0513815138         1.2051183320         2.5466255105      -197.4053398515         2.4251539001
        0.1654276000       272.0156717714         3.0315732957         1.2382985811         2.5287623683      -147.8825799505         1.2091469314
        0.1704329000       238.6054514995         2.9945271842         1.2510602154         2.5262104908      -128.8353646040         1.0354316502
        0.1754418000        63.7317748480         2.7983907270         1.3046590794         2.5211067359       -48.8370601485         0.6880010877
        0.1804271000      -439.1830295389         1.7265623569         1.4271707685         2.5262104908       134.0162071782         1.0354316502
        0.1854344000      -181.8437617601         2.0305186627         1.3684672508         2.5211067359        46.3990165842         0.6880010877
        0.1907063000      -134.6693641449         2.0928476708         1.3480486360         2.5262104908        15.9234720297         1.0354316502
        0.1954605000       -77.6719450653         2.1760333318         1.3250776943         2.5313142457       -18.3615155941         1.3828622126
        0.2004384000      -162.1379823652         2.0559611590         1.3429439823         2.5338661232         8.3045858911         1.5565774939
        0.2054469000       -46.2621709659         2.2266355707         1.3250776943         2.5262104908       -18.3615155941         1.0354316502
        0.2104401000       289.6612685274         3.0512479641         1.2459555617         2.5211067359      -136.4542507426         0.6880010877
        0.2154419000       126.6110595129         2.8702074122         1.2842404646         2.5236586133       -79.3126047030         0.8617163689
        0.2204338000       106.9052801180         2.8479548945         1.3097637331         2.5108992261       -41.2181740099        -0.0068600373
        0.2254340000        14.5569310600         2.6820940248         1.3378393285         2.5083473486         0.6856997525        -0.1805753185
        0.2304462000       -38.4395956743         2.2398535912         1.3352870017         2.5185548584        -3.1237433168         0.5142858064
        0.2354588000        49.9078610383         2.7822298491         1.3327346748         2.5057954711        -6.9331863861        -0.3542905998
        0.2404341000        53.8490169173         2.7868535606         1.3276300211         2.5083473486       -14.5520725247        -0.1805753185
        0.2454778000       -18.8532892119         2.2856770288         1.3506009628         2.5057954711        19.7329150990        -0.3542905998
        0.2504349000        59.7308825027         2.7937296984         1.3301823480         2.5057954711       -10.7426294554        -0.3542905998
        0.2554734000        75.4357695524         2.8119543636         1.3301823480         2.5032435937       -10.7426294554        -0.5280058810
        0.2604272000        -5.0891118686         2.4489909426         1.3429439823         2.5083473486         8.3045858911        -0.1805753185
        0.2654440000       -30.6170203826         2.2533352330         1.3454963091         2.5108992261        12.1140289604        -0.0068600373
        0.2704234000       -71.8498159462         2.1851296060         1.3480486360         2.5160029810        15.9234720297         0.3405705252
        0.2754421000        18.4980869390         2.7288563976         1.3327346748         2.5108992261        -6.9331863861        -0.0068600373
        0.2804445000        59.7308825027         2.7937296984         1.3301823480         2.5057954711       -10.7426294554        -0.3542905998
        0.2854356000       -20.7939989183         2.2706520627         1.3429439823         2.5108992261         8.3045858911        -0.0068600373
        0.2904385000        18.4980869390         2.7288563976         1.3327346748         2.5108992261        -6.9331863861        -0.0068600373
        0.2954204000        28.3211084034         2.7566555356         1.3301823480         2.5108992261       -10.7426294554        -0.0068600373
        0.3004307000       -10.9709774539         2.3792017743         1.3403916554         2.5108992261         4.4951428218        -0.0068600373
        0.3055128000       -20.7939989183         2.2706520627         1.3429439823         2.5108992261         8.3045858911        -0.0068600373
        0.3104313000       -30.6170203826         2.2533352330         1.3454963091         2.5108992261        12.1140289604        -0.0068600373
        0.3155129000        40.0848395740         2.7706460277         1.3352870017         2.5057954711        -3.1237433168        -0.3542905998
        0.3204444000       -62.0267944819         2.2007616102         1.3454963091         2.5160029810        12.1140289604         0.3405705252
        0.3254986000       -67.9086600672         2.1913577581         1.3429439823         2.5185548584         8.3045858911         0.5142858064
