% Designation Loop  psi_cmd=-2.000deg  (absolute, NEUTRAL ref)
% Kp=22.5158  Kd=1.0137  K_pot=68.073520deg/V
% Vg_offset=1.337712V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004412000       -42.4231487152         2.2444198879         1.3352870017         2.5006917162        -0.0631629580         0.0470875577
        0.0054224000       -42.4231487152         2.2444198879         1.3352870017         2.5006917162        -0.0631629580         0.0470875577
        0.0104138000       -42.3734859525         2.2444902517         1.3378393285         2.4981398388         0.0033243662        -0.1266277235
        0.0154082000       -19.0544836794         2.2871747926         1.3301823480         2.4904842064        -0.1961376065        -0.6477735672
        0.0203762000       -57.9194874679         2.2227194248         1.3429439823         2.5032435937         0.1362990147         0.2208028390
        0.0254127000       -42.4231487152         2.2444198879         1.3352870017         2.5006917162        -0.0631629580         0.0470875577
        0.0304116000       -57.9691502306         2.2226506835         1.3403916554         2.5057954711         0.0698116904         0.3945181202
        0.0354007000       -50.2458122356         2.2334022700         1.3352870017         2.5057954711        -0.0631629580         0.3945181202
        0.0404078000       -38.5118169550         2.2499779154         1.3352870017         2.4981398388        -0.0631629580        -0.1266277235
        0.0454178000       -30.7884789600         2.2610511580         1.3301823480         2.4981398388        -0.1961376065        -0.1266277235
        0.0503887000        -3.6078076894         2.4576031260         1.3199730405         2.4904842064        -0.4620869034        -0.6477735672
        0.0554078000       -15.2921402073         2.3286859843         1.3225253674         2.4955879613        -0.3955995791        -0.3003430048
        0.0604028000        -7.4694766869         2.4149960427         1.3225253674         2.4904842064        -0.3955995791        -0.6477735672
        0.0653989000       -15.1928146819         2.3297818760         1.3276300211         2.4904842064        -0.2626249307        -0.6477735672
        0.0703962000       -26.8274844371         2.2667816434         1.3327346748         2.4930360838        -0.1296502822        -0.4740582860
        0.0753924000       -30.7388161973         2.2611227889         1.3327346748         2.4955879613        -0.1296502822        -0.3003430048
