% Designation Loop  psi_cmd=+10.000deg  (absolute, NEUTRAL ref)
% Kp=85.3137  Kd=2.4753  K_pot=68.073520deg/V
% Vg_offset=1.338988V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0004834000       863.3558872278         3.8666435586         1.3403916554         2.5083473486         2.0951936881        -0.1805753185
        0.0054864000       785.2158944929         3.7251943547         1.3454963091         2.5185548584         9.7140798267         0.5142858064
        0.0105325000       906.4644500876         3.9500222008         1.3327346748         2.5057954711        -9.3331355198        -0.3542905998
        0.0154450000       265.2451787327         3.0240475811         1.4782173056         2.5236586133       207.8051194307         0.8617163689
        0.0204531000       -59.4121795195         2.2049845136         1.5420254771         2.5389698781       303.0411961634         1.9040080564
        0.0254785000        73.9337633878         2.8102194612         1.4858742862         2.5517292654       219.2334486386         2.7725844626
        0.0304368000       112.9854475907         2.8548419204         1.4552463639         2.5644886527       173.5201318069         3.6411608688
        0.0354600000       166.8574170421         2.9151559119         1.4246184417         2.5746961625       127.8068149753         4.3360219938
        0.0404355000       255.7608163685         3.0135230551         1.3965428462         2.5772480400        85.9029412129         4.5097372750
        0.0454502000       209.9476677374         2.9628556313         1.3888858657         2.5900074273        74.4746120050         5.3783136812
        0.0504303000      -168.5816599662         2.0475554593         1.4833219594         2.5951111822       215.4240055693         5.7257442437
        0.0554621000       -68.9148540482         2.1897621842         1.4322754222         2.6104224470       139.2351441832         6.7680359312
        0.0604506000      -106.6508696945         2.1324921127         1.4144091342         2.6282855892       112.5690426980         7.9840428999
        0.0654370000        11.8931001289         2.6504872935         1.3863335388         2.6257337117        70.6651689356         7.8103276186
        0.0704419000       110.2259253257         2.8517186647         1.3557056165         2.6282855892        24.9518521040         7.9840428999
        0.0754504000       146.5913359219         2.8925918141         1.3378393285         2.6333893441        -1.7142493812         8.3314734624
        0.0804351000       122.3416248030         2.8654024156         1.3403916554         2.6359412215         2.0951936881         8.5051887436
        0.0854467000       180.2704729113         2.9300328727         1.3327346748         2.6308374666        -9.3331355198         8.1577581811
        0.0904292000       166.8024805484         2.9150948989         1.3403916554         2.6282855892         2.0951936881         7.9840428999
