% Designation Loop  psi_cmd=+10.000deg  (absolute, NEUTRAL ref)
% Kp=57.6403  Kd=1.7943  K_pot=68.073520deg/V
% Vg_offset=1.337763V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004317000       411.8381486308         3.1500215846         1.3608102703         2.5262104908         0.6003805378         1.7842403702
        0.0054086000       456.0267379592         3.1954783841         1.3480486360         2.5236586133         0.2679439166         1.6105250889
        0.0104083000       459.6839606621         3.1992581049         1.3429439823         2.5262104908         0.1349692682         1.7842403702
        0.0153793000       513.8855592967         3.2558484188         1.3301823480         2.5211067359        -0.1974673530         1.4368098077
        0.0204356000       496.5581045849         3.2376187047         1.3403916554         2.5185548584         0.0684819440         1.2630945264
        0.0254401000       439.1786126487         3.1781079169         1.3506009628         2.5262104908         0.3344312409         1.7842403702
        0.0304100000       363.0336777971         3.0999427136         1.3939905194         2.5160029810         1.4647157527         1.0893792452
        0.0354715000       -17.3361714474         2.3061335052         1.4986359205         2.5415217556         4.1906960460         2.8265320576
        0.0404171000       -50.5530926674         2.2329721345         1.4960835936         2.5517292654         4.1242087218         3.5213931826
        0.0453900000       -83.2906844862         2.1882416224         1.4858742862         2.5670405302         3.8582594249         4.5636848701
        0.0503916000       -65.4839003733         2.2123068141         1.4680079982         2.5746961625         3.3928481553         5.0848307138
        0.0554115000       -88.2084828861         2.1817020353         1.4577986908         2.5874555498         3.1268988584         5.9534071200
        0.0603924000      -110.4537359976         2.1526671307         1.4399324028         2.6053186920         2.6614875888         7.1694140887
        0.0653933000      -187.3799171449         2.0582855432         1.4424847297         2.6231818342         2.7279749130         8.3854210574
        0.0703810000      -190.0784810454         2.0551203837         1.4322754222         2.6308374666         2.4620256161         8.9065669011
        0.0754076000      -185.9419289414         2.0599757138         1.4195137880         2.6384930990         2.1295889950         9.4277127449
        0.0803912000      -131.2610009057         2.1262716248         1.3990951731         2.6384930990         1.5976904012         9.4277127449
        0.0853970000       -79.7579661716         2.1929673688         1.3761242314         2.6410449765         0.9993044831         9.6014280261
        0.0903861000       -89.2916460765         2.1802676971         1.3684672508         2.6487006088         0.7998425104        10.1225738698
        0.0953774000       -91.9902099770         2.1767035939         1.3582579434         2.6563562412         0.5338932135        10.6437197136
        0.1003970000       -37.3092819412         2.2516934096         1.3378393285         2.6563562412         0.0019946197        10.6437197136
        0.1054147000       -30.4741659368         2.2615045990         1.3352870017         2.6563562412        -0.0644927045        10.6437197136
        0.1103850000        53.7664606162         2.7595306539         1.3225253674         2.6435968539        -0.3969293256         9.7751433073
        0.1153815000         6.3999779861         2.5680223667         1.3327346748         2.6487006088        -0.1309800287        10.1225738698
        0.1203753000       -13.6260406262         2.3470686172         1.3327346748         2.6538043638        -0.1309800287        10.4700044323
        0.1253963000        30.0832193011         2.7305641381         1.3276300211         2.6461487314        -0.2639546772         9.9488585886
        0.1303879000       -40.9665046440         2.2464859167         1.3429439823         2.6538043638         0.1349692682        10.4700044323
        0.1354054000       -24.1183793335         2.2707213681         1.3403916554         2.6512524863         0.0684819440        10.2962891511
        0.1403676000        43.2741219089         2.7467604981         1.3301823480         2.6410449765        -0.1974673530         9.6014280261
        0.1456288000        50.1092379134         2.7550907461         1.3276300211         2.6410449765        -0.2639546772         9.6014280261
        0.1505159000        -7.2702540229         2.4171941328         1.3378393285         2.6487006088         0.0019946197        10.1225738698
        0.1554388000        29.6038899000         2.7299726009         1.3352870017         2.6410449765        -0.0644927045         9.6014280261
