% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=29.5203  Kd=1.0288  K_pot=68.073520deg/V
% Vg_offset=1.339077V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005418000       578.0418604527         3.4043080428         1.3506009628         2.5083473486        17.1996354579        -0.1805753185
        0.0054857000       593.7182106774         3.4261550046         1.3403916554         2.5083473486         1.9618631807        -0.1805753185
        0.0104784000       516.8374694553         3.3222409862         1.3837812120         2.5134511035        66.7223953589         0.1668552439
        0.0154840000       432.1185531209         3.2160509083         1.4322754222         2.5185548584       139.1018136757         0.5142858064
        0.0204691000       388.3834933236         3.1639770175         1.4373800759         2.5364180006       146.7206998144         1.7302927751
        0.0254865000       389.5925321510         3.1653955264         1.4399324028         2.5338661232       150.5301428837         1.5565774939
        0.0304829000       340.4373748961         3.1085465464         1.4552463639         2.5466255105       173.3868012995         2.4251539001
        0.0354800000       319.9248693619         3.0852552245         1.4552463639         2.5568330203       173.3868012995         3.1200150251
        0.0404777000       255.3853329564         3.0131067717         1.4705603251         2.5772480400       196.2434597154         4.5097372750
        0.0454829000       228.2436911372         2.9830710910         1.4782173056         2.5849036724       207.6717889233         5.0308831188
        0.0504769000       206.8141178495         2.9593932759         1.4654556714         2.6053186920       188.6245735767         6.4206053687
        0.0554800000       201.6859914659         2.9537261003         1.4654556714         2.6078705695       188.6245735767         6.5943206499
        0.0604828000       152.8228052851         2.8995429699         1.4705603251         2.6282855892       196.2434597154         7.9840428999
        0.0662009000       113.0068330440         2.8548661090         1.4731126519         2.6461487314       200.0529027847         9.2000498686
        0.0704775000        92.4943275097         2.8315474366         1.4731126519         2.6563562412       200.0529027847         9.8949109936
        0.0754859000       101.8335125235         2.8421944497         1.4603510177         2.6614599961       181.0056874381        10.2423415560
        0.0804757000        80.1119681618         2.8173452236         1.4577986908         2.6742193834       177.1962443688        11.1109179623
        0.0854902000        13.1543541015         2.6654522505         1.4680079982         2.6997381580       192.4340166461        12.8480707747
        0.0904786000        -8.5671902601         2.4077230499         1.4654556714         2.7124975453       188.6245735767        13.7166471809
        0.0954863000       -10.6932968409         2.3824964941         1.4501417102         2.7252569326       165.7679151609        14.5852235871
        0.1004765000        32.4166662770         2.7615414726         1.4220661148         2.7252569326       123.8640413985        14.5852235871
        0.1054855000        58.9332114168         2.7927988662         1.3914381925         2.7354644424        78.1507245668        15.2800847121
        0.1104820000        44.7578710935         2.7761675245         1.3939905194         2.7405681974        81.9601676361        15.6275152746
        0.1154728000       -25.2017627696         2.2628272998         1.4195137880         2.7558794621       120.0545983292        16.6698069620
        0.1204805000       -10.7344513723         2.3820081898         1.4067521537         2.7584313396       101.0073829827        16.8435222433
        0.1254782000        16.9911325949         2.7109761708         1.3786765582         2.7660869720        59.1035092203        17.3646680870
        0.1304842000        75.4854748635         2.8120117479         1.3506009628         2.7584313396        17.1996354579        16.8435222433
        0.1354792000        71.5663873073         2.8074816326         1.3531532897         2.7584313396        21.0090785272        16.8435222433
        0.1404735000         5.2338699264         2.5714745839         1.3863335388         2.7660869720        70.5318384282        17.3646680870
