% Designation Loop  psi_cmd=+0.000deg  (absolute, NEUTRAL ref)
% Kp=57.6403  Kd=1.7943  K_pot=68.073520deg/V
% Vg_offset=1.337814V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004525000      -156.1555272789         2.0955745454         1.3352870017         2.5415217556        -0.0658224510         2.8265320576
        0.0054055000      -156.1555272789         2.0955745454         1.3352870017         2.5415217556        -0.0658224510         2.8265320576
        0.0104108000      -189.8517779001         2.0553859532         1.3403916554         2.5466255105         0.0671521975         3.1739626201
        0.0154042000      -206.6999032107         2.0358093267         1.3429439823         2.5491773879         0.1336395217         3.3476779013
        0.0204003000      -166.1685365850         2.0834777439         1.3352870017         2.5440736330        -0.0658224510         3.0002473389
        0.0253864000      -132.4722859638         2.1247564246         1.3301823480         2.5389698781        -0.1987970994         2.6528167764
        0.0304040000      -206.6999032107         2.0358093267         1.3429439823         2.5491773879         0.1336395217         3.3476779013
        0.0353842000      -196.6868939045         2.0474053036         1.3429439823         2.5466255105         0.1336395217         3.1739626201
        0.0404041000      -122.4592766577         2.1373512861         1.3301823480         2.5364180006        -0.1987970994         2.4791014951
        0.0453910000      -176.6608752923         2.0709451659         1.3429439823         2.5415217556         0.1336395217         2.8265320576
        0.0503907000      -199.8647872062         2.0437129946         1.3403916554         2.5491773879         0.0671521975         3.3476779013
        0.0554039000      -166.1685365850         2.0834777439         1.3352870017         2.5440736330        -0.0658224510         3.0002473389
        0.0604043000      -115.6241606532         2.1460417023         1.3276300211         2.5364180006        -0.2652844237         2.4791014951
        0.0653995000      -115.1448312521         2.1466540334         1.3199730405         2.5415217556        -0.4647463963         2.8265320576
        0.0704684000       -16.2753138878         2.3178383008         1.2867927914         2.5389698781        -1.3290816113         2.6528167764
        0.0754113000       105.7981153903         2.8214226349         1.2561648691         2.5287623683        -2.1269295020         1.9579556514
        0.0804058000       203.7089739522         2.9319681042         1.2382985811         2.5160029810        -2.5923407716         1.0893792452
        0.0853969000       152.2059392181         2.8747169256         1.2612695229         2.5134511035        -1.9939548536         0.9156639639
        0.0905575000       124.3861457991         2.8429758601         1.2791358108         2.5083473486        -1.5285435840         0.5682334015
        0.0953914000       130.7419324024         2.8502811471         1.2842404646         2.5032435937        -1.3955689355         0.2208028390
        0.1004597000       147.1107283118         2.8689484942         1.2893451183         2.4955879613        -1.2625942871        -0.3003430048
        0.1053981000       169.8353108245         2.8945257299         1.2995544257         2.4828285740        -0.9966449902        -1.1689194110
        0.1103887000       105.1413734826         2.8206559112         1.3199730405         2.4853804515        -0.4647463963        -0.9952041297
        0.1153908000        10.4084082224         2.6122487158         1.3403916554         2.4955879613         0.0671521975        -0.3003430048
        0.1203830000         6.7511855196         2.5718973566         1.3454963091         2.4930360838         0.2001268459        -0.4740582860
        0.1254030000        43.6253294424         2.7471895602         1.3429439823         2.4853804515         0.1336395217        -0.9952041297
        0.1303939000        80.9788027664         2.7921931246         1.3327346748         2.4828285740        -0.1323097752        -1.1689194110
        0.1354329000        74.1436867619         2.7840504114         1.3352870017         2.4828285740        -0.0658224510        -1.1689194110
        0.1404607000        23.5993108302         2.7225444933         1.3429439823         2.4904842064         0.1336395217        -0.6477735672
        0.1454012000         3.5732922179         2.5368345988         1.3429439823         2.4955879613         0.1336395217        -0.3003430048
        0.1503995000        80.9788027664         2.7921931246         1.3327346748         2.4828285740        -0.1323097752        -1.1689194110
        0.1553882000        47.2825521452         2.7516508645         1.3378393285         2.4879323289         0.0006648732        -0.8214888485
        0.1604109000        47.2825521452         2.7516508645         1.3378393285         2.4879323289         0.0006648732        -0.8214888485
        0.1654055000        80.9788027664         2.7921931246         1.3327346748         2.4828285740        -0.1323097752        -1.1689194110
        0.1703937000        47.2825521452         2.7516508645         1.3378393285         2.4879323289         0.0006648732        -0.8214888485
        0.1754206000        54.1176681497         2.7599563911         1.3352870017         2.4879323289        -0.0658224510        -0.8214888485
        0.1803880000         6.7511855196         2.5718973566         1.3454963091         2.4930360838         0.2001268459        -0.4740582860
        0.1853866000         6.7511855196         2.5718973566         1.3454963091         2.4930360838         0.2001268459        -0.4740582860
        0.1904009000        90.9918120725         2.8040485907         1.3327346748         2.4802766965        -0.1323097752        -1.3426346922
        0.1954101000        67.3085707575         2.7758667747         1.3378393285         2.4828285740         0.0006648732        -1.1689194110
        0.2003860000        57.2955614513         2.7638036382         1.3378393285         2.4853804515         0.0006648732        -0.9952041297
        0.2054137000        57.2955614513         2.7638036382         1.3378393285         2.4853804515         0.0006648732        -0.9952041297
        0.2106072000        47.2825521452         2.7516508645         1.3378393285         2.4879323289         0.0006648732        -0.8214888485
        0.2154882000        90.9918120725         2.8040485907         1.3327346748         2.4802766965        -0.1323097752        -1.3426346922
        0.2204176000         6.7511855196         2.5718973566         1.3454963091         2.4930360838         0.2001268459        -0.4740582860
        0.2254148000         3.5732922179         2.5368345988         1.3429439823         2.4955879613         0.1336395217        -0.3003430048
        0.2304335000        -3.2618237866         2.4614204819         1.3454963091         2.4955879613         0.2001268459        -0.3003430048
        0.2354262000        80.9788027664         2.7921931246         1.3327346748         2.4828285740        -0.1323097752        -1.1689194110
        0.2403963000        80.9788027664         2.7921931246         1.3327346748         2.4828285740        -0.1323097752        -1.1689194110
        0.2453855000        67.7879001586         2.7764420144         1.3301823480         2.4879323289        -0.1987970994        -0.8214888485
