% Designation Loop (PD + Notch)  psi_cmd=-20.000deg
% Kp=72.9511  Kd=2.6949  K_pot=68.073520deg/V
% Notch f=8.44Hz  zeta=0.100
% Vg_offset=1.395445V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004825000     -4400.6005473137         0.0000000000         1.3990951731         3.1003829191         0.0950768736        40.1213699299
        0.0055087000     -4410.8666154412         0.0000000000         1.4016475000         3.1003829191         0.1615641979        40.1213699299
        0.0105319000     -4288.9527123583         0.0000000000         1.3965428462         3.0799678994         0.0285895494        38.7316476799
        0.0155064000     -4182.7576400782         0.0000000000         1.4016475000         3.0544491248         0.1615641979        36.9944948675
        0.0205254000     -4071.1098051227         0.0000000000         1.3990951731         3.0340341051         0.0950768736        35.6047726176
        0.0254817000     -3868.3462714667         0.0000000000         1.3990951731         2.9932040658         0.0950768736        32.8253281177
        0.0304783000     -3569.0142764348         0.0000000000         1.3939905194         2.9370627617        -0.0378977748        29.0035919303
        0.0355371000     -3328.2325802183         0.0000000000         1.3939905194         2.8885770900        -0.0378977748        25.7030015867
        0.0404777000     -3059.6987895688         0.0000000000         1.3965428462         2.8324357859         0.0285895494        21.8812653993
        0.0454474000     -2753.1468363587         0.0000000000         1.3990951731         2.7686388494         0.0950768736        17.5383833683
        0.0504922000     -2487.0196984352         0.0000000000         1.3990951731         2.7150494228         0.0950768736        13.8903624622
        0.0555305000     -2068.1804530464         0.0000000000         1.3863335388         2.6410449765        -0.2373597475         8.8526193061
        0.0604785000     -1723.6103372758         0.0000000000         1.3888858657         2.5695924076        -0.1708724233         3.9885914313
        0.0655535000     -1437.5905203208         0.0000000000         1.3965428462         2.5057954711         0.0285895494        -0.3542905998
        0.0705920000     -1024.2040376073         0.8975798432         1.3914381925         2.4266872699        -0.1043850990        -5.7394643183
        0.0756510000      -671.7745064353         1.5109335114         1.3888858657         2.3577865785        -0.1708724233       -10.4297769119
        0.0806084000      -316.9383225373         1.9138217357         1.3888858657         2.2863340097        -0.1708724233       -15.2938047867
        0.0855612000        19.7723778318         2.7155645188         1.3965428462         2.2123295633         0.0285895494       -20.3315479428
        0.0906552000       334.1837464433         3.0702109969         1.3939905194         2.1510845043        -0.0378977748       -24.5007146926
        0.0956740000       612.3441479969         3.3634828276         1.4067521537         2.0847356904         0.2945388463       -29.0173120049
        0.1005815000       878.4712859204         3.7286120798         1.4067521537         2.0311462638         0.2945388463       -32.6653329110
        0.1056506000       964.1342219455         3.8862709669         1.4169614611         2.0056274892         0.5604881432       -34.4024857235
        0.1105809000      1096.3141931559         4.1886684802         1.4093044805         1.9852124695         0.3610261706       -35.7922079734
        0.1156504000      1180.8493909018         4.4292017957         1.3914381925         1.9826605920        -0.1043850990       -35.9659232546
        0.1207478000      1206.1948326088         4.5097307342         1.3914381925         1.9775568371        -0.1043850990       -36.3133538171
        0.1256616000      1037.7638943405         4.0447258834         1.4144091342         1.9928681019         0.4940008190       -35.2710621297
        0.1307502000      1026.3700879337         4.0186474378         1.3888858657         2.0158349990        -0.1708724233       -33.7076245985
        0.1357926000       848.9519959847         3.6799310993         1.3888858657         2.0515612834        -0.1708724233       -31.2756106611
        0.1408339000       731.8513983538         3.5095936156         1.3990951731         2.0668725482         0.0950768736       -30.2333189736
        0.1456578000       661.9072931316         3.4214667955         1.3786765582         2.0974950777        -0.4368217202       -28.1487355987
        0.1506323000       499.5685747622         3.2407751032         1.3812288851         2.1281176072        -0.3703343959       -26.0641522238
        0.1557281000       298.5722366088         3.0332140318         1.3965428462         2.1561882593         0.0285895494       -24.1532841301
        0.1606600000       202.6432324562         2.9308018435         1.3888858657         2.1817070338        -0.1708724233       -22.4161313177
        0.1656549000         7.7391142017         2.5827975036         1.3837812120         2.2250889506        -0.3038470717       -19.4629715365
        0.1707494000      -139.5202305883         2.1159849823         1.3888858657         2.2506077252        -0.1708724233       -17.7258187241
        0.1756600000      -368.2686631747         1.8590721802         1.4016475000         2.2863340097         0.1615641979       -15.2938047867
        0.1805761000      -540.8734496716         1.6712383266         1.4067521537         2.3169565392         0.2945388463       -13.2092214118
        0.1857931000      -647.0685219517         1.5430775292         1.4016475000         2.3424753138         0.1615641979       -11.4720685994
        0.1906221000      -715.8848888946         1.4508568851         1.4093044805         2.3501309461         0.3610261706       -10.9509227556
        0.1956365000      -670.0073109326         1.5132668786         1.4041998268         2.3450271912         0.2280515221       -11.2983533181
        0.2006635000      -587.8787659128         1.6162903185         1.3837812120         2.3450271912        -0.3038470717       -11.2983533181
        0.2056062000      -511.8424407918         1.7040507053         1.3837812120         2.3297159265        -0.3038470717       -12.3406450056
        0.2106397000      -530.6073815441         1.6829289357         1.4041998268         2.3169565392         0.2280515221       -13.2092214118
        0.2155276000      -490.1825662576         1.7280775058         1.4067521537         2.3067490293         0.2945388463       -13.9040825368
        0.2206293000      -344.6904169703         1.8841534003         1.3863335388         2.2939896420        -0.2373597475       -14.7726589430
        0.2255622000      -312.7644743086         1.9183052137         1.4067521537         2.2710227449         0.2945388463       -16.3360964742
        0.2306466000      -228.8687337862         2.0105083429         1.4016475000         2.2582633576         0.1615641979       -17.2046728804
        0.2356421000       -91.2359999003         2.1776983685         1.3863335388         2.2429520929        -0.2373597475       -18.2469645678
        0.2406482000       -38.7779209837         2.2495987272         1.4016475000         2.2199851957         0.1615641979       -19.8104020990
        0.2456957000        68.0566085198         2.7767644006         1.3939905194         2.2046739310        -0.0378977748       -20.8526937865
        0.2504520000       133.8268655133         2.8538153370         1.3965428462         2.1893626662         0.0285895494       -21.8949854739
        0.2555081000       174.2516807998         2.8994525186         1.3990951731         2.1791551564         0.0950768736       -22.5898465989
        0.2605224000       176.6583335258         2.9021314595         1.4016475000         2.1766032789         0.1615641979       -22.7635618802
        0.2654149000       268.4134894497         3.0015166858         1.3914381925         2.1663957691        -0.1043850990       -23.4584230051
        0.2705223000       202.0037752328         2.9301017203         1.4016475000         2.1714995240         0.1615641979       -23.1109924426
        0.2754829000       189.3310543793         2.9161711192         1.4016475000         2.1740514015         0.1615641979       -22.9372771614
        0.2805009000       199.5971225068         2.9274643590         1.3990951731         2.1740514015         0.0950768736       -22.9372771614
        0.2867715000       235.2086323413         2.9661204414         1.3965428462         2.1689476465         0.0285895494       -23.2847077239
        0.2917113000       304.6644565076         3.0395727638         1.3761242314         2.1714995240        -0.5033090444       -23.1109924426
        0.2954950000       176.6583335258         2.9021314595         1.4016475000         2.1766032789         0.1615641979       -22.7635618802
        0.3004910000       159.1723072203         2.8825720148         1.3965428462         2.1842589113         0.0285895494       -22.2424160364
        0.3054748000       136.8729754627         2.8572976738         1.3863335388         2.1970182986        -0.2373597475       -21.3738396302
        0.3105276000        75.2765666978         2.7854028372         1.4016475000         2.1970182986         0.1615641979       -21.3738396302
        0.3154329000        49.9311249908         2.7548742077         1.4016475000         2.2021220535         0.1615641979       -21.0264090677
        0.3205065000        56.0233448896         2.7622645426         1.3812288851         2.2174333183        -0.3703343959       -19.9841173803
        0.3254237000        20.4118350552         2.7185878496         1.3837812120         2.2225370732        -0.3038470717       -19.6366868178
        0.3304779000        -7.9797166012         2.4093663953         1.3939905194         2.2199851957        -0.0378977748       -19.8104020990
        0.3354441000       -68.9366681427         2.2075921779         1.3965428462         2.2301927056         0.0285895494       -19.1155409741
        0.3404946000       -84.0160417223         2.1872742184         1.3939905194         2.2352964605        -0.0378977748       -18.7681104116
        0.3455089000      -160.6918240666         2.0900772276         1.4067521537         2.2404002154         0.2945388463       -18.4206798491
        0.3505262000      -173.3645449201         2.0748671127         1.4067521537         2.2429520929         0.2945388463       -18.2469645678
        0.3554931000      -104.5481779772         2.1602901897         1.3990951731         2.2352964605         0.0950768736       -18.7681104116
        0.3605210000       -12.1535648299         2.3633149343         1.3761242314         2.2352964605        -0.5033090444       -18.7681104116
        0.3654144000      -160.6918240666         2.0900772276         1.4067521537         2.2404002154         0.2945388463       -18.4206798491
        0.3705063000      -104.5481779772         2.1602901897         1.3990951731         2.2352964605         0.0950768736       -18.7681104116
        0.3755200000       -80.9699317728         2.1913434507         1.3837812120         2.2429520929        -0.3038470717       -18.2469645678
        0.3805127000      -125.0803142321         2.1340389918         1.4041998268         2.2352964605         0.2280515221       -18.7681104116
        0.3854275000       -51.4506418372         2.2317168666         1.4016475000         2.2225370732         0.1615641979       -19.6366868178
        0.3904853000       -61.7167099646         2.2174779734         1.4041998268         2.2225370732         0.2280515221       -19.6366868178
        0.3954749000       -59.3100572386         2.2207965584         1.4067521537         2.2199851957         0.2945388463       -19.8104020990
        0.4004737000        32.4450986853         2.7334758403         1.3965428462         2.2097776859         0.0285895494       -20.5052632240
        0.4054334000        78.3226766472         2.7890337039         1.3914381925         2.2046739310        -0.1043850990       -20.8526937865
        0.4104857000       165.2645271191         2.8894118615         1.3761242314         2.1995701761        -0.5033090444       -21.2001243490
        0.4154659000        24.5856832838         2.7237669873         1.4016475000         2.2072258084         0.1615641979       -20.6789785052
        0.4204552000       113.9341864817         2.8308914992         1.3888858657         2.1995701761        -0.1708724233       -21.2001243490
