% Designation Loop (PD + Notch)  psi_cmd=+7.000deg
% Kp=56.9305  Kd=1.8754  K_pot=68.073520deg/V
% Notch f=8.44Hz  zeta=0.100
% Vg_offset=1.338350V  K_gimbal=26.049690  samples=217

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0005061000      2193.8683825319         5.0000000000         1.3301823480         2.0388018961        -0.2127594375       -32.1441870673
        0.0055403000      1993.1058181027         5.0000000000         1.3429439823         2.0541131609         0.1196771836       -31.1018953798
        0.0105625000      1982.3765209783         5.0000000000         1.3327346748         2.0413537736        -0.1462721133       -31.9704717860
        0.0162655000      1880.1243827302         5.0000000000         1.3378393285         2.0464575285        -0.0132974648       -31.6230412236
        0.0204488000      1845.0581687677         5.0000000000         1.3352870017         2.0464575285        -0.0797847891       -31.6230412236
        0.0255604000      1832.1753205731         5.0000000000         1.3378393285         2.0439056511        -0.0132974648       -31.7967565048
        0.0306104000      1786.2597542372         5.0000000000         1.3480486360         2.0515612834         0.2526518321       -31.2756106611
        0.0355321000      1610.6936220732         5.0000000000         1.4016475000         2.0694244256         1.6488856408       -30.0596036924
        0.0406473000      1062.2671839833         4.1028900294         1.5573394382         2.1204619748         5.7046124186       -26.5852980675
        0.0455089000       571.9010818724         3.3182693771         1.7079267227         2.1714995240         9.6273645480       -23.1109924426
        0.0505406000        20.7459839419         2.7190030720         1.8891419295         2.2250889506        14.3479645681       -19.4629715365
        0.0556377000      -188.5018264656         2.0569686001         1.9503977741         2.2812302547        15.9436603496       -15.6412353492
        0.0606467000      -199.6135682248         2.0440044668         1.9299791592         2.3424753138        15.4117617557       -11.4720685994
        0.0656495000      -272.5369280552         1.9619386703         1.9223221787         2.4037203728        15.2122997831        -7.3029018495
        0.0706262000      -379.0454284650         1.8476230142         1.9146651981         2.4649654318        15.0128378104        -3.1337350997
        0.0755387000      -510.9521171054         1.7050454289         1.9019035638         2.5262104908        14.6804011893         1.0354316502
        0.0806971000      -616.5611852749         1.5814358022         1.8814849490         2.5746961625        14.1485025954         4.3360219938
        0.0856417000      -794.2353051048         1.3343496793         1.8636186610         2.6282855892        13.6830913259         7.9840428999
        0.0906614000      -871.3312284167         1.2052992516         1.8151244507         2.6665637511        12.4198321655        10.5897721185
        0.0956312000      -451.8004420961         1.7699029422         1.6364615707         2.6563562412         7.7657194697         9.8949109936
        0.1005647000      -217.3592564163         2.0235826099         1.4935312668         2.6538043638         4.0424293130         9.7211957123
        0.1056344000        83.6568282667         2.7953723956         1.3301823480         2.6384930990        -0.2127594375         8.6789040249
        0.1105180000       337.7632678276         3.0739094779         1.1744904097         2.6231818342        -4.2684862154         7.6366123374
        0.1155835000       110.1913387939         2.8265423354         1.1821473903         2.6155262019        -4.0690242427         7.1154664937
        0.1205630000       -99.4662419841         2.1668985745         1.2025660052         2.6027668146        -3.5371256489         6.2468900875
        0.1256787000      -158.9548826200         2.0921787814         1.2025660052         2.5772480400        -3.5371256489         4.5097372750
        0.1305830000      -336.6372254257         1.8927410701         1.2357462543         2.5721442851        -2.6727904339         4.1623067125
        0.1355591000      -328.0518091147         1.9019140757         1.2306416006         2.5619367752        -2.8057650824         3.4674455876
        0.1406348000      -305.1010078525         1.9265555087         1.2408509080         2.5517292654        -2.5398157855         2.7725844626
        0.1456920000      -253.7990300728         1.9825971254         1.2536125423         2.5466255105        -2.2073791643         2.4251539001
        0.1506081000      -167.8612325044         2.0814461707         1.2714788303         2.5415217556        -1.7419678947         2.0777233376
        0.1556285000       -15.1978827100         2.3297259587         1.2791358108         2.5364180006        -1.5425059221         1.7302927751
        0.1606003000       162.4256571029         2.8862280128         1.2867927914         2.5313142457        -1.3430439494         1.3828622126
        0.1655901000       384.7221332855         3.1222112962         1.2893451183         2.5211067359        -1.2765566252         0.6880010877
        0.1706110000       549.1961655249         3.2935473785         1.3046590794         2.5160029810        -0.8776326798         0.3405705252
        0.1755762000       685.1217653427         3.4498079650         1.3148683868         2.5185548584        -0.6116833829         0.5142858064
        0.1805368000       892.3744008344         3.7524777033         1.3148683868         2.5032435937        -0.6116833829        -0.5280058810
        0.1856518000       895.9402371406         3.7586997718         1.3403916554         2.5134511035         0.0531898594         0.1668552439
        0.1905902000       991.8493181577         3.9431924419         1.3403916554         2.5083473486         0.0531898594        -0.1805753185
        0.1955739000      1040.0841290952         4.0501105303         1.3378393285         2.5057954711        -0.0132974648        -0.3542905998
        0.2005250000       968.6611679916         3.8953558403         1.3557056165         2.5083473486         0.4521138047        -0.1805753185
        0.2057536000      1009.3824579754         3.9808620405         1.3327346748         2.5006917162        -0.1462721133        -0.7017211623
        0.2105487000       859.2081664929         3.6965475305         1.3403916554         2.5108992261         0.0531898594        -0.0068600373
        0.2155624000       699.9514072546         3.4683636075         1.3531532897         2.5134511035         0.3856264805         0.1668552439
        0.2205995000       373.2801174517         3.1104690776         1.4144091342         2.5211067359         1.9813222620         0.6880010877
        0.2256967000      -441.0638776183         1.7814679740         1.6160429559         2.5568330203         7.2338208759         3.1200150251
        0.2305503000      -937.8504657517         1.0805837250         1.7206883570         2.5874555498         9.9598011692         5.2045984000
        0.2355340000     -1082.5025284538         0.7590490663         1.6977174153         2.6231818342         9.3614152511         7.6366123374
        0.2406468000     -1258.7892455935         0.2558650235         1.6900604347         2.6589081187         9.1619532784        10.0686262748
        0.2456960000     -1381.8034911225         0.0000000000         1.6721941467         2.6920825256         8.6965420089        12.3269249310
        0.2505267000     -1512.2831094124         0.0000000000         1.6594325125         2.7278088101         8.3641053877        14.7589388684
        0.2555579000     -1640.9953488812         0.0000000000         1.6492232050         2.7660869720         8.0981560908        17.3646680870
        0.2605228000     -1506.1246473389         0.0000000000         1.6058336485         2.7635350945         6.9678715790        17.1909528058
        0.2654984000      -820.9518404912         1.2913741224         1.4297230954         2.7124975453         2.3802462073        13.7166471809
        0.2705284000      -320.5715753314         1.9099242294         1.2918974451         2.6767712609        -1.2100693009        11.2846332435
        0.2754911000       211.1641560521         2.9401061021         1.1489671412         2.6333893441        -4.9333594576         8.3314734624
        0.2805030000       739.2643640312         3.5194509470         1.0034845104         2.5900074273        -8.7231369385         5.3783136812
        0.2856612000       950.1122686263         3.8586402810         0.9575426269         2.5568330203        -9.9199087746         3.1200150251
        0.2906568000       944.9955989124         3.8487457259         0.9881705492         2.5287623683        -9.1220608839         1.2091469314
        0.2955280000      1106.3555221147         4.2151226522         0.9881705492         2.4853804515        -9.1220608839        -1.7440128497
        0.3005915000      1204.4666263060         4.5041079142         1.0034845104         2.4522060445        -8.7231369385        -4.0023115059
        0.3056536000      1236.3632083222         4.6111010933         1.0290077789         2.4343429023        -8.0582636963        -5.2183184746
        0.3106791000      1367.4821172220         5.0000000000         1.0468740669         2.4011684953        -7.5928524267        -7.4766171308
        0.3157215000      1369.1031312593         5.0000000000         1.0953682772         2.3833053531        -6.3295932664        -8.6926240995
        0.3206650000       882.8266774815         3.7360217392         1.2536125423         2.4190316375        -2.2073791643        -6.2606101621
        0.3256922000       510.7599858481         3.2525485020         1.3888858657         2.4496541670         1.3164490197        -4.1760267871
        0.3306828000        90.2129480675         2.8031295027         1.5343684965         2.4904842064         5.1062265006        -1.3965822872
        0.3357046000      -399.0673425079         1.8263417401         1.7053743959         2.5338661232         9.5608772238         1.5565774939
        0.3405953000      -568.0228198296         1.6398053487         1.7742872210         2.5670405302        11.3560349779         3.8148761501
        0.3456283000      -588.5042911202         1.6155417080         1.7589732599         2.6155262019        10.9571110326         7.1154664937
        0.3505204000      -619.5829656367         1.5776980419         1.7436592987         2.6563562412        10.5581870872         9.8949109936
        0.3556860000      -752.1286824760         1.3986330124         1.7385546450         2.7048419129        10.4252124387        13.1955013372
        0.3605407000      -813.4806270858         1.3035711550         1.7130313764         2.7380163199         9.7603391965        15.4537999933
        0.3656353000      -908.1916097155         1.1378293195         1.6900604347         2.7660869720         9.1619532784        17.3646680870
