% Designation Loop (PD + Notch)  psi_cmd=+25.000deg
% Kp=37.1395  Kd=1.2859  K_pot=68.073520deg/V
% Notch f=12.21Hz  zeta=0.100
% Vg_offset=1.338286V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004432000       891.3424245025         3.7506847862         1.3403916554         2.5108992261         0.0548520425        -0.0068600373
        0.0055142000       836.4275877293         3.6600518292         1.3378393285         2.5108992261        -0.0116352817        -0.0068600373
        0.0105047000       817.1852361259         3.6303559247         1.3352870017         2.5032435937        -0.0781226060        -0.5280058810
        0.0154941000       793.6027796046         3.5952827873         1.3327346748         2.5057954711        -0.1446099302        -0.3542905998
        0.0205350000       716.9088463206         3.4900474716         1.3684672508         2.5108992261         0.7862126090        -0.0068600373
        0.0254946000       492.8332679051         3.2337191543         1.4884266131         2.5236586133         3.9111168476         0.8617163689
        0.0305135000       362.4894104059         3.0993831971         1.5752057262         2.5364180006         6.1716858713         1.7302927751
        0.0354719000       373.0950927658         3.1102791056         1.5675487456         2.5695924076         5.9722238987         3.9885914313
        0.0404999000       426.6010379014         3.1651757620         1.5573394382         2.5849036724         5.7062746018         5.0308831188
        0.0454601000       447.5480251527         3.1867288659         1.5445778039         2.6078705695         5.3738379806         6.5943206499
        0.0505351000       441.3571982535         3.1803506248         1.5369208233         2.6282855892         5.1743760079         7.9840428999
        0.0555651000       396.4684730919         3.1342584232         1.5292638428         2.6538043638         4.9749140353         9.7211957123
        0.0605322000       424.3908527151         3.1629055938         1.4960835936         2.6589081187         4.1105788203        10.0686262748
        0.0655324000       286.6362779808         3.0207148668         1.5113975548         2.6844268933         4.5095027657        11.8057790872
        0.0705602000       192.4777689369         2.9196401719         1.5088452279         2.7022900355         4.4430154414        13.0217860559
        0.0755980000        78.7176960207         2.7895039618         1.5216068622         2.7150494228         4.7754520626        13.8903624622
        0.0806569000       -22.6694932689         2.2728352663         1.5139498816         2.7405681974         4.5759900899        15.6275152746
        0.0856088000       -62.2804229716         2.2167023553         1.5062929011         2.7456719523         4.3765281172        15.9749458371
        0.0907120000      -132.0559025860         2.1252770221         1.4986359205         2.7686388494         4.1770661445        17.5383833683
        0.0956620000      -141.8183904225         2.1131411344         1.4756649788         2.7865019916         3.5786802265        18.7543903370
        0.1005747000       -77.7514359134         2.1956620786         1.4450370565         2.7865019916         2.7808323358        18.7543903370
        0.1056036000       -67.7680721158         2.2091852054         1.4322754222         2.7992613789         2.4483957146        19.6229667432
        0.1105928000       -44.8080315471         2.2410471488         1.4220661148         2.8094688888         2.1824464177        20.3178278682
        0.1155215000       -18.6165487318         2.2920066751         1.4169614611         2.8171245211         2.0494717693        20.8389737119
        0.1206441000        -9.8674430608         2.3885384791         1.4118568074         2.8324357859         1.9164971208        21.8812653993
        0.1256687000         0.7999358162         2.5062352317         1.4041998268         2.8477470506         1.7170351482        22.9235570868
        0.1307124000        47.1990332957         2.7515491181         1.3965428462         2.8451951732         1.5175731755        22.7498418056
        0.1356075000        73.6929043161         2.7835119572         1.3786765582         2.8528508056         1.0521619059        23.2709876493
        0.1406314000        85.6256430998         2.7977057570         1.3812288851         2.8451951732         1.1186492301        22.7498418056
        0.1457101000       118.3764643434         2.8360384518         1.3454963091         2.8528508056         0.1878266909        23.2709876493
        0.1505804000       110.6757713994         2.8271058947         1.3352870017         2.8528508056        -0.0781226060        23.2709876493
        0.1556236000        50.8398638245         2.7559786957         1.3403916554         2.8605064379         0.0548520425        23.7921334930
        0.1605896000        67.2779364744         2.7758300038         1.3327346748         2.8477470506        -0.1446099302        22.9235570868
        0.1656194000        40.1409991863         2.7429278787         1.3327346748         2.8477470506        -0.1446099302        22.9235570868
        0.1705633000        26.3570682989         2.7259601627         1.3301823480         2.8477470506        -0.2110972544        22.9235570868
        0.1755970000       -13.1888224632         2.3518925912         1.3403916554         2.8528508056         0.0548520425        23.2709876493
        0.1807377000       -30.1596413878         2.2619585661         1.3454963091         2.8579545605         0.1878266909        23.6184182118
        0.1857085000        12.0544408774         2.6304099436         1.3378393285         2.8528508056        -0.0116352817        23.2709876493
        0.1904700000        27.3253067857         2.7271577307         1.3403916554         2.8528508056         0.0548520425        23.2709876493
        0.1956278000        55.5401331103         2.7616795856         1.3378393285         2.8528508056        -0.0116352817        23.2709876493
        0.2006116000        56.4512270270         2.7627823453         1.3429439823         2.8579545605         0.1213393667        23.6184182118
        0.2055560000        92.8682303705         2.8062607038         1.3378393285         2.8554026830        -0.0116352817        23.4447029305
        0.2105898000       104.6997972465         2.8201401835         1.3352870017         2.8579545605        -0.0781226060        23.6184182118
        0.2156192000       146.3180275186         2.8680492739         1.3327346748         2.8451951732        -0.1446099302        22.7498418056
        0.2206985000       113.7179013773         2.8306404918         1.3378393285         2.8528508056        -0.0116352817        23.2709876493
        0.2257264000       104.7550530669         2.8202047270         1.3378393285         2.8528508056        -0.0116352817        23.2709876493
        0.2306238000       112.7608094518         2.8295292865         1.3327346748         2.8477470506        -0.1446099302        22.9235570868
        0.2357321000        40.1024326266         2.7428806463         1.3454963091         2.8605064379         0.1878266909        23.7921334930
        0.2405801000        58.9404563439         2.7657914457         1.3378393285         2.8528508056        -0.0116352817        23.2709876493
        0.2457149000        24.0714424850         2.7231297575         1.3454963091         2.8554026830         0.1878266909        23.4447029305
        0.2506467000        35.2686612373         2.7369499969         1.3378393285         2.8528508056        -0.0116352817        23.2709876493
        0.2556652000        20.0052878400         2.7180825238         1.3429439823         2.8528508056         0.1213393667        23.2709876493
        0.2607043000        34.3937088954         2.7358742213         1.3352870017         2.8528508056        -0.0781226060        23.2709876493
        0.2656448000        29.1191247016         2.7293741409         1.3403916554         2.8528508056         0.0548520425        23.2709876493
        0.2707510000        42.7413839835         2.7461094509         1.3378393285         2.8528508056        -0.0116352817        23.2709876493
        0.2755414000        49.0656417447         2.7538216010         1.3403916554         2.8528508056         0.0548520425        23.2709876493
        0.2806642000        65.9335044113         2.7742154406         1.3378393285         2.8528508056        -0.0116352817        23.2709876493
        0.2856590000        41.9612270104         2.7451555735         1.3633625971         2.8477470506         0.6532379605        22.9235570868
        0.2906068000        -8.2411814368         2.4064815665         1.3761242314         2.8630583154         0.9856745817        23.9658487743
        0.2956558000       -16.4246561423         2.3161905579         1.3863335388         2.8630583154         1.2516238786        23.9658487743
        0.3005752000        49.2886756287         2.7540929210         1.3608102703         2.8579545605         0.5867506363        23.6184182118
        0.3055716000        51.2807033562         2.7565142275         1.3506009628         2.8630583154         0.3208013394        23.9658487743
        0.3106657000        32.3514766359         2.7333605213         1.3454963091         2.8707139478         0.1878266909        24.4869946180
        0.3156009000        46.8026546483         2.7510661460         1.3378393285         2.8656101929        -0.0116352817        24.1395640555
        0.3205785000       -16.8372353232         2.3116384340         1.3506009628         2.8758177027         0.3208013394        24.8344251805
        0.3256073000         9.8223424582         2.6057824565         1.3506009628         2.8605064379         0.3208013394        23.7921334930
        0.3305180000        -5.6492214902         2.4350795260         1.3429439823         2.8681620703         0.1213393667        24.3132793367
        0.3357040000        23.6461375329         2.7226025498         1.3301823480         2.8630583154        -0.2110972544        23.9658487743
        0.3407845000         9.5841269110         2.6031541449         1.3352870017         2.8630583154        -0.0781226060        23.9658487743
        0.3456557000       -11.0565749799         2.3754183896         1.3403916554         2.8681620703         0.0548520425        24.3132793367
        0.3506544000        19.6083200912         2.7137544150         1.3378393285         2.8605064379        -0.0116352817        23.7921334930
        0.3554955000        15.9019654730         2.6728609670         1.3378393285         2.8656101929        -0.0116352817        24.1395640555
        0.3606322000        -5.5521546290         2.4361504971         1.3454963091         2.8732658252         0.1878266909        24.6607098992
        0.3656549000        47.0099072201         2.7513186930         1.3378393285         2.8630583154        -0.0116352817        23.9658487743
        0.3705655000        43.2152978911         2.7466886232         1.3378393285         2.8681620703        -0.0116352817        24.3132793367
        0.3755283000        23.1677149551         2.7220092982         1.3454963091         2.8732658252         0.1878266909        24.6607098992
        0.3805678000        29.2479314728         2.7295331785         1.3480486360         2.8707139478         0.2543140152        24.4869946180
        0.3855830000        -1.9863822873         2.4754928538         1.3582579434         2.8758177027         0.5202633121        24.8344251805
        0.3905973000        21.2340639205         2.7196093880         1.3480486360         2.8732658252         0.2543140152        24.6607098992
        0.3955292000        23.2819315892         2.7221509478         1.3429439823         2.8732658252         0.1213393667        24.6607098992
        0.4006482000       -15.1111005379         2.3306834554         1.3480486360         2.8809214576         0.2543140152        25.1818557430
