% Designation Loop  psi_cmd=-5.000deg  (absolute, NEUTRAL ref)
% Kp=57.6403  Kd=1.7943  K_pot=68.073520deg/V
% Vg_offset=1.337763V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004642000      -861.8624683733         1.2220024049         1.3378393285         2.6461487314         0.0019946197         9.9488585886
        0.0054451000      -898.7366122961         1.1555155782         1.3403916554         2.6538043638         0.0684819440        10.4700044323
        0.0104628000      -818.1532084460         1.2959595540         1.3327346748         2.6384930990        -0.1309800287         9.4277127449
        0.0154500000      -861.8624683733         1.2220024049         1.3378393285         2.6461487314         0.0019946197         9.9488585886
        0.0204223000      -865.0403616750         1.2164244082         1.3352870017         2.6487006088        -0.0644927045        10.1225738698
        0.0254102000      -848.1922363644         1.2456803974         1.3327346748         2.6461487314        -0.1309800287         9.9488585886
        0.0304090000      -834.5220043554         1.2688545493         1.3276300211         2.6461487314        -0.2639546772         9.9488585886
        0.0354466000      -415.3606935834         1.8089854320         1.1898043709         2.6333893441        -3.8542701854         9.0802821824
        0.0403766000       394.6628051405         3.1324067395         0.9396763389         2.5976630597       -10.3700279596         6.6482682450
        0.0454128000       432.7975247603         3.1715438703         0.9703042612         2.5670405302        -9.5721800689         4.5636848701
        0.0504631000       525.1338430147         3.2677704635         0.9881705492         2.5313142457        -9.1067687993         2.1316709326
        0.0553995000       631.1403932781         3.3851023878         1.0009321835         2.4955879613        -8.7743321782        -0.3003430048
        0.0603863000       770.8431941626         3.5627187690         1.0085891641         2.4547579220        -8.5748702055        -3.0797875047
        0.0654060000       775.7609925624         3.5696529950         1.0366647595         2.4343429023        -7.8435096390        -4.4695097546
        0.0704034000       854.9064082090         3.6895404129         1.0519787206         2.4037203728        -7.4445856937        -6.5540931295
        0.0754048000       899.8762438333         3.7656166116         1.0800543160         2.3730978433        -6.7132251272        -8.6386765044
