% Designation Loop  psi_cmd=-1.000deg  (absolute, NEUTRAL ref)
% Kp=72.9511  Kd=2.6949  K_pot=68.073520deg/V
% Vg_offset=1.338158V  K_gimbal=26.049690  samples=94

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004594000      -366.5753439864         1.8608715070         1.3378393285         2.5593848978        -0.0083109155         4.0425390263
        0.0054167000      -330.9638977831         1.8988003903         1.3352870017         2.5542811429        -0.0747982398         3.6951084638
        0.0104379000      -425.1255214898         1.7985552619         1.3429439823         2.5670405302         0.1246637329         4.5636848701
        0.0154295000      -330.9638977831         1.8988003903         1.3352870017         2.5542811429        -0.0747982398         3.6951084638
        0.0204269000      -287.4931336887         1.9456152911         1.3276300211         2.5517292654        -0.2742602124         3.5213931826
        0.0254242000      -366.5753439864         1.8608715070         1.3378393285         2.5593848978        -0.0083109155         4.0425390263
        0.0304058000      -371.3887409982         1.8557571455         1.3327346748         2.5644886527        -0.1412855640         4.3899695888
        0.0354197000      -379.2480588894         1.8474077495         1.3378393285         2.5619367752        -0.0083109155         4.2162543076
        0.0404062000      -364.1686454804         1.8634291897         1.3403916554         2.5568330203         0.0581764087         3.8688237451
        0.0454047000      -364.1686454804         1.8634291897         1.3403916554         2.5568330203         0.0581764087         3.8688237451
        0.0504038000      -308.0251664829         1.9234045044         1.3327346748         2.5517292654        -0.1412855640         3.5213931826
        0.0554015000      -341.2299141802         1.8878418092         1.3378393285         2.5542811429        -0.0083109155         3.6951084638
        0.0604120000      -412.4528065867         1.8120868548         1.3429439823         2.5644886527         0.1246637329         4.3899695888
        0.0654306000      -412.4528065867         1.8120868548         1.3429439823         2.5644886527         0.1246637329         4.3899695888
        0.0704045000      -402.1867901896         1.8230223985         1.3403916554         2.5644886527         0.0581764087         4.3899695888
        0.0754207000      -402.1867901896         1.8230223985         1.3403916554         2.5644886527         0.0581764087         4.3899695888
        0.0803934000      -358.7160260952         1.8692256750         1.3327346748         2.5619367752        -0.1412855640         4.2162543076
        0.0853877000       -66.4541699639         2.2109795490         1.2663741766         2.5568330203        -1.8699559939         3.8688237451
        0.0904070000       489.0389692399         3.2297532684         1.1566241217         2.5338661232        -4.7289109356         2.3053862139
        0.0953750000       675.5947405207         3.4380764291         1.1259961995         2.5211067359        -5.5267588263         1.4368098077
        0.1004665000       728.0530762655         3.5045846662         1.1413101606         2.4981398388        -5.1278348810        -0.1266277235
        0.1053894000       857.1869238020         3.6932483029         1.1438624875         2.4700691867        -5.0613475568        -2.0374958172
        0.1103971000       874.0338133436         3.7211242658         1.1617287755         2.4522060445        -4.5959362872        -3.2535027859
        0.1154039000       840.1898432729         3.6659767278         1.1795950634         2.4445504121        -4.1305250176        -3.7746486296
