% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=66.4207  Kd=2.0620  K_pot=68.073520deg/V
% Vg_offset=1.339269V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0004711000      1137.1175487057         4.4652520283         1.3378393285         2.5542811429        -2.1332881188         2.9462997438
        0.0054632000      1187.4425636661         4.5936926488         1.3327346748         2.5466255105        -9.7521742574         2.4251539001
        0.0104771000      1125.5792581248         4.4366227229         1.3378393285         2.5568330203        -2.1332881188         3.1200150251
        0.0154958000       741.6580166182         3.6515123077         1.4475893834         2.5670405302       161.6727638614         3.8148761501
        0.0204484000      -151.3769784727         2.0702000431         1.7002697422         2.5925593047       538.8076277228         5.5520289625
        0.0255077000       -22.7640307402         2.2671437503         1.6134906290         2.6231818342       409.2865633664         7.6366123374
        0.0304692000      -107.2152837783         2.1316710097         1.6109383022         2.6435968539       405.4771202971         9.0263345873
        0.0354612000       117.8758412382         2.8603672242         1.5190545354         2.6563562412       268.3371698020         9.8949109936
        0.0404343000       700.1284076276         3.5845132985         1.3148683868         2.6665637511       -36.4182757426        10.5897721185
        0.0455048000       547.6874617514         3.3629863507         1.3531532897         2.6742193834        20.7233702970        11.1109179623
        0.0504728000       606.3561819857         3.4440292313         1.3378393285         2.6716675060        -2.1332881188        10.9372026810
        0.0554660000       -43.6602268940         2.2310034524         1.5190545354         2.6920825256       268.3371698020        12.3269249310
        0.0604404000      -339.7097797076         1.8435593008         1.5777580530         2.7176013002       355.9543603961        14.0640777434
        0.0654324000      -213.0513666351         1.9916493406         1.5216068622         2.7278088101       272.1466128713        14.7589388684
        0.0704443000      -211.5854656401         1.9934414074         1.4986359205         2.7431200748       237.8616252475        15.8012305558
        0.0754573000       451.9237684805         3.2401975293         1.2867927914         2.7405681974       -78.3221495050        15.6275152746
        0.0804376000       424.1867010168         3.2064841194         1.2995544257         2.7380163199       -59.2749341584        15.4537999933
        0.0854779000       244.4973213418         3.0010462832         1.3429439823         2.7482238297         5.4855980198        16.1486611183
        0.0905073000       240.3254687048         2.9964298679         1.3480486360         2.7456719523        13.1044841584        15.9749458371
        0.0954278000       303.1660415761         3.0663769479         1.3276300211         2.7456719523       -17.3710603960        15.9749458371
        0.1004621000       -49.8235471599         2.2207026669         1.4348277491         2.7507757072       142.6255485149        16.3223763996
        0.1054622000      -205.9477120081         2.0003622128         1.4705603251         2.7609832170       195.9577514852        17.0172375245
        0.1104422000      -114.3928043432         2.1213130866         1.4220661148         2.7737426043       123.5783331683        17.8858139307
        0.1154477000      -133.2975328680         2.0947383476         1.4169614611         2.7813982367       115.9594470297        18.4069597745
        0.1204989000        -3.4445344884         2.4685040862         1.3710195777         2.7839501142        47.3894717822        18.5806750557
        0.1254420000       201.2759610083         2.9532729020         1.2970020988         2.7890538691       -63.0843772277        18.9281056182
        0.1304347000       188.7604030974         2.9394325397         1.3123160600         2.7813982367       -40.2277188119        18.4069597745
        0.1354417000        90.3276911535         2.8290696651         1.3480486360         2.7788463592        13.1044841584        18.2332444932
        0.1404492000       110.2096870083         2.8517002740         1.3378393285         2.7813982367        -2.1332881188        18.4069597745
        0.1454317000       118.0647586172         2.8605804264         1.3352870017         2.7813982367        -5.9427311881        18.4069597745
        0.1504393000        94.4995437905         2.8338379590         1.3429439823         2.7813982367         5.4855980198        18.4069597745
        0.1554502000       118.0647586172         2.8605804264         1.3352870017         2.7813982367        -5.9427311881        18.4069597745
        0.1604383000       -50.5749641419         2.2194575381         1.3863335388         2.7839501142        70.2461301980        18.5806750557
        0.1654449000      -113.4155370132         2.1227143609         1.4067521537         2.7839501142       100.7216747525        18.5806750557
        0.1704337000        28.4643856122         2.7568267422         1.3531532897         2.7890538691        20.7233702970        18.9281056182
        0.1754383000       103.3318827294         2.8438978049         1.3250776943         2.7916057465       -21.1805034653        19.1018208995
        0.1804271000        36.8080908861         2.7667623021         1.3429439823         2.7941576240         5.4855980198        19.2755361807
        0.1855443000       110.6983206733         2.8522536135         1.3301823480         2.7865019916       -13.5616173267        18.7543903370
        0.1907696000       -38.0594062310         2.2405026511         1.3710195777         2.7916057465        47.3894717822        19.1018208995
        0.1954597000       -21.8606293482         2.2687503330         1.3582579434         2.7967095015        28.3422564356        19.4492514619
        0.2004686000       103.3318827294         2.8438978049         1.3250776943         2.7916057465       -21.1805034653        19.1018208995
        0.2054517000        33.1248719142         2.7623846893         1.3403916554         2.7967095015         1.6761549505        19.4492514619
        0.2104462000        -9.8337051023         2.3926956719         1.3506009628         2.7992613789        16.9139272277        19.6229667432
        0.2154486000         5.3878044505         2.5733010388         1.3531532897         2.7941576240        20.7233702970        19.2755361807
        0.2204394000        25.7584339703         2.7535898496         1.3352870017         2.8018132564        -5.9427311881        19.7966820244
        0.2254592000        10.0482907524         2.6285983689         1.3403916554         2.8018132564         1.6761549505        19.7966820244
        0.2304226000       -32.9102862641         2.2493550998         1.3506009628         2.8043651338        16.9139272277        19.9703973057
        0.2354545000        37.2967245511         2.7673420879         1.3352870017         2.7992613789        -5.9427311881        19.6229667432
        0.2405012000        60.3733057129         2.7944789891         1.3352870017         2.7941576240        -5.9427311881        19.2755361807
        0.2454777000        33.6135055792         2.7629661925         1.3327346748         2.8018132564        -9.7521742574        19.7966820244
        0.2504610000       -17.6887767113         2.2994941346         1.3531532897         2.7992613789        20.7233702970        19.6229667432
        0.2554457000       -29.2270672921         2.2557589982         1.3531532897         2.8018132564        20.7233702970        19.7966820244
        0.2604545000        49.3236487970         2.7815433172         1.3276300211         2.8018132564       -17.3710603960        19.7966820244
        0.2654419000       -13.5169240743         2.3489937570         1.3480486360         2.8018132564        13.1044841584        19.7966820244
        0.2704732000        60.3733057129         2.7944789891         1.3352870017         2.7941576240        -5.9427311881        19.2755361807
        0.2754394000        25.7584339703         2.7535898496         1.3352870017         2.8018132564        -5.9427311881        19.7966820244
