% Designation Loop  psi_cmd=-15.000deg  (absolute, NEUTRAL ref)
% Kp=22.5158  Kd=1.0137  K_pot=68.073520deg/V
% Vg_offset=1.337788V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004191000      -675.2483924457         1.5063308539         1.3378393285         2.7201531777         0.0013297465        14.9866017446
        0.0054244000      -675.2483924457         1.5063308539         1.3378393285         2.7201531777         0.0013297465        14.9866017446
        0.0104327000      -663.6633854532         1.5215991300         1.3301823480         2.7201531777        -0.1981322262        14.9866017446
        0.0154277000      -675.2483924457         1.5063308539         1.3378393285         2.7201531777         0.0013297465        14.9866017446
        0.0204310000      -675.2483924457         1.5063308539         1.3378393285         2.7201531777         0.0013297465        14.9866017446
        0.0254319000      -671.3370606855         1.5115116085         1.3378393285         2.7176013002         0.0013297465        14.8128864634
        0.0304411000      -659.7023909303         1.5267670414         1.3327346748         2.7150494228        -0.1316449020        14.6391711822
        0.0354342000      -651.9293901726         1.5368328329         1.3301823480         2.7124975453        -0.1981322262        14.4654559009
        0.0405231000      -667.5250544507         1.5165353120         1.3327346748         2.7201531777        -0.1316449020        14.9866017446
        0.0454312000      -675.2483924457         1.5063308539         1.3378393285         2.7201531777         0.0013297465        14.9866017446
        0.0504278000      -690.7943939612         1.4854709398         1.3429439823         2.7252569326         0.1343043949        15.3340323071
        0.0554309000      -679.1100614432         1.5011895672         1.3403916554         2.7201531777         0.0678170707        14.9866017446
        0.0604278000      -625.0466954782         1.5709062850         1.3046590794         2.7201531777        -0.8630054685        14.9866017446
        0.0654265000      -184.3198021355         2.0618853066         1.0392170863         2.6946344031        -7.7776871880        13.2494489322
        0.0704303000       -37.0797526032         2.2520212074         0.9677519344         2.6691156285        -9.6393322664        11.5122961198
        0.0754241000        10.1542050954         2.6094440078         0.9830658955         2.6231818342        -9.2404083210         8.3854210574
        0.0804182000        57.1895117432         2.7636753972         0.9881705492         2.5874555498        -9.1074336726         5.9534071200
        0.0854175000        73.1824781229         2.7829020443         1.0060368372         2.5593848978        -8.6420224030         4.0425390263
        0.0904464000       124.1291165310         2.8426797509         1.0111414909         2.5211067359        -8.5090477545         1.4368098077
        0.0954186000       143.9837519082         2.8653985240         1.0264554521         2.4930360838        -8.1101238092        -0.4740582860
        0.1004476000       144.4307167725         2.8659064119         1.0494263938         2.4700691867        -7.5117378911        -2.0374958172
        0.1054256000       175.9200219049         2.9013100523         1.0596357012         2.4394466572        -7.2457885942        -4.1220791921
        0.1108728000       180.2783185294         2.9061533056         1.0826066429         2.4139278826        -6.6474026762        -5.8592320045
        0.1154252000       204.0939484295         2.9323892084         1.1004729309         2.3807534756        -6.1819914066        -8.1175306607
        0.1204286000       204.6402388192         2.9329866041         1.1285485263         2.3526828236        -5.4506308401       -10.0283987544
        0.1254169000        -7.7018932810         2.4124317128         1.2714788303         2.3501309461        -1.7273406834       -10.2021140356
        0.1304209000      -301.1887370915         1.9307772548         1.4654556714         2.3501309461         3.3256959578       -10.2021140356
        0.1354200000      -332.5787166985         1.8970748264         1.4603510177         2.3756497207         3.1927213094        -8.4649612232
        0.1404228000      -325.0043669916         1.9051752237         1.4475893834         2.3833053531         2.8602846882        -7.9438153795
        0.1454177000      -352.3340265503         1.8760144223         1.4501417102         2.3986166179         2.9267720125        -6.9015236920
        0.1504221000      -360.3056783588         1.8675354754         1.4424847297         2.4113760052         2.7273100398        -6.0329472858
        0.1554229000      -333.2739953763         1.8963320862         1.4246184417         2.4113760052         2.2618987702        -6.0329472858
        0.1604207000      -345.1073161823         1.8837092095         1.4195137880         2.4241353924         2.1289241217        -5.1643708796
        0.1654217000      -325.8486339574         1.9042714610         1.4041998268         2.4266872699         1.7300001764        -4.9906555983
        0.1704151000      -310.5012834928         1.9207391567         1.3888858657         2.4317910248         1.3310762310        -4.6432250358
        0.1754235000      -314.4622780157         1.9164806531         1.3863335388         2.4368947797         1.2645889068        -4.2957944734
        0.1804214000      -279.7569198009         1.9540418407         1.3608102703         2.4394466572         0.5997156645        -4.1220791921
        0.1854176000      -283.7675770865         1.9496689654         1.3557056165         2.4471022896         0.4667410161        -3.6009333484
        0.1904214000      -264.5088948616         1.9707591738         1.3403916554         2.4496541670         0.0678170707        -3.4272180671
        0.1954179000      -237.4275491164         2.0008661361         1.3250776943         2.4471022896        -0.3311068746        -3.6009333484
        0.2004213000      -159.9458553528         2.0909792793         1.2867927914         2.4343429023        -1.3284167380        -4.4695097546
        0.2054111000        -5.2804444017         2.4391483667         1.1949090246         2.4241353924        -3.7219604102        -5.1643708796
        0.2104216000        60.5169168440         2.7676942860         1.1591764486         2.4164797601        -4.6527829494        -5.6855167233
        0.2154186000       115.2258987241         2.8323897820         1.1566241217         2.3833053531        -4.7192702736        -7.9438153795
        0.2204205000       103.7402172570         2.8190189041         1.1693857560         2.3782015982        -4.3868336525        -8.2912459419
        0.2254215000       123.4458643461         2.8418923549         1.1770427366         2.3577865785        -4.1873716798        -9.6809681919
        0.2304200000        88.8398316567         2.8015079098         1.2076706589         2.3501309461        -3.3895237891       -10.2021140356
        0.2354113000       116.2688167408         2.8335984845         1.2102229857         2.3297159265        -3.3230364648       -11.5918362856
        0.2404229000        85.4747902861         2.7975270906         1.2357462543         2.3246121715        -2.6581632226       -11.9392668481
        0.2454284000       120.6271133653         2.8386399690         1.2331939274         2.3041971519        -2.7246505468       -13.3289890980
        0.2504249000        74.2870853952         2.7842216620         1.2638218497         2.3041971519        -1.9268026561       -13.3289890980
        0.2554230000        82.2587372037         2.7937133992         1.2714788303         2.2914377646        -1.7273406834       -14.1975655042
        0.2604455000         8.8373634884         2.5949148547         1.3174207137         2.2939896420        -0.5305688473       -14.0238502230
        0.2654253000       -41.3643334792         2.2459212021         1.3506009628         2.2939896420         0.3337663676       -14.0238502230
        0.2704155000       -14.1339994459         2.3414641380         1.3429439823         2.2837821322         0.1343043949       -14.7187113479
        0.2754250000       -29.7296637240         2.2625795297         1.3454963091         2.2914377646         0.2007917192       -14.1975655042
        0.2804158000       -41.3643334792         2.2459212021         1.3506009628         2.2939896420         0.3337663676       -14.0238502230
        0.2854165000       -22.0063257290         2.2738044161         1.3403916554         2.2914377646         0.0678170707       -14.1975655042
        0.2904907000        -6.5596497389         2.4250344672         1.3301823480         2.2914377646        -0.1981322262       -14.1975655042
        0.2954235000         1.3126765442         2.5118924714         1.3327346748         2.2837821322        -0.1316449020       -14.7187113479
        0.3004210000         1.2630137815         2.5113445255         1.3301823480         2.2863340097        -0.1981322262       -14.5449960667
        0.3054230000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.3104257000         5.1743455417         2.5544995547         1.3301823480         2.2837821322        -0.1981322262       -14.7187113479
        0.3154162000        -2.6483179787         2.4681894963         1.3301823480         2.2888858871        -0.1981322262       -14.3712807855
        0.3204139000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.3254162000        -2.5986552161         2.4687374422         1.3327346748         2.2863340097        -0.1316449020       -14.5449960667
        0.3304145000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.3354270000       -25.8679947265         2.2681750813         1.3429439823         2.2914377646         0.1343043949       -14.1975655042
        0.3404139000         5.1743455417         2.5544995547         1.3301823480         2.2837821322        -0.1981322262       -14.7187113479
        0.3454294000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.3504269000       -33.6906582469         2.2568747451         1.3429439823         2.2965415195         0.1343043949       -13.8501349417
        0.3554822000        -2.5986552161         2.4687374422         1.3327346748         2.2863340097        -0.1316449020       -14.5449960667
        0.3604239000       -33.6906582469         2.2568747451         1.3429439823         2.2965415195         0.1343043949       -13.8501349417
        0.3654277000       -10.4213187365         2.3824273838         1.3327346748         2.2914377646        -0.1316449020       -14.1975655042
        0.3704234000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.3754400000       -25.8679947265         2.2681750813         1.3429439823         2.2914377646         0.1343043949       -14.1975655042
        0.3804197000       -33.6906582469         2.2568747451         1.3429439823         2.2965415195         0.1343043949       -13.8501349417
        0.3854170000         1.2630137815         2.5113445255         1.3301823480         2.2863340097        -0.1981322262       -14.5449960667
        0.3904301000       -33.6906582469         2.2568747451         1.3429439823         2.2965415195         0.1343043949       -13.8501349417
        0.3954152000       -37.5523272444         2.2513464350         1.3454963091         2.2965415195         0.2007917192       -13.8501349417
        0.4004295000       -25.8679947265         2.2681750813         1.3429439823         2.2914377646         0.1343043949       -14.1975655042
        0.4054219000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.4104206000         5.1743455417         2.5544995547         1.3301823480         2.2837821322        -0.1981322262       -14.7187113479
        0.4154207000       -14.2333249713         2.3403682463         1.3378393285         2.2888858871         0.0013297465       -14.3712807855
        0.4204283000       -22.1056512544         2.2736591981         1.3352870017         2.2965415195        -0.0651575777       -13.8501349417
        0.4254205000       -33.7403210096         2.2568034400         1.3403916554         2.2990933970         0.0678170707       -13.6764196605
        0.4304681000       -33.6906582469         2.2568747451         1.3429439823         2.2965415195         0.1343043949       -13.8501349417
        0.4354297000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.4404248000        -2.5986552161         2.4687374422         1.3327346748         2.2863340097        -0.1316449020       -14.5449960667
        0.4454157000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.4504142000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.4554105000       -33.6906582469         2.2568747451         1.3429439823         2.2965415195         0.1343043949       -13.8501349417
        0.4604111000       -37.5523272444         2.2513464350         1.3454963091         2.2965415195         0.2007917192       -13.8501349417
        0.4654098000       -22.0063257290         2.2738044161         1.3403916554         2.2914377646         0.0678170707       -14.1975655042
        0.4704143000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.4754154000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.4804138000       -37.5523272444         2.2513464350         1.3454963091         2.2965415195         0.2007917192       -13.8501349417
        0.4854169000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.4904271000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.4954108000       -41.4636590046         2.2457802637         1.3454963091         2.2990933970         0.2007917192       -13.6764196605
        0.5004178000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.5054113000         1.3126765442         2.5118924714         1.3327346748         2.2837821322        -0.1316449020       -14.7187113479
        0.5104127000       -37.5523272444         2.2513464350         1.3454963091         2.2965415195         0.2007917192       -13.8501349417
        0.5154115000       -22.0063257290         2.2738044161         1.3403916554         2.2914377646         0.0678170707       -14.1975655042
        0.5204193000        -2.5986552161         2.4687374422         1.3327346748         2.2863340097        -0.1316449020       -14.5449960667
        0.5254140000       -41.4636590046         2.2457802637         1.3454963091         2.2990933970         0.2007917192       -13.6764196605
        0.5304301000       -10.3219932111         2.3835232755         1.3378393285         2.2863340097         0.0013297465       -14.5449960667
        0.5354182000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.5405438000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.5454161000         1.2630137815         2.5113445255         1.3301823480         2.2863340097        -0.1981322262       -14.5449960667
        0.5505254000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.5554187000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.5604197000       -37.5523272444         2.2513464350         1.3454963091         2.2965415195         0.2007917192       -13.8501349417
        0.5654176000       -37.5523272444         2.2513464350         1.3454963091         2.2965415195         0.2007917192       -13.8501349417
        0.5704422000       -22.0063257290         2.2738044161         1.3403916554         2.2914377646         0.0678170707       -14.1975655042
        0.5754190000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.5804075000         5.1743455417         2.5544995547         1.3301823480         2.2837821322        -0.1981322262       -14.7187113479
        0.5854164000       -45.2756652394         2.2403872423         1.3506009628         2.2965415195         0.3337663676       -13.8501349417
        0.5904083000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.5954130000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.6004082000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.6054119000       -25.9673202519         2.2680307372         1.3378393285         2.2965415195         0.0013297465       -13.8501349417
        0.6104071000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.6154286000        -2.6483179787         2.4681894963         1.3301823480         2.2888858871        -0.1981322262       -14.3712807855
        0.6204078000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.6255462000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.6304076000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.6354112000         1.2630137815         2.5113445255         1.3301823480         2.2863340097        -0.1981322262       -14.5449960667
        0.6404075000        -2.5489924534         2.4692853880         1.3352870017         2.2837821322        -0.0651575777       -14.7187113479
        0.6454164000       -37.5523272444         2.2513464350         1.3454963091         2.2965415195         0.2007917192       -13.8501349417
        0.6504072000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.6554144000       -25.8679947265         2.2681750813         1.3429439823         2.2914377646         0.1343043949       -14.1975655042
        0.6604122000       -22.0063257290         2.2738044161         1.3403916554         2.2914377646         0.0678170707       -14.1975655042
        0.6654095000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.6704086000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.6754095000       -37.5523272444         2.2513464350         1.3454963091         2.2965415195         0.2007917192       -13.8501349417
        0.6804129000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.6854099000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.6904083000       -22.0063257290         2.2738044161         1.3403916554         2.2914377646         0.0678170707       -14.1975655042
        0.6954152000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.7004082000        -6.5596497389         2.4250344672         1.3301823480         2.2914377646        -0.1981322262       -14.1975655042
        0.7054142000         5.1246827790         2.5539516089         1.3276300211         2.2863340097        -0.2646195504       -14.5449960667
        0.7104043000         1.2630137815         2.5113445255         1.3301823480         2.2863340097        -0.1981322262       -14.5449960667
        0.7154152000        -2.5986552161         2.4687374422         1.3327346748         2.2863340097        -0.1316449020       -14.5449960667
        0.7204081000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.7254207000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.7304103000       -33.6906582469         2.2568747451         1.3429439823         2.2965415195         0.1343043949       -13.8501349417
        0.7354224000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.7404200000       -10.4213187365         2.3824273838         1.3327346748         2.2914377646        -0.1316449020       -14.1975655042
        0.7454124000        -2.5489924534         2.4692853880         1.3352870017         2.2837821322        -0.0651575777       -14.7187113479
        0.7504087000       -18.1446567315         2.2972132171         1.3378393285         2.2914377646         0.0013297465       -14.1975655042
        0.7554175000       -14.2829877340         2.3398203005         1.3352870017         2.2914377646        -0.0651575777       -14.1975655042
        0.7604125000       -25.8679947265         2.2681750813         1.3429439823         2.2914377646         0.1343043949       -14.1975655042
        0.7654237000       -37.6019900071         2.2512755517         1.3429439823         2.2990933970         0.1343043949       -13.6764196605
        0.7704124000       -10.3716559738         2.3829753296         1.3352870017         2.2888858871        -0.0651575777       -14.3712807855
        0.7754110000         1.3126765442         2.5118924714         1.3327346748         2.2837821322        -0.1316449020       -14.7187113479
