% Designation Loop  psi_cmd=+60.000deg  (absolute, NEUTRAL ref)
% Kp=90.4059  Kd=2.5786  K_pot=68.073520deg/V
% Vg_offset=1.337380V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005186000      5387.8553575745         5.0000000000         1.3429439823         2.5134511035         8.3045858911         0.1668552439
        0.0054724000      5393.7372231598         5.0000000000         1.3454963091         2.5108992261        12.1140289604        -0.0068600373
        0.0105496000      5413.3832660885         5.0000000000         1.3403916554         2.5108992261         4.4951428218        -0.0068600373
        0.0154477000      4814.2984296973         5.0000000000         1.4552463639         2.5364180006       175.9200809406         1.7302927751
        0.0204517000      4003.1080134363         5.0000000000         1.6007289948         2.5772480400       393.0583358911         4.5097372750
        0.0254256000      3227.2685271535         5.0000000000         1.7411069719         2.6155262019       602.5777047030         7.1154664937
        0.0304386000      2563.4234328573         5.0000000000         1.8483046998         2.6563562412       762.5743136139         9.8949109936
        0.0354221000      2072.5113055063         5.0000000000         1.8942465832         2.7073937904       831.1442888614        13.3692166184
        0.0404565000      1632.7147316495         5.0000000000         1.9146651981         2.7660869720       861.6198334159        17.3646680870
        0.0454381000       984.6939973355         4.1114839400         1.9810256964         2.8298839084       960.6653532179        21.7075501181
        0.0504561000       456.5499667661         3.2458933697         2.0039966381         2.9013364773       994.9503408416        26.5715779929
        0.0554319000       142.5119622392         2.8880341302         1.9835780232         2.9651334138       964.4747962872        30.9144600240
        0.0604606000      -159.7623111171         2.0590825116         1.9682640621         3.0238265953       941.6181378713        34.9099114926
        0.0654330000      -513.0924015014         1.6330536774         1.9580547547         3.0876235318       926.3803655941        39.2527935237
        0.0704403000      -679.8448205297         1.3870061869         1.9197698518         3.1386610810       869.2387195545        42.7270991485
        0.0754199000      -522.4972677017         1.6205742177         1.8176767776         3.1769392429       716.8609967822        45.3328283672
        0.0804367000       -88.2241406325         2.1598535892         1.6721941467         3.1973542625       499.7227418317        46.7225506171
        0.0854449000       385.2813358277         3.1603424696         1.5369208233         3.2050098949       297.8222591584        47.2436964608
        0.0904596000       839.1407693593         3.8214979733         1.4067521537         3.2126655273       103.5406626238        47.7648423046
        0.0954350000       921.6660969528         3.9803610692         1.3812288851         3.2152174047        65.4462319307        47.9385575858
        0.1004271000       880.4333013892         3.8992084747         1.3837812120         3.2203211597        69.2556750000        48.2859881483
        0.1055336000       354.0507711273         3.1241331125         1.4756649788         3.2483918117       206.3956254951        50.1968562420
        0.1104375000      -243.0933555576         1.9555172426         1.5981766679         3.2688068314       389.2488928218        51.5865784919
        0.1154556000      -535.6640803821         1.6028536536         1.6211476096         3.3019812383       423.5338804456        53.8448771481
        0.1204359000      -684.8306391208         1.3787633552         1.6109383022         3.3326037679       408.2961081683        55.9294605230
        0.1254438000      -439.2551025126         1.7264746151         1.5471301308         3.3326037679       313.0600314357        55.9294605230
        0.1304254000        42.1326857055         2.7730681491         1.4016475000         3.3453631551        95.9217764852        56.7980369292
        0.1354398000       582.3391297770         3.4102616481         1.2816881377         3.3326037679       -83.1220477723        55.9294605230
        0.1404325000       436.9942539848         3.2219604789         1.3072114063         3.3402594002       -45.0276170792        56.4506063667
        0.1454788000       495.8726463045         3.2952234880         1.3123160600         3.3275000129       -37.4087309406        55.5820299605
        0.1504390000       376.0556790262         3.1495755980         1.3352870017         3.3326037679        -3.1237433168        55.9294605230
        0.1554555000      -213.2658723669         1.9913873584         1.4680079982         3.3453631551       194.9672962871        56.7980369292
        0.1604346000      -313.4367967165         1.8737477620         1.4858742862         3.3504669101       221.6333977723        57.1454674917
        0.1654736000      -417.4294040125         1.7527948765         1.4680079982         3.3785375621       194.9672962871        59.0563355854
        0.1704324000      -344.7270978832         1.8377854095         1.4450370565         3.3810894396       160.6823086634        59.2300508666
        0.1754509000       -97.1511151025         2.1464612518         1.3684672508         3.3887450720        46.3990165842        59.7511967104
        0.1804349000       482.3474148263         3.2780650676         1.2382985811         3.3759856847      -147.8825799505        58.8826203041
        0.1854402000       431.2318613321         3.2149785827         1.2638218497         3.3683300523      -109.7881492574        58.3614744604
        0.1904473000       344.7653778595         3.1134900083         1.2944497720         3.3632262974       -64.0748324257        58.0140438979
        0.1954345000       272.0630717302         3.0316260242         1.3174207137         3.3606744199       -29.7898448020        57.8403286167
        0.2004363000       112.9540185947         2.8548063713         1.3506009628         3.3657781748        19.7329150990        58.1877591792
        0.2054579000      -254.4389314643         1.9421203603         1.4501417102         3.3632262974       168.3011948020        58.0140438979
        0.2104420000      -285.7889690973         1.9055962110         1.4297230954         3.3810894396       137.8256502475        59.2300508666
        0.2154484000      -319.1394529030         1.8671963491         1.4220661148         3.3912969494       126.3973210396        59.9249119916
        0.2204354000      -370.1952699310         1.8083551406         1.4271707685         3.3964007043       134.0162071782        60.2723425541
        0.2254356000       -42.0944057293         2.2336457052         1.3378393285         3.3989525818         0.6856997525        60.4460578353
        0.2304315000       564.8727424199         3.3862252136         1.2127753126         3.3785375621      -185.9770106436        59.0563355854
        0.2354413000       409.6451086971         3.1890906802         1.2612695229         3.3734338072      -113.5975923267        58.7089050229
        0.2404474000       311.4148940538         3.0756535225         1.2867927914         3.3734338072       -75.5031616337        58.7089050229
        0.2454371000       270.1223620239         3.0294676286         1.3097637331         3.3657781748       -41.2181740099        58.1877591792
        0.2504371000      -173.7945771107         2.0408177856         1.3965428462         3.3836413170        88.3028903465        59.4037661479
        0.2554887000      -348.6682537622         1.8332457370         1.4501417102         3.3785375621       168.3011948020        59.0563355854
        0.2604376000      -321.0801626093         1.8649671657         1.4144091342         3.3964007043       114.9689918317        60.2723425541
        0.2654193000      -181.6171524025         2.0308069397         1.3863335388         3.3912969494        73.0651180693        59.9249119916
        0.2704523000       -65.6816045369         2.1949028618         1.3480486360         3.3964007043        15.9234720297        60.2723425541
        0.2754377000       370.4127593061         3.1430200301         1.2510602154         3.3861931945      -128.8353646040        59.5774814291
        0.2805506000       309.4741843475         3.0734684115         1.2791358108         3.3785375621       -86.9314908416        59.0563355854
        0.2854273000       291.7688511252         3.0536046008         1.2918974451         3.3734338072       -67.8842754951        58.7089050229
        0.2904430000       142.4828194540         2.8880015489         1.3225253674         3.3785375621       -22.1709586634        59.0563355854
        0.2954246000        73.7216692037         2.8099743471         1.3403916554         3.3785375621         4.4951428218        59.0563355854
        0.3004703000      -136.5029374261         2.0903282280         1.3990951731         3.3759856847        92.1123334158        58.8826203041
        0.3054432000      -244.4964370673         1.9538540821         1.4067521537         3.3887450720       103.5406626238        59.7511967104
        0.3104560000       -97.1511151025         2.1464612518         1.3684672508         3.3887450720        46.3990165842        59.7511967104
        0.3154387000      -106.9144001005         2.1321086104         1.3506009628         3.4015044592        19.7329150990        60.6197731166
        0.3204496000        44.3123412770         2.7756419578         1.3276300211         3.3912969494       -14.5520725247        59.9249119916
        0.3254367000       -93.1502227572         2.1524308476         1.3429439823         3.4040563367         8.3045858911        60.7934883978
        0.3304391000        34.4893198127         2.7640078885         1.3301823480         3.3912969494       -10.7426294554        59.9249119916
        0.3354322000        40.4309218643         2.7710556332         1.3123160600         3.4015044592       -37.4087309406        60.6197731166
        0.3404423000        28.6074542273         2.7569976793         1.3276300211         3.3938488269       -14.5520725247        60.0986272728
        0.3454208000      -116.7374215649         2.1179626012         1.3531532897         3.4015044592        23.5423581683        60.6197731166
        0.3504349000        65.8990939120         2.8009103297         1.3301823480         3.3861931945       -10.7426294554        59.5774814291
        0.3554426000        65.8990939120         2.8009103297         1.3301823480         3.3861931945       -10.7426294554        59.5774814291
        0.3604496000      -101.0325345152         2.1407193492         1.3531532897         3.3989525818        23.5423581683        60.4460578353
        0.3654344000        46.2530509834         2.7779300029         1.3352870017         3.3861931945        -3.1237433168        59.5774814291
        0.3704411000       -40.1536960229         2.2369349938         1.3454963091         3.3938488269        12.1140289604        60.0986272728
        0.3754306000        30.5481639337         2.7593144211         1.3352870017         3.3887450720        -3.1237433168        59.7511967104
        0.3804408000        30.5481639337         2.7593144211         1.3352870017         3.3887450720        -3.1237433168        59.7511967104
        0.3854212000       -10.6846316300         2.3825993081         1.3378393285         3.3938488269         0.6856997525        60.0986272728
        0.3908658000       -10.6846316300         2.3825993081         1.3378393285         3.3938488269         0.6856997525        60.0986272728
        0.3954453000        14.8432768840         2.6854915586         1.3352870017         3.3912969494        -3.1237433168        59.9249119916
        0.4004614000        -0.8616101656         2.4991508492         1.3352870017         3.3938488269        -3.1237433168        60.0986272728
        0.4054372000       -10.6846316300         2.3825993081         1.3378393285         3.3938488269         0.6856997525        60.0986272728
        0.4104574000        65.8990939120         2.8009103297         1.3301823480         3.3861931945       -10.7426294554        59.5774814291
        0.4154414000        38.4304756917         2.7686864692         1.3250776943         3.3938488269       -18.3615155941        60.0986272728
        0.4204459000       -81.3864915866         2.1702934529         1.3480486360         3.3989525818        15.9234720297        60.4460578353
        0.4254260000       -61.7404486579         2.2012227977         1.3429439823         3.3989525818         8.3045858911        60.4460578353
        0.4304680000       -10.6846316300         2.3825993081         1.3378393285         3.3938488269         0.6856997525        60.0986272728
        0.4354511000       -10.6846316300         2.3825993081         1.3378393285         3.3938488269         0.6856997525        60.0986272728
        0.4404801000         8.9614112987         2.6157023902         1.3327346748         3.3938488269        -6.9331863861        60.0986272728
        0.4454414000       -40.1536960229         2.2369349938         1.3454963091         3.3938488269        12.1140289604        60.0986272728
        0.4504249000       -40.1536960229         2.2369349938         1.3454963091         3.3938488269        12.1140289604        60.0986272728
        0.4554352000        65.8990939120         2.8009103297         1.3301823480         3.3861931945       -10.7426294554        59.5774814291
        0.4604250000       -30.3306745586         2.2538338494         1.3429439823         3.3938488269         8.3045858911        60.0986272728
        0.4654398000       -28.3302283860         2.2573274799         1.3301823480         3.4015044592       -10.7426294554        60.6197731166
        0.4704394000        75.7221153763         2.8122849226         1.3276300211         3.3861931945       -14.5520725247        59.5774814291
        0.4754493000        -2.8023198720         2.4761240536         1.3276300211         3.3989525818       -14.5520725247        60.4460578353
        0.4804296000      -101.0325345152         2.1407193492         1.3531532897         3.3989525818        23.5423581683        60.4460578353
        0.4855482000        24.6662983483         2.7522813376         1.3327346748         3.3912969494        -6.9331863861        59.9249119916
        0.4904246000        56.0760724477         2.7894604666         1.3327346748         3.3861931945        -6.9331863861        59.5774814291
        0.4954457000       -14.6257875089         2.3358369353         1.3429439823         3.3912969494         8.3045858911        59.9249119916
        0.5004350000       -61.7404486579         2.2012227977         1.3429439823         3.3989525818         8.3045858911        60.4460578353
        0.5054601000        65.8990939120         2.8009103297         1.3301823480         3.3861931945       -10.7426294554        59.5774814291
        0.5104352000        14.8432768840         2.6854915586         1.3352870017         3.3912969494        -3.1237433168        59.9249119916
        0.5154595000        -4.8027660446         2.4523884764         1.3403916554         3.3912969494         4.4951428218        59.9249119916
        0.5204361000        24.6662983483         2.7522813376         1.3327346748         3.3912969494        -6.9331863861        59.9249119916
        0.5254482000       -14.6257875089         2.3358369353         1.3429439823         3.3912969494         8.3045858911        59.9249119916
        0.5304340000         8.9614112987         2.6157023902         1.3327346748         3.3938488269        -6.9331863861        60.0986272728
        0.5354452000       -55.8585830726         2.2107669175         1.3454963091         3.3964007043        12.1140289604        60.2723425541
        0.5404462000        40.3711853980         2.7709849401         1.3327346748         3.3887450720        -6.9331863861        59.7511967104
        0.5454566000        14.8432768840         2.6854915586         1.3352870017         3.3912969494        -3.1237433168        59.9249119916
        0.5504255000        81.6039809617         2.8190620075         1.3301823480         3.3836413170       -10.7426294554        59.4037661479
        0.5554283000         5.0202554197         2.5689400175         1.3378393285         3.3912969494         0.6856997525        59.9249119916
        0.5604367000        30.5481639337         2.7593144211         1.3352870017         3.3887450720        -3.1237433168        59.7511967104
        0.5654519000        -0.8616101656         2.4991508492         1.3352870017         3.3938488269        -3.1237433168        60.0986272728
        0.5704332000        -4.8027660446         2.4523884764         1.3403916554         3.3912969494         4.4951428218        59.9249119916
        0.5754555000        30.5481639337         2.7593144211         1.3352870017         3.3887450720        -3.1237433168        59.7511967104
        0.5804265000       -42.0944057293         2.2336457052         1.3378393285         3.3989525818         0.6856997525        60.4460578353
