% Designation Loop  psi_cmd=-30.000deg  (absolute, NEUTRAL ref)
% Kp=18.9487  Kd=0.5784  K_pot=68.073520deg/V
% Vg_offset=1.338031V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0005012000      -750.2963856824         1.4013396807         1.3352870017         2.6538043638        -0.0714738735         9.7211957123
        0.0055585000      -765.6932706669         1.3783656248         1.3454963091         2.6589081187         0.1944754234        10.0686262748
        0.0105553000      -752.4997675537         1.3980839558         1.3378393285         2.6538043638        -0.0049865493         9.7211957123
        0.0156664000      -763.4898887956         1.3816856269         1.3429439823         2.6589081187         0.1279880991        10.0686262748
        0.0205564000      -747.0047069327         1.4061838781         1.3352870017         2.6512524863        -0.0714738735         9.5474804311
        0.0255416000      -771.2419075168         1.3699564875         1.3633625971         2.6512524863         0.6598866929         9.5474804311
        0.0305341000      -744.8013250614         1.4094134500         1.3327346748         2.6512524863        -0.1379611978         9.5474804311
        0.0357791000      -736.0145856907         1.4221897790         1.3301823480         2.6461487314        -0.2044485220         9.2000498686
        0.0415934000      -751.4114706753         1.3996933469         1.3403916554         2.6512524863         0.0615007749         9.5474804311
        0.0455502000      -770.1000344095         1.3716927470         1.3506009628         2.6589081187         0.3274500718        10.0686262748
        0.0505533000      -731.6078219482         1.4285364088         1.3250776943         2.6461487314        -0.3374231705         9.2000498686
        0.0555253000      -701.8487726285         1.4703686378         1.2867927914         2.6487006088        -1.3347330339         9.3737651498
        0.0605181000      -455.2039436167         1.7662262026         1.0392170863         2.6231818342        -7.7840034838         7.6366123374
        0.0654998000      -336.4088393686         1.8929848329         0.9549903001         2.5874555498        -9.9780851833         5.2045984000
        0.0705721000      -293.6438037370         1.9389396344         0.9626472806         2.5491773879        -9.7786232106         2.5988691813
        0.0755440000      -276.1506893391         1.9579820512         0.9805135686         2.5236586133        -9.3132119411         0.8617163689
        0.0804728000      -245.5176480569         1.9918108503         1.0060368372         2.4828285740        -8.6483386988        -1.9177281310
        0.0855425000      -186.2406424480         2.0596244101         0.9983798566         2.4419985347        -8.8478006715        -4.6971726309
        0.0905373000      -155.5540249368         2.0963056247         1.0085891641         2.4113760052        -8.5818513746        -6.7817560058
        0.0955470000      -140.2642924102         2.1150633785         1.0290077789         2.3858572306        -8.0499527807        -8.5189088182
        0.1005213000       -98.6143417715         2.1680108130         1.0417694132         2.3450271912        -7.7175161596       -11.2983533181
        0.1055201000       -65.7243423891         2.2119777301         1.0494263938         2.3144046617        -7.5180541869       -13.3829366930
        0.1105727000       -36.1260217563         2.2533844955         1.0570833743         2.2863340097        -7.3185922143       -15.2938047867
        0.1154499000       -53.8334410700         2.2283925675         1.1004729309         2.2710227449        -6.1883077024       -16.3360964742
        0.1205236000       -23.1736116733         2.2720992232         1.1183392189         2.2352964605        -5.7228964328       -18.7681104116
        0.1255124000         4.2749033171         2.5445757083         1.1132345652         2.2174333183        -5.8558710813       -19.9841173803
        0.1305528000         9.6895995946         2.6043178602         1.1336531800         2.1995701761        -5.3239724875       -21.2001243490
        0.1355453000        41.4913020987         2.7445807420         1.1387578337         2.1714995240        -5.1909978390       -23.1109924426
        0.1405155000        48.0210833691         2.7525503020         1.1540717949         2.1561882593        -4.7920738936       -24.1532841301
        0.1454833000        46.8524221473         2.7511267936         1.1744904097         2.1434288720        -4.2601752998       -25.0218605363
        0.1504656000        43.4535909397         2.7469797652         1.2051183320         2.1255657297        -3.4623274091       -26.2378675050
        0.1555502000        44.4883115891         2.7482433705         1.2229846200         2.1128063424        -2.9969161395       -27.1064439112
        0.1606442000        59.8316203447         2.7668673826         1.2280892737         2.0974950777        -2.8639414911       -28.1487355987
        0.1655848000        48.7879228738         2.7534836942         1.2485078886         2.0923913228        -2.3320428973       -28.4961661612
        0.1705856000        41.0359041526         2.7440234889         1.2689265034         2.0847356904        -1.8001443034       -29.0173120049
        0.1755671000        23.3820610678         2.7222751169         1.2970020988         2.0796319355        -1.0687837369       -29.3647425674
        0.1806546000        -8.5535820086         2.4030347467         1.3301823480         2.0821838129        -0.2044485220       -29.1910272862
        0.1856859000       -20.7123644724         2.2756983081         1.3557056165         2.0745281806         0.4604247203       -29.7121731299
        0.1909801000       -18.4821944866         2.2934890504         1.3454963091         2.0796319355         0.1944754234       -29.3647425674
        0.1956318000       -12.9871338657         2.3541178888         1.3429439823         2.0770800580         0.1279880991       -29.5384578486
        0.2004854000       -54.7978131912         2.2270505063         1.3761242314         2.0872875679         0.9923233141       -28.8435967237
        0.2056399000       -20.6855763579         2.2757375569         1.3480486360         2.0796319355         0.2609627476       -29.3647425674
        0.2105321000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.2155607000        -0.8819276308         2.4876786708         1.3327346748         2.0745281806        -0.1379611978       -29.7121731299
        0.2209810000       -14.0754307441         2.3421103460         1.3403916554         2.0796319355         0.0615007749       -29.3647425674
        0.2255460000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.2304302000        -0.8819276308         2.4876786708         1.3327346748         2.0745281806        -0.1379611978       -29.7121731299
        0.2356966000         2.4097511189         2.5239968614         1.3327346748         2.0719763031        -0.1379611978       -29.8858884111
        0.2408664000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.2455605000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.2506991000       -14.0754307441         2.3421103460         1.3403916554         2.0796319355         0.0615007749       -29.3647425674
        0.2557534000       -12.9603457512         2.3544134510         1.3352870017         2.0821838129        -0.0714738735       -29.1910272862
        0.2606431000        -4.1736063805         2.4513604802         1.3327346748         2.0770800580        -0.1379611978       -29.5384578486
        0.2655842000       -18.4554063722         2.2937846126         1.3378393285         2.0847356904        -0.0049865493       -29.0173120049
        0.2706835000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.2756113000       -14.0754307441         2.3421103460         1.3403916554         2.0796319355         0.0615007749       -29.3647425674
        0.2805318000       -14.0754307441         2.3421103460         1.3403916554         2.0796319355         0.0615007749       -29.3647425674
        0.2856239000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.2907984000        -0.8819276308         2.4876786708         1.3327346748         2.0745281806        -0.1379611978       -29.7121731299
        0.2955832000       -28.3572307357         2.2645643375         1.3454963091         2.0872875679         0.1944754234       -28.8435967237
        0.3005756000        -4.1736063805         2.4513604802         1.3327346748         2.0770800580        -0.1379611978       -29.5384578486
        0.3056479000       -15.1637276225         2.3301028032         1.3378393285         2.0821838129        -0.0049865493       -29.1910272862
        0.3106236000        -0.8819276308         2.4876786708         1.3327346748         2.0745281806        -0.1379611978       -29.7121731299
        0.3156010000       -26.1538488644         2.2677597261         1.3429439823         2.0872875679         0.1279880991       -28.8435967237
        0.3206073000        -1.9702245092         2.4756711280         1.3301823480         2.0770800580        -0.2044485220       -29.5384578486
        0.3254904000       -23.9504669931         2.2709661038         1.3403916554         2.0872875679         0.0615007749       -28.8435967237
        0.3304974000        -6.3769882518         2.4270498323         1.3352870017         2.0770800580        -0.0714738735       -29.5384578486
        0.3356218000         2.4097511189         2.5239968614         1.3327346748         2.0719763031        -0.1379611978       -29.8858884111
        0.3405965000       -14.0754307441         2.3421103460         1.3403916554         2.0796319355         0.0615007749       -29.3647425674
        0.3455874000       -16.2788126153         2.3177996982         1.3429439823         2.0796319355         0.1279880991       -29.3647425674
        0.3505619000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.3554946000       -26.1538488644         2.2677597261         1.3429439823         2.0872875679         0.1279880991       -28.8435967237
        0.3605779000       -26.1538488644         2.2677597261         1.3429439823         2.0872875679         0.1279880991       -28.8435967237
        0.3655676000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.3704972000        -0.8819276308         2.4876786708         1.3327346748         2.0745281806        -0.1379611978       -29.7121731299
        0.3754931000       -28.3572307357         2.2645643375         1.3454963091         2.0872875679         0.1944754234       -28.8435967237
        0.3804660000       -17.3671094938         2.3057921554         1.3403916554         2.0821838129         0.0615007749       -29.1910272862
        0.3854312000       -28.3572307357         2.2645643375         1.3454963091         2.0872875679         0.1944754234       -28.8435967237
        0.3903838000       -14.0754307441         2.3421103460         1.3403916554         2.0796319355         0.0615007749       -29.3647425674
        0.3954252000       -25.0655519860         2.2693420459         1.3454963091         2.0847356904         0.1944754234       -29.0173120049
        0.4004213000        -3.0853095021         2.4633680230         1.3352870017         2.0745281806        -0.0714738735       -29.7121731299
        0.4054813000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.4104671000        -6.3769882518         2.4270498323         1.3352870017         2.0770800580        -0.0714738735       -29.5384578486
        0.4153854000        -6.3769882518         2.4270498323         1.3352870017         2.0770800580        -0.0714738735       -29.5384578486
        0.4204186000       -12.9603457512         2.3544134510         1.3352870017         2.0821838129        -0.0714738735       -29.1910272862
        0.4254308000       -15.1637276225         2.3301028032         1.3378393285         2.0821838129        -0.0049865493       -29.1910272862
        0.4304190000        -5.2886913734         2.4390573751         1.3378393285         2.0745281806        -0.0049865493       -29.7121731299
        0.4354170000        -0.8819276308         2.4876786708         1.3327346748         2.0745281806        -0.1379611978       -29.7121731299
        0.4404197000       -28.3572307357         2.2645643375         1.3454963091         2.0872875679         0.1944754234       -28.8435967237
        0.4458255000       -28.3572307357         2.2645643375         1.3454963091         2.0872875679         0.1944754234       -28.8435967237
        0.4512390000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.4555285000       -26.1538488644         2.2677597261         1.3429439823         2.0872875679         0.1279880991       -28.8435967237
        0.4606936000        -1.9702245092         2.4756711280         1.3301823480         2.0770800580        -0.2044485220       -29.5384578486
        0.4663624000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.4705321000       -17.3671094938         2.3057921554         1.3403916554         2.0821838129         0.0615007749       -29.1910272862
        0.4763548000       -26.1538488644         2.2677597261         1.3429439823         2.0872875679         0.1279880991       -28.8435967237
        0.4804423000       -28.3572307357         2.2645643375         1.3454963091         2.0872875679         0.1944754234       -28.8435967237
        0.4861676000       -23.9504669931         2.2709661038         1.3403916554         2.0872875679         0.0615007749       -28.8435967237
        0.4904766000       -17.3671094938         2.3057921554         1.3403916554         2.0821838129         0.0615007749       -29.1910272862
        0.4956182000       -23.9504669931         2.2709661038         1.3403916554         2.0872875679         0.0615007749       -28.8435967237
        0.5005450000       -28.3572307357         2.2645643375         1.3454963091         2.0872875679         0.1944754234       -28.8435967237
        0.5055285000       -15.1369395080         2.3303983654         1.3301823480         2.0872875679        -0.2044485220       -28.8435967237
        0.5105451000       -15.1637276225         2.3301028032         1.3378393285         2.0821838129        -0.0049865493       -29.1910272862
        0.5155393000       -15.1637276225         2.3301028032         1.3378393285         2.0821838129        -0.0049865493       -29.1910272862
        0.5204603000       -28.3572307357         2.2645643375         1.3454963091         2.0872875679         0.1944754234       -28.8435967237
        0.5254258000       -29.4455276141         2.2629900996         1.3429439823         2.0898394453         0.1279880991       -28.6698814424
        0.5304502000       -26.1538488644         2.2677597261         1.3429439823         2.0872875679         0.1279880991       -28.8435967237
        0.5353997000       -26.1538488644         2.2677597261         1.3429439823         2.0872875679         0.1279880991       -28.8435967237
        0.5404655000       -29.4455276141         2.2629900996         1.3429439823         2.0898394453         0.1279880991       -28.6698814424
        0.5455727000       -26.1538488644         2.2677597261         1.3429439823         2.0872875679         0.1279880991       -28.8435967237
        0.5505183000       -26.1538488644         2.2677597261         1.3429439823         2.0872875679         0.1279880991       -28.8435967237
        0.5555176000        -4.1736063805         2.4513604802         1.3327346748         2.0770800580        -0.1379611978       -29.5384578486
        0.5605527000       -18.4554063722         2.2937846126         1.3378393285         2.0847356904        -0.0049865493       -29.0173120049
        0.5655520000       -11.8720488728         2.3664209939         1.3378393285         2.0796319355        -0.0049865493       -29.3647425674
        0.5704413000        -4.1736063805         2.4513604802         1.3327346748         2.0770800580        -0.1379611978       -29.5384578486
        0.5754656000       -15.1637276225         2.3301028032         1.3378393285         2.0821838129        -0.0049865493       -29.1910272862
        0.5805440000       -15.1637276225         2.3301028032         1.3378393285         2.0821838129        -0.0049865493       -29.1910272862
