% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=49.8893  Kd=1.6487  K_pot=68.073520deg/V
% Vg_offset=1.338694V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0007189000       919.8475440861         3.9767056510         1.3352870017         2.5364180006        -0.0887605778         1.7302927751
        0.0056351000       922.2334490783         3.9815029382         1.3378393285         2.5338661232        -0.0222732536         1.5565774939
        0.0109331000       886.0584951521         3.9100682462         1.3454963091         2.5389698781         0.1771887191         1.9040080564
        0.0155670000       550.7992643765         3.3671648002         1.4782173056         2.5415217556         3.6345295789         2.0777233376
        0.0205181000       366.9068571376         3.1389581966         1.5318161696         2.5568330203         5.0307633876         3.1200150251
        0.0255325000       391.7840187189         3.1679695520         1.4935312668         2.5772480400         4.0334535242         4.5097372750
        0.0305295000       312.2763958902         3.0766240470         1.5011882474         2.5951111822         4.2329154969         5.7257442437
        0.0355347000       224.9793254689         2.9794635909         1.5190545354         2.6078705695         4.6983267665         6.5943206499
        0.0406797000       153.2611502326         2.9000314687         1.5165022085         2.6308374666         4.6318394423         8.1577581811
        0.0456678000       196.3484655631         2.9478256395         1.4884266131         2.6384930990         3.9004788758         8.6789040249
        0.0506174000        30.4208585012         2.7591625627         1.5241591891         2.6614599961         4.8313014149        10.2423415560
        0.0555301000        71.1222688395         2.8069675525         1.4935312668         2.6716675060         4.0334535242        10.9372026810
        0.0606340000         5.6847223915         2.5768240122         1.4884266131         2.6946344031         3.9004788758        12.5006402122
        0.0656885000        -2.9818113891         2.4739943613         1.4884266131         2.6971862806         3.9004788758        12.6743554935
        0.0707218000       -32.2444039109         2.2505083859         1.4756649788         2.7150494228         3.5680422546        13.8903624622
        0.0757301000       -15.1566899220         2.3295377030         1.4475893834         2.7303606875         2.8366816881        14.9326541496
        0.0807122000        12.9834628395         2.6634246015         1.4220661148         2.7405681974         2.1718084459        15.6275152746
        0.0857361000        64.7373119505         2.7995601669         1.3939905194         2.7456719523         1.4404478794        15.9749458371
        0.0905879000        57.5795969740         2.7912180886         1.3863335388         2.7533275847         1.2409859067        16.4960916808
        0.0957051000       -24.9456634628         2.2632794905         1.4093044805         2.7609832170         1.8393718247        17.0172375245
        0.1005040000        -2.2090533015         2.4831632455         1.3965428462         2.7635350945         1.5069352036        17.1909528058
        0.1055722000        55.8254245978         2.7891672759         1.3659149240         2.7686388494         0.7090873129        17.5383833683
        0.1106783000        53.4395196057         2.7863737628         1.3633625971         2.7711907269         0.6425999887        17.7120986495
        0.1156898000        43.2641670211         2.7744047779         1.3710195777         2.7686388494         0.8420619613        17.5383833683
