% Designation Loop  psi_cmd=+40.000deg  (absolute, NEUTRAL ref)
% Kp=66.4207  Kd=2.0620  K_pot=68.073520deg/V
% Vg_offset=1.339269V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0004409000      4015.8343391792         5.0000000000         1.3327346748         2.2148814408        -9.7521742574       -20.1578326615
        0.0054283000      3930.4058188112         5.0000000000         1.3454963091         2.2250889506         9.2950410891       -19.4629715365
        0.0104679000      3969.1925431907         5.0000000000         1.3403916554         2.2199851957         1.6761549505       -19.8104020990
        0.0154449000      3126.9711967252         5.0000000000         1.5803103799         2.2429520929       359.7638034654       -18.2469645678
        0.0204900000      2610.9796388620         5.0000000000         1.7104790496         2.2684708674       554.0454000000       -16.5098117554
        0.0255986000      2383.4084125516         5.0000000000         1.7206883570         2.3118527843       569.2831722773       -13.5566519743
        0.0304495000      2006.5908256719         5.0000000000         1.7793918747         2.3552347011       656.9003628713       -10.6034921931
        0.0357957000      1551.7111563680         5.0000000000         1.8559616804         2.4037203728       771.1836549505        -7.3029018495
        0.0404434000      1184.2145420922         4.5852795429         1.8891419295         2.4624135543       820.7064148515        -3.3074503809
        0.0454307000       824.0843657602         3.7940278463         1.9274268324         2.5160029810       877.8480608911         0.3405705252
        0.0504370000       577.6084109250         3.4037089837         1.9325314861         2.5670405302       885.4669470297         3.8148761501
        0.0554498000       278.1014894874         3.0383483168         1.9248745055         2.6384930990       874.0386178218         8.6789040249
        0.0604549000       160.5012657017         2.9080916704         1.8993512370         2.6818750158       835.9441871288        11.6320638060
        0.0654183000       -96.5357123844         2.1473760797         1.8891419295         2.7456719523       820.7064148515        15.9749458371
        0.0704478000      -353.5726904704         1.8275902601         1.8789326221         2.8094688888       805.4686425743        20.3178278682
        0.0754383000      -541.3799250713         1.5950677046         1.8687233147         2.8579545605       790.2308702971        23.6184182118
        0.0804638000      -149.8663952728         2.0722199038         1.7002697422         2.8860252125       538.8076277228        25.5292863054
        0.0854293000       640.7898855853         3.4939631840         1.4246184417         2.8987845998       127.3877762376        26.3978627117
        0.0904629000       489.8148407040         3.2875127695         1.4399324028         2.9217514970       150.2444346535        27.9613002429
        0.0956492000       529.0901987486         3.3382787905         1.4271707685         2.9217514970       131.1972193069        27.9613002429
        0.1005533000       471.3987458442         3.2643244026         1.4271707685         2.9345108842       131.1972193069        28.8298766491
        0.1054656000        -6.2947213044         2.4346862159         1.5598917651         2.9498221490       329.2882589109        29.8721683365
        0.1104562000      -184.5181999843         2.0271235453         1.5803103799         2.9753409236       359.7638034654        31.6093211490
        0.1154319000      -260.1371140835         1.9354331380         1.5598917651         3.0059634531       329.2882589109        33.6939045239
        0.1204474000      -184.7809833013         2.0267906522         1.5241591891         3.0136190855       275.9560559406        34.2150503676
        0.1254559000       413.6703599709         3.1938869958         1.3072114063         3.0289303502       -47.8466049505        35.2573420551
        0.1304440000       479.2168844841         3.2741228480         1.3046590794         3.0161709629       -51.6560480198        34.3887656489
        0.1354282000       369.7345156244         3.1422335823         1.3327346748         3.0212747179        -9.7521742574        34.7361962113
        0.1404660000       323.0927196359         3.0888381672         1.3403916554         3.0263784728         1.6761549505        35.0836267738
        0.1454426000       208.4612308092         2.9612132630         1.3888858657         3.0187228404        74.0555732673        34.5624809301
        0.1504340000      -229.9568782949         1.9711867880         1.5088452279         3.0340341051       253.0993975248        35.6047726176
        0.1554405000      -106.9816841942         2.1320107294         1.4501417102         3.0467934924       165.4822069307        36.4733490238
        0.1604539000      -129.5696316910         2.0999011807         1.4424847297         3.0570010023       154.0538777228        37.1682101487
        0.1654351000       -97.1720779253         2.1464301110         1.4169614611         3.0672085121       115.9594470297        37.8630712737
