% Designation Loop (PD + Notch)  psi_cmd=+0.000deg
% Kp=72.9511  Kd=2.6949  K_pot=68.073520deg/V
% Notch f=8.44Hz  zeta=0.100
% Vg_offset=1.395445V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0007881000     -1507.1544381422         0.0000000000         1.4016475000         2.8094688888         0.1615641979        20.3178278682
        0.0057156000     -1530.0932271232         0.0000000000         1.4041998268         2.8120207662         0.2280515221        20.4915431494
        0.0106205000     -1473.9495810338         0.0000000000         1.3965428462         2.8069170113         0.0285895494        20.1441125869
        0.0157274000     -1402.7265613648         0.0000000000         1.3914381925         2.7967095015        -0.1043850990        19.4492514619
        0.0208553000     -1233.1678848173         0.3375045945         1.3965428462         2.7584313396         0.0285895494        16.8435222433
        0.0259085000     -1002.0127995048         0.9470424481         1.3863335388         2.7201531777        -0.2373597475        14.2377930246
        0.0309079000      -901.9099471236         1.1496093614         1.4118568074         2.6793231383         0.4275134948        11.4583485248
        0.0357480000      -589.2657740148         1.6146297216         1.3939905194         2.6308374666        -0.0378977748         8.1577581811
        0.0408602000      -391.3155458108         1.8345849178         1.3888858657         2.5951111822        -0.1708724233         5.7257442437
        0.0457111000      -196.4114275563         2.0477258974         1.3939905194         2.5517292654        -0.0378977748         2.7725844626
        0.0507102000        34.1042005328         2.7355181094         1.3965428462         2.5032435937         0.0285895494        -0.5280058810
        0.0557091000       206.0695298064         2.9345486972         1.4041998268         2.4624135543         0.2280515221        -3.3074503809
        0.0605815000       373.2215536279         3.1104089482         1.4067521537         2.4266872699         0.2945388463        -5.7394643183
        0.0656339000       642.3948015008         3.3982565703         1.3965428462         2.3807534756         0.0285895494        -8.8663393807
        0.0704785000       731.1038474753         3.5086055826         1.3965428462         2.3628903334         0.0285895494       -10.0823463494
        0.0755869000       679.7735068379         3.4432044487         1.4093044805         2.3628903334         0.3610261706       -10.0823463494
        0.0804669000       759.4953991317         3.5469245507         1.3863335388         2.3654422109        -0.2373597475        -9.9086310682
        0.0854662000       771.5286627618         3.5636820071         1.3990951731         2.3526828236         0.0950768736       -10.7772074744
        0.0906085000       685.2262695133         3.4499374543         1.4016475000         2.3679940883         0.1615641979        -9.7349157869
