% Designation Loop  psi_cmd=+0.000deg  (absolute, NEUTRAL ref)
% Kp=53.8007  Kd=1.7520  K_pot=68.073520deg/V
% Vg_offset=1.338707V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0004836000     -1068.1503629704         0.5979409423         1.3327346748         2.8069170113        -8.9140967822        20.1441125869
        0.0054527000     -1120.2136672050         0.4774443438         1.3454963091         2.8120207662        10.1331185644        20.4915431494
        0.0104220000      -962.6930050293         0.8366424330         1.2995544257         2.8018132564       -58.4368566832        19.7966820244
        0.0154322000      -386.0249193868         1.7899094075         1.1004729309         2.7865019916      -355.5734160891        18.7543903370
        0.0204414000      -379.3301533194         1.7977284040         1.1336531800         2.7609832170      -306.0506561881        17.0172375245
        0.0254477000      -297.8878139338         1.8916338891         1.1311008532         2.7405681974      -309.8600992574        15.6275152746
        0.0304461000      -197.7534538800         2.0105065615         1.1285485263         2.7150494228      -313.6695423268        13.8903624622
        0.0354952000      -207.0892095370         1.9989571872         1.1464148143         2.7048419129      -287.0034408416        13.1955013372
        0.0405006000      -129.6493732439         2.0997903589         1.1489671412         2.6818750158      -283.1939977723        11.6320638060
        0.0454686000        31.8840467014         2.7609069949         1.1157868920         2.6614599961      -332.7167576733        10.2423415560
        0.0504508000        47.9248231029         2.7798982857         1.1489671412         2.6333893441      -283.1939977723         8.3314734624
        0.0554348000        37.2583179740         2.7672965249         1.1744904097         2.6180780793      -245.0995670792         7.2891817749
        0.0604437000        -0.1052140080         2.5081255967         1.2102229857         2.6027668146      -191.7673641089         6.2468900875
        0.0654525000       -74.8527873263         2.1804225138         1.2459555617         2.5976630597      -138.4351611386         5.8994595250
        0.0704408000       -93.5345533173         2.1518551248         1.2638218497         2.5900074273      -111.7690596535         5.3783136812
        0.0754515000      -129.5673358276         2.0999043716         1.2918974451         2.5797999174       -69.8651858911         4.6834525563
        0.0804489000      -190.9663957192         2.0189903684         1.3225253674         2.5746961625       -24.1518690594         4.3360219938
        0.0854653000      -228.3401823783         1.9731283445         1.3403916554         2.5721442851         2.5142324257         4.1623067125
        0.0904501000        84.0191336754         2.8218377416         1.2280892737         2.5670405302      -165.1012626238         3.8148761501
        0.0954653000       114.7289182983         2.8568131421         1.2306416006         2.5568330203      -161.2918195545         3.1200150251
        0.1004420000       -45.4532428212         2.2279904862         1.2918974451         2.5568330203       -69.8651858911         3.1200150251
        0.1054552000       -88.1602820447         2.1599503481         1.3225253674         2.5466255105       -24.1518690594         2.4251539001
        0.1104580000      -148.2285924645         2.0744159257         1.3454963091         2.5466255105        10.1331185644         2.4251539001
        0.1154546000      -209.6379070332         1.9958269972         1.3582579434         2.5542811429        29.1803339109         2.9462997438
        0.1204294000         2.6075583209         2.5403130247         1.2842404646         2.5491773879       -81.2935150990         2.5988691813
        0.1254400000        73.3628832236         2.8095596281         1.2714788303         2.5389698781      -100.3407304455         1.9040080564
        0.1304326000       -44.1019839952         2.2302598764         1.3199730405         2.5364180006       -27.9613121287         1.7302927751
        0.1354331000      -109.5138016565         2.1283371746         1.3378393285         2.5415217556        -1.2952106436         2.0777233376
        0.1404702000        23.9815872868         2.7514603529         1.3046590794         2.5287623683       -50.8179705446         1.2091469314
