% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=75.5720  Kd=2.2686  K_pot=68.073520deg/V
% Vg_offset=1.338375V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0004876000      1552.8271176996         5.0000000000         1.3301823480         2.5083473486       -12.2283122525        -0.1805753185
        0.0055023000      1505.1301754269         5.0000000000         1.3403916554         2.5108992261         3.0094600248        -0.0068600373
        0.0104342000      1215.1213590030         4.6668119952         1.4144091342         2.5185548584       113.4833090347         0.5142858064
        0.0154416000       673.8291307095         3.5436526624         1.5471301308         2.5364180006       311.5743486386         1.7302927751
        0.0204622000       161.9614662160         2.9097154695         1.6517755319         2.5670405302       467.7615144802         3.8148761501
        0.0254327000       155.8291821779         2.9028921419         1.6109383022         2.5951111822       406.8104253713         5.7257442437
        0.0304409000       154.5119700349         2.9014250765         1.5803103799         2.6155262019       361.0971085396         7.1154664937
        0.0354379000       -11.9956101866         2.3670443618         1.5752057262         2.6512524863       353.4782224010         9.5474804311
        0.0405076000       -21.2964509408         2.2697555671         1.5624440919         2.6614599961       334.4310070545        10.2423415560
        0.0454594000      -148.7493235723         2.0737170250         1.5496824576         2.6946344031       315.3837917079        12.5006402122
        0.0504331000      -141.0949979969         2.0840560451         1.5241591891         2.7099456679       277.2893610149        13.5429318997
        0.0554459000      -128.9549035623         2.1007560789         1.5011882474         2.7227050552       243.0043733911        14.4115083059
        0.0604996000         8.3329422536         2.6082455160         1.4373800759         2.7380163199       147.7682966584        15.4537999933
        0.0654357000       410.0322034809         3.1895513277         1.3148683868         2.7405681974       -35.0849706683        15.6275152746
        0.0704189000       353.6930265255         3.1237220869         1.3276300211         2.7431200748       -16.0377553218        15.8012305558
        0.0754673000       306.3253872886         3.0699265259         1.3454963091         2.7405681974        10.6283461634        15.6275152746
        0.0804363000       410.6908095525         3.1903353681         1.3301823480         2.7303606875       -12.2283122525        14.9326541496
        0.0854277000       219.9030404617         2.9738546270         1.3710195777         2.7405681974        48.7227768564        15.6275152746
        0.0904399000      -295.7917868195         1.8940492025         1.4884266131         2.7635350945       223.9571580446        17.1909528058
        0.0954433000       -53.4799126683         2.2146655009         1.4246184417         2.7584313396       128.7210813119        16.8435222433
        0.1004290000       -97.6789951891         2.1456775058         1.4144091342         2.7737426043       113.4833090347        17.8858139307
        0.1054698000        -7.1001825387         2.4251293043         1.3837812120         2.7762944818        67.7699922030        18.0595292120
        0.1104252000       100.7630994771         2.8409767991         1.3480486360         2.7788463592        14.4377892327        18.2332444932
        0.1154390000       117.3889627710         2.8598176771         1.3276300211         2.7890538691       -16.0377553218        18.9281056182
        0.1204196000        83.1493270759         2.8208385339         1.3454963091         2.7839501142        10.6283461634        18.5806750557
        0.1254499000        69.6920204983         2.8053109892         1.3378393285         2.7916057465        -0.7999830446        19.1018208995
        0.1304356000       143.9742728905         2.8896685801         1.3352870017         2.7788463592        -4.6094261139        18.2332444932
        0.1354515000        56.8933199921         2.7904160630         1.3454963091         2.7890538691        10.6283461634        18.9281056182
        0.1404393000       117.7182658067         2.8601893793         1.3352870017         2.7839501142        -4.6094261139        18.5806750557
        0.1454287000      -163.6483159345         2.0539830857         1.4067521537         2.7916057465       102.0549798267        19.1018208995
        0.1504243000       -42.6570303767         2.2326951092         1.3710195777         2.7916057465        48.7227768564        19.1018208995
        0.1554354000       126.0311974537         2.8695553017         1.3250776943         2.7890538691       -19.8471983911        18.9281056182
        0.1604454000        30.3080098725         2.7590279360         1.3378393285         2.7992613789        -0.7999830446        19.6229667432
        0.1654324000        61.0497858156         2.7952676403         1.3403916554         2.7916057465         3.0094600248        19.1018208995
        0.1704446000       -17.0596293644         2.3069590570         1.3557056165         2.7967095015        25.8661184406        19.4492514619
        0.1754542000       -17.0596293644         2.3069590570         1.3557056165         2.7967095015        25.8661184406        19.4492514619
        0.1804355000        51.7489450614         2.7843914455         1.3276300211         2.8018132564       -16.0377553218        19.7966820244
        0.1854524000       108.7467280883         2.8500428182         1.3301823480         2.7890538691       -12.2283122525        18.9281056182
        0.1904312000        -4.2609288583         2.4588174514         1.3480486360         2.7992613789        14.4377892327        19.6229667432
        0.1954444000      -104.1405822629         2.1361559228         1.3659149240         2.8069170113        41.1038907178        20.1441125869
        0.2004247000       -17.7182354359         2.2991446026         1.3403916554         2.8069170113         3.0094600248        20.1441125869
        0.2054464000        91.1329556871         2.8299909184         1.3276300211         2.7941576240       -16.0377553218        19.2755361807
        0.2104438000       -21.8747012594         2.2687252790         1.3454963091         2.8043651338        10.6283461634        19.9703973057
        0.2154598000        17.5093093664         2.7171244116         1.3454963091         2.7967095015        10.6283461634        19.4492514619
        0.2204406000        69.3627174625         2.8049293597         1.3301823480         2.7967095015       -12.2283122525        19.4492514619
        0.2254611000        52.0782480971         2.7847777683         1.3352870017         2.7967095015        -4.6094261139        19.4492514619
        0.2304320000        47.5924792379         2.7795071933         1.3327346748         2.7992613789        -8.4188691832        19.6229667432
        0.2354472000        17.5093093664         2.7171244116         1.3454963091         2.7967095015        10.6283461634        19.4492514619
        0.2404275000       -51.9578711309         2.2171720158         1.3582579434         2.8018132564        29.6755615099        19.7966820244
        0.2454430000        25.8222410133         2.7536662609         1.3352870017         2.8018132564        -4.6094261139        19.7966820244
        0.2504432000       -13.5617696125         2.3484616584         1.3352870017         2.8094688888        -4.6094261139        20.3178278682
        0.2555046000        43.4360134144         2.7746076796         1.3378393285         2.7967095015        -0.7999830446        19.4492514619
        0.2604431000       -30.8462389778         2.2529363562         1.3403916554         2.8094688888         3.0094600248        20.3178278682
        0.2654396000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.2704371000        30.3080098725         2.7590279360         1.3378393285         2.7992613789        -0.7999830446        19.6229667432
        0.2754991000        -0.4337660706         2.5042272800         1.3352870017         2.8069170113        -4.6094261139        20.1441125869
        0.2804287000      -117.2685858048         2.1172057786         1.3659149240         2.8094688888        41.1038907178        20.3178278682
        0.2855675000       -56.7729430259         2.2092743066         1.3480486360         2.8094688888        14.4377892327        20.3178278682
        0.2905605000      -117.2685858048         2.1172057786         1.3659149240         2.8094688888        41.1038907178        20.3178278682
        0.2955021000        43.4360134144         2.7746076796         1.3378393285         2.7967095015        -0.7999830446        19.4492514619
        0.3004461000       -26.3604701186         2.2607851239         1.3429439823         2.8069170113         6.8189030941        20.1441125869
        0.3054858000        38.9502445552         2.7693023989         1.3352870017         2.7992613789        -4.6094261139        19.6229667432
        0.3104387000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.3154379000        30.3080098725         2.7590279360         1.3378393285         2.7992613789        -0.7999830446        19.6229667432
        0.3204311000        82.4907210044         2.8200816028         1.3301823480         2.7941576240       -12.2283122525        19.2755361807
        0.3254408000       -35.0027048013         2.2457438126         1.3454963091         2.8069170113        10.6283461634        20.1441125869
        0.3304264000        12.6942374714         2.6599929015         1.3352870017         2.8043651338        -4.6094261139        19.9703973057
        0.3354309000        17.1800063306         2.7132171844         1.3378393285         2.8018132564        -0.7999830446        19.7966820244
        0.3404442000        -4.5902318940         2.4549102242         1.3403916554         2.8043651338         3.0094600248        19.9703973057
        0.3454272000        69.3627174625         2.8049293597         1.3301823480         2.7967095015       -12.2283122525        19.4492514619
        0.3504407000       -35.0027048013         2.2457438126         1.3454963091         2.8069170113        10.6283461634        20.1441125869
        0.3554202000        -8.7466977175         2.4055931685         1.3454963091         2.8018132564        10.6283461634        19.7966820244
        0.3604392000        25.8222410133         2.7536662609         1.3352870017         2.8018132564        -4.6094261139        19.7966820244
        0.3654402000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.3704469000        51.7489450614         2.7843914455         1.3276300211         2.8018132564       -16.0377553218        19.7966820244
        0.3754344000        -9.0760007532         2.4016859413         1.3378393285         2.8069170113        -0.7999830446        20.1441125869
        0.3804569000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.3855418000       -39.4884736605         2.2380661707         1.3429439823         2.8094688888         6.8189030941        20.3178278682
        0.3904597000        17.1800063306         2.7132171844         1.3378393285         2.8018132564        -0.7999830446        19.7966820244
        0.3955068000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.4004811000        69.3627174625         2.8049293597         1.3301823480         2.7967095015       -12.2283122525        19.4492514619
        0.4054614000       -48.1307083432         2.2235162473         1.3454963091         2.8094688888        10.6283461634        20.3178278682
        0.4104631000        34.4644756960         2.7639783490         1.3327346748         2.8018132564        -8.4188691832        19.7966820244
        0.4157012000        17.1800063306         2.7132171844         1.3378393285         2.8018132564        -0.7999830446        19.7966820244
        0.4205052000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.4254393000       -48.1307083432         2.2235162473         1.3454963091         2.8094688888        10.6283461634        20.3178278682
        0.4304416000        34.4644756960         2.7639783490         1.3327346748         2.8018132564        -8.4188691832        19.7966820244
        0.4354241000        17.1800063306         2.7132171844         1.3378393285         2.8018132564        -0.7999830446        19.7966820244
        0.4404386000       -61.2587118852         2.2019993972         1.3454963091         2.8120207662        10.6283461634        20.4915431494
        0.4454522000        25.8222410133         2.7536662609         1.3352870017         2.8018132564        -4.6094261139        19.7966820244
        0.4504300000        25.8222410133         2.7536662609         1.3352870017         2.8018132564        -4.6094261139        19.7966820244
        0.4554670000       -35.0027048013         2.2457438126         1.3454963091         2.8069170113        10.6283461634        20.1441125869
        0.4604224000        21.6657751898         2.7486800877         1.3403916554         2.7992613789         3.0094600248        19.6229667432
        0.4654583000        78.0049521452         2.8149181244         1.3276300211         2.7967095015       -16.0377553218        19.4492514619
        0.4704436000       -48.1307083432         2.2235162473         1.3454963091         2.8094688888        10.6283461634        20.3178278682
        0.4754662000       -39.1591706248         2.2386268356         1.3506009628         2.8043651338        18.2472323020        19.9703973057
        0.4804335000        17.1800063306         2.7132171844         1.3378393285         2.8018132564        -0.7999830446        19.7966820244
        0.4854514000       -21.8747012594         2.2687252790         1.3454963091         2.8043651338        10.6283461634        19.9703973057
        0.4904285000       -43.6449394840         2.2310291992         1.3480486360         2.8069170113        14.4377892327        20.1441125869
        0.4954418000        91.1329556871         2.8299909184         1.3276300211         2.7941576240       -16.0377553218        19.2755361807
        0.5004299000        -4.5902318940         2.4549102242         1.3403916554         2.8043651338         3.0094600248        19.9703973057
        0.5054463000       -21.8747012594         2.2687252790         1.3454963091         2.8043651338        10.6283461634        19.9703973057
        0.5104255000        47.5924792379         2.7795071933         1.3327346748         2.7992613789        -8.4188691832        19.6229667432
        0.5154557000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.5204411000        21.6657751898         2.7486800877         1.3403916554         2.7992613789         3.0094600248        19.6229667432
        0.5254565000        17.1800063306         2.7132171844         1.3378393285         2.8018132564        -0.7999830446        19.7966820244
        0.5304328000        -4.5902318940         2.4549102242         1.3403916554         2.8043651338         3.0094600248        19.9703973057
        0.5354516000        17.1800063306         2.7132171844         1.3378393285         2.8018132564        -0.7999830446        19.7966820244
        0.5404273000       -30.8462389778         2.2529363562         1.3403916554         2.8094688888         3.0094600248        20.3178278682
        0.5454395000        47.5924792379         2.7795071933         1.3327346748         2.7992613789        -8.4188691832        19.6229667432
        0.5504708000       -39.4884736605         2.2380661707         1.3429439823         2.8094688888         6.8189030941        20.3178278682
        0.5554297000        25.8222410133         2.7536662609         1.3352870017         2.8018132564        -4.6094261139        19.7966820244
        0.5604521000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.5654352000       -48.1307083432         2.2235162473         1.3454963091         2.8094688888        10.6283461634        20.3178278682
        0.5704309000        38.9502445552         2.7693023989         1.3352870017         2.7992613789        -4.6094261139        19.6229667432
        0.5754469000       -35.0027048013         2.2457438126         1.3454963091         2.8069170113        10.6283461634        20.1441125869
        0.5804294000        25.8222410133         2.7536662609         1.3352870017         2.8018132564        -4.6094261139        19.7966820244
        0.5854386000        34.4644756960         2.7639783490         1.3327346748         2.8018132564        -8.4188691832        19.7966820244
        0.5904205000         4.0520027887         2.5574515629         1.3378393285         2.8043651338        -0.7999830446        19.9703973057
        0.5954638000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.6004419000         8.5377716479         2.6106758458         1.3403916554         2.8018132564         3.0094600248        19.7966820244
        0.6054539000        60.7204827798         2.7948837799         1.3327346748         2.7967095015        -8.4188691832        19.4492514619
        0.6104412000        78.0049521452         2.8149181244         1.3276300211         2.7967095015       -16.0377553218        19.4492514619
        0.6154520000       -17.3889324002         2.3030518298         1.3480486360         2.8018132564        14.4377892327        19.7966820244
        0.6204325000       -17.7182354359         2.2991446026         1.3403916554         2.8069170113         3.0094600248        20.1441125869
        0.6254441000       -18.0475384717         2.2952373755         1.3327346748         2.8120207662        -8.4188691832        20.4915431494
        0.6304233000        -9.0760007532         2.4016859413         1.3378393285         2.8069170113        -0.7999830446        20.1441125869
        0.6354393000        47.5924792379         2.7795071933         1.3327346748         2.7992613789        -8.4188691832        19.6229667432
        0.6404296000        25.8222410133         2.7536662609         1.3352870017         2.8018132564        -4.6094261139        19.7966820244
        0.6454272000         4.0520027887         2.5574515629         1.3378393285         2.8043651338        -0.7999830446        19.9703973057
