% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=57.8598  Kd=1.8554  K_pot=68.073520deg/V
% Vg_offset=1.337750V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0006590000      1201.6342051140         4.6309634815         1.3327346748         2.5032435937        -7.4855556312        -0.5280058810
        0.0054911000      1218.7531851330         4.6765364849         1.3301823480         2.5006917162       -11.2949987005        -0.7017211623
        0.0104815000      1146.1926881545         4.4879841897         1.3454963091         2.5083473486        11.5616597153        -0.1805753185
        0.0154203000       794.2220033826         3.7408801479         1.4399324028         2.5313142457       152.5110532797         1.3828622126
        0.0204277000       312.0467016766         3.0763652529         1.5777580530         2.5568330203       358.2209790223         3.1200150251
        0.0254299000        54.9413723027         2.7881327516         1.6415662245         2.5772480400       453.4570557550         4.5097372750
        0.0305036000        57.4646043881         2.7910837284         1.6007289948         2.6053186920       392.5059666461         6.4206053687
        0.0355024000        30.6151257467         2.7593942913         1.5777580530         2.6282855892       358.2209790223         7.9840428999
        0.0404956000       -60.6256960679         2.2030212395         1.5598917651         2.6640118736       331.5548775371        10.4160568373
        0.0454900000       -57.3217915740         2.2083799518         1.5369208233         2.6793231383       297.2698899134        11.4583485248
        0.0504836000       -26.8477793492         2.2599280838         1.5113975548         2.6895306482       259.1754592203        12.1532096497
        0.0554896000       -89.0365195265         2.1586238719         1.5011882474         2.7124975453       243.9376869431        13.7166471809
        0.0604283000       -85.7326150325         2.1636390572         1.4782173056         2.7278088101       209.6526993193        14.7589388684
        0.0654371000        87.9804172426         2.8263818984         1.4118568074         2.7303606875       110.6071795173        14.9326541496
        0.0704920000       322.3208448777         3.0879647023         1.3199730405         2.7354644424       -26.5327709777        15.2800847121
        0.0754382000       256.8282002064         3.0147065689         1.3327346748         2.7431200748        -7.4855556312        15.8012305558
        0.0804903000       251.6423218058         3.0089584645         1.3454963091         2.7354644424        11.5616597153        15.2800847121
        0.0854254000       259.8114756110         3.0180156233         1.3352870017         2.7405681974        -3.6761125619        15.6275152746
        0.0904812000        60.0296371032         2.7940781928         1.3965428462         2.7482238297        87.7505211015        16.1486611183
        0.0954266000      -160.9557583262         2.0575129313         1.4654556714         2.7558794621       190.6054839728        16.6698069620
        0.1004811000       -18.4974106845         2.2898995779         1.4067521537         2.7609832170       102.9882933787        17.0172375245
        0.1054364000        14.9598769449         2.6868750348         1.3837812120         2.7686388494        68.7033057550        17.5383833683
        0.1104913000       112.8085077475         2.8546417785         1.3557056165         2.7635350945        26.7994319926        17.1909528058
        0.1154774000       122.0789630507         2.8651065285         1.3378393285         2.7737426043         0.1333305074        17.8858139307
        0.1204909000       170.4526277030         2.9191472469         1.3276300211         2.7686388494       -15.1044417698        17.5383833683
        0.1254270000        17.1624799408         2.7130092313         1.3684672508         2.7788463592        45.8466473391        18.2332444932
        0.1304380000      -133.1443924167         2.0949497125         1.4118568074         2.7865019916       110.6071795173        18.7543903370
        0.1354253000        42.4506137650         2.7734438382         1.3557056165         2.7813982367        26.7994319926        18.4069597745
        0.1404790000       106.0612845297         2.8469973044         1.3327346748         2.7813982367        -7.4855556312        18.4069597745
        0.1454465000        81.8744522035         2.8193730595         1.3378393285         2.7839501142         0.1333305074        18.5806750557
        0.1504900000        31.2981845552         2.7602087735         1.3633625971         2.7788463592        38.2277612005        18.2332444932
        0.1554355000        42.4506137650         2.7734438382         1.3557056165         2.7813982367        26.7994319926        18.4069597745
        0.1604937000        -8.9063262919         2.4036991528         1.3633625971         2.7890538691        38.2277612005        18.9281056182
        0.1654831000        19.3650829368         2.7391434279         1.3531532897         2.7890538691        22.9899889233        18.9281056182
        0.1704965000         7.4319813185         2.5975554869         1.3429439823         2.7992613789         7.7522166460        19.6229667432
        0.1754982000        19.3650829368         2.7391434279         1.3531532897         2.7890538691        22.9899889233        18.9281056182
        0.1804876000        51.7210690682         2.7843587384         1.3378393285         2.7916057465         0.1333305074        19.1018208995
        0.1854883000        71.8233244917         2.8077789775         1.3378393285         2.7865019916         0.1333305074        18.7543903370
        0.1904221000        27.5342367420         2.7557149128         1.3429439823         2.7941576240         7.7522166460        19.2755361807
        0.1954856000        -0.7371724867         2.5006273199         1.3531532897         2.7941576240        22.9899889233        19.2755361807
        0.2004161000        -9.6869987005         2.3944363641         1.3454963091         2.8018132564        11.5616597153        19.7966820244
        0.2054746000        -2.6191463933         2.4782974329         1.3429439823         2.8018132564         7.7522166460        19.7966820244
        0.2104250000        48.7377936636         2.7808545552         1.3352870017         2.7941576240        -3.6761125619        19.2755361807
        0.2154240000        75.9079013943         2.8124993631         1.3327346748         2.7890538691        -7.4855556312        18.9281056182
        0.2204202000        -3.7204478913         2.4652303346         1.3506009628         2.7967095015        19.1805458540        19.4492514619
        0.2254249000        10.4152567230         2.6329524721         1.3454963091         2.7967095015        11.5616597153        19.4492514619
        0.2304805000        97.1114583159         2.8368177581         1.3250776943         2.7890538691       -18.9138848391        18.9281056182
        0.2354288000        55.8056459708         2.7891441380         1.3327346748         2.7941576240        -7.4855556312        19.2755361807
        0.2404403000       -13.7715756031         2.3459722806         1.3506009628         2.7992613789        19.1805458540        19.6229667432
