% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=46.1255  Kd=1.5454  K_pot=68.073520deg/V
% Vg_offset=1.339026V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005757000       925.5631329463         3.9882182853         1.3378393285         2.5108992261        -1.7713910272        -0.0068600373
        0.0054483000       903.6506724721         3.9444605890         1.3403916554         2.5160029810         2.0380520421         0.3405705252
        0.0104271000       943.2243295230         4.0242372101         1.3301823480         2.5108992261       -13.1997202352        -0.0068600373
        0.0154455000       834.6416877935         3.8132416317         1.3633625971         2.5211067359        36.3230396658         0.6880010877
        0.0204304000       525.8988181951         3.3340834661         1.4833219594         2.5313142457       215.3668639233         1.3828622126
        0.0254329000       204.4021569041         2.9567279555         1.5879673605         2.5568330203       371.5540297649         3.1200150251
        0.0305168000       206.6940995187         2.9592606568         1.5522347845         2.5823517949       318.2218267946         4.8571678375
        0.0354457000       225.5012674027         2.9800403595         1.5267115159         2.5951111822       280.1273961015         5.7257442437
        0.0404433000       210.6218437613         2.9636005100         1.5088452279         2.6129743244       253.4612946164         6.9417512124
        0.0454448000       121.3362002366         2.8642696329         1.5267115159         2.6282855892       280.1273961015         7.9840428999
        0.0504328000        66.8831195444         2.8020530894         1.5190545354         2.6512524863       268.6990668936         9.5474804311
        0.0554411000       -30.4152214547         2.2536865891         1.5369208233         2.6691156285       295.3651683787        10.7634873998
        0.0604260000       -29.7590804682         2.2548302661         1.5088452279         2.6895306482       253.4612946164        12.1532096497
        0.0654352000       -20.6004116865         2.2709977822         1.4909789399         2.6997381580       226.7951931312        12.8480707747
        0.0704212000       -51.5052302765         2.2179192373         1.4731126519         2.7227050552       200.1290916460        14.4115083059
        0.0754600000         9.0012266071         2.6161748045         1.4399324028         2.7278088101       150.6063317451        14.7589388684
        0.0804199000        52.9924582213         2.7858497894         1.3965428462         2.7456719523        85.8457995668        15.9749458371
        0.0854330000       125.2730461561         2.8687024581         1.3582579434         2.7507757072        28.7041535272        16.3223763996
        0.0904400000       200.1690963603         2.9520494482         1.3327346748         2.7456719523        -9.3902771658        15.9749458371
        0.0954627000       182.5078997836         2.9325111356         1.3403916554         2.7456719523         2.0380520421        15.9749458371
        0.1004345000       160.5954393094         2.9081964124         1.3429439823         2.7507757072         5.8474951114        16.3223763996
        0.1054439000       127.3986781048         2.8710929229         1.3608102703         2.7482238297        32.5135965965        16.1486611183
        0.1104294000       -92.5483782895         2.1533333838         1.4526940371         2.7507757072       169.6535470916        16.3223763996
        0.1154356000       -66.2183432519         2.1940467483         1.4169614611         2.7686388494       116.3213441213        17.5383833683
        0.1204182000        19.9620076826         2.7462260245         1.3761242314         2.7711907269        55.3702550124        17.7120986495
        0.1254559000        39.2590058874         2.7696681639         1.3608102703         2.7762944818        32.5135965965        18.0595292120
        0.1304401000       125.9291871427         2.8694405656         1.3301823480         2.7711907269       -13.1997202352        17.7120986495
        0.1354268000       128.0548190914         2.8718304039         1.3327346748         2.7686388494        -9.3902771658        17.5383833683
        0.1404281000       -21.7372813170         2.2689699844         1.3837812120         2.7788463592        66.7985842203        18.2332444932
        0.1454489000       -11.5989518939         2.3717507686         1.3863335388         2.7737426043        70.6080272896        17.8858139307
        0.1504302000        66.5687015664         2.8016880342         1.3454963091         2.7788463592         9.6569381807        18.2332444932
        0.1554371000        79.9786342455         2.8171917273         1.3327346748         2.7839501142        -9.3902771658        18.5806750557
        0.1604445000        68.2045031944         2.8035864480         1.3378393285         2.7839501142        -1.7713910272        18.5806750557
        0.1654549000        35.0077419898         2.7646241547         1.3557056165         2.7813982367        24.8947104579        18.4069597745
        0.1704410000        33.3719403618         2.7626787442         1.3633625971         2.7762944818        36.3230396658        18.0595292120
        0.1754259000        35.0077419898         2.7646241547         1.3557056165         2.7813982367        24.8947104579        18.4069597745
        0.1804410000        18.9823470412         2.7346022123         1.3557056165         2.7865019916        24.8947104579        18.7543903370
        0.1854538000       -36.6167049583         2.2429713158         1.3659149240         2.7967095015        40.1324827352        19.4492514619
        0.1904355000        44.6562410922         2.7760476530         1.3480486360         2.7839501142        13.4663812500        18.5806750557
        0.1954414000        83.7400678223         2.8215172153         1.3276300211         2.7865019916       -17.0091633045        18.7543903370
        0.2004468000        26.5052141948         2.7544838904         1.3454963091         2.7916057465         9.6569381807        19.1018208995
        0.2054595000         6.7183856694         2.5890885734         1.3506009628         2.7941576240        17.2758243193        19.2755361807
        0.2104604000        40.4049771947         2.7710249303         1.3429439823         2.7890538691         5.8474951114        18.9281056182
        0.2154712000        63.9532392969         2.7986483588         1.3327346748         2.7890538691        -9.3902771658        18.9281056182
        0.2204770000        12.6054511949         2.6589394398         1.3480486360         2.7941576240        13.4663812500        19.2755361807
        0.2254667000         0.8313201438         2.5192377071         1.3531532897         2.7941576240        21.0852673886        19.2755361807
        0.2304512000        36.1537132971         2.7659855001         1.3378393285         2.7941576240        -1.7713910272        19.2755361807
        0.2354426000         0.3414898231         2.5134258009         1.3429439823         2.8018132564         5.8474951114        19.7966820244
        0.2404483000        22.2539502973         2.7493867475         1.3403916554         2.7967095015         2.0380520421        19.4492514619
        0.2454442000        16.3668847717         2.7035693820         1.3429439823         2.7967095015         5.8474951114        19.4492514619
        0.2504458000       -19.4453387024         2.2786522777         1.3480486360         2.8043651338        13.4663812500        19.9703973057
        0.2554297000        63.9532392969         2.7986483588         1.3327346748         2.7890538691        -9.3902771658        18.9281056182
        0.2604386000        34.0280813484         2.7634593820         1.3352870017         2.7967095015        -5.5808340965        19.4492514619
        0.2654539000        55.9405418226         2.7893019387         1.3327346748         2.7916057465        -9.3902771658        19.1018208995
        0.2704333000       -66.5418629068         2.1935312524         1.3684672508         2.8043651338        43.9419258045        19.9703973057
        0.2754448000         8.3541872974         2.6084975915         1.3429439823         2.7992613789         5.8474951114        19.6229667432
        0.2804570000        73.6017383992         2.8098357302         1.3250776943         2.7916057465       -20.8186063738        19.1018208995
        0.2854501000       -13.5582731768         2.3485031441         1.3454963091         2.8043651338         9.6569381807        19.9703973057
        0.2904232000        55.9405418226         2.7893019387         1.3327346748         2.7916057465        -9.3902771658        19.1018208995
        0.2954358000        20.1283183485         2.7468312283         1.3378393285         2.7992613789        -1.7713910272        19.6229667432
        0.3004245000         4.5927537206         2.5638676493         1.3480486360         2.7967095015        13.4663812500        19.4492514619
        0.3054614000        -7.6712076512         2.4183540104         1.3429439823         2.8043651338         5.8474951114        19.9703973057
        0.3104340000        26.0153838741         2.7538975318         1.3352870017         2.7992613789        -5.5808340965        19.6229667432
        0.3154524000        20.1283183485         2.7468312283         1.3378393285         2.7992613789        -1.7713910272        19.6229667432
        0.3204327000         4.5927537206         2.5638676493         1.3480486360         2.7967095015        13.4663812500        19.4492514619
        0.3254447000        22.2539502973         2.7493867475         1.3403916554         2.7967095015         2.0380520421        19.4492514619
        0.3304322000        12.1156208742         2.6531275336         1.3378393285         2.8018132564        -1.7713910272        19.7966820244
