% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=66.4207  Kd=2.0620  K_pot=68.073520deg/V
% Vg_offset=1.337801V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0004835000      1359.6827189353         5.0000000000         1.3352870017         2.5057954711        -3.7523014233        -0.3542905998
        0.0054709000      1317.2128223513         4.9516063556         1.3378393285         2.5134511035         0.0571416460         0.1668552439
        0.0104441000      1054.8017079090         4.2676658266         1.4118568074         2.5211067359       110.5309906559         0.6880010877
        0.0154645000       600.6748704789         3.4359646681         1.5369208233         2.5364180006       297.1937010520         1.7302927751
        0.0204437000       280.5723342214         3.0411020216         1.6109383022         2.5568330203       407.6675500619         3.1200150251
        0.0254470000       271.4768586524         3.0309739526         1.5726533993         2.5849036724       350.5259040223         5.0308831188
        0.0304689000       191.6859916288         2.9426692837         1.5573394382         2.6129743244       327.6692456065         6.9417512124
        0.0354508000       119.2616063415         2.8619307168         1.5471301308         2.6359412215       312.4314733292         8.5051887436
        0.0404550000        10.7566826887         2.6370035396         1.5598917651         2.6512524863       331.4786886758         9.5474804311
        0.0454831000       -54.3012208626         2.2133168367         1.5547871113         2.6691156285       323.8598025371        10.7634873998
        0.0504575000      -157.6572183709         2.0618586730         1.5471301308         2.6971862806       312.4314733292        12.6743554935
        0.0554664000      -167.7298174576         2.0486617024         1.5241591891         2.7150494228       278.1464857055        13.8903624622
        0.0604528000      -224.4441157551         1.9778200204         1.5088452279         2.7380163199       255.2898272896        15.4537999933
        0.0654569000       -62.6828814706         2.1997061126         1.4450370565         2.7456719523       160.0537505569        15.9749458371
        0.0704426000       337.4357750125         3.1051243431         1.3225253674         2.7405681974       -22.7995167698        15.6275152746
        0.0754552000       357.3176646293         3.1278902685         1.3123160600         2.7431200748       -38.0372890470        15.8012305558
        0.0804543000       208.5603999842         2.9613228374         1.3531532897         2.7482238297        22.9138000619        16.1486611183
        0.0854484000       301.8437984059         3.0648925932         1.3378393285         2.7380163199         0.0571416460        15.4537999933
        0.0904536000       344.8022567487         3.1135321779         1.3276300211         2.7354644424       -15.1806306312        15.2800847121
        0.0954474000        -2.5486508616         2.4791338723         1.4067521537         2.7584313396       102.9121045173        16.8435222433
        0.1004429000      -171.1878051234         2.0441801972         1.4577986908         2.7609832170       179.1009659035        17.0172375245
        0.1054560000       -14.0869352246         2.3422304940         1.4067521537         2.7609832170       102.9121045173        17.0172375245
        0.1104427000       -67.1179926541         2.1926142269         1.3939905194         2.7813982367        83.8648891708        18.4069597745
        0.1154560000        42.3640545163         2.7733415620         1.3659149240         2.7762944818        41.9610154084        18.0595292120
        0.1204642000        59.0512650238         2.7929366601         1.3454963091         2.7865019916        11.4854708540        18.7543903370
        0.1254470000       187.4380782933         2.9379692176         1.3225253674         2.7737426043       -22.7995167698        17.8858139307
        0.1304529000        74.2727902548         2.8106112007         1.3480486360         2.7813982367        15.2949139233        18.4069597745
        0.1354729000       140.7963790825         2.8861155942         1.3301823480         2.7788463592       -11.3711875619        18.2332444932
        0.1404524000        66.4177467599         2.8015127407         1.3506009628         2.7813982367        19.1043569926        18.4069597745
        0.1454624000       -71.2897952809         2.1860110858         1.3990951731         2.7788463592        91.4837753094        18.2332444932
        0.1504423000        -7.4723238038         2.4207137955         1.3633625971         2.7890538691        38.1515723391        18.9281056182
        0.1554729000        90.9600007623         2.8297930865         1.3276300211         2.7916057465       -15.1806306312        19.1018208995
        0.1604430000        47.5129806608         2.7794136273         1.3454963091         2.7890538691        11.4854708540        18.9281056182
        0.1654500000        -2.8119594182         2.4760096790         1.3506009628         2.7967095015        19.1043569926        19.4492514619
        0.1704620000        20.2646093079         2.7469952233         1.3506009628         2.7916057465        19.1043569926        19.1018208995
        0.1754392000        24.4364119347         2.7520057515         1.3454963091         2.7941576240        11.4854708540        19.2755361807
        0.1804733000        48.0015424195         2.7799885528         1.3378393285         2.7941576240         0.0571416460        19.2755361807
        0.1855327000        90.4714390035         2.8292341487         1.3352870017         2.7865019916        -3.7523014233        18.7543903370
        0.1905344000       -34.2321333979         2.2470714982         1.3608102703         2.7967095015        34.3421292698        19.4492514619
        0.1954697000        63.2230676506         2.7977987956         1.3403916554         2.7890538691         3.8665847153        18.9281056182
        0.2004643000        55.8565859145         2.7892037291         1.3352870017         2.7941576240        -3.7523014233        19.2755361807
        0.2054499000        32.2914554297         2.7613923412         1.3429439823         2.7941576240         7.6760277846        19.2755361807
        0.2107813000        31.8028936709         2.7608102979         1.3506009628         2.7890538691        19.1043569926        18.9281056182
        0.2154288000       -37.4268125072         2.2415839988         1.3506009628         2.8043651338        19.1043569926        19.9703973057
        0.2204572000        24.4364119347         2.7520057515         1.3454963091         2.7941576240        11.4854708540        19.2755361807
        0.2254400000         1.8484049675         2.5313055626         1.3378393285         2.8043651338         0.0571416460        19.9703973057
        0.2304541000        32.7800171884         2.7619741527         1.3352870017         2.7992613789        -3.7523014233        19.6229667432
        0.2354588000        43.8297397927         2.7750724576         1.3429439823         2.7916057465         7.6760277846        19.1018208995
        0.2404416000         9.2148867036         2.6187099118         1.3429439823         2.7992613789         7.6760277846        19.6229667432
        0.2454521000        55.8565859145         2.7892037291         1.3352870017         2.7941576240        -3.7523014233        19.2755361807
        0.2504422000        32.7800171884         2.7619741527         1.3352870017         2.7992613789        -3.7523014233        19.6229667432
        0.2554671000        48.0015424195         2.7799885528         1.3378393285         2.7941576240         0.0571416460        19.2755361807
        0.2604651000        55.8565859145         2.7892037291         1.3352870017         2.7941576240        -3.7523014233        19.2755361807
        0.2654399000       -25.8885281442         2.2616161653         1.3506009628         2.8018132564        19.1043569926        19.7966820244
        0.2704526000       -10.1784411543         2.3886053298         1.3454963091         2.8018132564        11.4854708540        19.7966820244
        0.2754675000       -21.2281637585         2.2698773391         1.3378393285         2.8094688888         0.0571416460        20.3178278682
        0.2804519000       -25.3999663854         2.2624775401         1.3429439823         2.8069170113         7.6760277846        20.1441125869
        0.2854491000         5.5316458356         2.5750077372         1.3403916554         2.8018132564         3.8665847153        19.7966820244
        0.2904395000        40.6350606834         2.7712971897         1.3327346748         2.7992613789        -7.5617444926        19.6229667432
        0.2954479000       -21.7167255173         2.2690065959         1.3454963091         2.8043651338        11.4854708540        19.9703973057
        0.3004530000        13.3866893305         2.6682089409         1.3378393285         2.8018132564         0.0571416460        19.7966820244
        0.3054452000         9.2148867036         2.6187099118         1.3429439823         2.7992613789         7.6760277846        19.6229667432
        0.3104519000        -9.6898793955         2.3944021843         1.3378393285         2.8069170113         0.0571416460        20.1441125869
        0.3154364000        52.1733450464         2.7848893142         1.3327346748         2.7967095015        -7.5617444926        19.4492514619
        0.3204514000        32.7800171884         2.7619741527         1.3352870017         2.7992613789        -3.7523014233        19.6229667432
        0.3254595000       -44.7932942434         2.2290978908         1.3454963091         2.8094688888        11.4854708540        20.3178278682
        0.3304406000        71.5666729044         2.8074819631         1.3301823480         2.7941576240       -11.3711875619        19.2755361807
        0.3354580000        21.2417328254         2.7481704028         1.3352870017         2.8018132564        -3.7523014233        19.7966820244
        0.3404417000        17.0699301986         2.7119111155         1.3403916554         2.7992613789         3.8665847153        19.6229667432
        0.3454489000        52.1733450464         2.7848893142         1.3327346748         2.7967095015        -7.5617444926        19.4492514619
        0.3504545000       -25.8885281442         2.2616161653         1.3506009628         2.8018132564        19.1043569926        19.7966820244
        0.3554365000        -2.3233976594         2.4818065335         1.3429439823         2.8018132564         7.6760277846        19.7966820244
        0.3604467000        75.7384755312         2.8123038070         1.3250776943         2.7967095015       -18.9900737005        19.4492514619
        0.3654386000        13.3866893305         2.6682089409         1.3378393285         2.8018132564         0.0571416460        19.7966820244
        0.3704491000        44.3183015515         2.7756489900         1.3352870017         2.7967095015        -3.7523014233        19.4492514619
        0.3754473000       -21.7167255173         2.2690065959         1.3454963091         2.8043651338        11.4854708540        19.9703973057
        0.3804420000       -21.7167255173         2.2690065959         1.3454963091         2.8043651338        11.4854708540        19.9703973057
        0.3854566000        83.5935190262         2.8213488727         1.3225253674         2.7967095015       -22.7995167698        19.4492514619
        0.3904378000       -44.7932942434         2.2290978908         1.3454963091         2.8094688888        11.4854708540        20.3178278682
        0.3954364000       -36.9382507484         2.2424203250         1.3429439823         2.8094688888         7.6760277846        20.3178278682
        0.4004575000        33.2685789472         2.7625557331         1.3276300211         2.8043651338       -15.1806306312        19.9703973057
        0.4054358000         1.8484049675         2.5313055626         1.3378393285         2.8043651338         0.0571416460        19.9703973057
        0.4104512000         1.8484049675         2.5313055626         1.3378393285         2.8043651338         0.0571416460        19.9703973057
        0.4154563000        21.2417328254         2.7481704028         1.3352870017         2.8018132564        -3.7523014233        19.7966820244
        0.4204370000         5.5316458356         2.5750077372         1.3403916554         2.8018132564         3.8665847153        19.7966820244
        0.4254456000       -44.7932942434         2.2290978908         1.3454963091         2.8094688888        11.4854708540        20.3178278682
        0.4304386000        40.6350606834         2.7712971897         1.3327346748         2.7992613789        -7.5617444926        19.6229667432
        0.4354499000        36.4632580565         2.7663530067         1.3378393285         2.7967095015         0.0571416460        19.4492514619
        0.4404482000        13.3866893305         2.6682089409         1.3378393285         2.8018132564         0.0571416460        19.7966820244
        0.4454344000        13.3866893305         2.6682089409         1.3378393285         2.8018132564         0.0571416460        19.7966820244
        0.4504497000        32.7800171884         2.7619741527         1.3352870017         2.7992613789        -3.7523014233        19.6229667432
        0.4554360000       -29.0832072535         2.2560103517         1.3403916554         2.8094688888         3.8665847153        20.3178278682
        0.4604376000        32.7800171884         2.7619741527         1.3352870017         2.7992613789        -3.7523014233        19.6229667432
        0.4654468000       -36.9382507484         2.2424203250         1.3429439823         2.8094688888         7.6760277846        20.3178278682
        0.4704659000         1.8484049675         2.5313055626         1.3378393285         2.8043651338         0.0571416460        19.9703973057
        0.4754477000       -17.5449228905         2.3012009805         1.3403916554         2.8069170113         3.8665847153        20.1441125869
        0.4804380000        64.2001911682         2.7989355946         1.3250776943         2.7992613789       -18.9900737005        19.6229667432
        0.4854408000       -44.7932942434         2.2290978908         1.3454963091         2.8094688888        11.4854708540        20.3178278682
        0.4904427000        17.5584919574         2.7177079700         1.3327346748         2.8043651338        -7.5617444926        19.9703973057
        0.4954387000       -48.4765351115         2.2229405090         1.3429439823         2.8120207662         7.6760277846        20.4915431494
        0.5004472000        48.4901041783         2.7805632681         1.3301823480         2.7992613789       -11.3711875619        19.6229667432
        0.5055373000       -36.9382507484         2.2424203250         1.3429439823         2.8094688888         7.6760277846        20.3178278682
        0.5104765000       -56.3315786064         2.2099943802         1.3454963091         2.8120207662        11.4854708540        20.4915431494
        0.5155552000         1.8484049675         2.5313055626         1.3378393285         2.8043651338         0.0571416460        19.9703973057
