% Designation Loop  psi_cmd=-20.000deg  (absolute, NEUTRAL ref)
% Kp=49.8893  Kd=1.6487  K_pot=68.073520deg/V
% Vg_offset=1.338694V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0005871000     -1991.9911316575         0.0000000000         1.3378393285         2.8043651338        -0.0222732536        19.9703973057
        0.0054423000     -1994.3770366497         0.0000000000         1.3352870017         2.8069170113        -0.0887605778        20.1441125869
        0.0105945000     -1983.3245978770         0.0000000000         1.3378393285         2.8018132564        -0.0222732536        19.7966820244
        0.0156301000     -1440.5592635131         0.0000000000         1.1489671412         2.7788463592        -4.9423352464        18.2332444932
        0.0205299000      -881.3379477763         1.0109356447         0.9498856464         2.7584313396       -10.1283465361        16.8435222433
        0.0255256000      -755.2346648646         1.2565101493         0.9549903001         2.7176013002        -9.9953718876        14.0640777434
        0.0304635000      -665.3063358791         1.4107314427         0.9677519344         2.6818750158        -9.6629352665        11.6320638060
        0.0355259000      -619.3424084122         1.4827451238         0.9983798566         2.6461487314        -8.8650873758         9.2000498686
        0.0404808000      -344.0128533837         1.8386076988         0.9498856464         2.6002149371       -10.1283465361         6.0731748062
        0.0454843000      -321.6626222661         1.8642981414         0.9830658955         2.5695924076        -9.2640113211         3.9885914313
        0.0505615000      -207.4888643153         1.9984657228         0.9754089149         2.5415217556        -9.4634732938         2.0777233376
        0.0554681000       -49.1053512736         2.2218949061         0.9779612418         2.4930360838        -9.3969859696        -1.2228670060
        0.0604836000        43.2088827040         2.7743394971         0.9932752029         2.4547579220        -8.9980620242        -3.8285962247
        0.0654634000        82.0150951945         2.8195347842         1.0162461446         2.4266872699        -8.3996761062        -5.7394643183
        0.0705131000        62.7868297857         2.7972910257         1.0698450086         2.3935128629        -7.0034422974        -7.9977629745
        0.0755173000        55.2427357654         2.7884854830         1.1081299115         2.3679940883        -6.0061324340        -9.7349157869
        0.0804723000       -75.7733826022         2.1789860764         1.1719380829         2.3603384560        -4.3439493284       -10.2560616306
        0.0854964000      -123.3871543448         2.1085458425         1.2229846200         2.3373715588        -3.0142028438       -11.8194991618
        0.0905930000      -208.0529662016         1.9977724332         1.2714788303         2.3271640490        -1.7509436835       -12.5143602868
        0.0955198000      -338.4373519533         1.8450227888         1.3174207137         2.3322678039        -0.5541718474       -12.1669297243
