% Designation Loop  psi_cmd=+4.000deg  (absolute, NEUTRAL ref)
% Kp=72.9511  Kd=2.6949  K_pot=68.073520deg/V
% Vg_offset=1.338158V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004122000       122.5004352684         2.8408021983         1.3352870017         2.5364180006        -0.0747982398         2.4791014951
        0.0056445000        43.4182249707         2.7469365590         1.3454963091         2.5440736330         0.1911510572         3.0002473389
        0.0104055000       104.3751009801         2.8197608587         1.3429439823         2.5338661232         0.1246637329         2.3053862139
        0.0154103000       170.7845963747         2.8955859095         1.3327346748         2.5287623683        -0.1412855640         1.9579556514
        0.0203893000        68.7636547769         2.7776123835         1.3454963091         2.5389698781         0.1911510572         2.6528167764
        0.0253929000        37.9656055855         2.7402615581         1.3531532897         2.5389698781         0.3906130298         2.6528167764
        0.0304025000       -51.3826211093         2.2318119379         1.3659149240         2.5466255105         0.7230496510         3.1739626201
        0.0354157000       -30.8505883151         2.2609615826         1.3608102703         2.5466255105         0.5900750025         3.1739626201
        0.0403947000        81.4363696799         2.7927367744         1.3454963091         2.5364180006         0.1911510572         2.4791014951
        0.0453855000        97.1550054623         2.8113031418         1.3352870017         2.5415217556        -0.0747982398         2.8265320576
        0.0504117000       153.2984844598         2.8759512611         1.3276300211         2.5364180006        -0.2742602124         2.4791014951
        0.0553946000       132.7664516656         2.8526013462         1.3327346748         2.5364180006        -0.1412855640         2.4791014951
        0.0604452000        33.1522085736         2.7343465643         1.3480486360         2.5440736330         0.2576383814         3.0002473389
        0.0653852000       -86.9940673125         2.1833127565         1.3684672508         2.5517292654         0.7895369752         3.5213931826
        0.0704142000       -51.3826211093         2.2318119379         1.3659149240         2.5466255105         0.7230496510         3.1739626201
        0.0754001000       -12.7252540268         2.3570072965         1.3531532897         2.5491773879         0.3906130298         3.3476779013
        0.0804011000       -71.2754315302         2.2044120724         1.3582579434         2.5568330203         0.5235876783         3.8688237451
        0.0853887000       -19.9453495446         2.2773455721         1.3454963091         2.5568330203         0.1911510572         3.8688237451
        0.0904204000        92.3416084504         2.8056401717         1.3301823480         2.5466255105        -0.2077728882         3.1739626201
        0.0954002000        82.0755920533         2.7934959509         1.3327346748         2.5466255105        -0.1412855640         3.1739626201
        0.1003991000        59.1368607531         2.7660286332         1.3352870017         2.5491773879        -0.0747982398         3.3476779013
        0.1053953000       -32.6180644476         2.2584160933         1.3454963091         2.5593848978         0.1911510572         4.0425390263
        0.1104059000        82.0755920533         2.7934959509         1.3327346748         2.5466255105        -0.1412855640         3.1739626201
        0.1153847000        79.6688935474         2.7906357746         1.3301823480         2.5491773879        -0.2077728882         3.3476779013
        0.1204048000         0.5866832497         2.5038823450         1.3403916554         2.5568330203         0.0581764087         3.8688237451
        0.1253954000        -9.6793331474         2.3906139585         1.3429439823         2.5568330203         0.1246637329         3.8688237451
        0.1304114000        51.2775428619         2.7565103888         1.3403916554         2.5466255105         0.0581764087         3.1739626201
        0.1353836000       105.0143233535         2.8205075429         1.3301823480         2.5440736330        -0.2077728882         3.0002473389
        0.1403998000       -19.9453495446         2.2773455721         1.3454963091         2.5568330203         0.1911510572         3.8688237451
        0.1453892000        13.2593981527         2.6437046395         1.3403916554         2.5542811429         0.0581764087         3.6951084638
        0.1503892000        92.3416084504         2.8056401717         1.3301823480         2.5466255105        -0.2077728882         3.1739626201
        0.1553846000        25.9321130558         2.7254342834         1.3403916554         2.5517292654         0.0581764087         3.5213931826
        0.1604020000         0.5866832497         2.5038823450         1.3403916554         2.5568330203         0.0581764087         3.8688237451
        0.1653953000       -53.1500972419         2.2293447066         1.3506009628         2.5593848978         0.3241257056         4.0425390263
        0.1703953000        25.9321130558         2.7254342834         1.3403916554         2.5517292654         0.0581764087         3.5213931826
        0.1754079000        82.0755920533         2.7934959509         1.3327346748         2.5466255105        -0.1412855640         3.1739626201
        0.1803787000        79.6688935474         2.7906357746         1.3301823480         2.5491773879        -0.2077728882         3.3476779013
        0.1853958000       -22.3520480505         2.2732990535         1.3429439823         2.5593848978         0.1246637329         4.0425390263
        0.1903980000         2.9933817556         2.5304362531         1.3429439823         2.5542811429         0.1246637329         3.6951084638
        0.1960738000        82.0755920533         2.7934959509         1.3327346748         2.5466255105        -0.1412855640         3.1739626201
        0.2009865000       -32.6180644476         2.2584160933         1.3454963091         2.5593848978         0.1911510572         4.0425390263
