% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=29.5203  Kd=1.0288  K_pot=68.073520deg/V
% Vg_offset=1.338541V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0004782000       600.7333774029         3.4360474729         1.3352870017         2.5083473486        -4.8570399134        -0.1805753185
        0.0054270000       552.4952879015         3.3694476175         1.3633625971         2.5108992261        37.0468338490        -0.0068600373
        0.0104342000       587.7670759070         3.4178195596         1.3403916554         2.5108992261         2.7618462253        -0.0068600373
        0.0154219000       573.2997645097         3.3977685624         1.3531532897         2.5083473486        21.8090615718        -0.1805753185
        0.0204286000       396.0237567285         3.1729599535         1.4552463639         2.5185548584       174.1867843441         0.5142858064
        0.0254425000       346.8685994737         3.1158962392         1.4705603251         2.5313142457       197.0434427599         1.3828622126
        0.0305114000       344.7424928929         3.1134638405         1.4552463639         2.5440736330       174.1867843441         2.2514386189
        0.0354546000       278.7019465860         3.0390173464         1.4782173056         2.5593848978       208.4717719678         3.2937303063
        0.0404701000       272.6567524490         3.0322864956         1.4654556714         2.5721442851       189.4245566213         4.1623067125
        0.0454553000       225.0026050956         2.9794893156         1.4731126519         2.5900074273       200.8528858292         5.3783136812
        0.0505277000       188.8137493366         2.9394915693         1.4833219594         2.6002149371       216.0906581065         6.0731748062
        0.0557056000       205.9911094627         2.9584838470         1.4654556714         2.6053186920       189.4245566213         6.4206053687
        0.0610397000       161.0470108380         2.9086986273         1.4680079982         2.6257337117       193.2339996906         7.8103276186
        0.0655838000       136.6154177476         2.8814353516         1.4705603251         2.6359412215       197.0434427599         8.5051887436
        0.0705779000        78.7050176270         2.8157248873         1.4782173056         2.6589081187       208.4717719678        10.0686262748
        0.0754672000        43.7252006955         2.7749490671         1.4909789399         2.6665637511       227.5189873144        10.5897721185
        0.0804473000        61.1945318956         2.7954363396         1.4629033445         2.6793231383       185.6151135520        11.4583485248
        0.0854596000        45.8101527449         2.7774081347         1.4629033445         2.6869787707       185.6151135520        11.9794943685
        0.0904374000        26.7986571120         2.7548350451         1.4552463639         2.7022900355       174.1867843441        13.0217860559
        0.0954472000         1.1580251942         2.5231141088         1.4552463639         2.7150494228       174.1867843441        13.8903624622
        0.1004381000       -29.6107331072         2.2550891077         1.4552463639         2.7303606875       174.1867843441        14.9326541496
