% Designation Loop  psi_cmd=+0.000deg  (absolute, NEUTRAL ref)
% Kp=29.5203  Kd=1.0288  K_pot=68.073520deg/V
% Vg_offset=1.338720V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0004937000      -603.5643177273         1.5064430829         1.3378393285         2.8120207662        -1.3142578589        20.4915431494
        0.0056012000      -581.5508022917         1.5386664861         1.3301823480         2.8069170113       -12.7425870668        20.1441125869
        0.0104562000      -531.8117028888         1.6080690894         1.2944497720         2.8094688888       -66.0747900371        20.3178278682
        0.0154536000      -454.9309616668         1.7072483959         1.2510602154         2.8043651338      -130.8353222154        19.9703973057
        0.0204747000      -412.1129696229         1.7591353791         1.2331939274         2.7967095015      -157.5014237005        19.4492514619
        0.0255000000      -343.6543456612         1.8390203930         1.2153276394         2.7762944818      -184.1675251857        18.0595292120
        0.0304363000      -271.2766341433         1.9224282385         1.1949090246         2.7558794621      -214.6430697401        16.6698069620
        0.0355073000      -280.6158191570         1.9115839779         1.2076706589         2.7507757072      -195.5958543936        16.3223763996
        0.0404711000      -258.6023037214         1.9372318523         1.2000136783         2.7456719523      -207.0241836015        15.9749458371
        0.0454517000      -191.6446896611         2.0181390340         1.1898043709         2.7201531777      -222.2619558787        14.2377930246
        0.0504471000      -181.3884368939         2.0310979925         1.1898043709         2.7150494228      -222.2619558787        13.8903624622
        0.0554579000      -150.9116496666         2.0708216854         1.2000136783         2.6920825256      -207.0241836015        12.3269249310
        0.0604339000      -131.6081829597         2.0970734011         1.1974613514         2.6844268933      -210.8336266708        11.8057790872
        0.0654517000      -105.9675510419         2.1334875037         1.1974613514         2.6716675060      -210.8336266708        10.9372026810
        0.0704343000       -83.0369678528         2.1677586619         1.2025660052         2.6563562412      -203.2147405322         9.8949109936
        0.0754465000       -69.1535986036         2.1893841505         1.2102229857         2.6435968539      -191.7864113243         9.0263345873
        0.0804225000       -43.5129666857         2.2312515067         1.2102229857         2.6308374666      -191.7864113243         8.1577581811
        0.0854418000        -5.1980043460         2.4476989180         1.2153276394         2.6078705695      -184.1675251857         6.5943206499
        0.0904373000        31.9079191663         2.7609354386         1.2178799663         2.5874555498      -180.3580821163         5.2045984000
        0.0954548000        46.0832594896         2.7777299578         1.2153276394         2.5823517949      -184.1675251857         4.8571678375
        0.1004377000         9.0184905087         2.6163796432         1.2561648691         2.5695924076      -123.2164360767         3.9885914313
        0.1054559000       -47.0577741051         2.2253056285         1.2893451183         2.5721442851       -73.6936761758         4.1623067125
        0.1104347000      -108.5541361765         2.1297271507         1.3327346748         2.5695924076        -8.9331439975         3.9885914313
        0.1154473000      -125.4395252286         2.1056645199         1.3403916554         2.5721442851         2.4951852104         4.1623067125
        0.1204320000        -1.5297333325         2.4912234732         1.2663741766         2.5670405302      -107.9786637995         3.8148761501
        0.1254377000        -2.1136754805         2.4842949169         1.2867927914         2.5517292654       -77.5031192451         2.7725844626
        0.1304204000       -30.7563272011         2.2530927891         1.3021067526         2.5542811429       -54.6464608292         2.9462997438
        0.1355098000       -27.1292107189         2.2594336155         1.3097637331         2.5466255105       -43.2181316213         2.4251539001
        0.1404385000       -27.1292107189         2.2594336155         1.3097637331         2.5466255105       -43.2181316213         2.4251539001
        0.1454482000       -20.7920455080         2.2706555503         1.3123160600         2.5415217556       -39.4086885520         2.0777233376
        0.1504326000        20.8169077086         2.7476595904         1.2918974451         2.5364180006       -69.8842331064         1.7302927751
        0.1554373000       -53.3537847847         2.2148728546         1.3301823480         2.5440736330       -12.7425870668         2.2514386189
        0.1604320000       -96.4637479026         2.1474831387         1.3582579434         2.5440736330        29.1612866955         2.2514386189
        0.1654625000         2.4305087551         2.5382123065         1.3072114063         2.5338661232       -47.0275746906         1.5565774939
        0.1704218000         8.7676739660         2.6134036694         1.3097637331         2.5287623683       -43.2181316213         1.2091469314
        0.1754581000       -48.5176294752         2.2228721272         1.3403916554         2.5338661232         2.4951852104         1.5565774939
        0.1804361000       -25.2950752121         2.2626626138         1.3352870017         2.5262104908        -5.1237009282         1.0354316502
        0.1854544000       -39.1784444614         2.2385940075         1.3276300211         2.5389698781       -16.5520301361         1.9040080564
        0.1904410000       -14.7468513710         2.3344004955         1.3250776943         2.5287623683       -20.3614732054         1.2091469314
        0.1954574000       -17.1649290258         2.3057096616         1.3199730405         2.5338661232       -27.9803593441         1.5565774939
        0.2004363000       -31.6322404231         2.2515703645         1.3327346748         2.5313142457        -8.9331439975         1.3828622126
        0.2054744000       -54.8547946861         2.2124093428         1.3378393285         2.5389698781        -1.3142578589         1.9040080564
        0.2104480000       -10.8277638148         2.3809010244         1.3225253674         2.5287623683       -24.1709162747         1.2091469314
        0.2154334000        -9.6187249874         2.3952464414         1.3250776943         2.5262104908       -20.3614732054         1.0354316502
        0.2204465000       -33.1332503245         2.2489693711         1.3403916554         2.5262104908         2.4951852104         1.0354316502
        0.2254162000       -39.4704155354         2.2380969040         1.3378393285         2.5313142457        -1.3142578589         1.3828622126
        0.2304339000       -31.6322404231         2.2515703645         1.3327346748         2.5313142457        -8.9331439975         1.3828622126
        0.2354474000       -27.7131528669         2.2584087860         1.3301823480         2.5313142457       -12.7425870668         1.3828622126
        0.2404550000       -10.8277638148         2.3809010244         1.3225253674         2.5287623683       -24.1709162747         1.2091469314
        0.2454405000        -0.5715110477         2.5025929163         1.3225253674         2.5236586133       -24.1709162747         0.8617163689
        0.2504278000       -26.7960851135         2.2600189484         1.3429439823         2.5211067359         6.3046282797         0.6880010877
        0.2554440000       -18.9579100012         2.2844356883         1.3378393285         2.5211067359        -1.3142578589         0.6880010877
        0.2604266000       -60.5668632177         2.2031162892         1.3582579434         2.5262104908        29.1612866955         1.0354316502
        0.2654596000       -11.1197348888         2.3774367463         1.3327346748         2.5211067359        -8.9331439975         0.6880010877
        0.2704433000       -12.3287737162         2.3630913293         1.3301823480         2.5236586133       -12.7425870668         0.8617163689
        0.2754512000       -51.5196492779         2.2178954215         1.3557056165         2.5236586133        25.3518436262         0.8617163689
