% Designation Loop  psi_cmd=+3.000deg  (absolute, NEUTRAL ref)
% Kp=72.9511  Kd=2.6949  K_pot=68.073520deg/V
% Vg_offset=1.338158V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004200000     -2394.5171306358         0.0000000000         1.3506009628         3.0161709629         0.3241257056        35.1375743689
        0.0054564000     -2312.3889994588         0.0000000000         1.3301823480         3.0161709629        -0.2077728882        35.1375743689
        0.0103782000     -2358.2664620592         0.0000000000         1.3352870017         3.0212747179        -0.0747982398        35.4850049313
        0.0154541000     -2345.5937471561         0.0000000000         1.3352870017         3.0187228404        -0.0747982398        35.3112896501
        0.0203905000     -2289.4502681586         0.0000000000         1.3276300211         3.0136190855        -0.2742602124        34.9638590876
        0.0254201000     -2335.3277307590         0.0000000000         1.3327346748         3.0187228404        -0.1412855640        35.3112896501
        0.0303784000     -1820.8986571437         0.0000000000         1.2331939274         2.9957559433        -2.7342912088        33.7478521189
        0.0354668000      -454.3902225672         1.7671057432         0.9218100509         2.9727890461       -10.8457447645        32.1844145877
        0.0403902000      -115.7618724497         2.1458658498         0.8911821287         2.9294071293       -11.6435926552        29.2312548066
        0.0453897000         7.2801333282         2.5777334144         0.9141530704         2.8860252125       -11.0452067372        26.2780950254
        0.0503879000       202.1842538860         2.9302993480         0.9192577241         2.8426432957       -10.9122320887        23.3249352443
        0.0554011000       343.3515939522         3.0796774826         0.9345716852         2.8018132564       -10.5133081433        20.5454907444
        0.0603987000       543.0691115219         3.2869454221         0.9447809927         2.7533275847       -10.2473588464        17.2449004008
        0.0653902000       623.2795755788         3.3760093971         0.9626472806         2.7227050552        -9.7819475769        15.1603170259
        0.0703888000       682.9580068414         3.4471308493         0.9856182224         2.6920825256        -9.1835616588        13.0757336510
        0.0754005000       775.8411858013         3.5697665265         1.0034845104         2.6589081187        -8.7181503892        10.8174349948
        0.0803987000       924.8678437587         3.8107667798         1.0136938178         2.6206299568        -8.4522010923         8.2117057762
        0.0853874000       925.3568751446         3.8116720631         1.0545310475         2.5874555498        -7.3884039047         5.9534071200
        0.0904459000      -208.0791031773         2.0342206427         1.3174207137         2.6027668146        -0.5402095093         6.9956988075
        0.0954000000     -1513.6306617444         0.0000000000         1.6262522633         2.6155262019         7.5047567221         7.8642752137
        0.1003762000     -1563.0430766099         0.0000000000         1.6007289948         2.6461487314         6.8398834798         9.9488585886
        0.1053987000     -1628.1741272578         0.0000000000         1.5854150336         2.6716675060         6.4409595345        11.6860114010
        0.1103851000     -1757.3079747943         0.0000000000         1.5828627068         2.6997381580         6.3744722102        13.5968794947
        0.1154094000     -1697.4793525442         0.0000000000         1.5522347845         2.7124975453         5.5766243195        14.4654559009
        0.1203751000     -1706.4669241946         0.0000000000         1.5292638428         2.7329125650         4.9782384015        15.8551781509
        0.1254340000     -1858.5395030313         0.0000000000         1.5292638428         2.7635350945         4.9782384015        17.9397615258
        0.1303856000     -1630.2804437887         0.0000000000         1.4756649788         2.7609832170         3.5820045927        17.7660462445
        0.1353864000       -41.6047917282         2.2455800395         1.1311008532         2.7201531777        -5.3937841779        14.9866017446
        0.1403861000      1114.1306955205         4.2359813583         0.8784204944         2.6920825256       -11.9760292763        13.0757336510
        0.1453983000      1278.2367668869         4.7623378472         0.8911821287         2.6487006088       -11.6435926552        10.1225738698
        0.1504059000      1488.2203008537         5.0000000000         0.8988391092         2.6002149371       -11.4441306825         6.8219835262
        0.1553882000      1616.7149260169         5.0000000000         0.9141530704         2.5619367752       -11.0452067372         4.2162543076
        0.1603932000      1757.8822660832         5.0000000000         0.9294670315         2.5211067359       -10.6462827918         1.4368098077
        0.1654115000      1967.8658000499         5.0000000000         0.9371240121         2.4726210642       -10.4468208191        -1.8637805359
        0.1703989000      2042.6236447216         5.0000000000         0.9626472806         2.4368947797        -9.7819475769        -4.2957944734
        0.1753840000      1444.7879951826         5.0000000000         1.1081299115         2.4394466572        -5.9921700959        -4.1220791921
        0.1803852000      -239.9669477046         1.9980177808         1.4986359205         2.4624135543         4.1803905108        -2.5586416609
        0.1854525000     -1236.8987919847         0.3258062642         1.7181360302         2.4853804515         9.8983003942        -0.9952041297
        0.1903962000     -1206.5897741792         0.4190011301         1.6696418199         2.5185548584         8.6350412339         1.2630945264
        0.1954655000     -1325.4576053186         0.0287227957         1.6645371662         2.5466255105         8.5020665855         3.1739626201
        0.2003851000     -1426.2001021697         0.0000000000         1.6517755319         2.5772480400         8.1696299644         5.2585459950
