% Designation Loop  psi_cmd=-40.000deg  (absolute, NEUTRAL ref)
% Kp=33.6867  Kd=1.1680  K_pot=68.073520deg/V
% Vg_offset=1.338056V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0004442000     -2713.3971044834         0.0000000000         1.3429439823         3.1029347965         0.1273232259        40.2950852111
        0.0054263000     -2688.3450268393         0.0000000000         1.3352870017         3.0978310416        -0.0721387468        39.9476546486
        0.0104438000     -2688.3450268393         0.0000000000         1.3352870017         3.0978310416        -0.0721387468        39.9476546486
        0.0154246000     -2672.1918082050         0.0000000000         1.3327346748         3.0927272867        -0.1386260710        39.6002240861
        0.0204139000     -2719.2489990481         0.0000000000         1.3429439823         3.1054866740         0.1273232259        40.4688004924
        0.0254214000     -2672.1918082050         0.0000000000         1.3327346748         3.0927272867        -0.1386260710        39.6002240861
        0.0304063000     -2713.3971044834         0.0000000000         1.3429439823         3.1029347965         0.1273232259        40.2950852111
        0.0354030000     -2667.7423787001         0.0000000000         1.3301823480         3.0927272867        -0.2051133952        39.6002240861
        0.0404388000     -2713.3971044834         0.0000000000         1.3429439823         3.1029347965         0.1273232259        40.2950852111
        0.0453785000     -2667.7423787001         0.0000000000         1.3301823480         3.0927272867        -0.2051133952        39.6002240861
        0.0504138000     -2327.0228405302         0.0000000000         1.1515194680         3.0799678994        -4.8592260911        38.7316476799
        0.0554111000     -1432.7372509305         0.0000000000         0.7023099413         3.0314822277       -16.5609951550        35.4310573363
        0.0604188000     -1518.7286174796         0.0000000000         0.8120599961         2.9855484334       -13.7020402133        32.3041822739
        0.0655347000     -1385.5375075522         0.0000000000         0.8095076693         2.9294071293       -13.7685275375        28.4824460866
        0.0704415000     -1264.2922210800         0.2379288283         0.8171646498         2.8707139478       -13.5690655648        24.4869946180
        0.0754350000     -1200.4054495205         0.4375071454         0.8375832647         2.8273320310       -13.0371669710        21.5338348369
        0.0805076000     -1068.8588389786         0.7926182397         0.8426879184         2.7660869720       -12.9041923225        17.3646680870
        0.0854452000      -950.1764483000         1.0559819619         0.8350309378         2.7201531777       -13.1036542952        14.2377930246
        0.0903782000      -890.7391062454         1.1702686330         0.8580018795         2.6767712609       -12.5052683772        11.2846332435
        0.0954432000      -678.8607302886         1.5015223136         0.8069553424         2.6231818342       -13.8350148617         7.6366123374
        0.1004635000      -468.8688880433         1.7514062929         0.7737750933         2.5568330203       -14.6993500767         3.1200150251
        0.1054085000      -340.1272076208         1.8890176790         0.7737750933         2.5006917162       -14.6993500767        -0.7017211623
        0.1104160000      -220.2843862083         2.0202475993         0.7788797470         2.4445504121       -14.5663754282        -4.5234573496
        0.1154019000      -118.2392828156         2.1427076682         0.7941937081         2.3884091080       -14.1674514828        -8.3451935370
        0.1204173000       -22.0460739876         2.2737462998         0.8095076693         2.3348196814       -13.7685275375       -11.9932144431
        0.1254280000        61.0408806515         2.7683262374         0.8222693035         2.2888858871       -13.4360909164       -15.1200895055
        0.1304042000       169.1799129347         2.8937933901         0.8273739573         2.2378483379       -13.3031162679       -18.5943951303
        0.1353799000       259.5212271981         2.9920928839         0.8426879184         2.1868107888       -12.9041923225       -22.0687007552
        0.1404361000       364.6132950360         3.1015663515         0.8528972258         2.1332213621       -12.6382430256       -25.7167216613
        0.1454066000       393.1466648818         3.1308519294         0.8835251481         2.0974950777       -11.8403951349       -28.1487355987
        0.1503862000       501.2856971650         3.2425774109         0.8886298018         2.0464575285       -11.7074204865       -31.6230412236
        0.1554050000       560.7230392195         3.3060454670         0.9116007435         2.0030756117       -11.1090345684       -34.5762010047
        0.1604094000       615.7109517692         3.3673246862         0.9371240121         1.9596936949       -10.4441613261       -37.5293607858
        0.1654028000       512.4059358520         3.2542855923         1.0366647595         1.9290711654        -7.8511556813       -39.6139441607
        0.1704591000      -233.4537215942         2.0053347803         1.4577986908         1.9341749203         3.1192528161       -39.2665135983
        0.1754062000      -467.1449173194         1.7532814019         1.5649964188         1.9545899400         5.9117204336       -37.8767913483
        0.1804076000      -423.8110530038         1.7999608072         1.5267115159         1.9647974498         4.9144105702       -37.1819302233
        0.1854764000      -451.4260264415         1.7703070898         1.5190545354         1.9826605920         4.7149485975       -35.9659232546
        0.1904130000      -475.9940354340         1.7436385616         1.5062929011         2.0030756117         4.3825119764       -34.5762010047
        0.1953757000      -462.4037125933         1.7584299599         1.4884266131         2.0107312441         3.9171007068       -34.0550551610
        0.2004543000      -497.2730456554         1.7202505160         1.4782173056         2.0336981412         3.6511514099       -32.4916176298
        0.2054170000      -499.8359414489         1.7174125209         1.4629033445         2.0464575285         3.2522274645       -31.6230412236
        0.2104862000      -487.6480836680         1.7308667881         1.4424847297         2.0566650383         2.7203288707       -30.9281800986
        0.2155341000      -450.4081482428         1.7714054764         1.4144091342         2.0617687933         1.9889683042       -30.5807495361
        0.2204689000      -375.9282773925         1.8509344825         1.3582579434         2.0719763031         0.5262471713       -29.8858884111
        0.2255508000        42.0760617470         2.7452960136         1.1285485263         2.0643206707        -5.4576120091       -30.4070342549
        0.2304456000       224.9369992063         2.9550494250         1.0672926818         2.0311462638        -7.0533077906       -32.6653329110
        0.2354043000       243.6531136342         2.9751773005         1.0800543160         2.0132831215        -6.7208711695       -33.8813398797
        0.2404099000       285.7768063206         3.0198126295         1.0928159503         1.9852124695        -6.3884345483       -35.7922079734
        0.2454024000       298.3989918580         3.0330330082         1.1157868920         1.9622455724        -5.7900486303       -37.3556455046
        0.2505531000       327.4164303554         3.0632098438         1.1259961995         1.9418305527        -5.5240993334       -38.7453677545
        0.2554516000       346.1325447832         3.0825452756         1.1387578337         1.9239674105        -5.1916627122       -39.9613747232
        0.2604531000       363.2041598255         3.1001179634         1.1591764486         1.9010005134        -4.6597641184       -41.5248122544
        0.2654021000       347.9693375993         3.0844385435         1.1846997172         1.8882411261        -3.9948908762       -42.3933886606
        0.2704068000       351.9346984526         3.0885235531         1.2025660052         1.8729298613        -3.5294796066       -43.4356803481
