% Designation Loop  psi_cmd=+20.000deg  (absolute, NEUTRAL ref)
% Kp=95.6458  Kd=2.6819  K_pot=68.073520deg/V
% Vg_offset=1.338592V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005061000      1474.3751810308         5.0000000000         1.3403916554         2.5772480400         2.6856573639         4.5097372750
        0.0054735000      1356.8315778088         5.0000000000         1.3531532897         2.5874555498        21.7328727104         5.2045984000
        0.0104815000      1420.7116879489         5.0000000000         1.3454963091         2.5823517949        10.3045435025         4.8571678375
        0.0154794000       950.6422891663         4.0395672420         1.4297230954         2.6027668146       136.0161647896         6.2468900875
        0.0205020000      -316.3232401559         1.8704314369         1.7130313764         2.6231818342       558.8643454827         7.6366123374
        0.0254658000      -267.9255767611         1.9263317246         1.6594325125         2.6487006088       478.8660410272         9.3737651498
        0.0304573000      -536.3480562759         1.6019249783         1.6517755319         2.6946344031       467.4377118193        12.5006402122
        0.0354262000      -217.1575337861         1.9866452951         1.5471301308         2.7099456679       311.2505459777        13.5429318997
        0.0404748000       831.3359185749         3.8072012037         1.2893451183         2.7073937904       -73.5032040223        13.3692166184
        0.0454515000       618.0246571954         3.4607450851         1.3301823480         2.7150494228       -12.5521149134        13.8903624622
        0.0504780000       630.8216820445         3.4793180317         1.3352870017         2.7099456679        -4.9332287747        13.5429318997
        0.0554477000       471.1739137470         3.2640435980         1.3710195777         2.7124975453        48.3989741955        13.7166471809
        0.0604275000      -486.7126960383         1.6673097102         1.5854150336         2.7278088101       368.3921920173        14.7589388684
        0.0654417000      -424.2803109517         1.7445851917         1.5241591891         2.7558794621       276.9655583540        16.6698069620
        0.0704239000      -385.9942505098         1.7899452912         1.5062929011         2.7609832170       250.2994568688        17.0172375245
        0.0754311000      -171.5503063929         2.0437118039         1.4195137880         2.7813982367       120.7783925124        18.4069597745
        0.0804165000       677.7716203859         3.5497028027         1.2280892737         2.7686388494      -164.9298376856        17.5383833683
        0.0854533000       390.4686459135         3.1664241285         1.3123160600         2.7609832170       -39.2182163985        17.0172375245
        0.0904387000       211.6253403423         2.9647092271         1.3403916554         2.7711907269         2.6856573639        17.7120986495
        0.0954478000       315.1342218724         3.0798459087         1.3352870017         2.7584313396        -4.9332287747        16.8435222433
        0.1004290000       220.6042605577         2.9746293819         1.3506009628         2.7635350945        17.9234296411        17.1909528058
        0.1054521000      -346.4704932251         1.8357777600         1.4756649788         2.7737426043       204.5861400371        17.8858139307
        0.1104505000      -218.8152870503         1.9846314628         1.4271707685         2.7839501142       132.2067217203        18.5806750557
        0.1154585000      -162.6764002828         2.0552554366         1.3965428462         2.7941576240        86.4934048886        19.2755361807
        0.1204443000        30.2016269802         2.7589010114         1.3608102703         2.7865019916        33.1612019183        18.7543903370
        0.1254599000        92.7390261722         2.8318270869         1.3327346748         2.7941576240        -8.7426718441        19.2755361807
        0.1304442000       129.7873897713         2.8737768460         1.3276300211         2.7916057465       -16.3615579827        19.1018208995
        0.1354503000        41.6559408812         2.7725046161         1.3454963091         2.7941576240        10.3045435025        19.2755361807
        0.1404300000        35.2574284567         2.7649208739         1.3429439823         2.7967095015         6.4951004332        19.4492514619
        0.1454388000         2.0271694912         2.5334266290         1.3429439823         2.8018132564         6.4951004332        19.7966820244
        0.1504497000        41.6559408812         2.7725046161         1.3454963091         2.7941576240        10.3045435025        19.2755361807
        0.1554380000        76.1238966895         2.8127486407         1.3327346748         2.7967095015        -8.7426718441        19.4492514619
        0.1604214000        62.0891749976         2.7964786575         1.3403916554         2.7941576240         2.6856573639        19.2755361807
        0.1654335000       -70.7268467590         2.1868983414         1.3735719045         2.7941576240        52.2084172649        19.2755361807
        0.1704368000      -100.1390010908         2.1420369214         1.3684672508         2.8018132564        44.5895311262        19.7966820244
        0.1754556000       -27.3849848406         2.2589845374         1.3378393285         2.8094688888        -1.1237857054        20.3178278682
        0.1804300000        76.1238966895         2.8127486407         1.3327346748         2.7967095015        -8.7426718441        19.4492514619
        0.1854515000        -8.1894475670         2.4122050204         1.3454963091         2.8018132564        10.3045435025        19.7966820244
        0.1904318000        22.4604036076         2.7496347052         1.3378393285         2.8018132564        -1.1237857054        19.7966820244
        0.1954390000        96.5571308059         2.8361857042         1.3276300211         2.7967095015       -16.3615579827        19.4492514619
        0.2004476000       -49.0559157998         2.2219770492         1.3557056165         2.8018132564        25.5423157797        19.7966820244
        0.2054350000        69.7253842649         2.8053496499         1.3301823480         2.7992613789       -12.5521149134        19.6229667432
        0.2104419000        62.0891749976         2.7964786575         1.3403916554         2.7941576240         2.6856573639        19.2755361807
        0.2154279000       -82.2861747653         2.1689105447         1.3557056165         2.8069170113        25.5423157797        20.1441125869
        0.2204418000         2.0271694912         2.5334266290         1.3429439823         2.8018132564         6.4951004332        19.7966820244
        0.2254528000        36.4951252995         2.7663908358         1.3301823480         2.8043651338       -12.5521149134        19.9703973057
        0.2304347000        12.2437865494         2.6546482375         1.3403916554         2.8018132564         2.6856573639        19.7966820244
        0.2354292000       -18.4060646252         2.2909834119         1.3480486360         2.8018132564        14.1139865718        19.7966820244
        0.2404286000        53.1102547822         2.7859878681         1.3301823480         2.8018132564       -12.5521149134        19.7966820244
        0.2454397000        76.1238966895         2.8127486407         1.3327346748         2.7967095015        -8.7426718441        19.4492514619
        0.2504480000       -14.5879599915         2.3362857642         1.3429439823         2.8043651338         6.4951004332        19.9703973057
        0.2554619000       -65.6710452826         2.1949197151         1.3557056165         2.8043651338        25.5423157797        19.9703973057
        0.2604417000       -23.5668802070         2.2657191456         1.3327346748         2.8120207662        -8.7426718441        20.4915431494
        0.2654702000       -44.0001143234         2.2304312731         1.3378393285         2.8120207662        -1.1237857054        20.4915431494
        0.2704343000        39.0755330903         2.7694508290         1.3378393285         2.7992613789        -1.1237857054        19.6229667432
        0.2755786000        49.2921501485         2.7815062934         1.3352870017         2.7992613789        -4.9332287747        19.6229667432
        0.2804551000       -20.9864724161         2.2703085049         1.3403916554         2.8069170113         2.6856573639        20.1441125869
        0.2854417000        65.9072796312         2.8009198390         1.3352870017         2.7967095015        -4.9332287747        19.4492514619
        0.2904504000        22.4604036076         2.7496347052         1.3378393285         2.8018132564        -1.1237857054        19.7966820244
        0.2954306000        59.5087672067         2.7934705560         1.3327346748         2.7992613789        -8.7426718441        19.6229667432
        0.3004391000        -0.5532382997         2.5028097250         1.3352870017         2.8069170113        -4.9332287747        20.1441125869
        0.3054350000        69.7253842649         2.8053496499         1.3301823480         2.7992613789       -12.5521149134        19.6229667432
        0.3104976000       -74.6499654980         2.1807393967         1.3454963091         2.8120207662        10.3045435025        20.4915431494
        0.3154452000      -197.2493701965         2.0111340575         1.3761242314         2.8120207662        56.0178603342        20.4915431494
        0.3204993000        40.3132299331         2.7709163514         1.3250776943         2.8069170113       -20.1710010520        20.1441125869
        0.3254370000        -0.5532382997         2.5028097250         1.3352870017         2.8069170113        -4.9332287747        20.1441125869
        0.3305069000        32.6770206658         2.7618515169         1.3352870017         2.8018132564        -4.9332287747        19.7966820244
        0.3354330000       -10.7698553579         2.3815881165         1.3378393285         2.8069170113        -1.1237857054        20.1441125869
        0.3404507000       -61.8529406489         2.2010415807         1.3506009628         2.8069170113        17.9234296411        20.1441125869
        0.3454301000       -47.8182189570         2.2240369091         1.3429439823         2.8094688888         6.4951004332        20.3178278682
        0.3504634000        -0.5532382997         2.5028097250         1.3352870017         2.8069170113        -4.9332287747        20.1441125869
        0.3554456000        22.4604036076         2.7496347052         1.3378393285         2.8018132564        -1.1237857054        19.7966820244
        0.3604371000       -64.4333484398         2.1968980995         1.3429439823         2.8120207662         6.4951004332        20.4915431494
        0.3654421000       -64.4333484398         2.1968980995         1.3429439823         2.8120207662         6.4951004332        20.4915431494
        0.3704649000       -14.5879599915         2.3362857642         1.3429439823         2.8043651338         6.4951004332        19.9703973057
        0.3754345000        42.8936377240         2.7739671968         1.3327346748         2.8018132564        -8.7426718441        19.7966820244
        0.3804414000        59.5087672067         2.7934705560         1.3327346748         2.7992613789        -8.7426718441        19.6229667432
        0.3854279000       -51.6363235907         2.2177027424         1.3480486360         2.8069170113        14.1139865718        20.1441125869
