% Designation Loop  psi_cmd=+60.000deg  (absolute, NEUTRAL ref)
% Kp=90.4059  Kd=2.5786  K_pot=68.073520deg/V
% Vg_offset=1.337482V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005797000      5407.8943213617         5.0000000000         1.3378393285         2.5134511035         0.5333220297         0.1668552439
        0.0054576000      5362.7203699191         5.0000000000         1.3454963091         2.5160029810        11.9616512376         0.3405705252
        0.0104400000      5282.1954884982         5.0000000000         1.3582579434         2.5211067359        31.0088665842         0.6880010877
        0.0154584000      4830.4559740718         5.0000000000         1.4348277491         2.5466255105       145.2921586634         2.4251539001
        0.0205441000      4486.7696957531         5.0000000000         1.4833219594         2.5721442851       217.6715769802         4.1623067125
        0.0254263000      3889.7450420008         5.0000000000         1.5649964188         2.6180780793       339.5737551980         7.2891817749
        0.0304775000      3330.0717643995         5.0000000000         1.6288045902         2.6691156285       434.8098319307        10.7634873998
        0.0355526000      2699.6966268415         5.0000000000         1.7028220690         2.7252569326       545.2836809406        14.5852235871
        0.0404850000      2118.4365966052         5.0000000000         1.7640779136         2.7813982367       636.7103146040        18.4069597745
        0.0454650000      1541.1177222479         5.0000000000         1.8202291044         2.8400914183       720.5180621287        22.4024112431
        0.0504575000       897.0381438129         3.9314565897         1.8814849490         2.9064402322       811.9446957921        26.9190085554
        0.0554685000       227.4306568640         2.9821725394         1.9452931204         2.9753409236       907.1807725248        31.6093211490
        0.0605444000      -432.3538086207         1.7348504604         2.0065489649         3.0442416150       998.6074061882        36.2996337425
        0.0654482000      -862.2676245468         1.0501329927         2.0039966381         3.1156941838       994.7979631189        41.1636616173
        0.0704395000     -1274.5358437170         0.1280763049         2.0091012918         3.1794911203      1002.4168492575        45.5065436484
        0.0754464000     -1089.7196726687         0.5480989826         1.9121128712         3.2101136498       857.6580126238        47.5911270233
        0.0804739000      -730.1492979014         1.3013258732         1.8023628164         3.2203211597       693.8519606436        48.2859881483
        0.0854483000      -303.8779555227         1.8847377256         1.7079267227         3.2101136498       552.9025670792        47.5911270233
        0.0904471000        71.3375698279         2.8072167881         1.6185952828         3.2050098949       419.5720596535        47.2436964608
        0.0954498000       477.9628692779         3.2725467164         1.5292638428         3.1948023851       286.2415522277        46.5488353359
