% Designation Loop  psi_cmd=+40.000deg  (absolute, NEUTRAL ref)
% Kp=85.3137  Kd=2.4753  K_pot=68.073520deg/V
% Vg_offset=1.339537V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005080000      3346.6528151510         5.0000000000         1.3454963091         2.5185548584         8.8950495668         0.5142858064
        0.0054904000      3414.0110891297         5.0000000000         1.3352870017         2.5134511035        -6.3427227104         0.1668552439
        0.0104507000      3251.0062635609         5.0000000000         1.3633625971         2.5236586133        35.5611510520         0.8617163689
        0.0154365000      2100.5979952017         5.0000000000         1.6466708782         2.5415217556       458.4093317451         2.0777233376
        0.0204601000      1848.6714581419         5.0000000000         1.6747464736         2.5670405302       500.3132055074         3.8148761501
        0.0254476000      1371.7726809123         5.0000000000         1.7436592987         2.6053186920       603.1681683787         6.4206053687
        0.0305100000       921.8098884085         3.9806504026         1.7972581627         2.6487006088       683.1664728342         9.3737651498
        0.0354427000       493.3922212523         3.2920611755         1.8329907387         2.6997381580       736.4986758045        12.8480707747
        0.0404446000       335.7416307323         3.1031950090         1.8074674701         2.7431200748       698.4042451114        15.8012305558
        0.0454581000       116.1236256116         2.8583889178         1.7947058358         2.7890538691       679.3570297649        18.9281056182
        0.0504442000      -151.9938017469         2.0693767910         1.7870488553         2.8400914183       667.9287005570        22.4024112431
        0.0554619000      -308.2920993813         1.8796609250         1.7691825673         2.8783695801       641.2625990718        25.0081404617
        0.0604584000      -548.1212491285         1.5858104667         1.7538686061         2.9294071293       618.4059406560        28.4824460866
        0.0654519000      -317.7947739100         1.8687409805         1.6594325125         2.9498221490       477.4565470916        29.8721683365
        0.0704832000       611.6615086074         3.4516038415         1.3837812120         2.9651334138        66.0366956064        30.9144600240
        0.0754505000       677.6674897005         3.5495426665         1.3659149240         2.9651334138        39.3705941213        30.9144600240
        0.0804410000       720.7760525603         3.6174370809         1.3582579434         2.9625815363        27.9422649134        30.7407447427
        0.0854374000       637.2452004474         3.4887373404         1.3608102703         2.9753409236        31.7517079827        31.6093211490
        0.0904391000      -296.2862728914         1.8934792744         1.5854150336         2.9932040658       366.9826980817        32.8253281177
        0.0954434000      -329.9837220454         1.8547395893         1.5624440919         3.0136190855       332.6977104579        34.2150503676
        0.1004648000      -290.9320378425         1.8996546027         1.5318161696         3.0263784728       286.9843936262        35.0836267738
        0.1054344000        83.5404112041         2.8212878634         1.4144091342         3.0365859826       111.7500124381        35.7784878988
        0.1104690000       595.4156818150         3.4285420496         1.2638218497         3.0442416150      -113.0071286510        36.2996337425
        0.1154515000       389.3206055508         3.1650763903         1.3276300211         3.0391378601       -17.7710519183        35.9522031800
        0.1204793000       366.4231873175         3.1383984858         1.3378393285         3.0365859826        -2.5332796411        35.7784878988
        0.1254504000       274.8152022198         3.0346885816         1.3506009628         3.0442416150        16.5139357054        36.2996337425
        0.1304532000       -84.8552737429         2.1649770932         1.4399324028         3.0493453699       149.8444431312        36.6470643050
        0.1354379000      -308.4752210269         1.8794503871         1.4884266131         3.0570010023       222.2238614480        37.1682101487
        0.1404284000      -226.3149739641         1.9755648400         1.4501417102         3.0672085121       165.0822154084        37.8630712737
        0.1454636000      -260.0124231181         1.9355792025         1.4271707685         3.0876235318       130.7972277847        39.2527935237
        0.1504422000       289.5988631392         3.0511782078         1.2944497720         3.0774160220       -67.2938118193        38.5579323987
        0.1554533000       385.2454147293         3.1603004261         1.2765834840         3.0723122670       -93.9599133045        38.2105018362
        0.1604385000       243.8040266726         3.0002789513         1.3148683868         3.0723122670       -36.8182672649        38.2105018362
        0.1654547000       265.3674641848         3.0241834072         1.3250776943         3.0621047572       -21.5804949876        37.5156407112
        0.1704308000       198.0091902060         2.9496617653         1.3352870017         3.0672085121        -6.3427227104        37.8630712737
        0.1754382000        -1.3610459590         2.4932249727         1.3812288851         3.0723122670        62.2272525371        38.2105018362
        0.1804284000      -223.6287003574         1.9788042836         1.4373800759         3.0748641445       146.0350000619        38.3842171174
        0.1854464000      -148.2116055584         2.0744387356         1.3888858657         3.0927272867        73.6555817451        39.6002240861
        0.1904196000       -39.0970616054         2.2387326333         1.3633625971         3.0901754092        35.5611510520        39.4265088049
        0.1954398000        64.6266229695         2.7994314746         1.3352870017         3.0901754092        -6.3427227104        39.4265088049
        0.2004434000       102.3443264513         2.8427752916         1.3250776943         3.0901754092       -21.5804949876        39.4265088049
        0.2054304000        -2.7316510093         2.4769625497         1.3454963091         3.0952791642         8.8950495668        39.7739393674
        0.2104313000        99.6580528446         2.8397190443         1.3378393285         3.0825197769        -2.5332796411        38.9053629612
        0.2154679000        53.8449042134         2.7868487425         1.3301823480         3.0952791642       -13.9616088490        39.7739393674
        0.2204307000        60.5880564771         2.7947293891         1.3403916554         3.0876235318         1.2761634282        39.2527935237
        0.2254412000       -16.1996433721         2.3171629126         1.3531532897         3.0927272867        20.3233787748        39.6002240861
        0.2304307000      -130.7050467031         2.0983248242         1.3761242314         3.0978310416        54.6083663985        39.9476546486
        0.2354571000        94.2671934665         2.8335726784         1.3352870017         3.0850716543        -6.3427227104        39.0790782424
        0.2404438000        74.0560488400         2.8103607696         1.3327346748         3.0901754092       -10.1521657797        39.4265088049
        0.2454500000        74.0560488400         2.8103607696         1.3327346748         3.0901754092       -10.1521657797        39.4265088049
        0.2504408000        12.0886342392         2.6528073334         1.3454963091         3.0927272867         8.8950495668        39.6002240861
        0.2554498000       -92.9873432213         2.1526749864         1.3659149240         3.0978310416        39.3705941213        39.9476546486
        0.2604295000        21.5180601097         2.7485025602         1.3429439823         3.0927272867         5.0856064975        39.6002240861
        0.2654412000        53.8449042134         2.7868487425         1.3301823480         3.0952791642       -13.9616088490        39.7739393674
        0.2704456000        88.8763340885         2.8274081996         1.3327346748         3.0876235318       -10.1521657797        39.2527935237
        0.2754455000       -36.4107879986         2.2433244045         1.3506009628         3.0978310416        16.5139357054        39.9476546486
        0.2804475000      -103.7690619774         2.1366998211         1.3608102703         3.1029347965        31.7517079827        40.2950852111
        0.2854496000        -5.4362367805         2.4448722564         1.3301823480         3.1054866740       -13.9616088490        40.4688004924
        0.2904425000        20.1657672240         2.7468762914         1.3352870017         3.0978310416        -6.3427227104        39.9476546486
        0.2955098000       -66.0513584956         2.1943129768         1.3506009628         3.1029347965        16.5139357054        40.2950852111
        0.3004693000        20.1657672240         2.7468762914         1.3352870017         3.0978310416        -6.3427227104        39.9476546486
        0.3054372000         1.3069154831         2.5248807132         1.3403916554         3.0978310416         1.2761634282        39.9476546486
        0.3104358000        20.1657672240         2.7468762914         1.3352870017         3.0978310416        -6.3427227104        39.9476546486
        0.3154375000        83.4854747104         2.8212247513         1.3301823480         3.0901754092       -13.9616088490        39.4265088049
        0.3204995000        30.9474859801         2.7597906561         1.3403916554         3.0927272867         1.2761634282        39.6002240861
        0.3254753000       -47.1925067547         2.2250806673         1.3454963091         3.1029347965         8.8950495668        40.2950852111
        0.3304624000        10.7363413536         2.6367621868         1.3378393285         3.0978310416        -2.5332796411        39.9476546486
        0.3354558000        -8.1225103873         2.4129992395         1.3429439823         3.0978310416         5.0856064975        39.9476546486
        0.3404521000        10.7363413536         2.6367621868         1.3378393285         3.0978310416        -2.5332796411        39.9476546486
        0.3454483000        10.7363413536         2.6367621868         1.3378393285         3.0978310416        -2.5332796411        39.9476546486
        0.3504329000         1.3069154831         2.5248807132         1.3403916554         3.0978310416         1.2761634282        39.9476546486
        0.3554368000        29.5951930945         2.7581772669         1.3327346748         3.0978310416       -10.1521657797        39.9476546486
        0.3604559000       -56.6219326252         2.2095205889         1.3480486360         3.1029347965        12.7044926361        40.2950852111
        0.3654315000        34.9860524725         2.7645983768         1.3352870017         3.0952791642        -6.3427227104        39.7739393674
        0.3704506000       -43.1539402623         2.2318566561         1.3403916554         3.1054866740         1.2761634282        40.4688004924
        0.3754270000       -62.0127920032         2.2007841552         1.3454963091         3.1054866740         8.8950495668        40.4688004924
        0.3804375000        29.5951930945         2.7581772669         1.3327346748         3.0978310416       -10.1521657797        39.9476546486
        0.3854821000        20.1657672240         2.7468762914         1.3352870017         3.0978310416        -6.3427227104        39.9476546486
        0.3904882000       -32.3722215062         2.2502868580         1.3454963091         3.1003829191         8.8950495668        40.1213699299
        0.3954652000        20.1657672240         2.7468762914         1.3352870017         3.0978310416        -6.3427227104        39.9476546486
        0.4004526000        59.2357635915         2.7931519868         1.3327346748         3.0927272867       -10.1521657797        39.6002240861
        0.4054128000       -18.9042291434         2.2850726193         1.3378393285         3.1029347965        -2.5332796411        40.2950852111
        0.4104536000       -47.1925067547         2.2250806673         1.3454963091         3.1029347965         8.8950495668        40.2950852111
        0.4154473000        10.7363413536         2.6367621868         1.3378393285         3.0978310416        -2.5332796411        39.9476546486
        0.4204701000         1.3069154831         2.5248807132         1.3403916554         3.0978310416         1.2761634282        39.9476546486
        0.4254494000        20.1657672240         2.7468762914         1.3352870017         3.0978310416        -6.3427227104        39.9476546486
        0.4304396000        29.5951930945         2.7581772669         1.3327346748         3.0978310416       -10.1521657797        39.9476546486
        0.4354385000        53.8449042134         2.7868487425         1.3301823480         3.0952791642       -13.9616088490        39.7739393674
