% Designation Loop  psi_cmd=+0.000deg  (absolute, NEUTRAL ref)
% Kp=29.5203  Kd=1.0288  K_pot=68.073520deg/V
% Vg_offset=1.339077V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005218000      -568.3277996119         1.5575659510         1.3352870017         2.7967095015        -5.6570229579        19.4492514619
        0.0054810000      -621.4020444229         1.4796137846         1.3531532897         2.8094688888        21.0090785272        20.3178278682
        0.0104770000      -609.6447817544         1.4973709336         1.3454963091         2.8094688888         9.5807493193        20.3178278682
        0.0154588000      -568.3277996119         1.5575659510         1.3352870017         2.7967095015        -5.6570229579        19.4492514619
        0.0204654000      -454.6742604829         1.7075655977         1.2612695229         2.7967095015      -116.1308719678        19.4492514619
        0.0254524000      -207.1466477646         1.9988865397         1.1234438726         2.7788463592      -321.8407977104        18.2332444932
        0.0304930000      -310.8359052005         1.8767367188         1.2076706589         2.7660869720      -196.1291764233        17.3646680870
        0.0354968000      -278.5661369978         1.9139599621         1.2000136783         2.7558794621      -207.5575056312        16.6698069620
        0.0405365000      -195.9321727128         2.0127756836         1.1795950634         2.7303606875      -238.0330501857        14.9326541496
        0.0454798000      -224.8667955074         1.9773101386         1.2051183320         2.7252569326      -199.9386194926        14.5852235871
        0.0504797000      -168.1654342142         2.0480958033         1.1949090246         2.7048419129      -215.1763917698        13.1955013372
        0.0555253000      -111.1721018470         2.1259418369         1.1744904097         2.6920825256      -245.6519363243        12.3269249310
        0.0604436000      -147.0278320005         2.0760299858         1.2178799663         2.6767712609      -180.8914041460        11.2846332435
        0.0654498000       -87.3244509045         2.1612180808         1.1923566977         2.6665637511      -218.9858348391        10.5897721185
        0.0704327000       -74.9420915566         2.1802830348         1.2076706589         2.6487006088      -196.1291764233         9.3737651498
        0.0754452000       -49.3014596388         2.2215691471         1.2076706589         2.6359412215      -196.1291764233         8.5051887436
        0.0804534000       -22.4517888936         2.2676986057         1.2102229857         2.6206299568      -192.3197333540         7.4628970562
        0.0854403000       -26.6628475238         2.2602532001         1.2229846200         2.6129743244      -173.2725180074         6.9417512124
        0.0904549000       -16.6985658307         2.3112431269         1.2331939274         2.6002149371      -158.0347457302         6.0731748062
        0.0954278000        41.5038053639         2.7723247415         1.2153276394         2.5849036724      -184.7008472154         5.0308831188
        0.1004715000        -9.4443328663         2.3973156286         1.2485078886         2.5849036724      -135.1780873144         5.0308831188
        0.1054323000        -8.8192361869         2.4047324892         1.2714788303         2.5670405302      -100.8930996906         3.8148761501
        0.1107214000       -81.7808898528         2.1696868720         1.3123160600         2.5721442851       -39.9420105817         4.1623067125
        0.1154224000       -10.3202460883         2.3869227942         1.2791358108         2.5619367752       -89.4647704827         3.4674455876
        0.1204608000        10.1922594459         2.6303065779         1.2791358108         2.5517292654       -89.4647704827         2.7725844626
