% Designation Loop  psi_cmd=+0.000deg  (absolute, NEUTRAL ref)
% Kp=85.3137  Kd=2.4753  K_pot=68.073520deg/V
% Vg_offset=1.339537V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005125000     -1745.9764027684         0.0000000000         1.3429439823         2.8094688888         5.0856064975        20.3178278682
        0.0054429000     -1624.7278471737         0.0000000000         1.3301823480         2.7967095015       -13.9616088490        19.4492514619
        0.0104679000      -941.7523058446         0.8825094874         1.1693857560         2.7813982367      -253.9565222154        18.4069597745
        0.0154338000      -545.6981071212         1.5891473023         1.0902636235         2.7635350945      -372.0492573639        17.1909528058
        0.0204458000      -471.5966808787         1.6864752603         1.0902636235         2.7507757072      -372.0492573639        16.3223763996
        0.0254593000      -293.7532578968         1.8963995504         1.0902636235         2.7201531777      -372.0492573639        14.2377930246
        0.0304616000      -207.5178200125         1.9984301244         1.1030252578         2.6971862806      -353.0020420173        12.6743554935
        0.0354242000      -121.2823821283         2.1115128980         1.1157868920         2.6742193834      -333.9548266708        11.1109179623
        0.0404642000       102.3558773202         2.8427884242         1.0953682772         2.6487006088      -364.4303712253         9.3737651498
        0.0454416000       160.3030375931         2.9078711885         1.1157868920         2.6257337117      -333.9548266708         7.8103276186
        0.0504294000       132.0330721463         2.8762978102         1.1515194680         2.6078705695      -280.6226237005         6.5943206499
        0.0554327000       214.2299435382         2.9675868596         1.1693857560         2.5823517949      -253.9565222154         4.8571678375
        0.0604612000       126.6788370974         2.8702836247         1.2051183320         2.5746961625      -200.6243192451         4.3360219938
        0.0654299000      -239.7164789644         1.9595279979         1.3123160600         2.5695924076       -40.6277103342         3.9885914313
        0.0704370000      -519.9129814711         1.6240178777         1.3761242314         2.5772480400        54.6083663985         4.5097372750
        0.0754300000      -257.2230378196         1.9388498218         1.3250776943         2.5644886527       -21.5804949876         3.6411608688
        0.0804400000      -339.4015970469         1.8439137857         1.3352870017         2.5721442851        -6.3427227104         4.1623067125
        0.0854451000      -319.1904524203         1.8671377675         1.3378393285         2.5670405302        -2.5332796411         3.8148761501
        0.0904324000       348.9648036603         3.1182970470         1.1770427366         2.5542811429      -242.5281930074         2.9462997438
        0.0954395000       173.8442786142         2.9229099532         1.2204322931         2.5568330203      -177.7676608292         3.1200150251
        0.1004528000       130.7540279189         2.8748622413         1.2561648691         2.5415217556      -124.4354578589         2.0777233376
        0.1054349000        47.2414879706         2.7790940513         1.2867927914         2.5364180006       -78.7221410272         1.7302927751
        0.1104438000       -64.5593295892         2.1966964593         1.3250776943         2.5313142457       -21.5804949876         1.3828622126
        0.1154297000      -201.9621511535         2.0052832650         1.3582579434         2.5338661232        27.9422649134         1.5565774939
        0.1204408000      -122.4881776975         2.1098115957         1.3327346748         2.5364180006       -10.1521657797         1.7302927751
        0.1254490000      -113.0587518270         2.1232266456         1.3301823480         2.5364180006       -13.9616088490         1.7302927751
        0.1304368000      -145.3855959308         2.0782430658         1.3429439823         2.5338661232         5.0856064975         1.5565774939
        0.1354448000       -82.0658884444         2.1692488861         1.3378393285         2.5262104908        -2.5332796411         1.0354316502
        0.1404536000      -165.5967405574         2.0514384102         1.3403916554         2.5389698781         1.2761634282         1.9040080564
        0.1454340000       128.0677543122         2.8718449407         1.2689265034         2.5338661232      -105.3882425124         1.5565774939
        0.1504485000       327.4563026418         3.0937816259         1.2510602154         2.5108992261      -132.0543439975        -0.0068600373
        0.1554325000       148.2972111033         2.8944959828         1.2995544257         2.5108992261       -59.6749256807        -0.0068600373
        0.1604414000        -7.9644622019         2.4148745037         1.3378393285         2.5134511035        -2.5332796411         0.1668552439
        0.1654218000       -17.3938880724         2.3029930300         1.3403916554         2.5134511035         1.2761634282         0.1668552439
        0.1704428000       -51.0730250618         2.2186334999         1.3454963091         2.5160029810         8.8950495668         0.3405705252
        0.1754603000       -52.4253179474         2.2164012236         1.3378393285         2.5211067359        -2.5332796411         0.6880010877
        0.1804476000       -36.2527398133         2.2435955369         1.3454963091         2.5134511035         8.8950495668         0.1668552439
        0.1854388000       -17.3938880724         2.3029930300         1.3403916554         2.5134511035         1.2761634282         0.1668552439
        0.1904558000         1.4649636685         2.5267559773         1.3352870017         2.5134511035        -6.3427227104         0.1668552439
        0.1954328000       -56.4638844398         2.2097784459         1.3429439823         2.5185548584         5.0856064975         0.5142858064
        0.2004732000        -7.9644622019         2.4148745037         1.3378393285         2.5134511035        -2.5332796411         0.1668552439
        0.2054430000        -7.9644622019         2.4148745037         1.3378393285         2.5134511035        -2.5332796411         0.1668552439
        0.2104608000        58.0415188912         2.7917576997         1.3199730405         2.5134511035       -29.1993811262         0.1668552439
        0.2154218000        55.3552452844         2.7886171504         1.3327346748         2.5057954711       -10.1521657797        -0.3542905998
        0.2204423000        51.3166787921         2.7838841895         1.3378393285         2.5032435937        -2.5332796411        -0.5280058810
        0.2254420000        -2.5736028239         2.4788378138         1.3403916554         2.5108992261         1.2761634282        -0.0068600373
        0.2304738000       -47.0344585694         2.2253445657         1.3403916554         2.5185548584         1.2761634282         0.5142858064
        0.2354536000        70.1755305330         2.8058711801         1.3327346748         2.5032435937       -10.1521657797        -0.5280058810
        0.2407419000       -22.7847474504         2.2671069525         1.3378393285         2.5160029810        -2.5332796411         0.3405705252
        0.2454314000       -65.8933103103         2.1945650547         1.3454963091         2.5185548584         8.8950495668         0.5142858064
        0.2504640000        45.9258194140         2.7775444419         1.3352870017         2.5057954711        -6.3427227104        -0.3542905998
        0.2554575000       -56.4638844398         2.2097784459         1.3429439823         2.5185548584         5.0856064975         0.5142858064
        0.2604622000       -75.3227361807         2.1796888526         1.3480486360         2.5185548584        12.7044926361         0.5142858064
        0.2654754000        25.7146747874         2.7535374439         1.3327346748         2.5108992261       -10.1521657797        -0.0068600373
        0.2704612000       -22.7847474504         2.2671069525         1.3378393285         2.5160029810        -2.5332796411         0.3405705252
        0.2754342000        36.4963935435         2.7663923413         1.3378393285         2.5057954711        -2.5332796411        -0.3542905998
        0.2804838000         1.4649636685         2.5267559773         1.3352870017         2.5134511035        -6.3427227104         0.1668552439
        0.2857187000        16.2852489170         2.7026007610         1.3352870017         2.5108992261        -6.3427227104        -0.0068600373
        0.2905205000       -21.4324545648         2.2695131054         1.3454963091         2.5108992261         8.8950495668        -0.0068600373
        0.2954900000         6.8558230466         2.5907192874         1.3378393285         2.5108992261        -2.5332796411        -0.0068600373
        0.3004631000        36.4963935435         2.7663923413         1.3378393285         2.5057954711        -2.5332796411        -0.3542905998
        0.3054488000       -65.8933103103         2.1945650547         1.3454963091         2.5185548584         8.8950495668         0.5142858064
        0.3104478000        54.0029523988         2.7870338861         1.3250776943         2.5108992261       -21.5804949876        -0.0068600373
        0.3154455000       -80.7135955588         2.1713296218         1.3454963091         2.5211067359         8.8950495668         0.6880010877
        0.3204208000        -2.5736028239         2.4788378138         1.3403916554         2.5108992261         1.2761634282        -0.0068600373
        0.3254543000       -64.5410174246         2.1967257653         1.3531532897         2.5134511035        20.3233787748         0.1668552439
        0.3304460000       -36.2527398133         2.2435955369         1.3454963091         2.5134511035         8.8950495668         0.1668552439
        0.3354578000        74.2140970253         2.8105433878         1.3276300211         2.5057954711       -17.7710519183        -0.3542905998
        0.3404349000        24.3623819018         2.7519169935         1.3250776943         2.5160029810       -21.5804949876         0.3405705252
        0.3455310000       -16.0415951868         2.3190381767         1.3480486360         2.5083473486        12.7044926361        -0.1805753185
        0.3504356000         2.8172565542         2.5428011239         1.3429439823         2.5083473486         5.0856064975        -0.1805753185
        0.3554467000        25.7146747874         2.7535374439         1.3327346748         2.5108992261       -10.1521657797        -0.0068600373
        0.3604220000       -60.5024509322         2.2032203684         1.3480486360         2.5160029810        12.7044926361         0.3405705252
        0.3654554000        78.2526635177         2.8152036294         1.3225253674         2.5083473486       -25.3899380569        -0.1805753185
        0.3704190000        70.1755305330         2.8058711801         1.3327346748         2.5032435937       -10.1521657797        -0.5280058810
        0.3754489000       -51.0730250618         2.2186334999         1.3454963091         2.5160029810         8.8950495668         0.3405705252
        0.3804406000        45.9258194140         2.7775444419         1.3352870017         2.5057954711        -6.3427227104        -0.3542905998
        0.3854487000       -51.0730250618         2.2186334999         1.3454963091         2.5160029810         8.8950495668         0.3405705252
        0.3904350000       -51.0730250618         2.2186334999         1.3454963091         2.5160029810         8.8950495668         0.3405705252
        0.3954437000        -7.9644622019         2.4148745037         1.3378393285         2.5134511035        -2.5332796411         0.1668552439
        0.4004283000       -12.0030286943         2.3669563402         1.3429439823         2.5108992261         5.0856064975        -0.0068600373
        0.4054362000        70.1755305330         2.8058711801         1.3327346748         2.5032435937       -10.1521657797        -0.5280058810
        0.4104274000        12.2466824246         2.6546825975         1.3403916554         2.5083473486         1.2761634282        -0.1805753185
        0.4154579000        68.8232376473         2.8043039779         1.3250776943         2.5083473486       -21.5804949876        -0.1805753185
        0.4204383000       -13.3553215800         2.3509111935         1.3352870017         2.5160029810        -6.3427227104         0.3405705252
        0.4254464000        41.8872529216         2.7727780629         1.3403916554         2.5032435937         1.2761634282        -0.5280058810
        0.4304382000        25.7146747874         2.7535374439         1.3327346748         2.5108992261       -10.1521657797        -0.0068600373
        0.4354910000        21.6761082950         2.7486925055         1.3378393285         2.5083473486        -2.5332796411        -0.1805753185
        0.4404342000         6.8558230466         2.5907192874         1.3378393285         2.5108992261        -2.5332796411        -0.0068600373
