% Designation Loop  psi_cmd=+10.000deg  (absolute, NEUTRAL ref)
% Kp=29.5203  Kd=1.0288  K_pot=68.073520deg/V
% Vg_offset=1.338720V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0004890000       269.6159057434         3.0289045247         1.3454963091         2.5185548584        10.1140713490         0.5142858064
        0.0054590000       264.4877793598         3.0232063924         1.3454963091         2.5211067359        10.1140713490         0.6880010877
        0.0104448000       296.7575475626         3.0591891658         1.3378393285         2.5108992261        -1.3142578589        -0.0068600373
        0.0154747000       278.6631196831         3.0389740822         1.3429439823         2.5160029810         6.3046282797         0.3405705252
        0.0204567000       273.5349932996         3.0332637148         1.3429439823         2.5185548584         6.3046282797         0.5142858064
        0.0254355000       208.1195436720         2.9608357220         1.3888858657         2.5160029810        74.8746035272         0.3405705252
        0.0304304000       133.6568801047         2.8781193432         1.4373800759         2.5160029810       147.2540218441         0.3405705252
        0.0354878000       144.7890460939         2.8905789327         1.4067521537         2.5338661232       101.5407050124         1.5565774939
        0.0404408000       120.0654819294         2.8628372604         1.4195137880         2.5364180006       120.5879203589         1.7302927751
        0.0454360000       130.6137057706         2.8747047046         1.4093044805         2.5389698781       105.3501480817         1.9040080564
        0.0504440000        90.7977335295         2.8296074621         1.4118568074         2.5568330203       109.1595911510         3.1200150251
        0.0554300000        62.4470528829         2.7968954288         1.4169614611         2.5670405302       116.7784772896         3.8148761501
        0.0604369000        76.6223932062         2.8133238209         1.4144091342         2.5619367752       112.9690342203         3.4674455876
        0.0654298000        74.4962866254         2.8108694007         1.3990951731         2.5746961625        90.1123758045         4.3360219938
        0.0704579000        62.7390239569         2.7972353717         1.4067521537         2.5746961625       101.5407050124         4.3360219938
        0.0754420000        20.2130029870         2.7469331291         1.4144091342         2.5900074273       112.9690342203         5.3783136812
        0.0804542000        14.1678088500         2.6774770347         1.4016475000         2.6027668146        93.9218188738         6.2468900875
        0.0854360000         9.0396824665         2.6166310887         1.4016475000         2.6053186920        93.9218188738         6.4206053687
        0.0904276000        22.0059839624         2.7490888732         1.3965428462         2.6027668146        86.3029327352         6.2468900875
        0.0954412000        25.0080037651         2.7526908722         1.3812288851         2.6129743244        63.4462743193         6.9417512124
        0.1004540000       -41.0325425418         2.2354434596         1.4041998268         2.6282855892        97.7312619431         7.9840428999
        0.1054469000         8.4145857871         2.6092142281         1.3786765582         2.6231818342        59.6368312500         7.6366123374
        0.1104450000        33.4301210255         2.7627479809         1.3557056165         2.6282855892        25.3518436262         7.9840428999
        0.1154394000        12.9176154912         2.6626433134         1.3557056165         2.6384930990        25.3518436262         8.6789040249
        0.1204391000       -39.2395615664         2.2384899206         1.3863335388         2.6410449765        71.0651604579         8.8526193061
        0.1254455000        29.8030045433         2.7584253189         1.3480486360         2.6359412215        13.9235144183         8.5051887436
        0.1304351000        53.3175298804         2.7862308030         1.3327346748         2.6359412215        -8.9331439975         8.5051887436
        0.1354299000        25.8839169872         2.7537401164         1.3506009628         2.6359412215        17.7329574876         8.5051887436
        0.1404496000         9.2904990091         2.6196070625         1.3480486360         2.6461487314        13.9235144183         9.2000498686
        0.1454606000        -0.0486860047         2.5087963095         1.3608102703         2.6410449765        32.9707297649         8.8526193061
        0.1504524000         2.6613627241         2.5409514215         1.3557056165         2.6435968539        25.3518436262         9.0263345873
        0.1554462000        44.2703159406         2.7755923736         1.3352870017         2.6384930990        -5.1237009282         8.6789040249
        0.1604270000        21.0477616776         2.7479371939         1.3403916554         2.6461487314         2.4951852104         9.2000498686
        0.1654451000       -15.4330651554         2.3262584717         1.3608102703         2.6487006088        32.9707297649         9.3737651498
        0.1704217000       -19.0601816375         2.2832222209         1.3531532897         2.6563562412        21.5424005569         9.8949109936
        0.1754818000        25.2588203078         2.7529914011         1.3276300211         2.6538043638       -16.5520301361         9.7211957123
        0.1804511000        21.0477616776         2.7479371939         1.3403916554         2.6461487314         2.4951852104         9.2000498686
        0.1854396000        30.0949756173         2.7587737552         1.3378393285         2.6435968539        -1.3142578589         9.0263345873
        0.1904416000       -22.9792691937         2.2667615323         1.3557056165         2.6563562412        25.3518436262         9.8949109936
        0.1954617000       -19.3521527115         2.2797579427         1.3633625971         2.6487006088        36.7801728342         9.3737651498
        0.2004349000        39.4341606311         2.7698756163         1.3250776943         2.6487006088       -20.3614732054         9.3737651498
        0.2054353000        45.7713258420         2.7773623765         1.3276300211         2.6435968539       -16.5520301361         9.0263345873
        0.2104332000        21.0477616776         2.7479371939         1.3403916554         2.6461487314         2.4951852104         9.2000498686
        0.2154381000        12.0005477379         2.6517621746         1.3429439823         2.6487006088         6.3046282797         9.3737651498
        0.2204451000       -28.3993666513         2.2572064354         1.3659149240         2.6512524863        40.5896159035         9.5474804311
        0.2254509000        10.7915089105         2.6374167576         1.3403916554         2.6512524863         2.4951852104         9.5474804311
        0.2304402000        52.4004621270         2.7851556845         1.3199730405         2.6461487314       -27.9803593441         9.2000498686
        0.2356484000       -16.3501329087         2.3153773329         1.3480486360         2.6589081187        13.9235144183        10.0686262748
        0.2404343000       -25.6893179225         2.2619672581         1.3608102703         2.6538043638        32.9707297649         9.7211957123
        0.2459123000        43.3532481872         2.7745099607         1.3225253674         2.6487006088       -24.1709162747         9.3737651498
        0.2504331000       -12.4310453526         2.3618778619         1.3454963091         2.6589081187        10.1140713490        10.0686262748
        0.2554934000        15.9196352940         2.6982627036         1.3403916554         2.6487006088         2.4951852104         9.3737651498
        0.2604531000        -4.5928702402         2.4548789199         1.3403916554         2.6589081187         2.4951852104        10.0686262748
        0.2654313000        -7.3029189690         2.4227238078         1.3454963091         2.6563562412        10.1140713490         9.8949109936
        0.2704441000        13.5015576392         2.6695718697         1.3352870017         2.6538043638        -5.1237009282         9.7211957123
        0.2755101000        31.5959855187         2.7605637299         1.3301823480         2.6487006088       -12.7425870668         9.3737651498
        0.2804757000       -12.4310453526         2.3618778619         1.3454963091         2.6589081187        10.1140713490        10.0686262748
        0.2854691000        -3.3838314128         2.4692243368         1.3429439823         2.6563562412         6.3046282797         9.8949109936
        0.2904379000        12.2925188119         2.6552264527         1.3327346748         2.6563562412        -8.9331439975         9.8949109936
        0.2954783000        23.7578104064         2.7511919356         1.3352870017         2.6487006088        -5.1237009282         9.3737651498
        0.3004492000        13.5015576392         2.6695718697         1.3352870017         2.6538043638        -5.1237009282         9.7211957123
        0.3054434000       -24.1883080211         2.2646184965         1.3531532897         2.6589081187        21.5424005569        10.0686262748
        0.3104568000        31.5959855187         2.7605637299         1.3301823480         2.6487006088       -12.7425870668         9.3737651498
        0.3154532000       -22.6872981197         2.2672800629         1.3454963091         2.6640118736        10.1140713490        10.4160568373
        0.3204690000        27.6768979625         2.7558854952         1.3327346748         2.6487006088        -8.9331439975         9.3737651498
        0.3254490000         8.3734312557         2.6087259238         1.3352870017         2.6563562412        -5.1237009282         9.8949109936
        0.3304368000       -17.5591717361         2.3010319160         1.3454963091         2.6614599961        10.1140713490        10.2423415560
        0.3354474000        23.7578104064         2.7511919356         1.3352870017         2.6487006088        -5.1237009282         9.3737651498
        0.3404344000        26.4678591352         2.7544391825         1.3301823480         2.6512524863       -12.7425870668         9.5474804311
        0.3454374000        -4.5928702402         2.4548789199         1.3403916554         2.6589081187         2.4951852104        10.0686262748
        0.3504523000       -13.9320552540         2.3440681668         1.3531532897         2.6538043638        21.5424005569         9.7211957123
        0.3554494000        20.1306939242         2.7468340869         1.3276300211         2.6563562412       -16.5520301361         9.8949109936
        0.3604463000         8.3734312557         2.6087259238         1.3352870017         2.6563562412        -5.1237009282         9.8949109936
        0.3654826000        19.8387228502         2.7447632325         1.3378393285         2.6487006088        -1.3142578589         9.3737651498
        0.3704676000        -4.5928702402         2.4548789199         1.3403916554         2.6589081187         2.4951852104        10.0686262748
        0.3754792000        -3.3838314128         2.4692243368         1.3429439823         2.6563562412         6.3046282797         9.8949109936
        0.3804511000        30.3869466913         2.7591221077         1.3276300211         2.6512524863       -16.5520301361         9.5474804311
        0.3854649000         4.4543436995         2.5622253948         1.3378393285         2.6563562412        -1.3142578589         9.8949109936
        0.3904521000         1.7442949707         2.5300702827         1.3429439823         2.6538043638         6.3046282797         9.7211957123
        0.3954433000       -18.7682105635         2.2866864990         1.3429439823         2.6640118736         6.3046282797        10.4160568373
        0.4004408000        17.4206451954         2.7160723987         1.3327346748         2.6538043638        -8.9331439975         9.7211957123
        0.4054634000         4.4543436995         2.5622253948         1.3378393285         2.6563562412        -1.3142578589         9.8949109936
        0.4104682000        -0.6737826840         2.5013794488         1.3378393285         2.6589081187        -1.3142578589        10.0686262748
        0.4154815000        -7.3029189690         2.4227238078         1.3454963091         2.6563562412        10.1140713490         9.8949109936
        0.4204352000         0.5352561433         2.5157248658         1.3403916554         2.6563562412         2.4951852104         9.8949109936
        0.4254713000         4.4543436995         2.5622253948         1.3378393285         2.6563562412        -1.3142578589         9.8949109936
        0.4304505000         4.4543436995         2.5622253948         1.3378393285         2.6563562412        -1.3142578589         9.8949109936
        0.4354982000        13.5015576392         2.6695718697         1.3352870017         2.6538043638        -5.1237009282         9.7211957123
        0.4404422000       -22.6872981197         2.2672800629         1.3454963091         2.6640118736        10.1140713490        10.4160568373
        0.4454450000        -3.3838314128         2.4692243368         1.3429439823         2.6563562412         6.3046282797         9.8949109936
        0.4506761000        22.5487715790         2.7497408248         1.3327346748         2.6512524863        -8.9331439975         9.5474804311
        0.4554298000        21.3397327516         2.7482882120         1.3301823480         2.6538043638       -12.7425870668         9.7211957123
        0.4604315000       -22.6872981197         2.2672800629         1.3454963091         2.6640118736        10.1140713490        10.4160568373
        0.4654188000       -16.3501329087         2.3153773329         1.3480486360         2.6589081187        13.9235144183        10.0686262748
