% Designation Loop  psi_cmd=-40.000deg  (absolute, NEUTRAL ref)
% Kp=66.4207  Kd=2.0620  K_pot=68.073520deg/V
% Vg_offset=1.339269V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[deg/s]         Psi[deg]            
        0.0005112000     -5309.4635639915         0.0000000000         1.3352870017         3.1003829191        -5.9427311881        40.1213699299
        0.0054718000     -5278.5319112208         0.0000000000         1.3327346748         3.0952791642        -9.7521742574        39.7739393674
        0.0104826000     -5336.7119977902         0.0000000000         1.3403916554         3.1029347965         1.6761549505        40.2950852111
        0.0154781000     -4408.0848636267         0.0000000000         1.0723973355         3.0799678994      -398.3153673268        38.7316476799
        0.0204271000     -3986.8427987354         0.0000000000         0.9805135686         3.0493453699      -535.4553178218        36.6470643050
        0.0254586000     -3704.2860711626         0.0000000000         0.9524379732         3.0059634531      -577.3591915842        33.6939045239
        0.0304518000     -3233.2076249759         0.0000000000         0.8631065332         2.9625815363      -710.6896990099        30.7407447427
        0.0354670000     -3001.9531796936         0.0000000000         0.8554495527         2.9166477420      -722.1180282179        27.6138696804
        0.0404483000     -2547.5621440547         0.0000000000         0.7865367276         2.8630583154      -824.9729910891        23.9658487743
        0.0454544000     -2203.1421109406         0.0000000000         0.7533564784         2.8094688888      -874.4957509901        20.3178278682
        0.0504453000     -1859.2107114915         0.0000000000         0.7278332099         2.7507757072      -912.5901816832        16.3223763996
        0.0554531000     -1395.2359199317         0.0000000000         0.6895483070         2.6742193834      -969.7318277228        11.1109179623
        0.0604349000     -1059.1595920915         0.6186549949         0.6665773653         2.6155262019     -1004.0168153466         7.1154664937
        0.0654261000      -770.2136939048         1.2290905287         0.6589203847         2.5568330203     -1015.4451445545         3.1200150251
        0.0704609000      -424.0649764787         1.7448439295         0.6589203847         2.4802766965     -1015.4451445545        -2.0914434122
        0.0754465000      -171.1998510295         2.0441646282         0.6742343459         2.4139278826      -992.5884861387        -6.6080407245
        0.0804736000        65.9551312018         2.8009754266         0.6946529607         2.3475790687      -962.1129415842       -11.1246380369
        0.0854347000       353.4351283935         3.1234258277         0.7099669219         2.2735746224      -939.2562831684       -16.1623811929
        0.0904446000       493.6232996759         3.2923554800         0.7431471710         2.2199851957      -889.7335232674       -19.8104020990
        0.0954329000       359.8612319764         3.1308202355         0.8503448990         2.1766032789      -729.7369143565       -22.7635618802
        0.1004456000      -451.1656784014         1.7118930203         1.1438624875         2.1561882593      -291.6509613862       -24.1532841301
        0.1054268000      -684.1118750268         1.3799550224         1.2382985811         2.1434288720      -150.7015678218       -25.0218605363
        0.1104854000      -611.1989125696         1.4950400358         1.2408509080         2.1255657297      -146.8921247525       -26.2378675050
        0.1154458000      -456.0520150513         1.7058621727         1.2204322931         2.1051507101      -177.3676693069       -27.6275897550
        0.1204504000       307.6186153250         3.0713806873         1.0060368372         2.0821838129      -497.3608871287       -29.1910272862
        0.1254802000       133.3411389340         2.8777652413         1.0851589698         2.0668725482      -379.2681519802       -30.2333189736
        0.1304760000       216.8151246421         2.9704429961         1.1030252578         2.0362500187      -352.6020504951       -32.3179023485
        0.1354494000        85.9848589326         2.8240940199         1.1642811023         2.0234906314      -261.1754168317       -33.1864787547
        0.1404226000      -414.5224060608         1.7562650210         1.3531532897         2.0056274892        20.7233702970       -34.4024857235
        0.1454589000      -390.9571912341         1.7841302783         1.3454963091         2.0056274892         9.2950410891       -34.4024857235
        0.1504470000      -409.8619197589         1.7618123851         1.3403916554         2.0132831215         1.6761549505       -33.8813398797
        0.1554524000      -320.2615467539         1.8659074521         1.3225253674         2.0056274892       -24.9899465346       -34.4024857235
        0.1604594000        17.0178987643         2.7112937552         1.2204322931         2.0005237343      -177.3676693069       -34.7499162859
        0.1654622000       271.0861418915         3.0305393908         1.1566241217         1.9877643470      -272.6037460396       -35.6184926922
        0.1704251000       151.7941667628         2.8983964015         1.2178799663         1.9724530822      -181.1771123762       -36.6607843796
        0.1754338000       130.9349035780         2.8750652940         1.2434032349         1.9596936949      -143.0826816832       -37.5293607858
        0.1804409000       -85.3238824995         2.1642620870         1.3174207137         1.9571418174       -32.6088326733       -37.7030760671
        0.1854303000      -200.4440049912         2.0071641728         1.3735719045         1.9443824302        51.1989148515       -38.5716524733
