% Designation Loop  psi_cmd=+60.000deg  (absolute, NEUTRAL ref)
% Kp=72.9511  Kd=2.6949  K_pot=68.073520deg/V
% Vg_offset=1.338005V  K_gimbal=26.049690  samples=1001

Time[s]              OmegaCmd[deg/s]      Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Psi[deg]            
        0.0006314000      2745.8581588703         5.0000000000         1.3403916554         2.8375395408         0.0621656482        22.2286959618
        0.0054590000      2756.1241752675         5.0000000000         1.3378393285         2.8375395408        -0.0043216761        22.2286959618
        0.0104460000      2756.1241752675         5.0000000000         1.3378393285         2.8375395408        -0.0043216761        22.2286959618
        0.0154802000      2699.9806962700         5.0000000000         1.3454963091         2.8426432957         0.1951402966        22.5761265243
        0.0204655000      2540.5378309279         5.0000000000         1.3914381925         2.8375395408         1.3919121327        22.2286959618
        0.0254501000      2075.0321407922         5.0000000000         1.4756649788         2.8630583154         3.5859938322        23.9658487743
        0.0306024000      1698.8746773514         5.0000000000         1.5471301308         2.8809214576         5.4476389105        25.1818557430
        0.0354550000      1338.4358496929         5.0000000000         1.6083859753         2.9038883547         7.0433346920        26.7452932742
        0.0404473000      1060.7643755848         4.0992389446         1.6364615707         2.9370627617         7.7746952584        29.0035919303
        0.0454333000       785.4995999826         3.5835492081         1.6670894930         2.9676852912         8.5725431492        31.0881753052
        0.0504707000       498.2013318507         3.2393410514         1.6849557810         3.0110672080         9.0379544188        34.0413350864
        0.0554367000       376.9268022054         3.1142125931         1.6772988005         3.0416897375         8.8384924461        36.1259184613
        0.0604565000       135.5059966738         2.8557358363         1.6900604347         3.0799678994         9.1709290672        38.7316476799
        0.0654482000       -46.7254089809         2.2383443837         1.6849557810         3.1207979388         9.0379544188        41.5110921798
        0.0705026000       -32.7742493311         2.2581914924         1.6594325125         3.1386610810         8.3730811765        42.7270991485
        0.0754979000      -204.7396385887         2.0380708399         1.6517755319         3.1794911203         8.1736192038        45.5065436484
        0.0804622000      -297.6228175486         1.9346314999         1.6339092439         3.2126655273         7.7082079342        47.7648423046
        0.0854209000      -337.4084383904         1.8919180280         1.6185952828         3.2330805470         7.3092839889        49.1545645545
        0.0904718000      -374.1481383528         1.8528256026         1.5930720142         3.2611511990         6.6444107466        51.0654326482
        0.0954663000      -495.4226679982         1.7222965374         1.5854150336         3.2917737285         6.4449487739        53.1500160231
        0.1004663000      -473.6121904572         1.7462384998         1.5547871113         3.3121887482         5.6471008832        54.5397382731
        0.1055825000      -567.1345917905         1.6408464042         1.5496824576         3.3351556453         5.5141262347        56.1031758043
        0.1104650000      -619.5929275354         1.5776856980         1.5343684965         3.3581225424         5.1152022894        57.6666133354
        0.1155137000      -623.7671021739         1.5725007990         1.5165022085         3.3734338072         4.6497910198        58.7089050229
        0.1204485000      -620.0819589212         1.5770795579         1.4935312668         3.3912969494         4.0514051018        59.9249119916
        0.1255909000      -387.0095026667         1.8391614219         1.4450370565         3.3836413170         2.7881459414        59.4037661479
        0.1304572000        89.4014262394         2.8021713248         1.3454963091         3.3683300523         0.1951402966        58.3614744604
        0.1355645000       501.8095582569         3.2431275477         1.2587171960         3.3555706650        -2.0654287271        57.4928980542
        0.1405602000       778.3527786058         3.5733297329         1.2025660052         3.3453631551        -3.5281498601        56.7980369292
        0.1455303000       626.7692311549         3.3800366904         1.2434032349         3.3428112777        -2.4643526725        56.6243216480
        0.1505791000       638.8027236846         3.3940403198         1.2561648691         3.3300518904        -2.1319160513        55.7557452418
        0.1555628000       615.2247700111         3.3667691014         1.2714788303         3.3223962580        -1.7329921060        55.2345993980
        0.1605647000       583.7874984464         3.3313896078         1.2918974451         3.3121887482        -1.2010935122        54.5397382731
        0.1655036000       485.9407314870         3.2265195053         1.3225253674         3.3070849933        -0.4032456214        54.1923077106
        0.1706063000       345.2624228066         3.0816481579         1.3480486360         3.3147406256         0.2616276208        54.7134535543
        0.1756254000       337.4031049154         3.0735374865         1.3531532897         3.3121887482         0.3946022693        54.5397382731
        0.1805754000       414.0786167071         3.1523202329         1.3403916554         3.3070849933         0.0621656482        54.1923077106
        0.1856387000       421.9379345983         3.1603867695         1.3352870017         3.3096368707        -0.0708090003        54.3660229918
