% K_lin=2.393800  p_cw=[-0.099100 16.403300 -43.799200]  p_ccw=[-1.573900 20.596500 -38.892000]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]             Omega[rad/s]           Omega_target
        0.2400196000         0.0720058800         2.7255329718         1.3531532897         0.3035252240         0.4278459314         0.1723676755
        0.2450094000         0.0735028200         2.7257588659         1.3429439823         0.3009733466         0.1618966345         0.1759510505
        0.2500164000         0.0750049200         2.7259855393         1.3454963091         0.3009733466         0.2283839587         0.1795467775
        0.2550095000         0.0765028500         2.7262115840         1.3429439823         0.3060771015         0.1618966345         0.1831325223
        0.2600137000         0.0780041100         2.7264381319         1.3480486360         0.3137327338         0.2948712829         0.1867262385
        0.2650075000         0.0795022500         2.7266642096         1.3454963091         0.3035252240         0.2283839587         0.1903124861
        0.2700166000         0.0810049800         2.7268909806         1.3454963091         0.3111808564         0.2283839587         0.1939097211
        0.2750158000         0.0825047400         2.7271173041         1.3506009628         0.3162846113         0.3613586072         0.1974998466
        0.2800141000         0.0840042300         2.7273435874         1.3429439823         0.3111808564         0.1618966345         0.2010893258
        0.2850080000         0.0855024000         2.7275696722         1.3506009628         0.3213883662         0.3613586072         0.2046756451
        0.2900094000         0.0870028200         2.7277960972         1.3429439823         0.3137327338         0.1618966345         0.2082673505
        0.2950043000         0.0885012900         2.7280222285         1.3352870017         0.3086289789        -0.0375653382         0.2118543880
        0.3000067000         0.0900020100         2.7282487001         1.3506009628         0.3239402437         0.3613586072         0.2154468115
        0.3050052000         0.0915015600         2.7284749957         1.3403916554         0.3111808564         0.0954093103         0.2190364343
        0.3100085000         0.0930025500         2.7287015092         1.3352870017         0.3111808564        -0.0375653382         0.2226295042
        0.3150085000         0.0945025500         2.7289278740         1.3480486360         0.3239402437         0.2948712829         0.2262202042
        0.3200094000         0.0960028200         2.7291542802         1.3480486360         0.3239402437         0.2948712829         0.2298115505
        0.3250099000         0.0975029700         2.7293806689         1.3429439823         0.3188364888         0.1618966345         0.2334026096
        0.3300082000         0.0990024600         2.7296069587         1.3429439823         0.3213883662         0.1618966345         0.2369920887
        0.3350069000         0.1005020700         2.7298332672         1.3378393285         0.3137327338         0.0289219860         0.2405818552
        0.3400089000         0.1020026700         2.7300597257         1.3378393285         0.3162846113         0.0289219860         0.2441739914
        0.3450077000         0.1035023100         2.7302860400         1.3352870017         0.3162846113        -0.0375653382         0.2477638297
        0.3500078000         0.1050023400         2.7305124138         1.3429439823         0.3213883662         0.1618966345         0.2513546015
        0.3550075000         0.1065022500         2.7307387701         1.3403916554         0.3213883662         0.0954093103         0.2549450861
        0.3600084000         0.1080025200         2.7309651814         1.3454963091         0.3213883662         0.2283839587         0.2585364324
        0.3650080000         0.1095024000         2.7311915345         1.3480486360         0.3290439986         0.2948712829         0.2621268451
        0.3700073000         0.1110021900         2.7314178747         1.3429439823         0.3239402437         0.1618966345         0.2657170424
        0.3750056000         0.1125016800         2.7316441702         1.3429439823         0.3239402437         0.1618966345         0.2693065216
        0.3800093000         0.1140027900         2.7318707108         1.3403916554         0.3239402437         0.0954093103         0.2728998787
        0.3850057000         0.1155017100         2.7320969216         1.3429439823         0.3264921211         0.1618966345         0.2764879934
        0.3900192000         0.1170057600         2.7323239072         1.3454963091         0.3315958761         0.2283839587         0.2800883883
        0.3950103000         0.1185030900         2.7325498793         1.3403916554         0.3290439986         0.0954093103         0.2836726968
        0.4000188000         0.1200056400         2.7327766398         1.3531532897         0.3290439986         0.4278459314         0.2872695010
        0.4050123000         0.1215036900         2.7330027219         1.3480486360         0.3341477535         0.2948712829         0.2908555331
        0.4100157000         0.1230047100         2.7332292528         1.3480486360         0.3315958761         0.2948712829         0.2944486748
        0.4150213000         0.1245063900         2.7334558839         1.3454963091         0.3366996310         0.2283839587         0.2980433964
        0.4200179000         0.1260053700         2.7336821082         1.3378393285         0.3239402437         0.0289219860         0.3016316547
        0.4252200000         0.1275660000         2.7339176373         1.3403916554         0.3315958761         0.0954093103         0.3053674908
        0.4300193000         0.1290057900         2.7341349300         1.3327346748         0.3239402437        -0.1040526624         0.3088140601
        0.4355605000         0.1306681500         2.7343858136         1.3352870017         0.3264921211        -0.0375653382         0.3127934175
        0.4400081000         0.1320024300         2.7345871839         1.3403916554         0.3315958761         0.0954093103         0.3159874169
        0.4454727000         0.1336418100         2.7348346007         1.3403916554         0.3341477535         0.0954093103         0.3199117648
        0.4500084000         0.1350025200         2.7350399610         1.3352870017         0.3290439986        -0.0375653382         0.3231690324
        0.4550073000         0.1365021900         2.7352662939         1.3403916554         0.3341477535         0.0954093103         0.3267589424
        0.4600073000         0.1380021900         2.7354926773         1.3454963091         0.3418033859         0.2283839587         0.3303496424
        0.4650063000         0.1395018900         2.7357190160         1.3429439823         0.3341477535         0.1618966345         0.3339396243
        0.4700060000         0.1410018000         2.7359453871         1.3454963091         0.3341477535         0.2283839587         0.3375301088
        0.4750054000         0.1425016200         2.7361717452         1.3429439823         0.3366996310         0.1618966345         0.3411203780
        0.4800062000         0.1440018600         2.7363981673         1.3429439823         0.3366996310         0.1618966345         0.3447116525
        0.4850051000         0.1455015300         2.7366245041         1.3352870017         0.3315958761        -0.0375653382         0.3483015625
        0.4900051000         0.1470015300         2.7368508913         1.3761242314         0.3392515084         1.0262318494         0.3518922625
        0.4950076000         0.1485022800         2.7370773923         1.3454963091         0.3392515084         0.2283839587         0.3554847579
        0.5000070000         0.1500021000         2.7373037537         1.3506009628         0.3443552634         0.3613586072         0.3590750270
        0.5050051000         0.1515015300         2.7375300568         1.3531532897         0.3443552634         0.4278459314         0.3626643625
        0.5100049000         0.1530014700         2.7377564375         1.3429439823         0.3366996310         0.1618966345         0.3662549189
        0.5150025000         0.1545007500         2.7379827192         1.3557056165         0.3520108957         0.4943332556         0.3698438954
        0.5200048000         0.1560014400         2.7382092144         1.3506009628         0.3443552634         0.3613586072         0.3734362471
        0.5250070000         0.1575021000         2.7384357057         1.3557056165         0.3469071408         0.4943332556         0.3770285270
        0.5300056000         0.1590016800         2.7386620346         1.3761242314         0.3520108957         1.0262318494         0.3806182216
        0.5350053000         0.1605015900         2.7388884140         1.3557056165         0.3494590183         0.4943332556         0.3842087061
        0.5400041000         0.1620012300         2.7391147533         1.3633625971         0.3571146507         0.6937952283         0.3877985444
        0.5450087000         0.1635026100         2.7393413558         1.3582579434         0.3571146507         0.5608205799         0.3913925478
        0.5500053000         0.1650015900         2.7395675968         1.3582579434         0.3571146507         0.5608205799         0.3949808061
        0.5550072000         0.1665021600         2.7397940783         1.3506009628         0.3520108957         0.3613586072         0.3985728706
        0.5600052000         0.1680015600         2.7400203840         1.3608102703         0.3596665281         0.6273079041         0.4021621343
        0.5650090000         0.1695027000         2.7402469528         1.3608102703         0.3622184056         0.6273079041         0.4057555633
        0.5700113000         0.1710033900         2.7404734544         1.3633625971         0.3647702830         0.6937952283         0.4093479150
        0.5750088000         0.1725026400         2.7406997393         1.3582579434         0.3673221605         0.5608205799         0.4129368196
        0.5800061000         0.1740018300         2.7409260158         1.3557056165         0.3647702830         0.4943332556         0.4165255807
        0.5850073000         0.1755021900         2.7411524695         1.3735719045         0.3724259154         0.9597445252         0.4201171424
        0.5900052000         0.1770015600         2.7413787745         1.3659149240         0.3800815478         0.7602825525         0.4237063343
        0.5950076000         0.1785022800         2.7416052838         1.3659149240         0.3851853027         0.7602825525         0.4272987579
        0.6000108000         0.1800032400         2.7418318300         1.3659149240         0.3851853027         0.7602825525         0.4308917559
        0.6050083000         0.1815024900         2.7420581187         1.3684672508         0.3877371802         0.8267698768         0.4344806606
        0.6100078000         0.1830023400         2.7422844987         1.3531532897         0.3800815478         0.4278459314         0.4380710015
        0.6150084000         0.1845025200         2.7425109290         1.3582579434         0.3902890576         0.5608205799         0.4416621324
        0.6200083000         0.1860024900         2.7427373284         1.3633625971         0.3928409351         0.6937952283         0.4452527606
        0.6250091000         0.1875027300         2.7429637691         1.3557056165         0.3851853027         0.4943332556         0.4488440351
        0.6300074000         0.1890022200         2.7431900973         1.3608102703         0.3979446900         0.6273079041         0.4524335142
        0.6350080000         0.1905024000         2.7434165302         1.3608102703         0.4004965675         0.6273079041         0.4560246451
        0.6400083000         0.1920024900         2.7436429502         1.3633625971         0.4081521998         0.6937952283         0.4596155606
        0.6450053000         0.1935015900         2.7438692214         1.3608102703         0.4030484449         0.6273079041         0.4632041061
        0.6500085000         0.1950025500         2.7440957740         1.3659149240         0.4132559548         0.7602825525         0.4667971042
        0.6550051000         0.1965015300         2.7443220284         1.3659149240         0.4132559548         0.7602825525         0.4703853625
        0.6600070000         0.1980021000         2.7445485235         1.3608102703         0.4107040773         0.6273079041         0.4739774270
        0.6650079000         0.1995023700         2.7447749738         1.3531532897         0.4132559548         0.4278459314         0.4775687733
        0.6700107000         0.2010032100         2.7450015109         1.3557056165         0.4132559548         0.4943332556         0.4811614841
        0.6750049000         0.2025014700         2.7452276592         1.3531532897         0.4107040773         0.4278459314         0.4847480189
        0.6800078000         0.2040023400         2.7454542020         1.3633625971         0.4234634646         0.6937952283         0.4883408015
        0.6850063000         0.2055018900         2.7456805463         1.3582579434         0.4209115871         0.5608205799         0.4919304243
        0.6900075000         0.2070022500         2.7459070135         1.3633625971         0.4234634646         0.6937952283         0.4955219861
        0.6950059000         0.2085017700         2.7461333545         1.3633625971         0.4285672195         0.6937952283         0.4991115370
        0.7000061000         0.2100018300         2.7463597776         1.3557056165         0.4209115871         0.4943332556         0.5027023807
        0.7050053000         0.2115015900         2.7465861562         1.3684672508         0.4336709744         0.8267698768         0.5062925061
        0.7100042000         0.2130012600         2.7468125218         1.3735719045         0.4362228519         0.9597445252         0.5098824162
        0.7150035000         0.2145010500         2.7470389061         1.3608102703         0.4285672195         0.6273079041         0.5134726135
        0.7200026000         0.2160007800         2.7472652820         1.3557056165         0.4311190970         0.4943332556         0.5170626672
        0.7250017000         0.2175005100         2.7474916586         1.3659149240         0.4489822392         0.7602825525         0.5206527208
        0.7300082000         0.2190024600         2.7477183709         1.3710195777         0.4489822392         0.8932572010         0.5242480887
        0.7350085000         0.2205025500         2.7479448030         1.3659149240         0.4464303617         0.7602825525         0.5278390042
        0.7400078000         0.2220023400         2.7481711906         1.3659149240         0.4489822392         0.7602825525         0.5314292015
        0.7450087000         0.2235026100         2.7483976512         1.3710195777         0.4489822392         0.8932572010         0.5350205478
        0.7500153000         0.2250045900         2.7486243706         1.3812288851         0.4540859941         1.1592064979         0.5386159875
        0.7550162000         0.2265048600         2.7488508325         1.3659149240         0.4617416265         0.7602825525         0.5422073339
        0.7600149000         0.2280044700         2.7490771954         1.3684672508         0.4642935039         0.8267698768         0.5457971003
        0.7650163000         0.2295048900         2.7493036813         1.3761242314         0.4693972588         1.0262318494         0.5493888057
        0.7700164000         0.2310049200         2.7495301089         1.3608102703         0.4642935039         0.6273079041         0.5529795775
        0.7750170000         0.2325051000         2.7497565598         1.3659149240         0.4719491363         0.7602825525         0.5565707084
        0.7800198000         0.2340059400         2.7499831109         1.3761242314         0.4796047687         1.0262318494         0.5601634192
        0.7850155000         0.2355046500         2.7502093412         1.3659149240         0.4770528912         0.7602825525         0.5637510312
        0.7900053000         0.2370015900         2.7504353050         1.3710195777         0.4796047687         0.8932572010         0.5673344061
        0.7950123000         0.2385036900         2.7506620482         1.3582579434         0.4770528912         0.5608205799         0.5709301331
        0.8000045000         0.2400013500         2.7508881219         1.3659149240         0.4847085236         0.7602825525         0.5745152316
        0.8050057000         0.2415017100         2.7511146039         1.3710195777         0.4949160334         0.8932572010         0.5781067934
        0.8100042000         0.2430012600         2.7513409641         1.3659149240         0.4923641560         0.7602825525         0.5816964162
        0.8150052000         0.2445015600         2.7515674383         1.3684672508         0.4974679109         0.8267698768         0.5852878343
        0.8200476000         0.2460142800         2.7517957879         1.3710195777         0.5051235433         0.8932572010         0.5889089835
        0.8250463000         0.2475138900         2.7520221591         1.3684672508         0.5025716658         0.8267698768         0.5924987499
        0.8300258000         0.2490077400         2.7522476615         1.3582579434         0.5000197884         0.5608205799         0.5960747280
        0.8350105000         0.2505031500         2.7524734001         1.3633625971         0.5076754207         0.6937952283         0.5996544405
        0.8400033000         0.2520009900         2.7526995061         1.3735719045         0.5153310531         0.9597445252         0.6032399699
        0.8450037000         0.2535011100         2.7529259569         1.3659149240         0.5127791757         0.7602825525         0.6068309571
        0.8500045000         0.2550013500         2.7531524264         1.3608102703         0.5076754207         0.6273079041         0.6104222316
        0.8550075000         0.2565022500         2.7533789963         1.3812288851         0.5229866855         1.1592064979         0.6140150861
        0.8600099000         0.2580029700         2.7536055396         1.3761242314         0.5306423179         1.0262318494         0.6176075096
        0.8650083000         0.2595024900         2.7538319024         1.3659149240         0.5255385629         0.7602825525         0.6211970606
        0.8700060000         0.2610018000         2.7540582341         1.3710195777         0.5331941953         0.8932572010         0.6247861088
        0.8750083000         0.2625024900         2.7542847748         1.3608102703         0.5229866855         0.6273079041         0.6283784606
        0.8800087000         0.2640026100         2.7545112301         1.3633625971         0.5331941953         0.6937952283         0.6319694478
        0.8850082000         0.2655024600         2.7547376453         1.3582579434         0.5357460728         0.5608205799         0.6355597887
        0.8900054000         0.2670016200         2.7549639569         1.3659149240         0.5434017052         0.7602825525         0.6391484780
        0.8950083000         0.2685024900         2.7551905274         1.3582579434         0.5408498277         0.5608205799         0.6427412606
        0.9000053000         0.2700015900         2.7554168312         1.3608102703         0.5459535826         0.6273079041         0.6463298061
        0.9050117000         0.2715035100         2.7556435615         1.3659149240         0.5510573375         0.7602825525         0.6499251022
        0.9100094000         0.2730028200         2.7558698983         1.3608102703         0.5536092150         0.6273079041         0.6535141505
        0.9150176000         0.2745052800         2.7560967114         1.3557056165         0.5459535826         0.4943332556         0.6571107393
        0.9207022000         0.2762106600         2.7563541582         1.3608102703         0.5536092150         0.6273079041         0.6611930779
        0.9250094000         0.2775028200         2.7565492252         1.3659149240         0.5561610925         0.7602825525         0.6642862505
        0.9300172000         0.2790051600         2.7567760221         1.3633625971         0.5612648474         0.6937952283         0.6678825520
        0.9350172000         0.2805051600         2.7570024663         1.3659149240         0.5612648474         0.7602825525         0.6714732520
        0.9400085000         0.2820025500         2.7572285172         1.3735719045         0.5689204797         0.9597445252         0.6750577042
        0.9450148000         0.2835044400         2.7574552480         1.3659149240         0.5689204797         0.7602825525         0.6786529285
        0.9500178000         0.2850053400         2.7576818300         1.3659149240         0.5638167248         0.7602825525         0.6822457829
        0.9550091000         0.2865027300         2.7579078828         1.3710195777         0.5765761121         0.8932572010         0.6858302351
        0.9600163000         0.2880048900         2.7581346563         1.3761242314         0.5842317445         1.0262318494         0.6894261057
        0.9650118000         0.2895035400         2.7583609006         1.3684672508         0.5740242347         0.8267698768         0.6930135741
        0.9700191000         0.2910057300         2.7585876799         1.3633625971         0.5765761121         0.6937952283         0.6966095165
        0.9750106000         0.2925031800         2.7588137443         1.3812288851         0.5918873769         1.1592064979         0.7001941123
        0.9800079000         0.2940023700         2.7590400720         1.3710195777         0.5893354994         0.8932572010         0.7037828733
        0.9850092000         0.2955027600         2.7592665815         1.3735719045         0.5944392543         0.9597445252         0.7073745069
        0.9900179000         0.2970053700         2.7594934268         1.4016475000         0.6046467642         1.6911050917         0.7109714547
        0.9950121000         0.2985036300         2.7597196161         1.3608102703         0.5944392543         0.6273079041         0.7145579895
        1.0000175000         0.3000052500         2.7599463132         1.3735719045         0.6046467642         0.9597445252         0.7181525675
        1.0050099000         0.3015029700         2.7601724222         1.3965428462         0.6071986416         1.5581304433         0.7217378096
        1.0100174000         0.3030052200         2.7603992157         1.3659149240         0.6097505191         0.7602825525         0.7253338956
        1.0150076000         0.3045022800         2.7606252264         1.3608102703         0.6071986416         0.6273079041         0.7289175579
        1.0200178000         0.3060053400         2.7608521434         1.3608102703         0.6148542740         0.6273079041         0.7325155829
        1.0250113000         0.3075033900         2.7610783048         1.3582579434         0.6148542740         0.5608205799         0.7361016150
        1.0300061000         0.3090018300         2.7613045257         1.3684672508         0.6301655388         0.8267698768         0.7396885807
        1.0350088000         0.3105026400         2.7615311050         1.3608102703         0.6225099064         0.6273079041         0.7432812196
        1.0400176000         0.3120052800         2.7617579613         1.3608102703         0.6199580289         0.6273079041         0.7468782393
        1.0450086000         0.3135025800         2.7619840120         1.3531532897         0.6199580289         0.4278459314         0.7504624760
        1.0500116000         0.3150034800         2.7622106069         1.3633625971         0.6301655388         0.6937952283         0.7540553304
        1.0550072000         0.3165021600         2.7624368672         1.3582579434         0.6301655388         0.5608205799         0.7576428706
        1.0600168000         0.3180050400         2.7626637622         1.3684672508         0.6429249261         0.8267698768         0.7612404648
        1.0650116000         0.3195034800         2.7628899876         1.3659149240         0.6403730486         0.7602825525         0.7648274304
        1.0700189000         0.3210056700         2.7631167798         1.3710195777         0.6480286810         0.8932572010         0.7684233728
        1.0750107000         0.3225032100         2.7633428706         1.3582579434         0.6403730486         0.5608205799         0.7720081841
        1.0800082000         0.3240024600         2.7635692201         1.3633625971         0.6429249261         0.6937952283         0.7755970887
        1.0850128000         0.3255038400         2.7637958920         1.3761242314         0.6556843134         1.0262318494         0.7791910922
        1.0900093000         0.3270027900         2.7640221975         1.3761242314         0.6607880683         1.0262318494         0.7827792787
        1.0950057000         0.3285017100         2.7642484992         1.3735719045         0.6582361908         0.9597445252         0.7863673934
        1.1000086000         0.3300025800         2.7644750959         1.3786765582         0.6684437007         1.0927191737         0.7899601760
        1.1050062000         0.3315018600         2.7647014533         1.3659149240         0.6582361908         0.7602825525         0.7935491525
        1.1100089000         0.3330026700         2.7649280422         1.3684672508         0.6633399457         0.8267698768         0.7971417914
        1.1150089000         0.3345026700         2.7651545095         1.3735719045         0.6709955781         0.9597445252         0.8007324914
        1.1200161000         0.3360048300         2.7653813036         1.3735719045         0.6786512105         0.9597445252         0.8043283621
        1.1250098000         0.3375029400         2.7656074868         1.3837812120         0.6863068429         1.2256938221         0.8079145378
        1.1300179000         0.3390053700         2.7658343229         1.3735719045         0.6786512105         0.9597445252         0.8115110547
        1.1350097000         0.3405029100         2.7660604214         1.3735719045         0.6837549654         0.9597445252         0.8150958660
        1.1400187000         0.3420056100         2.7662872995         1.3633625971         0.6965143527         0.6937952283         0.8186930292
        1.1450130000         0.3435039000         2.7665135125         1.3837812120         0.7041699851         1.2256938221         0.8222796358
        1.1500188000         0.3450056400         2.7667402470         1.3659149240         0.7067218625         0.7602825525         0.8258745010
        1.1550156000         0.3465046800         2.7669665745         1.3710195777         0.7067218625         0.8932572010         0.8294629030
        1.1600154000         0.3480046200         2.7671930385         1.3684672508         0.7041699851         0.8267698768         0.8330534594
        1.1650083000         0.3495024900         2.7674191907         1.3659149240         0.7118256175         0.7602825525         0.8366390606
        1.1700183000         0.3510054900         2.7676461180         1.3735719045         0.7245850047         0.9597445252         0.8402369420
        1.1750181000         0.3525054300         2.7678725839         1.3735719045         0.7194812498         0.9597445252         0.8438274983
        1.1800088000         0.3540026400         2.7680986383         1.3710195777         0.7245850047         0.8932572010         0.8474115196
        1.1850187000         0.3555056100         2.7683255630         1.3812288851         0.7245850047         1.1592064979         0.8510093292
        1.1900182000         0.3570054600         2.7685520173         1.3735719045         0.7296887597         0.9597445252         0.8545996701
        1.1950074000         0.3585022200         2.7687780057         1.3735719045         0.7322406371         0.9597445252         0.8581826142
        1.2000151000         0.3600045300         2.7690048326         1.3812288851         0.7424481470         1.1592064979         0.8617788439
        1.2050174000         0.3615052200         2.7692314157         1.3633625971         0.7347925146         0.6937952283         0.8653711956
        1.2100145000         0.3630043500         2.7694577638         1.3914381925         0.7450000244         1.4251557948         0.8689598130
        1.2150179000         0.3645053700         2.7696843979         1.3761242314         0.7475519019         1.0262318494         0.8725529547
        1.2200173000         0.3660051900         2.7699108515         1.3812288851         0.7552075343         1.1592064979         0.8761432238
        1.2256632000         0.3676989600         2.7701665899         1.3761242314         0.7552075343         1.0262318494         0.8801977704
        1.2300090000         0.3690027000         2.7703634390         1.3914381925         0.7526556568         1.4251557948         0.8833186633
        1.2350098000         0.3705029400         2.7705899580         1.3812288851         0.7603112892         1.1592064979         0.8869099378
        1.2400154000         0.3720046200         2.7708166950         1.3710195777         0.7577594117         0.8932572010         0.8905046594
        1.2450125000         0.3735037500         2.7710430476         1.3863335388         0.7705187990         1.2921811463         0.8940932768
        1.2500133000         0.3750039900         2.7712695684         1.3761242314         0.7705187990         1.0262318494         0.8976845513
        1.2550158000         0.3765047400         2.7714961669         1.3710195777         0.7730706765         0.8932572010         0.9012770466
        1.2600132000         0.3780039600         2.7717225351         1.3684672508         0.7781744314         0.8267698768         0.9048658795
        1.2650123000         0.3795036900         2.7719489808         1.3710195777         0.7807263088         0.8932572010         0.9084559331
        1.2700096000         0.3810028800         2.7721753457         1.3659149240         0.7858300638         0.7602825525         0.9120446941
        1.2750104000         0.3825031200         2.7724018698         1.3710195777         0.7909338187         0.8932572010         0.9156359687
        1.2800107000         0.3840032100         2.7726283718         1.3659149240         0.7909338187         0.7602825525         0.9192268841
        1.2850158000         0.3855047400         2.7728550920         1.3633625971         0.7934856961         0.6937952283         0.9228212466
        1.2900214000         0.3870064200         2.7730818354         1.3939905194         0.8062450834         1.4916431190         0.9264159682
        1.2950124000         0.3885037200         2.7733079181         1.3684672508         0.8036932060         0.8267698768         0.9300002049
        1.3000081000         0.3900024300         2.7735342143         1.3786765582         0.8087969609         1.0927191737         0.9335878169
        1.3050082000         0.3915024600         2.7737607105         1.3710195777         0.8113488384         0.8932572010         0.9371785887
        1.3100077000         0.3930023100         2.7739871802         1.3684672508         0.8062450834         0.8267698768         0.9407689297
        1.3150083000         0.3945024900         2.7742137003         1.3684672508         0.8113488384         0.8267698768         0.9443600606
        1.3200060000         0.3960018000         2.7744400897         1.3684672508         0.8164525933         0.8267698768         0.9479491088
        1.3250095000         0.3975028500         2.7746667425         1.3735719045         0.8215563482         0.9597445252         0.9515423223
        1.3300085000         0.3990025500         2.7748931921         1.3761242314         0.8215563482         1.0262318494         0.9551323042
        1.3350082000         0.4005024600         2.7751196740         1.3684672508         0.8292119806         0.8267698768         0.9587227887
        1.3400164000         0.4020049200         2.7753465416         1.3812288851         0.8394194904         1.1592064979         0.9623193775
        1.3450080000         0.4035024000         2.7755726579         1.3684672508         0.8317638580         0.8267698768         0.9659040451
        1.3500076000         0.4050022800         2.7757991373         1.3761242314         0.8445232453         1.0262318494         0.9694944579
        1.3550083000         0.4065024900         2.7760256671         1.3812288851         0.8496270002         1.1592064979         0.9730856606
        1.3600079000         0.4080023700         2.7762521477         1.3761242314         0.8521788777         1.0262318494         0.9766760733
        1.3650082000         0.4095024600         2.7764786606         1.3786765582         0.8547307552         1.0927191737         0.9802669888
        1.3700075000         0.4110022500         2.7767051289         1.3761242314         0.8623863875         1.0262318494         0.9838571861
