% K_lin=4.959600  p_cw=[-0.099100 16.403300 -43.799200]  p_ccw=[-1.573900 20.596500 -38.892000]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]             Omega[rad/s]           Omega_target
        0.0000012000         0.0000002400         2.5000000000         1.3378393285         1.1405410306         0.0422194509         0.0000011903
        0.0050045000         0.0010009000         2.5000000000         1.3429439823         1.1430929080         0.1751940993         0.0049640636
        0.0100030000         0.0020006000         2.5000000000         1.3352870017         1.1430929080        -0.0242678733         0.0099221758
        0.0150044000         0.0030008800         2.5000000000         1.3301823480         1.1328853982        -0.1572425218         0.0148831644
        0.0200039000         0.0040007800         2.5000000000         1.3276300211         1.1354372756        -0.2237298460         0.0198422685
        0.0250029000         0.0050005800         2.5000000000         1.3378393285         1.1405410306         0.0422194509         0.0248008766
        0.0300046000         0.0060009200         2.5000000000         1.3352870017         1.1379891531        -0.0242678733         0.0297621628
        0.0350044000         0.0070008800         2.5000000000         1.3403916554         1.1481966629         0.1087067751         0.0347215644
        0.0400043000         0.0080008600         2.5000000000         1.3429439823         1.1379891531         0.1751940993         0.0396810653
        0.0450041000         0.0090008200         2.5000000000         1.3327346748         1.1354372756        -0.0907551976         0.0446404669
        0.0500134000         0.0100026800         2.5000000000         1.3352870017         1.1379891531        -0.0242678733         0.0496092917
        0.0550029000         0.0110005800         2.5000000000         1.3378393285         1.1405410306         0.0422194509         0.0545584766
        0.0600035000         0.0120007000         2.5000000000         1.3378393285         1.1379891531         0.0422194509         0.0595186717
        0.0650028000         0.0130005600         2.5000000000         1.3378393285         1.1405410306         0.0422194509         0.0644775774
        0.0700059000         0.0140011800         2.5000000000         1.3378393285         1.1405410306         0.0422194509         0.0694402523
        0.0750030000         0.0150006000         2.5000000000         1.3429439823         1.1430929080         0.1751940993         0.0743969758
        0.0800030000         0.0160006000         2.5000000000         1.3429439823         1.1430929080         0.1751940993         0.0793565758
        0.0850037000         0.0170007400         2.5000000000         1.3352870017         1.1405410306        -0.0242678733         0.0843168701
        0.0900033000         0.0180006600         2.5000000000         1.3301823480         1.1328853982        -0.1572425218         0.0892760733
        0.0950036000         0.0190007200         2.5000000000         1.3429439823         1.1456447855         0.1751940993         0.0942359709
        0.1000040000         0.0200008000         2.5000000000         1.3327346748         1.1354372756        -0.0907551976         0.0991959677
        0.1050040000         0.0210008000         2.5000000000         1.3352870017         1.1405410306        -0.0242678733         0.1041555677
        0.1100044000         0.0220008800         2.5000000000         1.3352870017         1.1405410306        -0.0242678733         0.1091155644
        0.1150044000         0.0230008800         2.5000000000         1.3352870017         1.1379891531        -0.0242678733         0.1140751644
        0.1200051000         0.0240010200         2.5000000000         1.3403916554         1.1481966629         0.1087067751         0.1190354588
        0.1250045000         0.0250009000         2.5000000000         1.3429439823         1.1481966629         0.1751940993         0.1239944636
        0.1300043000         0.0260008600         2.5000000000         1.3403916554         1.1481966629         0.1087067751         0.1289538653
        0.1350039000         0.0270007800         2.5000000000         1.3454963091         1.1481966629         0.2416814236         0.1339130685
        0.1400045000         0.0280009000         2.5000000000         1.3429439823         1.1430929080         0.1751940993         0.1388732636
        0.1450041000         0.0290008200         2.5000000000         1.3301823480         1.1354372756        -0.1572425218         0.1438324669
        0.1500066000         0.0300013200         2.5000000000         1.3301823480         1.1328853982        -0.1572425218         0.1487945467
        0.1550027000         0.0310005400         2.5000000000         1.3454963091         1.1481966629         0.2416814236         0.1537502782
        0.1600050000         0.0320010000         2.5000000000         1.3276300211         1.1354372756        -0.2237298460         0.1587121596
        0.1650048000         0.0330009600         2.5000000000         1.3301823480         1.1354372756        -0.1572425218         0.1636715612
        0.1700050000         0.0340010000         2.5000000000         1.3301823480         1.1354372756        -0.1572425218         0.1686313596
        0.1750038000         0.0350007600         2.5000000000         1.3378393285         1.1354372756         0.0422194509         0.1735897693
        0.1800052000         0.0360010400         2.5000000000         1.3352870017         1.1430929080        -0.0242678733         0.1785507580
        0.1850040000         0.0370008000         2.5000000000         1.3327346748         1.1328853982        -0.0907551976         0.1835091677
        0.1900042000         0.0380008400         2.5000000000         1.3429439823         1.1430929080         0.1751940993         0.1884689661
        0.1950037000         0.0390007400         2.5000000000         1.3327346748         1.1354372756        -0.0907551976         0.1934280701
        0.2000050000         0.0400010000         2.5000000000         1.3327346748         1.1328853982        -0.0907551976         0.1983889596
        0.2050053000         0.0410010600         2.5000000000         1.3327346748         1.1354372756        -0.0907551976         0.2033488572
        0.2100051000         0.0420010200         2.5000000000         1.3378393285         1.1405410306         0.0422194509         0.2083082588
        0.2150171000         0.0430034200         2.5000000000         1.3429439823         1.1430929080         0.1751940993         0.2132797618
        0.2200042000         0.0440008400         2.5000000000         1.3429439823         1.1456447855         0.1751940993         0.2182265661
        0.2250046000         0.0450009200         2.5000000000         1.3301823480         1.1379891531        -0.1572425218         0.2231865628
        0.2300067000         0.0460013400         2.5000000000         1.3327346748         1.1405410306        -0.0907551976         0.2281482459
        0.2350071000         0.0470014200         2.5000000000         1.3327346748         1.1328853982        -0.0907551976         0.2331082426
        0.2400035000         0.0480007000         2.5000000000         1.3352870017         1.1405410306        -0.0242678733         0.2380642717
        0.2450031000         0.0490006200         2.5000000000         1.3097637331         1.1405410306        -0.6891411156         0.2430234749
        0.2500046000         0.0500009200         2.7302999557         1.3429439823         1.1456447855         0.1751940993         0.2479845628
        0.2550037000         0.0510007400         2.7306125688         1.3403916554         1.1379891531         0.1087067751         0.2529432701
        0.2600042000         0.0520008400         2.7309252706         1.3429439823         1.1481966629         0.1751940993         0.2579033661
        0.2650041000         0.0530008200         2.7312379362         1.3454963091         1.1481966629         0.2416814236         0.2628628669
        0.2700047000         0.0540009400         2.7315506467         1.3378393285         1.1379891531         0.0422194509         0.2678230620
        0.2750088000         0.0550017600         2.7318635774         1.3403916554         1.1456447855         0.1087067751         0.2727867289
        0.2800049000         0.0560009800         2.7321760090         1.3301823480         1.1379891531        -0.1572425218         0.2777424604
        0.2850036000         0.0570007200         2.7324886043         1.3480486360         1.1405410306         0.3081687478         0.2827007709
        0.2900029000         0.0580005800         2.7328012385         1.3403916554         1.1405410306         0.1087067751         0.2876596766
        0.2950022000         0.0590004400         2.7331138738         1.3378393285         1.1405410306         0.0422194509         0.2926185822
        0.3000033000         0.0600006600         2.7334266230         1.3378393285         1.1405410306         0.0422194509         0.2975792733
        0.3050041000         0.0610008200         2.7337393546         1.3735719045         1.1354372756         0.9730419901         0.3025396669
        0.3100032000         0.0620006400         2.7340519811         1.3659149240         1.1277816433         0.7735800174         0.3074983741
        0.3150034000         0.0630006800         2.7343646776         1.3633625971         1.1277816433         0.7070926932         0.3124581725
        0.3200042000         0.0640008400         2.7346774129         1.3735719045         1.1252297658         0.9730419901         0.3174185661
        0.3250043000         0.0650008600         2.7349901056         1.3735719045         1.1277816433         0.9730419901         0.3223782653
        0.3300048000         0.0660009600         2.7353028246         1.3659149240         1.1175741334         0.7735800174         0.3273383612
        0.3350048000         0.0670009600         2.7356155135         1.3608102703         1.1099185011         0.6406053689         0.3322979612
        0.3400045000         0.0680009000         2.7359281848         1.3786765582         1.1175741334         1.1060166385         0.3372572636
        0.3450029000         0.0690005800         2.7362407761         1.3684672508         1.1073666236         0.8400673416         0.3422152766
        0.3500038000         0.0700007600         2.7365535250         1.3710195777         1.1048147461         0.9065546658         0.3471757693
        0.3550047000         0.0710009400         2.7368662750         1.3659149240         1.0946072363         0.7735800174         0.3521362620
        0.3600039000         0.0720007800         2.7371789200         1.3786765582         1.0997109912         1.1060166385         0.3570950685
        0.3650033000         0.0730006600         2.7374915787         1.3761242314         1.0920553588         1.0395293143         0.3620540733
        0.3700033000         0.0740006600         2.7378042762         1.3659149240         1.0792959716         0.7735800174         0.3670136733
        0.3750044000         0.0750008800         2.7381170437         1.3735719045         1.0818478490         0.9730419901         0.3719743644
        0.3800046000         0.0760009200         2.7384297561         1.3710195777         1.0792959716         0.9065546658         0.3769341628
        0.3850068000         0.0770013600         2.7387425948         1.3812288851         1.0792959716         1.1725039627         0.3818959451
        0.3900041000         0.0780008200         2.7390551283         1.3786765582         1.0767440941         1.1060166385         0.3868528669
        0.3950028000         0.0790005600         2.7393677505         1.3608102703         1.0639847068         0.6406053689         0.3918111774
        0.4000045000         0.0800009000         2.7396805617         1.3684672508         1.0639847068         0.8400673416         0.3967724636
        0.4050049000         0.0810009800         2.7399932927         1.3633625971         1.0563290744         0.7070926932         0.4017324604
        0.4100080000         0.0820016000         2.7403061938         1.3659149240         1.0563290744         0.7735800174         0.4066951354
        0.4150038000         0.0830007600         2.7406186396         1.3659149240         1.0563290744         0.7735800174         0.4116505693
        0.4200069000         0.0840013800         2.7409315431         1.3684672508         1.0537771970         0.8400673416         0.4166132442
        0.4250040000         0.0850008000         2.7412440727         1.3659149240         1.0486734420         0.7735800174         0.4215699677
        0.4300056000         0.0860011200         2.7415568849         1.3659149240         1.0461215646         0.7735800174         0.4265311547
        0.4350044000         0.0870008800         2.7418695231         1.3582579434         1.0359140547         0.5741180447         0.4314895644
        0.4400037000         0.0880007400         2.7421821939         1.3659149240         1.0410178097         0.7735800174         0.4364484701
        0.4450025000         0.0890005000         2.7424948347         1.3608102703         1.0384659322         0.6406053689         0.4414068798
        0.4500029000         0.0900005800         2.7428075767         1.3480486360         1.0333621773         0.3081687478         0.4463668766
        0.4550024000         0.0910004800         2.7431202637         1.3633625971         1.0333621773         0.7070926932         0.4513259806
        0.4600035000         0.0920007000         2.7434330519         1.3327346748         1.0282584224        -0.0907551976         0.4562866717
        0.4650039000         0.0930007800         2.7437457976         1.3633625971         1.0282584224         0.7070926932         0.4612466685
        0.4700157000         0.0940031400         2.7440592575         1.3557056165         1.0180509125         0.5076307205         0.4662179731
        0.4750038000         0.0950007600         2.7443712364         1.3608102703         1.0206027900         0.6406053689         0.4711657693
        0.4800038000         0.0960007600         2.7446839607         1.3454963091         1.0282584224         0.2416814236         0.4761253693
        0.4850059000         0.0970011800         2.7449968176         1.3582579434         1.0231546675         0.5741180447         0.4810870523
        0.4900057000         0.0980011400         2.7453095319         1.3659149240         1.0154990351         0.7735800174         0.4860464539
        0.4950029000         0.0990005800         2.7456220848         1.3557056165         1.0129471576         0.5076307205         0.4910032766
        0.5000055000         0.1000011000         2.7459349766         1.3557056165         1.0129471576         0.5076307205         0.4959654556
        0.5050038000         0.1010007600         2.7462476008         1.3557056165         1.0103952802         0.5076307205         0.5009233693
        0.5100041000         0.1020008200         2.7465603512         1.3582579434         1.0078434027         0.5741180447         0.5058832669
        0.5150033000         0.1030006600         2.7468730341         1.3557056165         1.0027396478         0.5076307205         0.5108420733
        0.5200048000         0.1040009600         2.7471858620         1.3557056165         1.0001877703         0.5076307205         0.5158031612
        0.5250029000         0.1050005800         2.7474984785         1.3582579434         1.0027396478         0.5741180447         0.5207608766
        0.5300038000         0.1060007600         2.7478112714         1.3557056165         1.0001877703         0.5076307205         0.5257213693
        0.5350092000         0.1070018400         2.7481243469         1.3633625971         1.0027396478         0.7070926932         0.5306863257
        0.5400050000         0.1080010000         2.7484368232         1.3480486360         0.9899802605         0.3081687478         0.5356417596
        0.5450171000         0.1090034200         2.7487503203         1.3659149240         1.0001877703         0.7735800174         0.5406133618
        0.5500055000         0.1100011000         2.7490623362         1.3557056165         0.9874283830         0.5076307205         0.5455614556
        0.5550039000         0.1110007800         2.7493749788         1.3531532897         0.9797727506         0.4411433962         0.5505194685
        0.5600050000         0.1120010000         2.7496877915         1.3582579434         0.9797727506         0.5741180447         0.5554801596
        0.5650202000         0.1130040400         2.7500014874         1.3659149240         0.9899802605         0.7735800174         0.5604548368
        0.5700073000         0.1140014600         2.7503134268         1.3659149240         0.9874283830         0.7735800174         0.5654016410
        0.5750113000         0.1150022600         2.7506264246         1.3557056165         0.9721171183         0.5076307205         0.5703652087
        0.5800090000         0.1160018000         2.7509390295         1.3531532897         0.9721171183         0.4411433962         0.5753225273
        0.5850057000         0.1170011400         2.7512515731         1.3633625971         0.9746689957         0.7070926932         0.5802788539
        0.5900064000         0.1180012800         2.7515643681         1.3633625971         0.9746689957         0.7070926932         0.5852391483
        0.5950055000         0.1190011000         2.7518770643         1.3557056165         0.9721171183         0.5076307205         0.5901978556
        0.6000047000         0.1200009400         2.7521897679         1.3608102703         0.9695652408         0.6406053689         0.5951566620
        0.6050049000         0.1210009800         2.7525025353         1.3659149240         0.9670133634         0.7735800174         0.6001164604
        0.6100044000         0.1220008800         2.7528152602         1.3506009628         0.9568058535         0.3746560720         0.6050755644
        0.6150051000         0.1230010200         2.7531280613         1.3531532897         0.9568058535         0.4411433962         0.6100358588
        0.6200040000         0.1240008000         2.7534407511         1.3582579434         0.9593577310         0.5741180447         0.6149943677
        0.6250085000         0.1250017000         2.7537537924         1.3531532897         0.9517020986         0.4411433962         0.6199584313
        0.6300047000         0.1260009400         2.7540663157         1.3659149240         0.9542539761         0.7735800174         0.6249142620
        0.6350054000         0.1270010800         2.7543791217         1.3608102703         0.9542539761         0.6406053689         0.6298745564
        0.6400042000         0.1280008400         2.7546918101         1.3608102703         0.9517020986         0.6406053689         0.6348329661
        0.6450040000         0.1290008000         2.7550045623         1.3608102703         0.9517020986         0.6406053689         0.6397923677
        0.6500041000         0.1300008200         2.7553173344         1.3582579434         0.9465983437         0.5741180447         0.6447520669
        0.6550040000         0.1310008000         2.7556300953         1.3659149240         0.9491502211         0.7735800174         0.6497115677
        0.6600050000         0.1320010000         2.7559429262         1.3608102703         0.9414945888         0.6406053689         0.6546721596
        0.6650036000         0.1330007200         2.7562556082         1.3506009628         0.9338389564         0.3746560720         0.6596303709
        0.6700038000         0.1340007600         2.7565683915         1.3633625971         0.9363908338         0.7070926932         0.6645901693
        0.6750044000         0.1350008800         2.7568812011         1.3659149240         0.9389427113         0.7735800174         0.6695503644
        0.6800034000         0.1360006800         2.7571939118         1.3608102703         0.9338389564         0.6406053689         0.6745089725
        0.6850053000         0.1370010600         2.7575068051         1.3659149240         0.9287352015         0.7735800174         0.6794704572
        0.6900041000         0.1380008200         2.7578195057         1.3710195777         0.9287352015         0.9065546658         0.6844288669
        0.6950045000         0.1390009000         2.7581323076         1.3582579434         0.9134239367         0.5741180447         0.6893888636
        0.7000038000         0.1400007600         2.7584450420         1.3761242314         0.9261833240         1.0395293143         0.6943477693
        0.7050024000         0.1410004800         2.7587577338         1.3633625971         0.9134239367         0.7070926932         0.6993059806
        0.7100044000         0.1420008800         2.7590706394         1.3710195777         0.9134239367         0.9065546658         0.7042675644
        0.7150043000         0.1430008600         2.7593834150         1.3633625971         0.9057683043         0.7070926932         0.7092270653
