% K_lin=2.307700  p_cw=[-0.099100 16.403300 -43.799200]  p_ccw=[-1.573900 20.596500 -38.892000]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]             Omega[rad/s]           Omega_target
        0.8250196000         0.4125098000         2.7746923865         1.3659149240         4.9658053416         0.7227172143         0.9519488655
        0.8300088000         0.4150044000         2.7750555147         1.3659149240         4.9709090965         0.7227172143         0.9577056539
        0.8350136000         0.4175068000         2.7754197801         1.3633625971         4.9683572191         0.6562298901         0.9634804424
        0.8400075000         0.4200037500         2.7757832537         1.3735719045         4.9811166064         0.9221791870         0.9692426539
        0.8450191000         0.4225095500         2.7761480173         1.3684672508         4.9785647289         0.7892045386         0.9750252885
        0.8500096000         0.4250048000         2.7765112468         1.3735719045         4.9862203613         0.9221791870         0.9807835770
        0.8550140000         0.4275070000         2.7768754896         1.3659149240         4.9811166064         0.7227172143         0.9865579039
        0.8600088000         0.4300044000         2.7772390354         1.3710195777         4.9862203613         0.8556918628         0.9923211539
        0.8650188000         0.4325094000         2.7776036891         1.3735719045         4.9913241162         0.9221791870         0.9981019424
        0.8700090000         0.4350045000         2.7779669034         1.3761242314         4.9938759937         0.9886665113         1.0038598846
        0.8750182000         0.4375091000         2.7783315022         1.3786765582         4.9989797486         1.0551538355         1.0096397501
        0.8800101000         0.4400050500         2.7786948435         1.3812288851         5.0040835035         1.1216411597         1.0153996539
        0.8850176000         0.4425088000         2.7790593219         1.3837812120         5.0066353810         1.1881284839         1.0211775578
        0.8900098000         0.4450049000         2.7794226884         1.3863335388         5.0142910133         1.2546158082         1.0269378077
        0.8950199000         0.4475099500         2.7797873594         1.3863335388         5.0066353810         1.2546158082         1.0327187116
        0.9001582000         0.4500791000         2.7801613634         1.3812288851         5.0066353810         1.1216411597         1.0386475391
        0.9050153000         0.4525076500         2.7805149012         1.3863335388         5.0066353810         1.2546158082         1.0442519039
        0.9100099000         0.4550049500         2.7808784489         1.3837812120         5.0066353810         1.1881284839         1.0500149231
        0.9150174000         0.4575087000         2.7812429373         1.3786765582         5.0066353810         1.0551538355         1.0557928270
        0.9200998000         0.4600499000         2.7816128792         1.3812288851         5.0066353810         1.1216411597         1.0616571542
        0.9250198000         0.4625099000         2.7819710019         1.3761242314         5.0066353810         0.9886665113         1.0673340962
        0.9300958000         0.4650479000         2.7823404813         1.3735719045         5.0015316260         0.9221791870         1.0731910388
        0.9350152000         0.4675076000         2.7826985636         1.3863335388         5.0091872584         1.2546158082         1.0788672885
        0.9400197000         0.4700098500         2.7830628419         1.3888858657         5.0117391359         1.3211031324         1.0846417308
        0.9450177000         0.4725088500         2.7834266487         1.3786765582         5.0015316260         1.0551538355         1.0904086731
        0.9500182000         0.4750091000         2.7837906391         1.3888858657         5.0117391359         1.3211031324         1.0961785001
        0.9550081000         0.4775040500         2.7841538597         1.3786765582         4.9964278711         1.0551538355         1.1019360962
        0.9600166000         0.4800083000         2.7845184358         1.4067521537         5.0117391359         1.7865144020         1.1077151539
        0.9650066000         0.4825033000         2.7848816669         1.3939905194         5.0117391359         1.4540777808         1.1134728654
        0.9700093000         0.4850046500         2.7852458241         1.3888858657         5.0066353810         1.3211031324         1.1192452308
        0.9750128000         0.4875064000         2.7856100412         1.3863335388         5.0066353810         1.2546158082         1.1250185193
        0.9800181000         0.4900090500         2.7859743910         1.3863335388         5.0066353810         1.2546158082         1.1307938847
        0.9850136000         0.4925068000         2.7863380291         1.3863335388         5.0040835035         1.2546158082         1.1365579424
        0.9900088000         0.4950044000         2.7867016469         1.3786765582         4.9989797486         1.0551538355         1.1423216539
        0.9950061000         0.4975030500         2.7870654194         1.3837812120         4.9989797486         1.1881284839         1.1480877885
        1.0000079000         0.5000039500         2.7874295210         1.3863335388         5.0015316260         1.2546158082         1.1538591154
        1.0050053000         0.5025026500         2.7877933040         1.3812288851         4.9964278711         1.1216411597         1.1596253654
        1.0100080000         0.5050040000         2.7881574745         1.3812288851         4.9862203613         1.1216411597         1.1653977308
        1.0150060000         0.5075030000         2.7885213045         1.3863335388         1.1124703785         1.2546158082         1.1711646731
        1.0200083000         0.5100041500         2.7888854491         1.3914381925         1.1175741334         1.3875904566         1.1769365770
        1.0250077000         0.5125038500         2.7892493844         1.3863335388         1.1099185011         1.2546158082         1.1827051346
        1.0300083000         0.5150041500         2.7896134086         1.3863335388         1.1124703785         1.2546158082         1.1884750770
        1.0350100000         0.5175050000         2.7899775146         1.3914381925         1.1124703785         1.3875904566         1.1942462885
        1.0400110000         0.5200055000         2.7903415712         1.3888858657         1.1099185011         1.3211031324         1.2000166923
        1.0450070000         0.5225035000         2.7907052656         1.3965428462         1.1124703785         1.5205651051         1.2057813269
        1.0500092000         0.5250046000         2.7910694129         1.3888858657         1.1099185011         1.3211031324         1.2115531154
        1.0550056000         0.5275028000         2.7914331397         1.3837812120         1.1022628687         1.1881284839         1.2173182116
        1.0600091000         0.5300045500         2.7917973849         1.3786765582         1.1124703785         1.0551538355         1.2230915000
        1.0650089000         0.5325044500         2.7921613625         1.3837812120         1.0971591138         1.1881284839         1.2288605193
        1.0700099000         0.5350049500         2.7925254291         1.3888858657         0.0126111937         1.3211031324         1.2346309231
        1.0750076000         0.5375038000         2.7928892572         1.3786765582        -0.0052519485         1.0551538355         1.2403975193
