% K_lin=7.165500  p_cw=[-3.083600 35.229700 -73.320600]  p_ccw=[2.523100 5.992400 -26.429300]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]             Omega[rad/s]           Omega_target
        0.2300026000         0.1840020800         2.8095544367         1.3888858657         0.1606200863         1.3619928368         1.3184669043
        0.2350028000         0.1880022400         2.8111559376         1.3863335388         0.1580682088         1.2955055126         1.3471300507
        0.2400022000         0.1920017600         2.8127580666         1.3863335388         0.1631719638         1.2955055126         1.3757886113
        0.2450035000         0.1960028000         2.8143616906         1.3786765582         0.1657238412         1.0960435399         1.4044580634
        0.2500019000         0.2000015200         2.8159652719         1.3965428462         0.1835869834         1.5614548095         1.4331108916
        0.2550043000         0.2040034400         2.8175710258         1.3914381925         0.1861388609         1.4284801610         1.4617866493
        0.2600026000         0.2080020800         2.8191763537         1.3965428462         0.1937944933         1.5614548095         1.4904389043
        0.2650021000         0.2120016800         2.8207829586         1.3863335388         0.1937944933         1.2955055126         1.5190980381
        0.2700019000         0.2160015200         2.8223905530         1.3863335388         0.1988982482         1.2955055126         1.5477588916
        0.2750026000         0.2200020800         2.8239993318         1.3965428462         0.2116576355         1.5614548095         1.5764249043
        0.2800020000         0.2240016000         2.8256085886         1.3837812120         0.2014501257         1.2290181883         1.6050834648
        0.2850027000         0.2280021600         2.8272191618         1.3837812120         0.2091057580         1.2290181883         1.6337494775
        0.2900037000         0.2320029600         2.8288307312         1.3914381925         0.2193132679         1.4284801610         1.6624172099
        0.2950037000         0.2360029600         2.8304428793         1.3914381925         0.2167613904         1.4284801610         1.6910792099
        0.3000045000         0.2400036000         2.8320561879         1.3939905194         0.2346245326         1.4949674852         1.7197457958
        0.3050041000         0.2440032800         2.8336700131         1.4067521537         0.2473839199         1.8274041064         1.7484055029
        0.3100033000         0.2480026400         2.8352846143         1.3914381925         0.2397282875         1.4284801610         1.7770629169
        0.3150017000         0.2520013600         2.8368998635         1.4016475000         0.2550395523         1.6944294579         1.8057157451
        0.3200029000         0.2560023200         2.8385169262         1.3888858657         0.2575914298         1.3619928368         1.8343846240
        0.3250017000         0.2600013600         2.8401341225         1.4016475000         0.2703508170         1.6944294579         1.8630397451
        0.3300021000         0.2640016800         2.8417527480         1.3888858657         0.2652470621         1.3619928368         1.8917040381
        0.3350017000         0.2680013600         2.8433720275         1.4067521537         0.2831102043         1.8274041064         1.9203637451
        0.3400018000         0.2720014400         2.8449923834         1.3939905194         0.2754545720         1.4949674852         1.9490263183
        0.3450019000         0.2760015200         2.8466136556         1.3939905194         0.2856620818         1.4949674852         1.9776888916
        0.3500021000         0.2800016800         2.8482358779         1.3965428462         0.2907658367         1.5614548095         2.0063520381
        0.3550017000         0.2840013600         2.8498588247         1.3939905194         0.2984214691         1.4949674852         2.0350117451
        0.3600011000         0.2880008800         2.8514826272         1.3990951731         0.3060771015         1.6279421337         2.0636703057
        0.3650045000         0.2920036000         2.8531086521         1.4016475000         0.3162846113         1.6944294579         2.0923517958
